,Date,SWK
0,2019-02-04 00:00:00-05:00,114.02385711669922
1,2019-02-05 00:00:00-05:00,115.32532501220703
2,2019-02-06 00:00:00-05:00,115.29875183105469
3,2019-02-07 00:00:00-05:00,113.36871337890625
4,2019-02-08 00:00:00-05:00,112.27973175048828
5,2019-02-11 00:00:00-05:00,113.6254653930664
6,2019-02-12 00:00:00-05:00,117.14028930664062
7,2019-02-13 00:00:00-05:00,118.88445281982422
8,2019-02-14 00:00:00-05:00,117.8219985961914
9,2019-02-15 00:00:00-05:00,120.75251770019531
10,2019-02-19 00:00:00-05:00,120.90302276611328
11,2019-02-20 00:00:00-05:00,121.13320922851562
12,2019-02-21 00:00:00-05:00,121.77064514160156
13,2019-02-22 00:00:00-05:00,122.99240112304688
14,2019-02-25 00:00:00-05:00,121.6378402709961
15,2019-02-26 00:00:00-05:00,120.31869506835938
16,2019-02-27 00:00:00-05:00,120.8144760131836
17,2019-02-28 00:00:00-05:00,117.24652099609375
18,2019-03-01 00:00:00-05:00,117.42357635498047
19,2019-03-04 00:00:00-05:00,120.07510375976562
20,2019-03-05 00:00:00-05:00,119.37222290039062
21,2019-03-06 00:00:00-05:00,118.89173126220703
22,2019-03-07 00:00:00-05:00,116.7740478515625
23,2019-03-08 00:00:00-05:00,115.01232147216797
24,2019-03-11 00:00:00-04:00,117.93968200683594
25,2019-03-12 00:00:00-04:00,117.98416900634766
26,2019-03-13 00:00:00-04:00,118.8472671508789
27,2019-03-14 00:00:00-04:00,117.43248748779297
28,2019-03-15 00:00:00-04:00,117.01431274414062
29,2019-03-18 00:00:00-04:00,119.3989028930664
30,2019-03-19 00:00:00-04:00,118.62481689453125
31,2019-03-20 00:00:00-04:00,117.31684875488281
32,2019-03-21 00:00:00-04:00,119.76371765136719
33,2019-03-22 00:00:00-04:00,116.4715576171875
34,2019-03-25 00:00:00-04:00,117.15667724609375
35,2019-03-26 00:00:00-04:00,117.4947738647461
36,2019-03-27 00:00:00-04:00,117.77062225341797
37,2019-03-28 00:00:00-04:00,119.73702239990234
38,2019-03-29 00:00:00-04:00,121.16063690185547
39,2019-04-01 00:00:00-04:00,124.13250732421875
40,2019-04-02 00:00:00-04:00,123.94564819335938
41,2019-04-03 00:00:00-04:00,125.23585510253906
42,2019-04-04 00:00:00-04:00,127.18443298339844
43,2019-04-05 00:00:00-04:00,127.05094909667969
44,2019-04-08 00:00:00-04:00,128.12757873535156
45,2019-04-09 00:00:00-04:00,126.23236083984375
46,2019-04-10 00:00:00-04:00,126.7573471069336
47,2019-04-11 00:00:00-04:00,128.4656982421875
48,2019-04-12 00:00:00-04:00,130.05841064453125
49,2019-04-15 00:00:00-04:00,130.44992065429688
50,2019-04-16 00:00:00-04:00,129.7469940185547
51,2019-04-17 00:00:00-04:00,128.67929077148438
52,2019-04-18 00:00:00-04:00,129.67581176757812
53,2019-04-22 00:00:00-04:00,129.4000244140625
54,2019-04-23 00:00:00-04:00,131.19729614257812
55,2019-04-24 00:00:00-04:00,129.8804473876953
56,2019-04-25 00:00:00-04:00,127.673828125
57,2019-04-26 00:00:00-04:00,130.17408752441406
58,2019-04-29 00:00:00-04:00,131.08168029785156
59,2019-04-30 00:00:00-04:00,130.44097900390625
60,2019-05-01 00:00:00-04:00,132.02481079101562
61,2019-05-02 00:00:00-04:00,133.43959045410156
62,2019-05-03 00:00:00-04:00,136.20677185058594
63,2019-05-06 00:00:00-04:00,130.26303100585938
64,2019-05-07 00:00:00-04:00,127.79841613769531
65,2019-05-08 00:00:00-04:00,128.08311462402344
66,2019-05-09 00:00:00-04:00,126.81073760986328
67,2019-05-10 00:00:00-04:00,126.51714324951172
68,2019-05-13 00:00:00-04:00,120.7869644165039
69,2019-05-14 00:00:00-04:00,120.55561065673828
70,2019-05-15 00:00:00-04:00,120.19081115722656
71,2019-05-16 00:00:00-04:00,123.10926055908203
72,2019-05-17 00:00:00-04:00,119.98616790771484
73,2019-05-20 00:00:00-04:00,120.22640228271484
74,2019-05-21 00:00:00-04:00,121.81018829345703
75,2019-05-22 00:00:00-04:00,120.62681579589844
76,2019-05-23 00:00:00-04:00,117.33460235595703
77,2019-05-24 00:00:00-04:00,118.162109375
78,2019-05-28 00:00:00-04:00,115.11018371582031
79,2019-05-29 00:00:00-04:00,115.86650848388672
80,2019-05-30 00:00:00-04:00,116.60501861572266
81,2019-05-31 00:00:00-04:00,113.19717407226562
82,2019-06-03 00:00:00-04:00,113.84114074707031
