,Date,GEHC
0,2022-12-15 00:00:00-05:00,59.904144287109375
1,2022-12-16 00:00:00-05:00,56.64936065673828
2,2022-12-19 00:00:00-05:00,56.40974044799805
3,2022-12-20 00:00:00-05:00,57.11860275268555
4,2022-12-21 00:00:00-05:00,56.86900329589844
5,2022-12-22 00:00:00-05:00,57.50798034667969
6,2022-12-23 00:00:00-05:00,57.408145904541016
7,2022-12-27 00:00:00-05:00,57.35822296142578
8,2022-12-28 00:00:00-05:00,57.408145904541016
9,2022-12-29 00:00:00-05:00,57.907344818115234
10,2022-12-30 00:00:00-05:00,58.286739349365234
11,2023-01-03 00:00:00-05:00,55.91053771972656
12,2023-01-04 00:00:00-05:00,60.39336395263672
13,2023-01-05 00:00:00-05:00,58.90574645996094
14,2023-01-06 00:00:00-05:00,58.85582733154297
15,2023-01-09 00:00:00-05:00,58.00718307495117
16,2023-01-10 00:00:00-05:00,59.904144287109375
17,2023-01-11 00:00:00-05:00,64.88617706298828
18,2023-01-12 00:00:00-05:00,65.54512786865234
19,2023-01-13 00:00:00-05:00,65.3354721069336
20,2023-01-17 00:00:00-05:00,63.22882843017578
21,2023-01-18 00:00:00-05:00,61.9808235168457
22,2023-01-19 00:00:00-05:00,63.83785629272461
23,2023-01-20 00:00:00-05:00,66.66333770751953
24,2023-01-23 00:00:00-05:00,69.408935546875
25,2023-01-24 00:00:00-05:00,69.48880767822266
26,2023-01-25 00:00:00-05:00,68.60023498535156
27,2023-01-26 00:00:00-05:00,69.10942077636719
28,2023-01-27 00:00:00-05:00,69.96804809570312
29,2023-01-30 00:00:00-05:00,71.38577270507812
30,2023-01-31 00:00:00-05:00,69.408935546875
31,2023-02-01 00:00:00-05:00,69.89816284179688
32,2023-02-02 00:00:00-05:00,70.5371322631836
33,2023-02-03 00:00:00-05:00,70.43729400634766
34,2023-02-06 00:00:00-05:00,71.74520111083984
35,2023-02-07 00:00:00-05:00,71.51556396484375
36,2023-02-08 00:00:00-05:00,70.05789947509766
37,2023-02-09 00:00:00-05:00,68.30071258544922
38,2023-02-10 00:00:00-05:00,69.12938690185547
39,2023-02-13 00:00:00-05:00,69.31908416748047
40,2023-02-14 00:00:00-05:00,72.49400329589844
41,2023-02-15 00:00:00-05:00,72.2044677734375
42,2023-02-16 00:00:00-05:00,70.7967300415039
43,2023-02-17 00:00:00-05:00,73.05310821533203
44,2023-02-21 00:00:00-05:00,72.3542251586914
45,2023-02-22 00:00:00-05:00,71.82506561279297
46,2023-02-23 00:00:00-05:00,75.77874755859375
47,2023-02-24 00:00:00-05:00,74.89016723632812
48,2023-02-27 00:00:00-05:00,75.91851806640625
49,2023-02-28 00:00:00-05:00,75.87858581542969
50,2023-03-01 00:00:00-05:00,75.1797103881836
51,2023-03-02 00:00:00-05:00,74.92012786865234
52,2023-03-03 00:00:00-05:00,76.24800109863281
53,2023-03-06 00:00:00-05:00,76.55750274658203
54,2023-03-07 00:00:00-05:00,76.12818908691406
55,2023-03-08 00:00:00-05:00,76.50758361816406
56,2023-03-09 00:00:00-05:00,76.25798034667969
57,2023-03-10 00:00:00-05:00,74.85023498535156
58,2023-03-13 00:00:00-04:00,76.11820220947266
59,2023-03-14 00:00:00-04:00,77.01676177978516
60,2023-03-15 00:00:00-04:00,76.63738250732422
61,2023-03-16 00:00:00-04:00,76.49760437011719
62,2023-03-17 00:00:00-04:00,75.71883392333984
63,2023-03-20 00:00:00-04:00,75.07986450195312
64,2023-03-21 00:00:00-04:00,76.39775085449219
65,2023-03-22 00:00:00-04:00,74.65055084228516
66,2023-03-23 00:00:00-04:00,75.58905029296875
67,2023-03-24 00:00:00-04:00,76.33784484863281
68,2023-03-27 00:00:00-04:00,76.25798034667969
69,2023-03-28 00:00:00-04:00,76.77716064453125
70,2023-03-29 00:00:00-04:00,79.11341094970703
71,2023-03-30 00:00:00-04:00,82.00878143310547
72,2023-03-31 00:00:00-04:00,81.8989486694336
73,2023-04-03 00:00:00-04:00,81.67930603027344
74,2023-04-04 00:00:00-04:00,81.45964813232422
75,2023-04-05 00:00:00-04:00,80.99040985107422
76,2023-04-06 00:00:00-04:00,80.03194427490234
77,2023-04-10 00:00:00-04:00,80.46125030517578
78,2023-04-11 00:00:00-04:00,80.46125030517578
79,2023-04-12 00:00:00-04:00,81.6194076538086
