,Unnamed: 0,Date,SBAC
0,0,2019-02-05,177.2475128173828
1,1,2019-02-06,174.20364379882812
2,2,2019-02-07,176.34487915039062
3,3,2019-02-08,175.93203735351562
4,4,2019-02-11,176.65219116210938
5,5,2019-02-12,175.9224090576172
6,6,2019-02-13,177.00747680664062
7,7,2019-02-14,176.86346435546875
8,8,2019-02-15,178.12132263183594
9,9,2019-02-19,176.24891662597656
10,10,2019-02-20,175.71116638183594
11,11,2019-02-21,175.39434814453125
12,12,2019-02-22,175.28871154785156
13,13,2019-02-25,173.88677978515625
14,14,2019-02-26,173.79074096679688
15,15,2019-02-27,173.2338104248047
16,16,2019-02-28,173.37783813476562
17,17,2019-03-01,174.86618041992188
18,18,2019-03-04,175.22149658203125
19,19,2019-03-05,174.8566131591797
20,20,2019-03-06,175.0486297607422
21,21,2019-03-07,176.08567810058594
22,22,2019-03-08,176.1720733642578
23,23,2019-03-11,178.5150604248047
24,24,2019-03-12,179.67689514160156
25,25,2019-03-13,181.4437255859375
26,26,2019-03-14,181.90460205078125
27,27,2019-03-15,183.35455322265625
28,28,2019-03-18,183.9402618408203
29,29,2019-03-19,184.25714111328125
30,30,2019-03-20,184.94854736328125
31,31,2019-03-21,188.2709197998047
32,32,2019-03-22,189.27914428710935
33,33,2019-03-25,187.8004150390625
34,34,2019-03-26,187.24343872070312
35,35,2019-03-27,186.04318237304688
36,36,2019-03-28,187.1762237548828
37,37,2019-03-29,191.7180938720703
38,38,2019-04-01,190.03770446777344
39,39,2019-04-02,191.6988983154297
40,40,2019-04-03,192.1598052978516
41,41,2019-04-04,190.24896240234372
42,42,2019-04-05,193.014404296875
43,43,2019-04-08,193.4752960205078
44,44,2019-04-09,193.18722534179688
45,45,2019-04-10,194.4739227294922
46,46,2019-04-11,195.2325439453125
47,47,2019-04-12,196.11590576171875
48,48,2019-04-15,195.0308532714844
49,49,2019-04-16,190.9691467285156
50,50,2019-04-17,189.4519805908203
51,51,2019-04-18,190.2969512939453
52,52,2019-04-22,191.4396209716797
53,53,2019-04-23,192.02536010742188
54,54,2019-04-24,192.8511657714844
55,55,2019-04-25,191.59323120117188
56,56,2019-04-26,193.072021484375
57,57,2019-04-29,191.86215209960935
58,58,2019-04-30,195.6262359619141
59,59,2019-05-01,195.70301818847656
60,60,2019-05-02,196.0679168701172
61,61,2019-05-03,198.68930053710935
62,62,2019-05-06,197.8442840576172
63,63,2019-05-07,196.2215881347656
64,64,2019-05-08,199.66873168945312
65,65,2019-05-09,199.06381225585935
66,66,2019-05-10,202.0212860107422
67,67,2019-05-13,200.9458770751953
68,68,2019-05-14,201.13787841796875
69,69,2019-05-15,202.0308837890625
70,70,2019-05-16,203.86492919921875
71,71,2019-05-17,201.6276092529297
72,72,2019-05-20,195.1460723876953
73,73,2019-05-21,197.32579040527344
74,74,2019-05-22,198.61251831054688
75,75,2019-05-23,201.6756134033203
76,76,2019-05-24,200.4369354248047
77,77,2019-05-28,195.72222900390625
78,78,2019-05-29,195.6645965576172
79,79,2019-05-30,204.1529998779297
80,80,2019-05-31,207.8018341064453
81,81,2019-06-03,208.77166748046875
82,82,2019-06-04,208.81008911132807
83,83,2019-06-05,211.94036865234372
84,84,2019-06-06,212.6701202392578
85,85,2019-06-07,211.7291259765625
86,86,2019-06-10,212.72775268554688
87,87,2019-06-11,214.3889617919922
88,88,2019-06-12,217.82655334472656
89,89,2019-06-13,215.57005310058597
90,90,2019-06-14,217.49046325683597
91,91,2019-06-17,218.6907501220703
92,92,2019-06-18,220.4191436767578
93,93,2019-06-19,224.1928558349609
94,94,2019-06-20,224.38487243652344
95,95,2019-06-21,222.685302734375
96,96,2019-06-24,223.2710418701172
97,97,2019-06-25,219.2476806640625
98,98,2019-06-26,214.60983276367188
99,99,2019-06-27,215.8869171142578
100,100,2019-06-28,215.89649963378903
101,101,2019-07-01,216.04055786132807
102,102,2019-07-02,221.2545318603516
103,103,2019-07-03,224.9706268310547
104,104,2019-07-05,223.35745239257807
105,105,2019-07-08,224.13519287109372
106,106,2019-07-09,225.41232299804688
107,107,2019-07-10,226.58380126953125
108,108,2019-07-11,225.82522583007807
109,109,2019-07-12,224.6633453369141
110,110,2019-07-15,225.91165161132807
111,111,2019-07-16,223.06939697265625
112,112,2019-07-17,222.62767028808597
113,113,2019-07-18,222.5796661376953
114,114,2019-07-19,219.31491088867188
115,115,2019-07-22,221.13934326171875
116,116,2019-07-23,223.8951568603516
117,117,2019-07-24,224.76898193359372
118,118,2019-07-25,224.490478515625
119,119,2019-07-26,227.3999938964844
120,120,2019-07-29,227.5536346435547
121,121,2019-07-30,238.5481414794922
122,122,2019-07-31,235.64828491210935
123,123,2019-08-01,236.9734039306641
124,124,2019-08-02,238.73062133789065
125,125,2019-08-05,235.23536682128903
126,126,2019-08-06,238.11605834960935
127,127,2019-08-07,237.87599182128903
128,128,2019-08-08,242.5138702392578
129,129,2019-08-09,244.175048828125
130,130,2019-08-12,244.7032165527344
131,131,2019-08-13,249.4370880126953
132,132,2019-08-14,244.6167755126953
133,133,2019-08-15,249.51388549804688
134,134,2019-08-16,249.9364013671875
135,135,2019-08-19,250.4645233154297
136,136,2019-08-20,249.7059783935547
137,137,2019-08-21,250.06121826171875
138,138,2019-08-22,250.1669464111328
139,139,2019-08-23,250.4260711669922
140,140,2019-08-26,254.44944763183597
141,141,2019-08-27,254.6609649658203
142,142,2019-08-28,253.03594970703125
143,143,2019-08-29,252.43019104003903
144,144,2019-08-30,252.34364318847656
145,145,2019-09-03,255.6514129638672
146,146,2019-09-04,258.93035888671875
147,147,2019-09-05,253.08409118652344
148,148,2019-09-06,252.29559326171875
149,149,2019-09-09,242.3145294189453
150,150,2019-09-10,231.8238067626953
151,151,2019-09-11,232.9295959472656
152,152,2019-09-12,236.4489288330078
153,153,2019-09-13,234.16046142578125
154,154,2019-09-16,236.82395935058597
155,155,2019-09-17,243.2664337158203
156,156,2019-09-18,243.65109252929688
157,157,2019-09-19,241.55484008789065
158,158,2019-09-20,246.9011688232422
159,159,2019-09-23,245.7473297119141
160,160,2019-09-24,244.97802734375
161,161,2019-09-25,236.55471801757807
162,162,2019-09-26,236.5162353515625
163,163,2019-09-27,227.7275848388672
164,164,2019-09-30,231.88153076171875
165,165,2019-10-01,227.9679412841797
166,166,2019-10-02,224.7947998046875
167,167,2019-10-03,228.16026306152344
168,168,2019-10-04,227.48715209960935
169,169,2019-10-07,227.2660217285156
170,170,2019-10-08,228.0448455810547
171,171,2019-10-09,229.46800231933597
172,172,2019-10-10,233.48733520507807
173,173,2019-10-11,232.18919372558597
174,174,2019-10-14,231.6026611328125
175,175,2019-10-15,229.82379150390625
176,176,2019-10-16,223.987060546875
177,177,2019-10-17,230.81419372558597
178,178,2019-10-18,234.7181396484375
179,179,2019-10-21,236.38162231445312
180,180,2019-10-22,235.5642852783203
181,181,2019-10-23,238.4489898681641
182,182,2019-10-24,237.0835418701172
183,183,2019-10-25,234.76622009277344
184,184,2019-10-28,233.1892547607422
185,185,2019-10-29,229.50645446777344
186,186,2019-10-30,232.5930633544922
187,187,2019-10-31,231.40072631835935
188,188,2019-11-01,230.9487762451172
189,189,2019-11-04,225.5832672119141
190,190,2019-11-05,219.9676971435547
191,191,2019-11-06,222.60238647460935
192,192,2019-11-07,218.0157165527344
193,193,2019-11-08,219.6792755126953
194,194,2019-11-11,219.8330841064453
195,195,2019-11-12,217.6887969970703
196,196,2019-11-13,222.4293670654297
197,197,2019-11-14,225.9486389160156
198,198,2019-11-15,228.1410217285156
199,199,2019-11-18,227.0832977294922
200,200,2019-11-19,230.76611328125
201,201,2019-11-20,231.85438537597656
202,202,2019-11-21,228.92669677734372
203,203,2019-11-22,223.7647399902344
204,204,2019-11-25,222.9846343994141
205,205,2019-11-26,228.3295745849609
206,206,2019-11-27,228.76296997070312
207,207,2019-11-29,227.7325134277344
208,208,2019-12-02,223.56246948242188
209,209,2019-12-03,226.28793334960935
210,210,2019-12-04,226.66351318359372
211,211,2019-12-05,227.2221221923828
212,212,2019-12-06,227.7517547607422
213,213,2019-12-09,228.96519470214844
214,214,2019-12-10,226.89463806152344
215,215,2019-12-11,227.058349609375
216,216,2019-12-12,219.62359619140625
217,217,2019-12-13,226.779052734375
218,218,2019-12-16,226.00863647460935
219,219,2019-12-17,219.1902313232422
220,220,2019-12-18,225.2574615478516
221,221,2019-12-19,229.35043334960935
222,222,2019-12-20,232.3070068359375
223,223,2019-12-23,231.71951293945312
224,224,2019-12-24,231.27651977539065
225,225,2019-12-26,232.34548950195312
226,226,2019-12-27,232.48997497558597
227,227,2019-12-30,229.6778564453125
228,228,2019-12-31,232.08547973632807
229,229,2020-01-02,230.04379272460935
230,230,2020-01-03,232.12399291992188
231,231,2020-01-06,232.33587646484372
232,232,2020-01-07,228.67630004882807
233,233,2020-01-08,231.1609649658203
234,234,2020-01-09,232.2877349853516
235,235,2020-01-10,235.78358459472656
236,236,2020-01-13,240.81072998046875
237,237,2020-01-14,239.4720764160156
238,238,2020-01-15,240.2810516357422
239,239,2020-01-16,241.4655914306641
240,240,2020-01-17,242.72720336914065
241,241,2020-01-21,245.0385284423828
242,242,2020-01-22,243.2761383056641
243,243,2020-01-23,245.5874481201172
244,244,2020-01-24,243.7961578369141
245,245,2020-01-27,243.4013519287109
246,246,2020-01-28,242.4478912353516
247,247,2020-01-29,240.12696838378903
248,248,2020-01-30,244.36436462402344
249,249,2020-01-31,240.3388214111328
250,250,2020-02-03,240.35806274414065
251,251,2020-02-04,244.7784576416016
252,252,2020-02-05,245.1637420654297
253,253,2020-02-06,247.02239990234372
254,254,2020-02-07,249.25668334960935
255,255,2020-02-10,254.95790100097656
256,256,2020-02-11,273.5062255859375
257,257,2020-02-12,281.9908142089844
258,258,2020-02-13,279.07275390625
259,259,2020-02-14,283.72418212890625
260,260,2020-02-18,280.94097900390625
261,261,2020-02-19,279.1401062011719
