,Date,SPGI
0,2019-02-04 00:00:00-05:00,185.92849731445312
1,2019-02-05 00:00:00-05:00,186.3970947265625
2,2019-02-06 00:00:00-05:00,184.53216552734375
3,2019-02-07 00:00:00-05:00,186.4927520751953
4,2019-02-08 00:00:00-05:00,185.1442108154297
5,2019-02-11 00:00:00-05:00,185.6606903076172
6,2019-02-12 00:00:00-05:00,186.7318115234375
7,2019-02-13 00:00:00-05:00,188.57762145996094
8,2019-02-14 00:00:00-05:00,187.3247528076172
9,2019-02-15 00:00:00-05:00,189.66790771484375
10,2019-02-19 00:00:00-05:00,189.02708435058594
11,2019-02-20 00:00:00-05:00,189.38101196289062
12,2019-02-21 00:00:00-05:00,189.5052947998047
13,2019-02-22 00:00:00-05:00,193.07260131835938
14,2019-02-25 00:00:00-05:00,193.67678833007812
15,2019-02-26 00:00:00-05:00,193.235595703125
16,2019-02-27 00:00:00-05:00,193.46580505371094
17,2019-02-28 00:00:00-05:00,192.17108154296875
18,2019-03-01 00:00:00-05:00,193.58090209960938
19,2019-03-04 00:00:00-05:00,191.71067810058594
20,2019-03-05 00:00:00-05:00,189.8596649169922
21,2019-03-06 00:00:00-05:00,189.24588012695312
22,2019-03-07 00:00:00-05:00,188.44020080566406
23,2019-03-08 00:00:00-05:00,188.29635620117188
24,2019-03-11 00:00:00-04:00,189.16909790039062
25,2019-03-12 00:00:00-04:00,189.41845703125
26,2019-03-13 00:00:00-04:00,191.52845764160156
27,2019-03-14 00:00:00-04:00,193.35072326660156
28,2019-03-15 00:00:00-04:00,194.86607360839844
29,2019-03-18 00:00:00-04:00,197.3021240234375
30,2019-03-19 00:00:00-04:00,199.3545684814453
31,2019-03-20 00:00:00-04:00,197.83920288085938
32,2019-03-21 00:00:00-04:00,201.18641662597656
33,2019-03-22 00:00:00-04:00,197.08154296875
34,2019-03-25 00:00:00-04:00,196.62115478515625
35,2019-03-26 00:00:00-04:00,197.69532775878906
36,2019-03-27 00:00:00-04:00,196.78421020507812
37,2019-03-28 00:00:00-04:00,199.1627197265625
38,2019-03-29 00:00:00-04:00,201.93450927734375
39,2019-04-01 00:00:00-04:00,204.18829345703125
40,2019-04-02 00:00:00-04:00,204.49522399902344
41,2019-04-03 00:00:00-04:00,204.85968017578125
42,2019-04-04 00:00:00-04:00,203.94854736328125
43,2019-04-05 00:00:00-04:00,205.7516326904297
44,2019-04-08 00:00:00-04:00,204.90765380859375
45,2019-04-09 00:00:00-04:00,206.0201873779297
46,2019-04-10 00:00:00-04:00,203.97731018066406
47,2019-04-11 00:00:00-04:00,204.40890502929688
48,2019-04-12 00:00:00-04:00,206.13525390625
49,2019-04-15 00:00:00-04:00,207.61227416992188
50,2019-04-16 00:00:00-04:00,208.07260131835938
51,2019-04-17 00:00:00-04:00,206.57643127441406
52,2019-04-18 00:00:00-04:00,208.3123779296875
53,2019-04-22 00:00:00-04:00,208.27403259277344
54,2019-04-23 00:00:00-04:00,209.07003784179688
55,2019-04-24 00:00:00-04:00,209.44406127929688
56,2019-04-25 00:00:00-04:00,210.23052978515625
57,2019-04-26 00:00:00-04:00,211.2567901611328
58,2019-04-29 00:00:00-04:00,210.71009826660156
59,2019-04-30 00:00:00-04:00,211.6308135986328
60,2019-05-01 00:00:00-04:00,210.4703369140625
61,2019-05-02 00:00:00-04:00,208.28358459472656
62,2019-05-03 00:00:00-04:00,208.9645538330078
63,2019-05-06 00:00:00-04:00,210.623779296875
64,2019-05-07 00:00:00-04:00,205.8187713623047
65,2019-05-08 00:00:00-04:00,205.9434051513672
66,2019-05-09 00:00:00-04:00,204.39930725097656
67,2019-05-10 00:00:00-04:00,205.55978393554688
68,2019-05-13 00:00:00-04:00,200.14102172851562
69,2019-05-14 00:00:00-04:00,203.162109375
