,Date,JKHY
0,2019-02-04 00:00:00-05:00,128.03477478027344
1,2019-02-05 00:00:00-05:00,128.20469665527344
2,2019-02-06 00:00:00-05:00,124.67362976074219
3,2019-02-07 00:00:00-05:00,124.41871643066406
4,2019-02-08 00:00:00-05:00,125.25897979736328
5,2019-02-11 00:00:00-05:00,124.08822631835938
6,2019-02-12 00:00:00-05:00,125.2967529296875
7,2019-02-13 00:00:00-05:00,126.07093811035156
8,2019-02-14 00:00:00-05:00,124.9757080078125
9,2019-02-15 00:00:00-05:00,126.31641387939453
10,2019-02-19 00:00:00-05:00,125.41949462890625
11,2019-02-20 00:00:00-05:00,125.41006469726562
12,2019-02-21 00:00:00-05:00,124.27710723876953
13,2019-02-22 00:00:00-05:00,125.15511322021484
14,2019-02-25 00:00:00-05:00,124.9096450805664
15,2019-02-26 00:00:00-05:00,125.46665954589844
16,2019-02-27 00:00:00-05:00,125.41949462890625
17,2019-02-28 00:00:00-05:00,125.59940338134766
18,2019-03-01 00:00:00-05:00,126.6695327758789
19,2019-03-04 00:00:00-05:00,125.93085479736328
20,2019-03-05 00:00:00-05:00,125.9498291015625
21,2019-03-06 00:00:00-05:00,124.83240509033203
22,2019-03-07 00:00:00-05:00,124.05581665039062
23,2019-03-08 00:00:00-05:00,124.36833190917969
24,2019-03-11 00:00:00-04:00,126.38542175292969
25,2019-03-12 00:00:00-04:00,127.19036102294922
26,2019-03-13 00:00:00-04:00,128.5066680908203
27,2019-03-14 00:00:00-04:00,128.6392822265625
28,2019-03-15 00:00:00-04:00,129.9650421142578
29,2019-03-18 00:00:00-04:00,130.807861328125
30,2019-03-19 00:00:00-04:00,129.7187957763672
31,2019-03-20 00:00:00-04:00,127.90062713623047
32,2019-03-21 00:00:00-04:00,130.5616455078125
33,2019-03-22 00:00:00-04:00,128.57298278808594
34,2019-03-25 00:00:00-04:00,128.01426696777344
35,2019-03-26 00:00:00-04:00,129.88929748535156
36,2019-03-27 00:00:00-04:00,130.31541442871094
37,2019-03-28 00:00:00-04:00,130.8457489013672
38,2019-03-29 00:00:00-04:00,131.38552856445312
39,2019-04-01 00:00:00-04:00,132.90069580078125
40,2019-04-02 00:00:00-04:00,134.26437377929688
41,2019-04-03 00:00:00-04:00,135.03146362304688
42,2019-04-04 00:00:00-04:00,134.23593139648438
43,2019-04-05 00:00:00-04:00,134.4253692626953
44,2019-04-08 00:00:00-04:00,133.87608337402344
45,2019-04-09 00:00:00-04:00,133.7151336669922
46,2019-04-10 00:00:00-04:00,134.52952575683594
47,2019-04-11 00:00:00-04:00,135.5427703857422
48,2019-04-12 00:00:00-04:00,136.4803466796875
49,2019-04-15 00:00:00-04:00,136.4235382080078
