,Date,ZION
0,2019-02-04 00:00:00-05:00,41.52082061767578
1,2019-02-05 00:00:00-05:00,41.36832809448242
2,2019-02-06 00:00:00-05:00,41.49540328979492
3,2019-02-07 00:00:00-05:00,41.76650619506836
4,2019-02-08 00:00:00-05:00,41.546241760253906
5,2019-02-11 00:00:00-05:00,41.868167877197266
6,2019-02-12 00:00:00-05:00,42.266357421875
7,2019-02-13 00:00:00-05:00,42.23225784301758
8,2019-02-14 00:00:00-05:00,41.703819274902344
9,2019-02-15 00:00:00-05:00,42.70955276489258
10,2019-02-19 00:00:00-05:00,43.229469299316406
11,2019-02-20 00:00:00-05:00,43.70676803588867
12,2019-02-21 00:00:00-05:00,43.382896423339844
13,2019-02-22 00:00:00-05:00,43.61301040649414
14,2019-02-25 00:00:00-05:00,43.45958709716797
15,2019-02-26 00:00:00-05:00,42.9737663269043
16,2019-02-27 00:00:00-05:00,43.53630065917969
17,2019-02-28 00:00:00-05:00,43.5533447265625
18,2019-03-01 00:00:00-05:00,43.61301040649414
19,2019-03-04 00:00:00-05:00,43.348793029785156
20,2019-03-05 00:00:00-05:00,43.289119720458984
21,2019-03-06 00:00:00-05:00,42.33452606201172
22,2019-03-07 00:00:00-05:00,41.51630783081055
23,2019-03-08 00:00:00-05:00,41.50779342651367
24,2019-03-11 00:00:00-04:00,41.64415740966797
25,2019-03-12 00:00:00-04:00,41.69529342651367
26,2019-03-13 00:00:00-04:00,41.86576461791992
27,2019-03-14 00:00:00-04:00,41.831668853759766
28,2019-03-15 00:00:00-04:00,41.89985275268555
29,2019-03-18 00:00:00-04:00,42.6498908996582
30,2019-03-19 00:00:00-04:00,41.7379150390625
31,2019-03-20 00:00:00-04:00,40.15260314941406
32,2019-03-21 00:00:00-04:00,39.2491455078125
33,2019-03-22 00:00:00-04:00,37.19506072998047
34,2019-03-25 00:00:00-04:00,37.28882598876953
35,2019-03-26 00:00:00-04:00,38.3371696472168
36,2019-03-27 00:00:00-04:00,38.2434196472168
37,2019-03-28 00:00:00-04:00,38.66957473754883
38,2019-03-29 00:00:00-04:00,38.70366287231445
39,2019-04-01 00:00:00-04:00,39.82020568847656
40,2019-04-02 00:00:00-04:00,39.999202728271484
41,2019-04-03 00:00:00-04:00,40.2122688293457
42,2019-04-04 00:00:00-04:00,40.638423919677734
43,2019-04-05 00:00:00-04:00,40.5446662902832
44,2019-04-08 00:00:00-04:00,40.5872917175293
45,2019-04-09 00:00:00-04:00,39.97361755371094
46,2019-04-10 00:00:00-04:00,40.17817306518555
47,2019-04-11 00:00:00-04:00,40.48500442504883
48,2019-04-12 00:00:00-04:00,41.26913833618164
49,2019-04-15 00:00:00-04:00,40.61286163330078
50,2019-04-16 00:00:00-04:00,41.13276672363281
51,2019-04-17 00:00:00-04:00,41.21799850463867
52,2019-04-18 00:00:00-04:00,40.31454849243164
53,2019-04-22 00:00:00-04:00,39.811676025390625
54,2019-04-23 00:00:00-04:00,41.62710952758789
55,2019-04-24 00:00:00-04:00,41.25209426879883
56,2019-04-25 00:00:00-04:00,41.21799850463867
57,2019-04-26 00:00:00-04:00,41.55039978027344
58,2019-04-29 00:00:00-04:00,42.12145233154297
59,2019-04-30 00:00:00-04:00,42.04475021362305
60,2019-05-01 00:00:00-04:00,41.40550994873047
61,2019-05-02 00:00:00-04:00,42.17258834838867
62,2019-05-03 00:00:00-04:00,42.658409118652344
63,2019-05-06 00:00:00-04:00,42.34305953979492
64,2019-05-07 00:00:00-04:00,41.51630783081055
65,2019-05-08 00:00:00-04:00,41.07310485839844
66,2019-05-09 00:00:00-04:00,41.115726470947266
67,2019-05-10 00:00:00-04:00,41.28618240356445
68,2019-05-13 00:00:00-04:00,39.23210144042969
69,2019-05-14 00:00:00-04:00,39.58155059814453
70,2019-05-15 00:00:00-04:00,38.715118408203125
71,2019-05-16 00:00:00-04:00,39.09257507324219
72,2019-05-17 00:00:00-04:00,38.68937683105469
