,Unnamed: 0,Date,CMCSA
0,0,2019-02-05,33.06248474121094
1,1,2019-02-06,33.080284118652344
2,2,2019-02-07,33.53417205810547
3,3,2019-02-08,33.46297073364258
4,4,2019-02-11,32.92900085449219
5,5,2019-02-12,33.142581939697266
6,6,2019-02-13,32.955692291259766
7,7,2019-02-14,33.1603889465332
8,8,2019-02-15,33.6142692565918
9,9,2019-02-19,33.418479919433594
10,10,2019-02-20,33.63207244873047
11,11,2019-02-21,34.237247467041016
12,12,2019-02-22,34.36184310913086
13,13,2019-02-25,34.326255798339844
14,14,2019-02-26,34.53093719482422
15,15,2019-02-27,34.290645599365234
16,16,2019-02-28,34.41524124145508
17,17,2019-03-01,34.79792404174805
18,18,2019-03-04,34.4686393737793
19,19,2019-03-05,34.459739685058594
20,20,2019-03-06,34.36184310913086
21,21,2019-03-07,34.157161712646484
22,22,2019-03-08,33.98806381225586
23,23,2019-03-11,34.8602294921875
24,24,2019-03-12,35.1450309753418
25,25,2019-03-13,35.20731735229492
26,26,2019-03-14,35.483211517333984
27,27,2019-03-15,36.01719665527344
28,28,2019-03-18,35.52770233154297
29,29,2019-03-19,35.403114318847656
30,30,2019-03-20,35.127220153808594
31,31,2019-03-21,35.64339828491211
32,32,2019-03-22,35.11831283569336
33,33,2019-03-25,34.86913299560547
34,34,2019-03-26,35.26961135864258
35,35,2019-03-27,35.78580474853516
36,36,2019-03-28,35.972694396972656
37,37,2019-03-29,35.58111572265625
38,38,2019-04-01,35.87480926513672
39,39,2019-04-02,35.8032341003418
40,40,2019-04-03,36.02688217163086
41,41,2019-04-04,36.15214157104492
42,42,2019-04-05,36.16107940673828
43,43,2019-04-08,36.42052459716797
44,44,2019-04-09,36.71575546264648
45,45,2019-04-10,36.75154495239258
46,46,2019-04-11,36.71575546264648
47,47,2019-04-12,36.948360443115234
48,48,2019-04-15,37.37778472900391
49,49,2019-04-16,37.54776763916016
50,50,2019-04-17,38.08454513549805
51,51,2019-04-18,37.95930099487305
52,52,2019-04-22,37.57460403442383
53,53,2019-04-23,37.5656623840332
54,54,2019-04-24,37.44041061401367
55,55,2019-04-25,38.40661239624024
56,56,2019-04-26,38.540809631347656
57,57,2019-04-29,38.871829986572266
58,58,2019-04-30,38.943389892578125
59,59,2019-05-01,38.84498596191406
60,60,2019-05-02,38.15611267089844
61,61,2019-05-03,38.72868347167969
62,62,2019-05-06,38.73763275146485
63,63,2019-05-07,38.25453186035156
64,64,2019-05-08,38.06664657592773
65,65,2019-05-09,38.39767074584961
66,66,2019-05-10,38.60343170166016
67,67,2019-05-13,37.82509994506836
68,68,2019-05-14,38.38872146606445
69,69,2019-05-15,38.01298141479492
70,70,2019-05-16,38.63921737670898
71,71,2019-05-17,38.95234298706055
72,72,2019-05-20,38.27241897583008
73,73,2019-05-21,38.72868347167969
74,74,2019-05-22,38.73763275146485
75,75,2019-05-23,38.22768020629883
76,76,2019-05-24,38.17400741577149
77,77,2019-05-28,37.99508285522461
78,78,2019-05-29,37.50303268432617
79,79,2019-05-30,37.34199523925781
80,80,2019-05-31,36.679969787597656
81,81,2019-06-03,36.644187927246094
82,82,2019-06-04,37.037818908691406
83,83,2019-06-05,36.948360443115234
84,84,2019-06-06,36.81417083740234
85,85,2019-06-07,37.10939407348633
86,86,2019-06-10,36.93941116333008
87,87,2019-06-11,36.87679290771485
88,88,2019-06-12,37.08256149291992
89,89,2019-06-13,37.297271728515625
90,90,2019-06-14,37.8519401550293
91,91,2019-06-17,38.07559585571289
92,92,2019-06-18,38.692901611328125
93,93,2019-06-19,38.59449005126953
94,94,2019-06-20,39.07759475708008
95,95,2019-06-21,38.97023391723633
96,96,2019-06-24,39.00601196289063
97,97,2019-06-25,38.245582580566406
98,98,2019-06-26,37.67301559448242
99,99,2019-06-27,37.57460403442383
100,100,2019-06-28,37.82509994506836
101,101,2019-07-01,38.20980072021485
102,102,2019-07-02,38.56042098999024
103,103,2019-07-03,38.9470100402832
104,104,2019-07-05,38.91105270385742
105,105,2019-07-08,38.32666778564453
106,106,2019-07-09,38.64134216308594
107,107,2019-07-10,39.36957550048828
108,108,2019-07-11,39.63029098510742
109,109,2019-07-12,40.13377380371094
110,110,2019-07-15,40.2056999206543
111,111,2019-07-16,40.53834533691406
112,112,2019-07-17,39.94496536254883
113,113,2019-07-18,40.06184768676758
114,114,2019-07-19,39.61231994628906
115,115,2019-07-22,39.42351913452149
116,116,2019-07-23,39.8460693359375
117,117,2019-07-24,40.34056091308594
118,118,2019-07-25,40.1068000793457
119,119,2019-07-26,40.124786376953125
120,120,2019-07-29,39.7651596069336
121,121,2019-07-30,39.63029098510742
122,122,2019-07-31,38.812156677246094
123,123,2019-08-01,38.55143356323242
