,Unnamed: 0,Date,FOXA
0,0,2019-03-12,35.47626876831055
1,1,2019-03-13,37.11003875732422
2,2,2019-03-14,37.95027160644531
3,3,2019-03-15,38.93053436279297
4,4,2019-03-18,38.93053436279297
5,5,2019-03-19,37.660865783691406
6,6,2019-03-20,36.05508804321289
7,7,2019-03-21,37.36210632324219
8,8,2019-03-22,36.14844512939453
9,9,2019-03-25,34.95345687866211
10,10,2019-03-26,35.04681396484375
11,11,2019-03-27,34.46799087524414
12,12,2019-03-28,33.98252868652344
13,13,2019-03-29,34.27193832397461
14,14,2019-04-01,34.40264129638672
15,15,2019-04-02,33.8704948425293
16,16,2019-04-03,33.683780670166016
17,17,2019-04-04,34.31861114501953
18,18,2019-04-05,35.177520751953125
19,19,2019-04-08,34.98147201538086
20,20,2019-04-09,34.832088470458984
21,21,2019-04-10,34.05721664428711
22,22,2019-04-11,34.626708984375
23,23,2019-04-12,35.0374755859375
24,24,2019-04-15,35.0374755859375
25,25,2019-04-16,35.24286651611328
26,26,2019-04-17,36.260475158691406
27,27,2019-04-18,35.88704299926758
28,28,2019-04-22,35.19618606567383
29,29,2019-04-23,35.55095291137695
30,30,2019-04-24,35.43891906738281
31,31,2019-04-25,35.616302490234375
32,32,2019-04-26,35.92438888549805
33,33,2019-04-29,36.5965690612793
34,34,2019-04-30,36.400516510009766
35,35,2019-05-01,36.78327941894531
36,36,2019-05-02,34.80408477783203
37,37,2019-05-03,34.98147201538086
38,38,2019-05-06,35.401573181152344
39,39,2019-05-07,34.7854118347168
40,40,2019-05-08,34.93478775024414
41,41,2019-05-09,35.94305419921875
42,42,2019-05-10,35.9710578918457
43,43,2019-05-13,35.4482536315918
44,44,2019-05-14,35.37357711791992
45,45,2019-05-15,35.20552062988281
46,46,2019-05-16,34.29994201660156
47,47,2019-05-17,35.06092071533203
48,48,2019-05-20,34.89181137084961
49,49,2019-05-21,35.40851211547852
50,50,2019-05-22,34.87302780151367
51,51,2019-05-23,34.67573928833008
