,Date,BWA
0,2019-02-04 00:00:00-05:00,32.893184661865234
1,2019-02-05 00:00:00-05:00,32.86106872558594
2,2019-02-06 00:00:00-05:00,33.061744689941406
3,2019-02-07 00:00:00-05:00,31.48049545288086
4,2019-02-08 00:00:00-05:00,30.72599220275879
5,2019-02-11 00:00:00-05:00,31.159425735473633
6,2019-02-12 00:00:00-05:00,32.21894073486328
7,2019-02-13 00:00:00-05:00,32.411582946777344
8,2019-02-14 00:00:00-05:00,32.70054244995117
9,2019-02-15 00:00:00-05:00,33.647682189941406
10,2019-02-19 00:00:00-05:00,33.5433464050293
11,2019-02-20 00:00:00-05:00,33.59952163696289
12,2019-02-21 00:00:00-05:00,32.76475524902344
13,2019-02-22 00:00:00-05:00,33.45505142211914
14,2019-02-25 00:00:00-05:00,33.67979431152344
15,2019-02-26 00:00:00-05:00,33.45505142211914
16,2019-02-27 00:00:00-05:00,33.20622634887695
17,2019-02-28 00:00:00-05:00,32.74907684326172
18,2019-03-01 00:00:00-05:00,32.98293685913086
19,2019-03-04 00:00:00-05:00,32.853904724121094
20,2019-03-05 00:00:00-05:00,32.66036605834961
21,2019-03-06 00:00:00-05:00,31.90233039855957
22,2019-03-07 00:00:00-05:00,31.144285202026367
23,2019-03-08 00:00:00-05:00,30.732995986938477
24,2019-03-11 00:00:00-04:00,31.152353286743164
25,2019-03-12 00:00:00-04:00,31.32975959777832
26,2019-03-13 00:00:00-04:00,31.152353286743164
27,2019-03-14 00:00:00-04:00,30.353984832763672
28,2019-03-15 00:00:00-04:00,30.49107551574707
29,2019-03-18 00:00:00-04:00,30.99911880493164
30,2019-03-19 00:00:00-04:00,30.773324966430664
31,2019-03-20 00:00:00-04:00,30.031410217285156
32,2019-03-21 00:00:00-04:00,30.466880798339844
33,2019-03-22 00:00:00-04:00,29.224977493286133
34,2019-03-25 00:00:00-04:00,29.378202438354492
35,2019-03-26 00:00:00-04:00,29.67658042907715
36,2019-03-27 00:00:00-04:00,29.93463897705078
37,2019-03-28 00:00:00-04:00,30.49107551574707
38,2019-03-29 00:00:00-04:00,30.974937438964844
39,2019-04-01 00:00:00-04:00,32.67648696899414
40,2019-04-02 00:00:00-04:00,32.82971954345703
41,2019-04-03 00:00:00-04:00,33.57162857055664
42,2019-04-04 00:00:00-04:00,34.16838073730469
43,2019-04-05 00:00:00-04:00,33.99097442626953
44,2019-04-08 00:00:00-04:00,34.37000274658203
45,2019-04-09 00:00:00-04:00,33.72484588623047
46,2019-04-10 00:00:00-04:00,34.499019622802734
47,2019-04-11 00:00:00-04:00,34.49095916748047
48,2019-04-12 00:00:00-04:00,35.66835403442383
49,2019-04-15 00:00:00-04:00,35.3861083984375
50,2019-04-16 00:00:00-04:00,35.378028869628906
51,2019-04-17 00:00:00-04:00,35.07964324951172
52,2019-04-18 00:00:00-04:00,35.48286819458008
