,Date,DVN
0,2019-02-04 00:00:00-05:00,20.708995819091797
1,2019-02-05 00:00:00-05:00,20.48025131225586
2,2019-02-06 00:00:00-05:00,20.419252395629883
3,2019-02-07 00:00:00-05:00,19.29077911376953
4,2019-02-08 00:00:00-05:00,19.001035690307617
5,2019-02-11 00:00:00-05:00,19.39752960205078
6,2019-02-12 00:00:00-05:00,19.79401206970215
7,2019-02-13 00:00:00-05:00,20.518373489379883
8,2019-02-14 00:00:00-05:00,20.838613510131836
9,2019-02-15 00:00:00-05:00,21.66971778869629
10,2019-02-19 00:00:00-05:00,21.585844039916992
11,2019-02-20 00:00:00-05:00,23.08030891418457
12,2019-02-21 00:00:00-05:00,22.760072708129883
13,2019-02-22 00:00:00-05:00,22.60757064819336
14,2019-02-25 00:00:00-05:00,22.485576629638672
15,2019-02-26 00:00:00-05:00,22.561824798583984
16,2019-02-27 00:00:00-05:00,22.782943725585938
17,2019-02-28 00:00:00-05:00,22.50082778930664
18,2019-03-01 00:00:00-05:00,22.988813400268555
19,2019-03-04 00:00:00-05:00,22.44745445251465
20,2019-03-05 00:00:00-05:00,22.317825317382812
21,2019-03-06 00:00:00-05:00,21.898462295532227
22,2019-03-07 00:00:00-05:00,21.395225524902344
23,2019-03-08 00:00:00-05:00,20.365877151489258
24,2019-03-11 00:00:00-04:00,21.19698143005371
25,2019-03-12 00:00:00-04:00,21.928964614868164
26,2019-03-13 00:00:00-04:00,22.36358070373535
27,2019-03-14 00:00:00-04:00,22.554723739624023
28,2019-03-15 00:00:00-04:00,22.661760330200195
29,2019-03-18 00:00:00-04:00,23.326934814453125
30,2019-03-19 00:00:00-04:00,23.120500564575195
31,2019-03-20 00:00:00-04:00,23.89270782470703
32,2019-03-21 00:00:00-04:00,24.198537826538086
33,2019-03-22 00:00:00-04:00,23.19695472717285
34,2019-03-25 00:00:00-04:00,23.563945770263672
35,2019-03-26 00:00:00-04:00,24.160314559936523
36,2019-03-27 00:00:00-04:00,23.953876495361328
37,2019-03-28 00:00:00-04:00,24.374387741088867
38,2019-03-29 00:00:00-04:00,24.12972640991211
39,2019-04-01 00:00:00-04:00,24.114437103271484
40,2019-04-02 00:00:00-04:00,23.862125396728516
41,2019-04-03 00:00:00-04:00,23.47984504699707
42,2019-04-04 00:00:00-04:00,23.709213256835938
43,2019-04-05 00:00:00-04:00,24.619054794311523
44,2019-04-08 00:00:00-04:00,24.489072799682617
45,2019-04-09 00:00:00-04:00,23.747446060180664
46,2019-04-10 00:00:00-04:00,24.007394790649414
47,2019-04-11 00:00:00-04:00,23.839189529418945
48,2019-04-12 00:00:00-04:00,25.597692489624023
49,2019-04-15 00:00:00-04:00,24.901941299438477
50,2019-04-16 00:00:00-04:00,25.100732803344727
51,2019-04-17 00:00:00-04:00,25.391267776489258
52,2019-04-18 00:00:00-04:00,25.651214599609375
53,2019-04-22 00:00:00-04:00,26.882171630859375
54,2019-04-23 00:00:00-04:00,26.45400619506836
55,2019-04-24 00:00:00-04:00,26.369909286499023
56,2019-04-25 00:00:00-04:00,25.643573760986328
57,2019-04-26 00:00:00-04:00,24.99368667602539
58,2019-04-29 00:00:00-04:00,25.016626358032227
59,2019-04-30 00:00:00-04:00,24.57317543029785
60,2019-05-01 00:00:00-04:00,24.343809127807617
61,2019-05-02 00:00:00-04:00,23.64040756225586
62,2019-05-03 00:00:00-04:00,23.90035629272461
63,2019-05-06 00:00:00-04:00,24.07621192932129
64,2019-05-07 00:00:00-04:00,23.739797592163086
65,2019-05-08 00:00:00-04:00,24.106788635253906
66,2019-05-09 00:00:00-04:00,23.89270782470703
67,2019-05-10 00:00:00-04:00,23.938583374023438
68,2019-05-13 00:00:00-04:00,22.875839233398438
69,2019-05-14 00:00:00-04:00,23.5180721282959
70,2019-05-15 00:00:00-04:00,23.648052215576172
71,2019-05-16 00:00:00-04:00,23.930938720703125
72,2019-05-17 00:00:00-04:00,23.40338897705078
73,2019-05-20 00:00:00-04:00,22.95993995666504
74,2019-05-21 00:00:00-04:00,23.793317794799805
75,2019-05-22 00:00:00-04:00,22.40945053100586
76,2019-05-23 00:00:00-04:00,20.77328109741211
77,2019-05-24 00:00:00-04:00,20.63566017150879
78,2019-05-28 00:00:00-04:00,20.33747673034668
79,2019-05-29 00:00:00-04:00,20.52861785888672
80,2019-05-30 00:00:00-04:00,19.710533142089844
81,2019-05-31 00:00:00-04:00,19.236501693725586
82,2019-06-03 00:00:00-04:00,19.50409698486328
83,2019-06-04 00:00:00-04:00,19.87109375
84,2019-06-05 00:00:00-04:00,19.481164932250977
85,2019-06-06 00:00:00-04:00,19.59584617614746
86,2019-06-07 00:00:00-04:00,19.641721725463867
87,2019-06-10 00:00:00-04:00,19.97048568725586
88,2019-06-11 00:00:00-04:00,19.95519256591797
89,2019-06-12 00:00:00-04:00,19.481164932250977
