,Date,KO
0,2019-02-04 00:00:00-05:00,42.13206481933594
1,2019-02-05 00:00:00-05:00,42.140621185302734
2,2019-02-06 00:00:00-05:00,42.140621185302734
3,2019-02-07 00:00:00-05:00,42.277496337890625
4,2019-02-08 00:00:00-05:00,42.3459358215332
5,2019-02-11 00:00:00-05:00,42.44004440307617
6,2019-02-12 00:00:00-05:00,42.482818603515625
7,2019-02-13 00:00:00-05:00,42.59402847290039
8,2019-02-14 00:00:00-05:00,39.001033782958984
9,2019-02-15 00:00:00-05:00,38.70162582397461
10,2019-02-19 00:00:00-05:00,38.35087966918945
11,2019-02-20 00:00:00-05:00,38.581851959228516
12,2019-02-21 00:00:00-05:00,39.23201370239258
13,2019-02-22 00:00:00-05:00,38.735836029052734
14,2019-02-25 00:00:00-05:00,38.444976806640625
15,2019-02-26 00:00:00-05:00,38.23111343383789
16,2019-02-27 00:00:00-05:00,38.444976806640625
17,2019-02-28 00:00:00-05:00,38.78716278076172
18,2019-03-01 00:00:00-05:00,38.821388244628906
19,2019-03-04 00:00:00-05:00,39.052371978759766
20,2019-03-05 00:00:00-05:00,39.00959777832031
21,2019-03-06 00:00:00-05:00,38.881263732910156
22,2019-03-07 00:00:00-05:00,38.735836029052734
23,2019-03-08 00:00:00-05:00,38.35942840576172
24,2019-03-11 00:00:00-04:00,39.50576400756836
25,2019-03-12 00:00:00-04:00,39.39455795288086
26,2019-03-13 00:00:00-04:00,39.539981842041016
27,2019-03-14 00:00:00-04:00,39.436431884765625
28,2019-03-15 00:00:00-04:00,39.09125900268555
29,2019-03-18 00:00:00-04:00,39.18617630004883
30,2019-03-19 00:00:00-04:00,39.315616607666016
31,2019-03-20 00:00:00-04:00,39.28973388671875
32,2019-03-21 00:00:00-04:00,39.272464752197266
33,2019-03-22 00:00:00-04:00,39.63490676879883
34,2019-03-25 00:00:00-04:00,39.72121047973633
35,2019-03-26 00:00:00-04:00,40.24759292602539
36,2019-03-27 00:00:00-04:00,40.22170639038086
37,2019-03-28 00:00:00-04:00,40.195823669433594
38,2019-03-29 00:00:00-04:00,40.43745040893555
39,2019-04-01 00:00:00-04:00,40.316627502441406
40,2019-04-02 00:00:00-04:00,40.18718338012695
41,2019-04-03 00:00:00-04:00,39.85063171386719
42,2019-04-04 00:00:00-04:00,40.10952377319336
43,2019-04-05 00:00:00-04:00,40.100887298583984
44,2019-04-08 00:00:00-04:00,40.16993713378906
45,2019-04-09 00:00:00-04:00,40.27347946166992
46,2019-04-10 00:00:00-04:00,40.24759292602539
47,2019-04-11 00:00:00-04:00,40.30800247192383
48,2019-04-12 00:00:00-04:00,40.33388900756836
49,2019-04-15 00:00:00-04:00,40.558250427246094
50,2019-04-16 00:00:00-04:00,40.51511001586914
51,2019-04-17 00:00:00-04:00,40.79987716674805
52,2019-04-18 00:00:00-04:00,40.972469329833984
53,2019-04-22 00:00:00-04:00,40.90342712402344
54,2019-04-23 00:00:00-04:00,41.6024169921875
55,2019-04-24 00:00:00-04:00,41.403934478759766
56,2019-04-25 00:00:00-04:00,41.28313064575195
57,2019-04-26 00:00:00-04:00,41.645565032958984
58,2019-04-29 00:00:00-04:00,41.78361892700195
59,2019-04-30 00:00:00-04:00,42.33591079711914
60,2019-05-01 00:00:00-04:00,41.93033218383789
61,2019-05-02 00:00:00-04:00,41.75773620605469
62,2019-05-03 00:00:00-04:00,42.04251480102539
63,2019-05-06 00:00:00-04:00,41.8267822265625
64,2019-05-07 00:00:00-04:00,41.42119598388672
65,2019-05-08 00:00:00-04:00,41.291751861572266
66,2019-05-09 00:00:00-04:00,40.90342712402344
67,2019-05-10 00:00:00-04:00,41.58515167236328
68,2019-05-13 00:00:00-04:00,41.46434783935547
69,2019-05-14 00:00:00-04:00,42.01662826538086
70,2019-05-15 00:00:00-04:00,42.43946838378906
71,2019-05-16 00:00:00-04:00,42.78465270996094
72,2019-05-17 00:00:00-04:00,42.45672607421875
73,2019-05-20 00:00:00-04:00,42.15469741821289
74,2019-05-21 00:00:00-04:00,41.93896484375
75,2019-05-22 00:00:00-04:00,42.84504699707031
