,Unnamed: 0,Date,PRU
251,251,2020-02-04,75.93587493896484
252,252,2020-02-05,77.64895629882812
253,253,2020-02-06,77.39728546142578
254,254,2020-02-07,76.86141967773438
255,255,2020-02-10,77.04004669189453
256,256,2020-02-11,77.835693359375
257,257,2020-02-12,77.9006576538086
258,258,2020-02-13,77.59211730957031
259,259,2020-02-14,77.600341796875
260,260,2020-02-18,76.53260040283203
261,261,2020-02-19,76.46688842773438
262,262,2020-02-20,77.0254135131836
263,263,2020-02-21,76.05622863769531
264,264,2020-02-24,72.138427734375
265,265,2020-02-25,69.0419692993164
266,266,2020-02-26,67.2842788696289
267,267,2020-02-27,63.67039108276367
268,268,2020-02-28,61.97020721435547
269,269,2020-03-02,65.3459243774414
270,270,2020-03-03,61.649879455566406
271,271,2020-03-04,63.38291549682617
272,272,2020-03-05,59.35013198852539
273,273,2020-03-06,57.337852478027344
274,274,2020-03-09,47.83493423461914
275,275,2020-03-10,51.63773727416992
276,276,2020-03-11,47.61316680908203
277,277,2020-03-12,38.03632736206055
278,278,2020-03-13,43.46538925170898
279,279,2020-03-16,35.60515213012695
280,280,2020-03-17,38.41413497924805
281,281,2020-03-18,37.92955017089844
282,282,2020-03-19,36.44292068481445
283,283,2020-03-20,34.70988464355469
284,284,2020-03-23,32.213008880615234
285,285,2020-03-24,38.98907852172852
286,286,2020-03-25,42.389434814453125
287,287,2020-03-26,44.88631439208984
288,288,2020-03-27,43.5639533996582
289,289,2020-03-30,44.1471061706543
290,290,2020-03-31,42.824745178222656
291,291,2020-04-01,38.60305404663086
292,292,2020-04-02,38.29915618896485
293,293,2020-04-03,37.85563278198242
294,294,2020-04-06,40.36072540283203
295,295,2020-04-07,42.75904083251953
296,296,2020-04-08,45.19020462036133
297,297,2020-04-09,48.21273422241211
298,298,2020-04-13,47.63780212402344
299,299,2020-04-14,48.13881301879883
300,300,2020-04-15,44.7795295715332
301,301,2020-04-16,43.03007888793945
302,302,2020-04-17,46.4879264831543
303,303,2020-04-20,44.55777740478516
304,304,2020-04-21,42.53727722167969
305,305,2020-04-22,44.0321159362793
306,306,2020-04-23,43.728214263916016
307,307,2020-04-24,45.81442642211914
308,308,2020-04-27,48.672698974609375
309,309,2020-04-28,49.81436538696289
310,310,2020-04-29,52.96830368041992
311,311,2020-04-30,51.22706604003906
312,312,2020-05-01,48.90267562866211
313,313,2020-05-04,48.36058807373047
314,314,2020-05-05,48.25381088256836
315,315,2020-05-06,44.45099639892578
316,316,2020-05-07,46.58648681640625
317,317,2020-05-08,48.44271469116211
318,318,2020-05-11,46.85752868652344
319,319,2020-05-12,44.56599044799805
320,320,2020-05-13,42.17588424682617
321,321,2020-05-14,43.84320831298828
322,322,2020-05-15,43.47360610961914
323,323,2020-05-18,46.91501998901367
324,324,2020-05-19,45.1573600769043
325,325,2020-05-20,46.45508193969727
326,326,2020-05-21,47.36676406860352
327,327,2020-05-22,47.12394714355469
328,328,2020-05-26,50.62390899658203
329,329,2020-05-27,52.91814422607422
330,330,2020-05-28,51.78776931762695
331,331,2020-05-29,51.04256820678711
332,332,2020-06-01,50.975582122802734
333,333,2020-06-02,51.04256820678711
334,334,2020-06-03,53.34517288208008
335,335,2020-06-04,54.81047058105469
336,336,2020-06-05,57.96713638305664
337,337,2020-06-08,62.57236099243164
338,338,2020-06-09,60.085548400878906
339,339,2020-06-10,56.83676910400391
340,340,2020-06-11,50.53180313110352
341,341,2020-06-12,52.88465118408203
342,342,2020-06-15,54.040138244628906
343,343,2020-06-16,55.095157623291016
344,344,2020-06-17,53.43727493286133
345,345,2020-06-18,53.62148666381836
346,346,2020-06-19,52.82604217529297
347,347,2020-06-22,52.365516662597656
348,348,2020-06-23,52.901397705078125
349,349,2020-06-24,49.98754501342773
350,350,2020-06-25,50.61553955078125
351,351,2020-06-26,48.64785003662109
352,352,2020-06-29,49.56889343261719
353,353,2020-06-30,50.99232482910156
354,354,2020-07-01,49.34281921386719
355,355,2020-07-02,49.652618408203125
356,356,2020-07-06,51.33562469482422
357,357,2020-07-07,49.727989196777344
358,358,2020-07-08,50.88347625732422
359,359,2020-07-09,48.58924102783203
360,360,2020-07-10,50.690895080566406
361,361,2020-07-13,51.05094146728516
362,362,2020-07-14,51.838016510009766
363,363,2020-07-15,53.52938461303711
364,364,2020-07-16,53.797325134277344
365,365,2020-07-17,53.70521545410156
366,366,2020-07-20,52.767425537109375
367,367,2020-07-21,54.41693115234375
368,368,2020-07-22,54.81884765625
369,369,2020-07-23,54.95281219482422
370,370,2020-07-24,54.34994888305664
371,371,2020-07-27,53.77220916748047
372,372,2020-07-28,53.65498352050781
373,373,2020-07-29,54.82721710205078
374,374,2020-07-30,53.30329895019531
375,375,2020-07-31,53.06048583984375
376,376,2020-08-03,53.94803237915039
377,377,2020-08-04,52.98512649536133
378,378,2020-08-05,56.267391204833984
379,379,2020-08-06,54.13224411010742
380,380,2020-08-07,56.90374755859375
381,381,2020-08-10,58.22669982910156
382,382,2020-08-11,59.231475830078125
383,383,2020-08-12,58.53650665283203
384,384,2020-08-13,58.22669982910156
385,385,2020-08-14,59.10588455200195
386,386,2020-08-17,58.151344299316406
387,387,2020-08-18,57.414512634277344
388,388,2020-08-19,57.83316802978516
389,389,2020-08-20,57.04610061645508
390,390,2020-08-21,56.44322967529297
391,391,2020-08-24,58.80956268310547
392,392,2020-08-25,58.81808090209961
393,393,2020-08-26,58.12860107421875
394,394,2020-08-27,59.03939437866211
395,395,2020-08-28,59.27772903442383
396,396,2020-08-31,57.68598175048828
397,397,2020-09-01,57.88175964355469
398,398,2020-09-02,58.741477966308594
399,399,2020-09-03,57.890281677246094
400,400,2020-09-04,59.33732223510742
401,401,2020-09-08,57.7285385131836
402,402,2020-09-09,58.12010192871094
403,403,2020-09-10,57.25188064575195
404,404,2020-09-11,57.9839096069336
405,405,2020-09-14,59.37989044189453
406,406,2020-09-15,58.18818664550781
407,407,2020-09-16,59.00534439086914
408,408,2020-09-17,58.38396072387695
409,409,2020-09-18,58.00944519042969
410,410,2020-09-21,55.09833908081055
411,411,2020-09-22,54.2301025390625
412,412,2020-09-23,52.740501403808594
413,413,2020-09-24,52.30638885498047
414,414,2020-09-25,52.8426399230957
415,415,2020-09-28,54.50248718261719
416,416,2020-09-29,53.70235824584961
417,417,2020-09-30,54.06837844848633
418,418,2020-10-01,54.05986404418945
419,419,2020-10-02,54.37480926513672
420,420,2020-10-05,55.93251037597656
421,421,2020-10-06,55.61756134033203
422,422,2020-10-07,57.7030143737793
423,423,2020-10-08,58.11158752441406
424,424,2020-10-09,57.77961730957031
425,425,2020-10-12,58.89468765258789
426,426,2020-10-13,56.51984405517578
427,427,2020-10-14,56.460262298583984
428,428,2020-10-15,56.630496978759766
429,429,2020-10-16,56.409175872802734
430,430,2020-10-19,55.83888244628906
431,431,2020-10-20,56.36661911010742
432,432,2020-10-21,56.29852294921875
433,433,2020-10-22,57.813663482666016
434,434,2020-10-23,58.50314331054688
435,435,2020-10-26,56.53686141967773
436,436,2020-10-27,54.01729965209961
437,437,2020-10-28,52.493648529052734
438,438,2020-10-29,53.65980529785156
439,439,2020-10-30,54.49396896362305
440,440,2020-11-02,56.11977767944336
441,441,2020-11-03,57.69449615478516
442,442,2020-11-04,53.70235824584961
443,443,2020-11-05,55.643104553222656
444,444,2020-11-06,54.09390640258789
445,445,2020-11-09,62.52080535888672
446,446,2020-11-10,64.22322082519531
447,447,2020-11-11,62.15480041503906
448,448,2020-11-12,60.45238876342773
449,449,2020-11-13,62.2484245300293
450,450,2020-11-16,64.33386993408203
451,451,2020-11-17,64.19768524169922
452,452,2020-11-18,64.49559783935547
453,453,2020-11-19,64.51261901855469
454,454,2020-11-20,64.39347076416016
455,455,2020-11-23,66.37146759033203
456,456,2020-11-24,68.97140502929688
457,457,2020-11-25,68.00399017333984
458,458,2020-11-27,67.451171875
459,459,2020-11-30,65.31768035888672
460,460,2020-12-01,66.60470581054688
461,461,2020-12-02,67.96080017089844
462,462,2020-12-03,68.12491607666016
463,463,2020-12-04,70.21521759033203
464,464,2020-12-07,69.08368682861328
465,465,2020-12-08,69.31690216064453
466,466,2020-12-09,69.29963684082031
467,467,2020-12-10,69.06640625
468,468,2020-12-11,67.87442779541016
469,469,2020-12-14,66.17279815673828
470,470,2020-12-15,67.20932006835938
471,471,2020-12-16,67.3734359741211
472,472,2020-12-17,67.07976531982422
473,473,2020-12-18,66.08644104003906
474,474,2020-12-21,65.81866455078125
475,475,2020-12-22,64.78214263916016
476,476,2020-12-23,66.32827758789062
477,477,2020-12-24,66.28509521484375
478,478,2020-12-28,66.43195343017578
479,479,2020-12-29,65.93960571289062
480,480,2020-12-30,66.89837646484375
481,481,2020-12-31,67.43389892578125
482,482,2021-01-04,65.99141693115234
483,483,2021-01-05,66.6305923461914
484,484,2021-01-06,70.57798767089844
485,485,2021-01-07,70.26703643798828
486,486,2021-01-08,69.7055892944336
487,487,2021-01-11,69.77470397949219
488,488,2021-01-12,71.0789794921875
489,489,2021-01-13,71.0357894897461
490,490,2021-01-14,72.47826385498047
491,491,2021-01-15,72.21915435791016
492,492,2021-01-19,73.2988510131836
493,493,2021-01-20,72.56465148925781
494,494,2021-01-21,71.57132720947266
495,495,2021-01-22,71.36402130126953
496,496,2021-01-25,70.79393768310547
497,497,2021-01-26,70.15474700927734
498,498,2021-01-27,68.44449615478516
499,499,2021-01-28,70.12884521484375
500,500,2021-01-29,67.61528778076172
501,501,2021-02-01,68.15947723388672
502,502,2021-02-02,69.23917388916016
503,503,2021-02-03,69.93016815185547
504,504,2021-02-04,71.50221252441406
505,505,2021-02-05,69.23917388916016
506,506,2021-02-08,69.8869857788086
507,507,2021-02-09,70.33614349365234
508,508,2021-02-10,70.92350769042969
509,509,2021-02-11,70.2497787475586
510,510,2021-02-12,70.84554290771484
511,511,2021-02-16,72.5102310180664
512,512,2021-02-17,73.0885009765625
513,513,2021-02-18,71.76551055908203
514,514,2021-02-19,73.68428039550781
515,515,2021-02-22,75.4453353881836
516,516,2021-02-23,74.7969970703125
517,517,2021-02-24,78.77471923828125
518,518,2021-02-25,77.02243041992188
519,519,2021-02-26,75.97979736328125
520,520,2021-03-01,77.64448547363281
521,521,2021-03-02,77.99494171142578
522,522,2021-03-03,78.30159759521484
523,523,2021-03-04,77.60067749023438
524,524,2021-03-05,79.43182373046875
525,525,2021-03-08,81.23670196533203
526,526,2021-03-09,80.07141876220703
527,527,2021-03-10,81.30680847167969
528,528,2021-03-11,80.96509552001953
529,529,2021-03-12,82.24429321289062
530,530,2021-03-15,82.1829605102539
531,531,2021-03-16,80.07141876220703
532,532,2021-03-17,81.63973236083984
533,533,2021-03-18,81.57839965820312
534,534,2021-03-19,80.58836364746094
535,535,2021-03-22,79.60706329345703
536,536,2021-03-23,77.47801971435547
537,537,2021-03-24,77.80220031738281
538,538,2021-03-25,79.66838073730469
539,539,2021-03-26,80.58836364746094
540,540,2021-03-29,79.4143295288086
541,541,2021-03-30,80.67596435546875
542,542,2021-03-31,79.81733703613281
543,543,2021-04-01,81.22794342041016
544,544,2021-04-05,81.26298522949219
545,545,2021-04-06,81.5170669555664
546,546,2021-04-07,82.31436157226562
547,547,2021-04-08,81.45574188232422
548,548,2021-04-09,82.66482543945312
549,549,2021-04-12,83.72496032714844
550,550,2021-04-13,83.47965240478516
551,551,2021-04-14,85.28451538085938
552,552,2021-04-15,85.24948120117188
553,553,2021-04-16,86.63378143310547
554,554,2021-04-19,86.33589935302734
555,555,2021-04-20,84.12799835205078
556,556,2021-04-21,85.80145263671875
557,557,2021-04-22,84.75882720947266
558,558,2021-04-23,86.30084991455078
559,559,2021-04-26,86.3271484375
560,560,2021-04-27,87.00177764892578
561,561,2021-04-28,87.44860076904297
562,562,2021-04-29,88.66645050048828
563,563,2021-04-30,87.93050384521484
564,564,2021-05-03,88.8767318725586
565,565,2021-05-04,89.07825469970703
566,566,2021-05-05,91.28614807128906
567,567,2021-05-06,92.53028869628906
568,568,2021-05-07,92.82817840576172
569,569,2021-05-10,93.5028076171875
570,570,2021-05-11,91.91698455810548
571,571,2021-05-12,90.41875457763672
572,572,2021-05-13,92.69676208496094
573,573,2021-05-14,94.34391784667967
574,574,2021-05-17,94.5892333984375
575,575,2021-05-18,93.38890838623048
576,576,2021-05-19,93.26624298095705
577,577,2021-05-20,92.6091537475586
578,578,2021-05-21,93.66051483154295
579,579,2021-05-24,94.17420959472656
580,580,2021-05-25,92.43828582763672
581,581,2021-05-26,93.02283477783205
582,582,2021-05-27,94.4399185180664
583,583,2021-05-28,94.74105834960938
584,584,2021-06-01,96.10499572753906
585,585,2021-06-02,95.67987823486328
586,586,2021-06-03,95.85700988769533
587,587,2021-06-04,96.04300689697266
588,588,2021-06-07,95.7153091430664
589,589,2021-06-08,95.70643615722656
590,590,2021-06-09,93.96163177490234
591,591,2021-06-10,92.92540740966795
592,592,2021-06-11,93.46566772460938
593,593,2021-06-14,92.48255920410156
594,594,2021-06-15,92.89883422851562
595,595,2021-06-16,93.1379852294922
596,596,2021-06-17,89.13469696044922
597,597,2021-06-18,86.45995330810547
598,598,2021-06-21,89.24983215332031
599,599,2021-06-22,88.93985748291016
600,600,2021-06-23,89.48011779785156
601,601,2021-06-24,90.79093170166016
602,602,2021-06-25,92.4028549194336
603,603,2021-06-28,90.516357421875
604,604,2021-06-29,90.10009002685548
605,605,2021-06-30,90.75550079345705
606,606,2021-07-01,91.49061584472656
607,607,2021-07-02,91.34002685546876
608,608,2021-07-06,88.69184875488281
609,609,2021-07-07,88.9221420288086
610,610,2021-07-08,86.04368591308594
611,611,2021-07-09,89.0815658569336
612,612,2021-07-12,90.00267791748047
613,613,2021-07-13,88.69184875488281
614,614,2021-07-14,88.29330444335938
615,615,2021-07-15,88.83356475830078
616,616,2021-07-16,87.44307708740234
617,617,2021-07-19,84.768310546875
618,618,2021-07-20,87.73533630371094
619,619,2021-07-21,89.63954162597656
620,620,2021-07-22,88.08074188232422
621,621,2021-07-23,88.1250228881836
622,622,2021-07-26,89.2232666015625
623,623,2021-07-27,89.03726959228516
624,624,2021-07-28,89.0815658569336
625,625,2021-07-29,89.83439636230469
626,626,2021-07-30,88.81586456298828
627,627,2021-08-02,88.74500274658203
628,628,2021-08-03,90.48094177246094
629,629,2021-08-04,88.47930145263672
630,630,2021-08-05,90.41007995605467
631,631,2021-08-06,92.78369903564452
632,632,2021-08-09,92.8279800415039
633,633,2021-08-10,93.9350814819336
634,634,2021-08-11,95.24588012695312
635,635,2021-08-12,95.61785888671876
636,636,2021-08-13,95.66214752197266
637,637,2021-08-16,95.05103302001952
638,638,2021-08-17,94.36019897460938
639,639,2021-08-18,93.04939270019533
640,640,2021-08-19,91.9245834350586
641,641,2021-08-20,92.41170501708984
642,642,2021-08-23,93.60279846191406
643,643,2021-08-24,94.49834442138672
644,644,2021-08-25,95.6625747680664
645,645,2021-08-26,94.5162582397461
646,646,2021-08-27,96.14615631103516
647,647,2021-08-30,94.7759780883789
648,648,2021-08-31,94.82073974609376
649,649,2021-09-01,93.80876922607422
650,650,2021-09-02,94.0595245361328
651,651,2021-09-03,93.93415069580078
652,652,2021-09-07,93.88042449951172
653,653,2021-09-08,93.71025848388672
654,654,2021-09-09,93.6207046508789
655,655,2021-09-10,92.91322326660156
656,656,2021-09-13,94.39983367919922
657,657,2021-09-14,92.88636016845705
658,658,2021-09-15,93.42369842529295
659,659,2021-09-16,92.78784942626952
660,660,2021-09-17,92.36693572998048
661,661,2021-09-20,88.56085968017578
662,662,2021-09-21,87.67426300048828
663,663,2021-09-22,89.59969329833984
664,664,2021-09-23,92.42963409423828
665,665,2021-09-24,92.91322326660156
666,666,2021-09-27,95.4744873046875
667,667,2021-09-28,94.54312133789062
668,668,2021-09-29,94.8296890258789
669,669,2021-09-30,94.2117691040039
670,670,2021-10-01,95.08940887451172
671,671,2021-10-04,94.6685028076172
672,672,2021-10-05,96.8625946044922
673,673,2021-10-06,96.69244384765624
674,674,2021-10-07,97.15811920166016
675,675,2021-10-08,98.25965881347656
676,676,2021-10-11,98.58206176757812
677,677,2021-10-12,97.59695434570312
678,678,2021-10-13,96.2267608642578
679,679,2021-10-14,98.31338500976562
680,680,2021-10-15,99.03878021240234
681,681,2021-10-18,98.96713256835938
682,682,2021-10-19,100.22986602783205
683,683,2021-10-20,102.09260559082033
684,684,2021-10-21,101.4388427734375
685,685,2021-10-22,102.08364868164062
686,686,2021-10-25,101.92244720458984
687,687,2021-10-26,101.77915954589844
688,688,2021-10-27,100.08656311035156
689,689,2021-10-28,100.8209228515625
690,690,2021-10-29,98.55519104003906
691,691,2021-11-01,99.70149230957033
692,692,2021-11-02,99.55819702148438
693,693,2021-11-03,102.03887939453124
694,694,2021-11-04,100.12239074707033
695,695,2021-11-05,99.33430480957033
696,696,2021-11-08,99.4686508178711
697,697,2021-11-09,97.75814056396484
698,698,2021-11-10,98.13429260253906
699,699,2021-11-11,98.752197265625
700,700,2021-11-12,99.18207550048828
701,701,2021-11-15,99.27163696289062
702,702,2021-11-16,99.66565704345705
703,703,2021-11-17,98.76115417480467
704,704,2021-11-18,97.8387451171875
705,705,2021-11-19,95.4028549194336
706,706,2021-11-22,97.30403137207033
707,707,2021-11-23,99.7574462890625
708,708,2021-11-24,98.97887420654295
709,709,2021-11-26,95.1493682861328
710,710,2021-11-29,95.08597564697266
711,711,2021-11-30,92.5782470703125
712,712,2021-12-01,90.57748413085938
713,713,2021-12-02,93.62841796875
714,714,2021-12-03,93.00374603271484
715,715,2021-12-06,94.33456420898438
716,716,2021-12-07,95.7378158569336
717,717,2021-12-08,95.70160675048828
718,718,2021-12-09,96.4439697265625
719,719,2021-12-10,96.90569305419922
720,720,2021-12-13,95.13126373291016
721,721,2021-12-14,96.92378997802734
722,722,2021-12-15,96.80609130859376
723,723,2021-12-16,97.82006072998048
724,724,2021-12-17,95.40284729003906
725,725,2021-12-20,91.9897918701172
726,726,2021-12-21,95.93699645996094
727,727,2021-12-22,96.78800201416016
728,728,2021-12-23,98.00113677978516
729,729,2021-12-27,98.5262222290039
730,730,2021-12-28,98.73443603515624
731,731,2021-12-29,98.7525405883789
732,732,2021-12-30,98.34514617919922
733,733,2021-12-31,97.99207305908205
734,734,2022-01-03,99.51301574707033
