,Date,TMUS
0,2019-02-04 00:00:00-05:00,69.10832214355469
1,2019-02-05 00:00:00-05:00,66.55944061279297
2,2019-02-06 00:00:00-05:00,66.64905548095703
3,2019-02-07 00:00:00-05:00,67.98323059082031
4,2019-02-08 00:00:00-05:00,68.08279418945312
5,2019-02-11 00:00:00-05:00,68.14253997802734
6,2019-02-12 00:00:00-05:00,69.29749298095703
7,2019-02-13 00:00:00-05:00,68.7697982788086
8,2019-02-14 00:00:00-05:00,70.1935806274414
9,2019-02-15 00:00:00-05:00,71.73684692382812
10,2019-02-19 00:00:00-05:00,72.20479583740234
11,2019-02-20 00:00:00-05:00,72.43379974365234
12,2019-02-21 00:00:00-05:00,73.09093475341797
13,2019-02-22 00:00:00-05:00,72.88184356689453
14,2019-02-25 00:00:00-05:00,72.73249816894531
15,2019-02-26 00:00:00-05:00,72.21475982666016
16,2019-02-27 00:00:00-05:00,71.8065414428711
17,2019-02-28 00:00:00-05:00,71.89614868164062
18,2019-03-01 00:00:00-05:00,72.02558135986328
19,2019-03-04 00:00:00-05:00,71.33858489990234
20,2019-03-05 00:00:00-05:00,71.0996322631836
21,2019-03-06 00:00:00-05:00,70.47236633300781
22,2019-03-07 00:00:00-05:00,71.01001739501953
23,2019-03-08 00:00:00-05:00,70.34293365478516
24,2019-03-11 00:00:00-04:00,71.15936279296875
25,2019-03-12 00:00:00-04:00,71.38835906982422
26,2019-03-13 00:00:00-04:00,71.93597412109375
27,2019-03-14 00:00:00-04:00,72.02558135986328
28,2019-03-15 00:00:00-04:00,73.14071655273438
29,2019-03-18 00:00:00-04:00,73.35975646972656
30,2019-03-19 00:00:00-04:00,72.27449035644531
31,2019-03-20 00:00:00-04:00,71.74679565429688
32,2019-03-21 00:00:00-04:00,71.94593048095703
33,2019-03-22 00:00:00-04:00,71.58749389648438
34,2019-03-25 00:00:00-04:00,71.99571228027344
35,2019-03-26 00:00:00-04:00,73.02123260498047
36,2019-03-27 00:00:00-04:00,71.92601776123047
37,2019-03-28 00:00:00-04:00,68.84944915771484
38,2019-03-29 00:00:00-04:00,68.79966735839844
39,2019-04-01 00:00:00-04:00,69.66588592529297
40,2019-04-02 00:00:00-04:00,69.42693328857422
41,2019-04-03 00:00:00-04:00,68.70010375976562
42,2019-04-04 00:00:00-04:00,69.74553680419922
43,2019-04-05 00:00:00-04:00,70.04422760009766
44,2019-04-08 00:00:00-04:00,70.92041015625
45,2019-04-09 00:00:00-04:00,71.10958099365234
46,2019-04-10 00:00:00-04:00,71.84636688232422
47,2019-04-11 00:00:00-04:00,72.6827163696289
48,2019-04-12 00:00:00-04:00,73.3896255493164
49,2019-04-15 00:00:00-04:00,73.46928405761719
50,2019-04-16 00:00:00-04:00,73.7779312133789
