,Unnamed: 0,Date,CPRT
0,0,2019-02-05,12.960000038146973
1,1,2019-02-06,12.982500076293944
2,2,2019-02-07,12.822500228881836
3,3,2019-02-08,12.932499885559082
4,4,2019-02-11,13.047499656677246
5,5,2019-02-12,13.3149995803833
6,6,2019-02-13,13.352499961853027
7,7,2019-02-14,13.482500076293944
8,8,2019-02-15,13.50749969482422
9,9,2019-02-19,13.329999923706056
10,10,2019-02-20,13.369999885559082
11,11,2019-02-21,14.13249969482422
12,12,2019-02-22,14.572500228881836
13,13,2019-02-25,14.802499771118164
14,14,2019-02-26,14.727499961853027
15,15,2019-02-27,14.619999885559082
16,16,2019-02-28,14.667499542236328
17,17,2019-03-01,14.600000381469728
18,18,2019-03-04,14.520000457763672
19,19,2019-03-05,14.52750015258789
20,20,2019-03-06,14.4350004196167
21,21,2019-03-07,14.567500114440918
22,22,2019-03-08,14.5600004196167
23,23,2019-03-11,14.729999542236328
24,24,2019-03-12,14.789999961853027
25,25,2019-03-13,14.917499542236328
26,26,2019-03-14,14.800000190734863
27,27,2019-03-15,14.75749969482422
28,28,2019-03-18,14.772500038146973
29,29,2019-03-19,14.717499732971191
30,30,2019-03-20,14.787500381469728
31,31,2019-03-21,14.9399995803833
32,32,2019-03-22,14.8125
33,33,2019-03-25,14.88249969482422
34,34,2019-03-26,15.0649995803833
35,35,2019-03-27,14.925000190734863
36,36,2019-03-28,14.967499732971191
37,37,2019-03-29,15.147500038146973
38,38,2019-04-01,15.545000076293944
39,39,2019-04-02,15.789999961853027
40,40,2019-04-03,15.932499885559082
41,41,2019-04-04,15.7475004196167
42,42,2019-04-05,15.987500190734863
43,43,2019-04-08,16.15999984741211
44,44,2019-04-09,16.059999465942383
45,45,2019-04-10,16.0674991607666
46,46,2019-04-11,16.22249984741211
47,47,2019-04-12,16.342500686645508
48,48,2019-04-15,16.302499771118164
49,49,2019-04-16,16.295000076293945
50,50,2019-04-17,16.200000762939453
51,51,2019-04-18,16.264999389648438
52,52,2019-04-22,16.247499465942383
53,53,2019-04-23,16.46500015258789
54,54,2019-04-24,16.63249969482422
55,55,2019-04-25,16.440000534057617
56,56,2019-04-26,16.71500015258789
57,57,2019-04-29,16.770000457763672
58,58,2019-04-30,16.829999923706055
59,59,2019-05-01,16.502500534057617
60,60,2019-05-02,16.684999465942383
61,61,2019-05-03,16.77750015258789
62,62,2019-05-06,16.7549991607666
63,63,2019-05-07,16.5
64,64,2019-05-08,16.55500030517578
65,65,2019-05-09,16.587499618530273
66,66,2019-05-10,16.717500686645508
67,67,2019-05-13,16.3075008392334
68,68,2019-05-14,16.450000762939453
69,69,2019-05-15,16.577499389648438
70,70,2019-05-16,16.767499923706055
71,71,2019-05-17,16.399999618530273
72,72,2019-05-20,16.34000015258789
73,73,2019-05-21,16.485000610351562
74,74,2019-05-22,16.197500228881836
75,75,2019-05-23,17.485000610351562
76,76,2019-05-24,17.747499465942383
77,77,2019-05-28,17.924999237060547
78,78,2019-05-29,17.622499465942383
79,79,2019-05-30,17.887500762939453
80,80,2019-05-31,17.8700008392334
81,81,2019-06-03,17.825000762939453
82,82,2019-06-04,18.092500686645508
83,83,2019-06-05,18.26749992370605
84,84,2019-06-06,18.434999465942383
85,85,2019-06-07,18.662500381469727
86,86,2019-06-10,18.709999084472656
87,87,2019-06-11,18.42250061035156
88,88,2019-06-12,18.69750022888184
89,89,2019-06-13,18.6924991607666
90,90,2019-06-14,18.45249938964844
91,91,2019-06-17,18.30500030517578
92,92,2019-06-18,18.342500686645508
93,93,2019-06-19,18.51749992370605
94,94,2019-06-20,18.6875
95,95,2019-06-21,18.48500061035156
96,96,2019-06-24,18.4424991607666
97,97,2019-06-25,18.34499931335449
98,98,2019-06-26,18.34749984741211
99,99,2019-06-27,18.34000015258789
100,100,2019-06-28,18.684999465942383
101,101,2019-07-01,18.74250030517578
102,102,2019-07-02,18.700000762939453
103,103,2019-07-03,18.74250030517578
104,104,2019-07-05,18.649999618530277
105,105,2019-07-08,18.53499984741211
106,106,2019-07-09,18.815000534057617
107,107,2019-07-10,18.94499969482422
108,108,2019-07-11,19.19750022888184
109,109,2019-07-12,19.332500457763672
110,110,2019-07-15,19.375
111,111,2019-07-16,19.36750030517578
112,112,2019-07-17,19.26000022888184
113,113,2019-07-18,19.45249938964844
114,114,2019-07-19,19.377500534057617
115,115,2019-07-22,19.559999465942383
116,116,2019-07-23,19.8075008392334
117,117,2019-07-24,19.842500686645508
118,118,2019-07-25,19.78499984741211
119,119,2019-07-26,19.857500076293945
120,120,2019-07-29,19.575000762939453
121,121,2019-07-30,19.45499992370605
122,122,2019-07-31,19.38249969482422
123,123,2019-08-01,19.184999465942383
124,124,2019-08-02,19.03499984741211
125,125,2019-08-05,18.350000381469727
126,126,2019-08-06,18.649999618530277
127,127,2019-08-07,18.762500762939453
128,128,2019-08-08,18.90999984741211
129,129,2019-08-09,18.905000686645508
130,130,2019-08-12,18.82250022888184
131,131,2019-08-13,19.07250022888184
132,132,2019-08-14,18.57749938964844
133,133,2019-08-15,18.637500762939453
134,134,2019-08-16,18.875
135,135,2019-08-19,19.045000076293945
136,136,2019-08-20,18.94750022888184
137,137,2019-08-21,19.217500686645508
138,138,2019-08-22,19.059999465942383
139,139,2019-08-23,18.420000076293945
140,140,2019-08-26,18.44499969482422
141,141,2019-08-27,18.65749931335449
142,142,2019-08-28,18.752500534057617
143,143,2019-08-29,18.934999465942383
144,144,2019-08-30,18.84749984741211
145,145,2019-09-03,18.690000534057617
146,146,2019-09-04,18.915000915527344
147,147,2019-09-05,20.15250015258789
148,148,2019-09-06,20.34499931335449
149,149,2019-09-09,20.57250022888184
150,150,2019-09-10,20.239999771118164
151,151,2019-09-11,20.1875
152,152,2019-09-12,20.21999931335449
153,153,2019-09-13,20.45249938964844
154,154,2019-09-16,20.545000076293945
155,155,2019-09-17,20.86000061035156
156,156,2019-09-18,20.64249992370605
157,157,2019-09-19,20.5575008392334
158,158,2019-09-20,20.645000457763672
159,159,2019-09-23,20.450000762939453
160,160,2019-09-24,20.42250061035156
161,161,2019-09-25,20.26000022888184
162,162,2019-09-26,20.227500915527344
163,163,2019-09-27,19.927499771118164
164,164,2019-09-30,20.082500457763672
165,165,2019-10-01,19.88249969482422
166,166,2019-10-02,19.357500076293945
167,167,2019-10-03,19.80500030517578
168,168,2019-10-04,19.997499465942383
169,169,2019-10-07,19.940000534057617
170,170,2019-10-08,20.037500381469727
171,171,2019-10-09,20.1200008392334
172,172,2019-10-10,20.26499938964844
173,173,2019-10-11,20.342500686645508
174,174,2019-10-14,20.420000076293945
175,175,2019-10-15,20.434999465942383
176,176,2019-10-16,20.34499931335449
177,177,2019-10-17,20.2549991607666
178,178,2019-10-18,20.57999992370605
179,179,2019-10-21,20.905000686645508
180,180,2019-10-22,20.78249931335449
181,181,2019-10-23,20.76000022888184
182,182,2019-10-24,21.15749931335449
183,183,2019-10-25,20.98500061035156
184,184,2019-10-28,20.9950008392334
185,185,2019-10-29,21.170000076293945
186,186,2019-10-30,21.0
187,187,2019-10-31,20.65999984741211
188,188,2019-11-01,20.727500915527344
189,189,2019-11-04,20.53499984741211
190,190,2019-11-05,20.5625
191,191,2019-11-06,20.46500015258789
192,192,2019-11-07,20.405000686645508
193,193,2019-11-08,20.364999771118164
194,194,2019-11-11,20.74250030517578
195,195,2019-11-12,20.575000762939453
196,196,2019-11-13,20.899999618530277
197,197,2019-11-14,21.45499992370605
198,198,2019-11-15,21.497499465942383
199,199,2019-11-18,21.5
200,200,2019-11-19,21.59499931335449
201,201,2019-11-20,21.229999542236328
202,202,2019-11-21,21.962499618530277
203,203,2019-11-22,22.315000534057617
204,204,2019-11-25,22.48500061035156
205,205,2019-11-26,22.700000762939453
206,206,2019-11-27,22.5575008392334
207,207,2019-11-29,22.25
208,208,2019-12-02,21.989999771118164
209,209,2019-12-03,21.81999969482422
210,210,2019-12-04,21.762500762939453
211,211,2019-12-05,22.059999465942383
212,212,2019-12-06,22.145000457763672
213,213,2019-12-09,22.049999237060547
214,214,2019-12-10,22.09499931335449
215,215,2019-12-11,22.07250022888184
216,216,2019-12-12,22.1200008392334
217,217,2019-12-13,22.155000686645508
218,218,2019-12-16,22.54750061035156
219,219,2019-12-17,22.59499931335449
220,220,2019-12-18,22.475000381469727
221,221,2019-12-19,22.350000381469727
222,222,2019-12-20,22.68000030517578
223,223,2019-12-23,22.467500686645508
224,224,2019-12-24,22.727500915527344
225,225,2019-12-26,22.7549991607666
226,226,2019-12-27,22.70499992370605
227,227,2019-12-30,22.71500015258789
228,228,2019-12-31,22.73500061035156
229,229,2020-01-02,23.3700008392334
230,230,2020-01-03,23.165000915527344
