,Unnamed: 0,Date,PLD
52,52,2019-04-22,64.81218719482422
53,53,2019-04-23,65.9408187866211
54,54,2019-04-24,66.92723846435547
55,55,2019-04-25,67.0605697631836
56,56,2019-04-26,67.62933349609375
57,57,2019-04-29,66.98949432373047
58,58,2019-04-30,68.1358871459961
59,59,2019-05-01,68.96234893798828
60,60,2019-05-02,67.8337173461914
61,61,2019-05-03,68.22474670410156
62,62,2019-05-06,67.75375366210938
63,63,2019-05-07,66.04747009277344
64,64,2019-05-08,66.10967254638672
65,65,2019-05-09,66.33182525634766
66,66,2019-05-10,67.1494369506836
67,67,2019-05-13,66.7051010131836
68,68,2019-05-14,66.91838836669922
69,69,2019-05-15,67.54935455322266
70,70,2019-05-16,68.3136215209961
71,71,2019-05-17,68.08256530761719
72,72,2019-05-20,67.17610931396484
73,73,2019-05-21,68.2780990600586
74,74,2019-05-22,68.02924346923828
75,75,2019-05-23,67.922607421875
76,76,2019-05-24,67.0161361694336
77,77,2019-05-28,66.0919189453125
78,78,2019-05-29,65.00770568847656
79,79,2019-05-30,65.15876770019531
80,80,2019-05-31,65.46981048583984
81,81,2019-06-03,66.74063110351562
82,82,2019-06-04,66.65177154541016
83,83,2019-06-05,68.84683227539062
84,84,2019-06-06,69.44226837158203
85,85,2019-06-07,69.4866943359375
86,86,2019-06-10,69.68220520019531
87,87,2019-06-11,70.05546569824219
88,88,2019-06-12,70.51175689697266
89,89,2019-06-13,71.51383209228516
90,90,2019-06-14,71.54068756103516
91,91,2019-06-17,72.39958190917969
92,92,2019-06-18,72.00590515136719
93,93,2019-06-19,72.94535827636719
94,94,2019-06-20,73.79532623291016
95,95,2019-06-21,72.76642608642578
96,96,2019-06-24,72.11327362060547
97,97,2019-06-25,71.37960815429688
98,98,2019-06-26,69.91229248046875
99,99,2019-06-27,71.00382232666016
100,100,2019-06-28,71.66593170166016
101,101,2019-07-01,71.5048599243164
102,102,2019-07-02,72.99903106689453
103,103,2019-07-03,73.9027099609375
104,104,2019-07-05,73.7505874633789
105,105,2019-07-08,73.64323425292969
106,106,2019-07-09,73.92058563232422
107,107,2019-07-10,74.27848052978516
108,108,2019-07-11,72.48905181884766
109,109,2019-07-12,71.6032943725586
110,110,2019-07-15,71.52277374267578
111,111,2019-07-16,72.88272094726562
112,112,2019-07-17,73.0169448852539
113,113,2019-07-18,73.7505874633789
114,114,2019-07-19,72.2385482788086
115,115,2019-07-22,72.63220977783203
116,116,2019-07-23,73.89373779296875
117,117,2019-07-24,73.59849548339844
118,118,2019-07-25,72.87377166748047
119,119,2019-07-26,73.46430206298828
120,120,2019-07-29,73.92951202392578
121,121,2019-07-30,73.37482452392578
122,122,2019-07-31,72.12223052978516
123,123,2019-08-01,72.27432250976562
124,124,2019-08-02,72.03276062011719
125,125,2019-08-05,70.35965728759766
126,126,2019-08-06,71.53172302246094
127,127,2019-08-07,72.0238037109375
128,128,2019-08-08,73.5179672241211
129,129,2019-08-09,73.2137680053711
130,130,2019-08-12,73.08851623535156
131,131,2019-08-13,73.20481872558594
132,132,2019-08-14,71.80909729003906
133,133,2019-08-15,72.65904998779297
134,134,2019-08-16,73.71480560302734
135,135,2019-08-19,75.030029296875
136,136,2019-08-20,73.76848602294922
137,137,2019-08-21,74.52898406982422
138,138,2019-08-22,75.14631652832031
139,139,2019-08-23,73.26744842529297
140,140,2019-08-26,73.92951202392578
141,141,2019-08-27,73.37482452392578
142,142,2019-08-28,74.11741638183594
143,143,2019-08-29,74.90475463867188
144,144,2019-08-30,74.8152847290039
145,145,2019-09-03,75.66526794433594
146,146,2019-09-04,76.38101959228516
147,147,2019-09-05,75.68315124511719
148,148,2019-09-06,75.86209106445312
149,149,2019-09-09,75.71893310546875
150,150,2019-09-10,74.50215148925781
151,151,2019-09-11,73.80426788330078
152,152,2019-09-12,75.19105529785156
153,153,2019-09-13,75.32527923583984
154,154,2019-09-16,76.24681854248047
155,155,2019-09-17,77.33837127685547
156,156,2019-09-18,76.56891632080078
157,157,2019-09-19,76.54190826416016
158,158,2019-09-20,75.938720703125
159,159,2019-09-23,76.18180084228516
160,160,2019-09-24,75.82167053222656
161,161,2019-09-25,76.62291717529297
162,162,2019-09-26,77.66724395751953
163,163,2019-09-27,77.22610473632812
164,164,2019-09-30,76.72196197509766
165,165,2019-10-01,75.84869384765625
166,166,2019-10-02,75.84869384765625
167,167,2019-10-03,76.98304748535156
168,168,2019-10-04,77.5952377319336
169,169,2019-10-07,77.2081069946289
170,170,2019-10-08,76.64994049072266
171,171,2019-10-09,76.96504974365234
172,172,2019-10-10,77.25310516357422
173,173,2019-10-11,77.28012084960938
174,174,2019-10-14,77.65825653076172
175,175,2019-10-15,80.22406005859375
176,176,2019-10-16,80.1610336303711
177,177,2019-10-17,80.26907348632812
178,178,2019-10-18,80.67420196533203
179,179,2019-10-21,81.5834732055664
180,180,2019-10-22,81.7545394897461
181,181,2019-10-23,82.70882415771484
182,182,2019-10-24,82.90689849853516
183,183,2019-10-25,81.79954528808594
184,184,2019-10-28,77.32515716552734
185,185,2019-10-29,78.00934600830078
186,186,2019-10-30,78.93665313720703
187,187,2019-10-31,79.00868225097656
188,188,2019-11-01,78.7205810546875
189,189,2019-11-04,79.0176773071289
190,190,2019-11-05,77.33415985107422
191,191,2019-11-06,78.83763122558594
192,192,2019-11-07,78.55853271484375
193,193,2019-11-08,78.3874740600586
194,194,2019-11-11,78.61256408691406
195,195,2019-11-12,77.9913558959961
196,196,2019-11-13,79.16172790527344
197,197,2019-11-14,80.2330551147461
198,198,2019-11-15,80.21504211425781
199,199,2019-11-18,80.92627716064453
200,200,2019-11-19,81.95259094238281
201,201,2019-11-20,82.42073822021484
202,202,2019-11-21,81.7905502319336
203,203,2019-11-22,81.52946472167969
204,204,2019-11-25,81.79954528808594
205,205,2019-11-26,83.12295532226562
206,206,2019-11-27,83.18597412109375
207,207,2019-11-29,82.42073822021484
208,208,2019-12-02,81.0343246459961
209,209,2019-12-03,81.68250274658203
210,210,2019-12-04,82.01561737060547
211,211,2019-12-05,82.24068450927734
212,212,2019-12-06,82.31270599365234
213,213,2019-12-09,82.26770782470703
214,214,2019-12-10,82.0516357421875
215,215,2019-12-11,80.84525299072266
216,216,2019-12-12,80.05300903320312
217,217,2019-12-13,79.71089172363281
218,218,2019-12-16,79.54884338378906
219,219,2019-12-17,78.60354614257812
220,220,2019-12-18,79.30101013183594
221,221,2019-12-19,79.08361053466797
222,222,2019-12-20,79.73577117919922
223,223,2019-12-23,79.34629821777344
224,224,2019-12-24,79.58177947998047
225,225,2019-12-26,80.0799789428711
226,226,2019-12-27,80.31546783447266
227,227,2019-12-30,80.4875717163086
228,228,2019-12-31,80.7411880493164
229,229,2020-01-02,80.0708999633789
230,230,2020-01-03,80.96761322021484
231,231,2020-01-06,80.6506118774414
232,232,2020-01-07,80.13432312011719
233,233,2020-01-08,80.569091796875
234,234,2020-01-09,80.57816314697266
235,235,2020-01-10,81.01292419433594
236,236,2020-01-13,83.15055847167969
237,237,2020-01-14,82.0907974243164
238,238,2020-01-15,83.52193450927734
239,239,2020-01-16,84.55452728271484
240,240,2020-01-17,85.38783264160156
241,241,2020-01-21,86.56534576416016
242,242,2020-01-22,85.08893585205078
243,243,2020-01-23,86.68309020996094
244,244,2020-01-24,87.09071350097656
245,245,2020-01-27,86.04000091552734
246,246,2020-01-28,86.55628967285156
247,247,2020-01-29,87.40773010253906
248,248,2020-01-30,87.14505004882812
249,249,2020-01-31,84.12879943847656
250,250,2020-02-03,83.21397399902344
251,251,2020-02-04,84.61793518066406
252,252,2020-02-05,84.00199127197266
253,253,2020-02-06,84.33715057373047
254,254,2020-02-07,84.36429595947266
255,255,2020-02-10,85.74109649658203
256,256,2020-02-11,87.14505004882812
257,257,2020-02-12,87.67041015625
258,258,2020-02-13,87.38056182861328
259,259,2020-02-14,88.35881042480469
260,260,2020-02-18,89.08341217041016
261,261,2020-02-19,88.55806732177734
262,262,2020-02-20,89.62688446044922
263,263,2020-02-21,89.8804931640625
264,264,2020-02-24,86.93671417236328
265,265,2020-02-25,83.05998229980469
266,266,2020-02-26,82.66144561767578
267,267,2020-02-27,78.54015350341797
268,268,2020-02-28,76.3390884399414
269,269,2020-03-02,79.95317077636719
270,270,2020-03-03,80.96761322021484
271,271,2020-03-04,85.47840881347656
272,272,2020-03-05,81.25748443603516
273,273,2020-03-06,77.7883529663086
274,274,2020-03-09,70.44246673583984
275,275,2020-03-10,73.24132537841797
276,276,2020-03-11,66.74689483642578
277,277,2020-03-12,63.567604064941406
278,278,2020-03-13,71.07516479492188
279,279,2020-03-16,58.80004119873047
280,280,2020-03-17,64.56314086914062
281,281,2020-03-18,61.92363357543945
282,282,2020-03-19,58.37076950073242
283,283,2020-03-20,57.37525177001953
284,284,2020-03-23,57.87757873535156
285,285,2020-03-24,64.43526458740234
286,286,2020-03-25,65.9331283569336
287,287,2020-03-26,70.9564437866211
288,288,2020-03-27,72.30815887451172
289,289,2020-03-30,75.69660949707031
290,290,2020-03-31,73.40416717529297
291,291,2020-04-01,66.91039276123047
292,292,2020-04-02,68.96538543701172
293,293,2020-04-03,67.21178436279297
294,294,2020-04-06,73.27629089355469
295,295,2020-04-07,73.93387603759766
296,296,2020-04-08,78.7105712890625
297,297,2020-04-09,83.77955627441406
298,298,2020-04-13,78.920654296875
299,299,2020-04-14,81.42318725585938
300,300,2020-04-15,79.03937530517578
301,301,2020-04-16,80.5555191040039
302,302,2020-04-17,82.40043640136719
303,303,2020-04-20,80.8294906616211
304,304,2020-04-21,81.28617858886719
305,305,2020-04-22,80.25410461425781
306,306,2020-04-23,79.23118591308594
307,307,2020-04-24,81.32270050048828
308,308,2020-04-27,83.8800277709961
309,309,2020-04-28,81.82502746582031
310,310,2020-04-29,82.34562683105469
311,311,2020-04-30,81.49622344970703
312,312,2020-05-01,79.32250213623047
313,313,2020-05-04,79.57823944091797
314,314,2020-05-05,80.13536834716797
315,315,2020-05-06,79.40472412109375
316,316,2020-05-07,80.436767578125
317,317,2020-05-08,82.1720962524414
318,318,2020-05-11,81.17655181884766
319,319,2020-05-12,76.92046356201172
320,320,2020-05-13,75.6600570678711
321,321,2020-05-14,76.79259490966797
322,322,2020-05-15,76.06194305419922
323,323,2020-05-18,79.30424499511719
324,324,2020-05-19,77.34060668945312
325,325,2020-05-20,79.56912231445312
326,326,2020-05-21,78.9115219116211
327,327,2020-05-22,79.96184539794922
328,328,2020-05-26,82.21776580810547
329,329,2020-05-27,83.80693817138672
330,330,2020-05-28,84.98516082763672
331,331,2020-05-29,83.5694808959961
332,332,2020-06-01,85.57879638671875
333,333,2020-06-02,87.18626403808594
334,334,2020-06-03,88.88505554199219
335,335,2020-06-04,85.25914001464844
336,336,2020-06-05,87.41458892822266
337,337,2020-06-08,89.2960433959961
338,338,2020-06-09,88.89419555664062
339,339,2020-06-10,88.05391693115234
340,340,2020-06-11,83.03063201904297
341,341,2020-06-12,86.27293395996094
342,342,2020-06-15,86.74160766601562
343,343,2020-06-16,89.04822540283203
344,344,2020-06-17,88.86444854736328
345,345,2020-06-18,87.38489532470703
346,346,2020-06-19,84.4258041381836
347,347,2020-06-22,85.05989837646484
348,348,2020-06-23,84.03982543945312
349,349,2020-06-24,82.5235366821289
350,350,2020-06-25,84.05821228027344
351,351,2020-06-26,82.55110931396484
352,352,2020-06-29,83.78253173828125
353,353,2020-06-30,85.76750946044922
354,354,2020-07-01,87.44003295898438
355,355,2020-07-02,87.80762481689453
356,356,2020-07-06,87.8167953491211
357,357,2020-07-07,87.14596557617188
358,358,2020-07-08,88.00060272216797
359,359,2020-07-09,88.74496459960938
360,360,2020-07-10,87.13677978515625
361,361,2020-07-13,85.98805236816406
362,362,2020-07-14,85.81346130371094
363,363,2020-07-15,86.144287109375
364,364,2020-07-16,84.63716888427734
365,365,2020-07-17,87.61463928222656
366,366,2020-07-20,87.05406188964844
367,367,2020-07-21,89.99475860595703
368,368,2020-07-22,90.4083023071289
369,369,2020-07-23,90.88615417480467
370,370,2020-07-24,91.81433868408205
371,371,2020-07-27,93.5144271850586
372,372,2020-07-28,94.2312240600586
373,373,2020-07-29,97.5670928955078
374,374,2020-07-30,96.66651153564452
375,375,2020-07-31,96.87785339355467
376,376,2020-08-03,96.47351837158205
377,377,2020-08-04,97.03407287597656
378,378,2020-08-05,96.39997863769533
379,379,2020-08-06,96.38160705566406
380,380,2020-08-07,96.55621337890624
381,381,2020-08-10,95.3248062133789
382,382,2020-08-11,92.36570739746094
383,383,2020-08-12,94.54366302490234
384,384,2020-08-13,94.3231201171875
385,385,2020-08-14,94.029052734375
386,386,2020-08-17,95.76590728759766
387,387,2020-08-18,95.25128173828124
388,388,2020-08-19,93.4960479736328
389,389,2020-08-20,94.36907196044922
390,390,2020-08-21,94.69071197509766
391,391,2020-08-24,93.73497772216795
392,392,2020-08-25,93.7165985107422
393,393,2020-08-26,92.84357452392578
394,394,2020-08-27,93.64307403564452
395,395,2020-08-28,94.1852798461914
396,396,2020-08-31,93.60633087158205
397,397,2020-09-01,93.2754898071289
398,398,2020-09-02,96.10592651367188
399,399,2020-09-03,93.3765869140625
400,400,2020-09-04,92.595458984375
401,401,2020-09-08,90.79427337646484
402,402,2020-09-09,92.79762268066406
403,403,2020-09-10,91.90623474121094
404,404,2020-09-11,92.09002685546876
405,405,2020-09-14,93.68901824951172
406,406,2020-09-15,94.40583038330078
407,407,2020-09-16,94.30418395996094
408,408,2020-09-17,93.4354248046875
409,409,2020-09-18,91.97521209716795
410,410,2020-09-21,89.23036193847656
411,411,2020-09-22,91.67023468017578
412,412,2020-09-23,88.07514190673828
413,413,2020-09-24,88.13060760498047
414,414,2020-09-25,90.26545715332033
415,415,2020-09-28,92.44654083251952
416,416,2020-09-29,92.0583953857422
417,417,2020-09-30,92.99182891845705
418,418,2020-10-01,94.4150619506836
419,419,2020-10-02,96.3188934326172
420,420,2020-10-05,97.2153549194336
421,421,2020-10-06,96.5591812133789
422,422,2020-10-07,97.7421417236328
423,423,2020-10-08,98.74026489257812
424,424,2020-10-09,98.80496215820312
425,425,2020-10-12,100.08033752441406
426,426,2020-10-13,98.5461883544922
427,427,2020-10-14,96.1432876586914
428,428,2020-10-15,97.02127838134766
429,429,2020-10-16,96.3558578491211
430,430,2020-10-19,95.20986938476562
431,431,2020-10-20,95.68122100830078
432,432,2020-10-21,94.867919921875
433,433,2020-10-22,95.00655364990234
434,434,2020-10-23,95.41319274902344
435,435,2020-10-26,92.85318756103516
436,436,2020-10-27,91.62401580810548
437,437,2020-10-28,90.1175765991211
438,438,2020-10-29,92.58516693115234
439,439,2020-10-30,91.67945098876952
440,440,2020-11-02,94.14706420898438
441,441,2020-11-03,96.47600555419922
442,442,2020-11-04,97.78836822509766
443,443,2020-11-05,97.85303497314452
444,444,2020-11-06,96.9381103515625
445,445,2020-11-09,92.0583953857422
446,446,2020-11-10,92.36338806152344
447,447,2020-11-11,94.28568267822266
448,448,2020-11-12,94.84019470214844
449,449,2020-11-13,95.68122100830078
450,450,2020-11-16,95.43167877197266
451,451,2020-11-17,96.30040740966795
452,452,2020-11-18,93.7126922607422
453,453,2020-11-19,92.40958404541016
454,454,2020-11-20,92.66835021972656
455,455,2020-11-23,92.01217651367188
456,456,2020-11-24,91.3190460205078
457,457,2020-11-25,91.50387573242188
458,458,2020-11-27,92.9733428955078
459,459,2020-11-30,92.4650421142578
460,460,2020-12-01,92.60365295410156
461,461,2020-12-02,90.12683868408205
462,462,2020-12-03,89.73867797851562
463,463,2020-12-04,91.180419921875
464,464,2020-12-07,90.13606262207033
465,465,2020-12-08,89.56309509277344
466,466,2020-12-09,89.11947631835938
467,467,2020-12-10,89.81261444091797
468,468,2020-12-11,89.98822784423828
469,469,2020-12-14,89.52611541748047
470,470,2020-12-15,92.00292205810548
471,471,2020-12-16,92.28018951416016
472,472,2020-12-17,93.49795532226562
473,473,2020-12-18,91.16468048095705
474,474,2020-12-21,90.40242004394533
475,475,2020-12-22,90.77425384521484
476,476,2020-12-23,89.41708374023438
477,477,2020-12-24,90.39311981201172
478,478,2020-12-28,91.30413055419922
479,479,2020-12-29,90.83934020996094
480,480,2020-12-30,91.86187744140624
481,481,2020-12-31,92.64273834228516
482,482,2021-01-04,89.27764129638672
483,483,2021-01-05,89.41708374023438
484,484,2021-01-06,87.297607421875
485,485,2021-01-07,88.60833740234375
486,486,2021-01-08,89.79818725585938
487,487,2021-01-11,87.99480438232422
488,488,2021-01-12,88.0412826538086
489,489,2021-01-13,88.69198608398438
490,490,2021-01-14,88.77565002441406
491,491,2021-01-15,90.80215454101562
492,492,2021-01-19,91.10890197753906
493,493,2021-01-20,93.2748565673828
494,494,2021-01-21,93.3585205078125
495,495,2021-01-22,94.0928955078125
496,496,2021-01-25,95.46868133544922
497,497,2021-01-26,98.58279418945312
498,498,2021-01-27,96.00784301757812
499,499,2021-01-28,96.119384765625
500,500,2021-01-29,95.9334716796875
501,501,2021-02-01,98.4526596069336
502,502,2021-02-02,99.35435485839844
503,503,2021-02-03,98.57350158691406
504,504,2021-02-04,98.91744232177734
505,505,2021-02-05,99.1870346069336
506,506,2021-02-08,99.540283203125
507,507,2021-02-09,99.8563232421875
508,508,2021-02-10,99.94929504394533
509,509,2021-02-11,100.17240142822266
510,510,2021-02-12,100.08872985839844
511,511,2021-02-16,99.07546997070312
512,512,2021-02-17,98.3782958984375
513,513,2021-02-18,98.33181762695312
514,514,2021-02-19,97.88561248779295
515,515,2021-02-22,97.34644317626952
516,516,2021-02-23,97.18842315673828
517,517,2021-02-24,95.9706573486328
518,518,2021-02-25,94.25091552734376
519,519,2021-02-26,92.09426879882812
520,520,2021-03-01,92.42893981933594
521,521,2021-03-02,92.11286926269533
522,522,2021-03-03,89.34268951416016
523,523,2021-03-04,88.90579986572266
524,524,2021-03-05,90.51399230957033
525,525,2021-03-08,89.1939468383789
526,526,2021-03-09,91.39707946777344
527,527,2021-03-10,90.83934020996094
528,528,2021-03-11,92.5497817993164
529,529,2021-03-12,94.15795135498048
530,530,2021-03-15,95.54304504394533
531,531,2021-03-16,96.89094543457033
532,532,2021-03-17,94.9109344482422
533,533,2021-03-18,95.50955200195312
534,534,2021-03-19,93.89139556884766
535,535,2021-03-22,96.95000457763672
536,536,2021-03-23,98.39981842041016
537,537,2021-03-24,97.10902404785156
538,538,2021-03-25,97.6795883178711
539,539,2021-03-26,99.87767791748048
540,540,2021-03-29,99.86832427978516
541,541,2021-03-30,99.8589859008789
542,542,2021-03-31,99.14810943603516
543,543,2021-04-01,101.48650360107422
544,544,2021-04-05,101.36491394042967
545,545,2021-04-06,102.25350952148438
546,546,2021-04-07,102.54344940185548
547,547,2021-04-08,101.43038940429688
548,548,2021-04-09,102.43122100830078
549,549,2021-04-12,102.7398681640625
550,550,2021-04-13,103.61911010742188
551,551,2021-04-14,102.57151794433594
552,552,2021-04-15,105.09699249267578
553,553,2021-04-16,105.2840576171875
554,554,2021-04-19,104.99410247802734
555,555,2021-04-20,107.3324966430664
556,556,2021-04-21,107.29508209228516
557,557,2021-04-22,107.26702117919922
558,558,2021-04-23,107.44474792480467
559,559,2021-04-26,107.77210998535156
560,560,2021-04-27,107.4260482788086
561,561,2021-04-28,107.6598892211914
562,562,2021-04-29,108.75423431396484
563,563,2021-04-30,108.99744415283205
564,564,2021-05-03,108.51104736328124
565,565,2021-05-04,108.12755584716795
566,566,2021-05-05,105.7049789428711
567,567,2021-05-06,107.304443359375
568,568,2021-05-07,108.5204086303711
569,569,2021-05-10,108.6887664794922
570,570,2021-05-11,107.43538665771484
571,571,2021-05-12,105.1063461303711
572,572,2021-05-13,106.1633071899414
573,573,2021-05-14,107.23897552490234
574,574,2021-05-17,106.80870056152344
575,575,2021-05-18,107.5476303100586
576,576,2021-05-19,107.89370727539062
577,577,2021-05-20,109.77378845214844
578,578,2021-05-21,109.93280029296876
579,579,2021-05-24,110.5127182006836
580,580,2021-05-25,110.54078674316406
581,581,2021-05-26,109.91409301757812
582,582,2021-05-27,109.30609893798828
583,583,2021-05-28,110.2227554321289
584,584,2021-06-01,112.08413696289062
585,585,2021-06-02,113.87066650390624
586,586,2021-06-03,113.99227142333984
587,587,2021-06-04,114.47864532470705
588,588,2021-06-07,114.74989318847656
589,589,2021-06-08,115.66656494140624
590,590,2021-06-09,115.61978912353516
591,591,2021-06-10,118.11719512939452
592,592,2021-06-11,116.64866638183594
593,593,2021-06-14,118.00495910644533
594,594,2021-06-15,115.75822448730467
595,595,2021-06-16,114.14132690429688
596,596,2021-06-17,115.2599868774414
597,597,2021-06-18,112.40223693847656
598,598,2021-06-21,115.2411880493164
599,599,2021-06-22,114.6677703857422
600,600,2021-06-23,113.85932159423828
601,601,2021-06-24,114.00032806396484
602,602,2021-06-25,114.6865692138672
603,603,2021-06-28,114.32935333251952
604,604,2021-06-29,114.1695327758789
605,605,2021-06-30,112.36463165283205
606,606,2021-07-01,112.78767395019533
607,607,2021-07-02,113.7747039794922
608,608,2021-07-06,115.19420623779295
609,609,2021-07-07,115.89924621582033
610,610,2021-07-08,115.7300262451172
611,611,2021-07-09,117.87334442138672
612,612,2021-07-12,119.77227020263672
613,613,2021-07-13,118.08016204833984
614,614,2021-07-14,118.66300201416016
615,615,2021-07-15,119.32102966308594
616,616,2021-07-16,119.65005493164062
617,617,2021-07-19,119.18002319335938
618,618,2021-07-20,120.3174819946289
619,619,2021-07-21,119.2928237915039
620,620,2021-07-22,119.54663848876952
621,621,2021-07-23,120.22348022460938
622,622,2021-07-26,120.30809020996094
623,623,2021-07-27,121.445556640625
624,624,2021-07-28,119.97906494140624
625,625,2021-07-29,120.22348022460938
626,626,2021-07-30,120.36449432373048
627,627,2021-08-02,120.7593231201172
628,628,2021-08-03,121.89676666259766
629,629,2021-08-04,121.17292022705078
630,630,2021-08-05,122.63002014160156
631,631,2021-08-06,121.93439483642578
632,632,2021-08-09,122.21637725830078
633,633,2021-08-10,121.5959701538086
634,634,2021-08-11,121.17292022705078
635,635,2021-08-12,122.27281188964844
636,636,2021-08-13,124.06828308105467
637,637,2021-08-16,125.6758041381836
638,638,2021-08-17,126.04241180419922
639,639,2021-08-18,124.55712127685548
640,640,2021-08-19,125.1681671142578
641,641,2021-08-20,126.20223236083984
642,642,2021-08-23,125.39376068115234
643,643,2021-08-24,122.91203308105467
644,644,2021-08-25,122.7052230834961
645,645,2021-08-26,122.78982543945312
646,646,2021-08-27,123.43846893310548
647,647,2021-08-30,125.71337127685548
648,648,2021-08-31,126.58763122558594
649,649,2021-09-01,129.52999877929688
650,650,2021-09-02,130.1692657470703
651,651,2021-09-03,130.65809631347656
652,652,2021-09-07,129.39840698242188
653,653,2021-09-08,130.23504638671875
654,654,2021-09-09,126.64402770996094
655,655,2021-09-10,125.619384765625
656,656,2021-09-13,124.82032775878906
657,657,2021-09-14,124.60414123535156
658,658,2021-09-15,125.29976654052734
659,659,2021-09-16,125.22420501708984
660,660,2021-09-17,122.89125061035156
661,661,2021-09-20,121.89949798583984
662,662,2021-09-21,121.70116424560548
663,663,2021-09-22,122.79679107666016
664,664,2021-09-23,121.6916961669922
665,665,2021-09-24,120.80387115478516
666,666,2021-09-27,119.18873596191406
667,667,2021-09-28,118.61257934570312
668,668,2021-09-29,119.42487335205078
669,669,2021-09-30,118.4709014892578
670,670,2021-10-01,119.4154281616211
671,671,2021-10-04,119.79324340820312
672,672,2021-10-05,119.4154281616211
673,673,2021-10-06,120.69995880126952
674,674,2021-10-07,122.20174407958984
675,675,2021-10-08,121.3989028930664
676,676,2021-10-11,121.7861557006836
677,677,2021-10-12,124.95028686523438
678,678,2021-10-13,126.4709701538086
679,679,2021-10-14,128.19943237304688
680,680,2021-10-15,129.38006591796875
681,681,2021-10-18,132.03416442871094
682,682,2021-10-19,131.4013214111328
683,683,2021-10-20,135.46279907226562
684,684,2021-10-21,136.89845275878906
685,685,2021-10-22,136.01058959960938
686,686,2021-10-25,137.0496063232422
687,687,2021-10-26,138.1168670654297
688,688,2021-10-27,135.87835693359375
689,689,2021-10-28,138.53248596191406
690,690,2021-10-29,136.91734313964844
691,691,2021-11-01,136.7001190185547
692,692,2021-11-02,138.87249755859375
693,693,2021-11-03,139.45811462402344
694,694,2021-11-04,139.6658935546875
695,695,2021-11-05,138.55136108398438
696,696,2021-11-08,139.85479736328125
697,697,2021-11-09,140.21371459960938
698,698,2021-11-10,140.5159912109375
699,699,2021-11-11,140.64820861816406
700,700,2021-11-12,140.55374145507812
701,701,2021-11-15,141.86663818359375
702,702,2021-11-16,141.17710876464844
703,703,2021-11-17,142.03665161132812
704,704,2021-11-18,142.22555541992188
705,705,2021-11-19,141.88551330566406
706,706,2021-11-22,142.52777099609375
707,707,2021-11-23,144.11456298828125
708,708,2021-11-24,145.93746948242188
709,709,2021-11-26,141.5643768310547
710,710,2021-11-29,144.77574157714844
711,711,2021-11-30,142.3861083984375
712,712,2021-12-01,143.2834014892578
713,713,2021-12-02,145.85247802734375
714,714,2021-12-03,146.07916259765625
715,715,2021-12-06,147.8643035888672
716,716,2021-12-07,150.4617156982422
717,717,2021-12-08,150.59396362304688
718,718,2021-12-09,148.81826782226562
719,719,2021-12-10,150.25392150878906
720,720,2021-12-13,152.7478790283203
721,721,2021-12-14,150.51947021484375
722,722,2021-12-15,154.15133666992188
723,723,2021-12-16,154.80564880371094
724,724,2021-12-17,152.8427276611328
725,725,2021-12-20,153.04188537597656
726,726,2021-12-21,152.472900390625
727,727,2021-12-22,153.8668212890625
728,728,2021-12-23,153.38323974609375
729,729,2021-12-27,157.30909729003906
730,730,2021-12-28,157.21426391601562
731,731,2021-12-29,159.00648498535156
732,732,2021-12-30,159.28152465820312
733,733,2021-12-31,159.65135192871094
734,734,2022-01-03,156.3703155517578
735,735,2022-01-04,152.6720428466797
