,Unnamed: 0,Date,CFG
0,0,2019-02-05,27.33772850036621
1,1,2019-02-06,27.449054718017575
2,2,2019-02-07,28.291927337646484
3,3,2019-02-08,28.085174560546875
4,4,2019-02-11,28.18854522705078
5,5,2019-02-12,28.64179801940918
6,6,2019-02-13,28.87239646911621
7,7,2019-02-14,28.54637908935547
8,8,2019-02-15,29.182504653930664
9,9,2019-02-19,29.48467254638672
10,10,2019-02-20,29.945863723754883
11,11,2019-02-21,29.603944778442383
12,12,2019-02-22,29.603944778442383
13,13,2019-02-25,29.452863693237305
14,14,2019-02-26,29.17454719543457
15,15,2019-02-27,29.44491195678711
16,16,2019-02-28,29.373340606689453
17,17,2019-03-01,29.42105865478516
18,18,2019-03-04,29.30177879333496
19,19,2019-03-05,29.05527687072754
20,20,2019-03-06,28.411195755004883
21,21,2019-03-07,27.76710700988769
22,22,2019-03-08,27.63988304138184
23,23,2019-03-11,27.91023826599121
24,24,2019-03-12,27.878440856933597
25,25,2019-03-13,28.22831153869629
26,26,2019-03-14,28.41914749145508
27,27,2019-03-15,28.52252197265625
28,28,2019-03-18,28.94396209716797
29,29,2019-03-19,28.41914749145508
30,30,2019-03-20,27.24230194091797
31,31,2019-03-21,26.463045120239254
32,32,2019-03-22,25.26235008239746
33,33,2019-03-25,25.1351261138916
34,34,2019-03-26,25.620174407958984
35,35,2019-03-27,25.43728256225586
36,36,2019-03-28,25.78715705871582
37,37,2019-03-29,25.84281539916992
38,38,2019-04-01,26.83677291870117
39,39,2019-04-02,27.04351043701172
40,40,2019-04-03,27.15483665466309
41,41,2019-04-04,27.59217643737793
42,42,2019-04-05,27.496761322021484
43,43,2019-04-08,27.568321228027344
44,44,2019-04-09,27.003751754760746
45,45,2019-04-10,27.123029708862305
46,46,2019-04-11,27.32182502746582
47,47,2019-04-12,27.878440856933597
48,48,2019-04-15,27.393386840820312
49,49,2019-04-16,27.75121307373047
50,50,2019-04-17,27.830730438232425
51,51,2019-04-18,28.11698532104492
52,52,2019-04-22,28.387338638305664
53,53,2019-04-23,28.70541381835937
54,54,2019-04-24,28.47481155395508
55,55,2019-04-25,28.403240203857425
56,56,2019-04-26,28.60203742980957
57,57,2019-04-29,28.936010360717773
58,58,2019-04-30,29.04029655456543
59,59,2019-05-01,28.79161071777344
60,60,2019-05-02,29.080406188964844
61,61,2019-05-03,29.52161979675293
62,62,2019-05-06,29.3531551361084
63,63,2019-05-07,28.799633026123047
64,64,2019-05-08,28.61511611938477
65,65,2019-05-09,28.735448837280277
66,66,2019-05-10,28.919960021972656
67,67,2019-05-13,27.69257354736328
68,68,2019-05-14,28.00543594360352
69,69,2019-05-15,27.44387626647949
70,70,2019-05-16,27.88509559631348
