,Unnamed: 0,Date,QCOM
0,0,2019-02-05,44.6524658203125
1,1,2019-02-06,44.97813034057617
2,2,2019-02-07,44.4940299987793
3,3,2019-02-08,44.265167236328125
4,4,2019-02-11,44.74047470092773
5,5,2019-02-12,45.47105407714844
6,6,2019-02-13,45.40943145751953
7,7,2019-02-14,45.39182662963867
8,8,2019-02-15,45.752708435058594
9,9,2019-02-19,45.77911758422852
10,10,2019-02-20,46.16640090942383
11,11,2019-02-21,46.07837677001953
12,12,2019-02-22,46.75613021850586
13,13,2019-02-25,46.6417121887207
14,14,2019-02-26,46.67691421508789
15,15,2019-02-27,46.68571853637695
16,16,2019-02-28,46.99378204345703
17,17,2019-03-01,47.70675277709961
18,18,2019-03-04,47.33706283569336
19,19,2019-03-05,47.4779052734375
20,20,2019-03-06,48.795745849609375
21,21,2019-03-07,48.11010360717773
22,22,2019-03-08,47.66488265991211
23,23,2019-03-11,48.39504623413086
24,24,2019-03-12,48.83135986328125
25,25,2019-03-13,49.32109069824219
26,26,2019-03-14,49.32999801635742
27,27,2019-03-15,50.39852523803711
28,28,2019-03-18,50.60332107543945
29,29,2019-03-19,50.72797775268555
30,30,2019-03-20,50.897159576416016
31,31,2019-03-21,51.44032287597656
32,32,2019-03-22,50.59441757202149
33,33,2019-03-25,50.43413162231445
34,34,2019-03-26,51.64512634277344
35,35,2019-03-27,50.67455673217773
36,36,2019-03-28,50.35399627685547
37,37,2019-03-29,50.78139114379883
38,38,2019-04-01,51.47594451904297
39,39,2019-04-02,51.72526168823242
40,40,2019-04-03,51.36018371582031
41,41,2019-04-04,51.52046203613281
42,42,2019-04-05,51.6362190246582
43,43,2019-04-08,51.43142318725586
44,44,2019-04-09,51.146480560302734
45,45,2019-04-10,50.15810012817383
46,46,2019-04-11,49.77521896362305
47,47,2019-04-12,50.71017074584961
48,48,2019-04-15,50.91496276855469
49,49,2019-04-16,62.73102188110352
50,50,2019-04-17,70.41546630859375
51,51,2019-04-18,71.1366958618164
52,52,2019-04-22,72.98880004882812
53,53,2019-04-23,77.21837615966797
54,54,2019-04-24,77.31631469726562
55,55,2019-04-25,75.7491455078125
56,56,2019-04-26,77.14712524414062
57,57,2019-04-29,77.69029235839844
58,58,2019-04-30,76.69300079345703
59,59,2019-05-01,76.90670776367188
60,60,2019-05-02,77.59235382080078
61,61,2019-05-03,79.50678253173828
62,62,2019-05-06,78.58073425292969
63,63,2019-05-07,75.86490631103516
64,64,2019-05-08,75.2772216796875
65,65,2019-05-09,74.60049438476562
66,66,2019-05-10,76.43477630615234
67,67,2019-05-13,74.69844818115234
68,68,2019-05-14,76.69300079345703
69,69,2019-05-15,76.80876159667969
70,70,2019-05-16,73.73677062988281
71,71,2019-05-17,72.5703125
72,72,2019-05-20,68.22500610351562
73,73,2019-05-21,69.23118591308594
74,74,2019-05-22,61.71592330932617
75,75,2019-05-23,60.78096008300781
76,76,2019-05-24,58.95558166503906
77,77,2019-05-28,58.207618713378906
78,78,2019-05-29,58.55488204956055
79,79,2019-05-30,59.29393768310547
80,80,2019-05-31,59.49874877929688
81,81,2019-06-03,59.35627365112305
82,82,2019-06-04,60.95014572143555
83,83,2019-06-05,60.22230529785156
84,84,2019-06-06,60.73447799682617
85,85,2019-06-07,61.722930908203125
86,86,2019-06-10,63.38526916503906
87,87,2019-06-11,64.0142822265625
88,88,2019-06-12,62.53163528442383
89,89,2019-06-13,62.83715438842773
90,90,2019-06-14,61.74988555908203
91,91,2019-06-17,62.10033798217773
92,92,2019-06-18,64.66126251220703
93,93,2019-06-19,64.51750183105469
94,94,2019-06-20,65.36212921142578
95,95,2019-06-21,65.34419250488281
96,96,2019-06-24,65.73954010009766
97,97,2019-06-25,65.19140625
98,98,2019-06-26,67.34798431396484
99,99,2019-06-27,67.77930450439453
100,100,2019-06-28,68.35437774658203
101,101,2019-07-01,69.65731811523438
102,102,2019-07-02,69.19904327392578
103,103,2019-07-03,68.85759735107422
104,104,2019-07-05,68.8845443725586
105,105,2019-07-08,68.85759735107422
106,106,2019-07-09,68.78569030761719
107,107,2019-07-10,66.81783294677734
108,108,2019-07-11,66.2337646484375
109,109,2019-07-12,67.30304718017578
110,110,2019-07-15,67.77930450439453
111,111,2019-07-16,67.99495697021484
112,112,2019-07-17,68.07581329345703
113,113,2019-07-18,66.82679748535156
114,114,2019-07-19,67.39290618896484
115,115,2019-07-22,68.2465591430664
116,116,2019-07-23,66.60215759277344
117,117,2019-07-24,68.17466735839844
118,118,2019-07-25,67.70743560791016
119,119,2019-07-26,67.59061431884766
120,120,2019-07-29,67.36595916748047
121,121,2019-07-30,67.22218322753906
122,122,2019-07-31,65.73954010009766
123,123,2019-08-01,63.97833633422852
124,124,2019-08-02,63.93341827392578
125,125,2019-08-05,61.821773529052734
126,126,2019-08-06,61.25566482543945
127,127,2019-08-07,62.36091613769531
128,128,2019-08-08,64.0322494506836
129,129,2019-08-09,64.24791717529297
130,130,2019-08-12,62.7203483581543
131,131,2019-08-13,64.85892486572266
132,132,2019-08-14,63.69078826904297
133,133,2019-08-15,63.94239807128906
134,134,2019-08-16,65.84737396240234
135,135,2019-08-19,67.27610778808594
136,136,2019-08-20,68.35437774658203
137,137,2019-08-21,68.92047882080078
138,138,2019-08-22,69.32484436035156
139,139,2019-08-23,66.06301879882812
140,140,2019-08-26,65.514892578125
141,141,2019-08-27,66.46739196777344
142,142,2019-08-28,66.80885314941406
143,143,2019-08-29,68.6958236694336
144,144,2019-08-30,69.88195037841797
145,145,2019-09-03,67.5007553100586
146,146,2019-09-04,69.27092742919922
147,147,2019-09-05,70.97822570800781
148,148,2019-09-06,70.84343719482422
149,149,2019-09-09,70.27732849121094
150,150,2019-09-10,70.72662353515625
151,151,2019-09-11,72.36592864990234
152,152,2019-09-12,71.62327575683594
153,153,2019-09-13,71.01646423339844
154,154,2019-09-16,70.68132781982422
155,155,2019-09-17,71.2700424194336
156,156,2019-09-18,71.46023559570312
157,157,2019-09-19,70.8534164428711
158,158,2019-09-20,69.2322006225586
159,159,2019-09-23,69.95675659179688
160,160,2019-09-24,68.13630676269531
161,161,2019-09-25,69.97489929199219
162,162,2019-09-26,70.0563735961914
163,163,2019-09-27,69.40428161621094
164,164,2019-09-30,69.08728790283203
165,165,2019-10-01,68.35366821289062
166,166,2019-10-02,67.01322174072266
167,167,2019-10-03,68.58915710449219
168,168,2019-10-04,70.18318939208984
169,169,2019-10-07,69.14161682128906
170,170,2019-10-08,65.980712890625
171,171,2019-10-09,67.33927154541016
172,172,2019-10-10,67.90081787109375
173,173,2019-10-11,69.4676742553711
174,174,2019-10-14,69.10540771484375
175,175,2019-10-15,70.48207092285156
176,176,2019-10-16,70.8534164428711
177,177,2019-10-17,71.52365112304688
178,178,2019-10-18,70.35527801513672
179,179,2019-10-21,71.53271484375
180,180,2019-10-22,71.0707778930664
181,181,2019-10-23,69.95675659179688
182,182,2019-10-24,71.54176330566406
183,183,2019-10-25,72.6104965209961
184,184,2019-10-28,75.21892547607422
185,185,2019-10-29,73.96000671386719
186,186,2019-10-30,73.76073455810547
187,187,2019-10-31,72.85501861572266
188,188,2019-11-01,75.6989517211914
189,189,2019-11-04,77.06656646728516
190,190,2019-11-05,77.40167236328125
191,191,2019-11-06,76.64994049072266
192,192,2019-11-07,81.49547576904297
193,193,2019-11-08,85.16358184814453
194,194,2019-11-11,83.18006896972656
195,195,2019-11-12,82.39212036132812
196,196,2019-11-13,81.93926239013672
197,197,2019-11-14,81.94831085205078
198,198,2019-11-15,82.2472152709961
199,199,2019-11-18,81.94831085205078
200,200,2019-11-19,79.66593170166016
201,201,2019-11-20,77.54658508300781
202,202,2019-11-21,77.08468627929688
203,203,2019-11-22,76.88540649414062
204,204,2019-11-25,77.2477035522461
205,205,2019-11-26,76.64994049072266
206,206,2019-11-27,76.80391693115234
207,207,2019-11-29,75.67179107666016
208,208,2019-12-02,74.67549133300781
209,209,2019-12-03,72.98182678222656
210,210,2019-12-04,74.91682434082031
211,211,2019-12-05,75.38231658935547
212,212,2019-12-06,76.50495147705078
213,213,2019-12-09,77.50897216796875
214,214,2019-12-10,76.77877807617188
215,215,2019-12-11,79.39830017089844
216,216,2019-12-12,81.2785415649414
217,217,2019-12-13,80.16499328613281
218,218,2019-12-16,80.712646484375
219,219,2019-12-17,80.61224365234375
220,220,2019-12-18,80.30191040039062
221,221,2019-12-19,80.76741027832031
222,222,2019-12-20,81.09599304199219
223,223,2019-12-23,80.73088073730469
224,224,2019-12-24,81.02297973632812
225,225,2019-12-26,80.68525695800781
226,226,2019-12-27,81.05035400390625
227,227,2019-12-30,80.712646484375
228,228,2019-12-31,80.53010559082031
229,229,2020-01-02,80.94994354248047
230,230,2020-01-03,79.42570495605469
231,231,2020-01-06,78.960205078125
232,232,2020-01-07,81.20551300048828
233,233,2020-01-08,80.96820068359375
234,234,2020-01-09,82.06349182128906
235,235,2020-01-10,82.3829345703125
236,236,2020-01-13,83.03096771240234
237,237,2020-01-14,82.65676879882812
238,238,2020-01-15,81.84442901611328
