,Unnamed: 0,Date,GILD
0,0,2019-02-05,55.3063850402832
1,1,2019-02-06,56.18077087402344
2,2,2019-02-07,54.97951126098633
3,3,2019-02-08,55.1347770690918
4,4,2019-02-11,55.257362365722656
5,5,2019-02-12,53.4432258605957
6,6,2019-02-13,53.88450241088867
7,7,2019-02-14,54.23588562011719
8,8,2019-02-15,55.23284149169922
9,9,2019-02-19,54.55458450317383
10,10,2019-02-20,54.7343635559082
11,11,2019-02-21,53.565799713134766
12,12,2019-02-22,53.72106170654297
13,13,2019-02-25,53.40236282348633
14,14,2019-02-26,53.345157623291016
15,15,2019-02-27,53.58214569091797
16,16,2019-02-28,53.13269805908203
17,17,2019-03-01,53.94169998168945
18,18,2019-03-04,53.48408889770508
19,19,2019-03-05,52.61787414550781
20,20,2019-03-06,51.41663360595703
21,21,2019-03-07,51.09794235229492
22,22,2019-03-08,51.669952392578125
23,23,2019-03-11,52.5770149230957
24,24,2019-03-12,52.97743606567383
25,25,2019-03-13,53.72924041748047
26,26,2019-03-14,53.45695877075195
27,27,2019-03-15,54.150020599365234
28,28,2019-03-18,53.646728515625
29,29,2019-03-19,54.034515380859375
30,30,2019-03-20,53.30018997192383
31,31,2019-03-21,53.56422424316406
32,32,2019-03-22,52.61537551879883
33,33,2019-03-25,52.63187789916992
34,34,2019-03-26,53.00317001342773
35,35,2019-03-27,52.52461624145508
36,36,2019-03-28,52.54937362670898
37,37,2019-03-29,53.63848876953125
38,38,2019-04-01,54.35630035400391
39,39,2019-04-02,54.65332794189453
40,40,2019-04-03,54.99986267089844
41,41,2019-04-04,55.14837646484375
42,42,2019-04-05,55.7259407043457
43,43,2019-04-08,55.59391403198242
44,44,2019-04-09,54.52955627441406
45,45,2019-04-10,55.61041259765625
46,46,2019-04-11,54.71107482910156
47,47,2019-04-12,53.86124420166016
48,48,2019-04-15,53.98501968383789
49,49,2019-04-16,53.25069427490234
50,50,2019-04-17,52.18634414672852
51,51,2019-04-18,51.93881607055664
52,52,2019-04-22,51.0477180480957
53,53,2019-04-23,52.01306915283203
54,54,2019-04-24,51.81504440307617
55,55,2019-04-25,52.92066192626953
56,56,2019-04-26,53.75398635864258
57,57,2019-04-29,53.56422424316406
58,58,2019-04-30,53.663230895996094
59,59,2019-05-01,53.52296829223633
60,60,2019-05-02,53.87775802612305
61,61,2019-05-03,55.38764572143555
62,62,2019-05-06,55.84969711303711
63,63,2019-05-07,54.78533554077149
64,64,2019-05-08,54.5130615234375
65,65,2019-05-09,54.56256866455078
66,66,2019-05-10,54.10052490234375
67,67,2019-05-13,52.94540786743164
68,68,2019-05-14,53.69623565673828
69,69,2019-05-15,53.87775802612305
70,70,2019-05-16,54.27378463745117
71,71,2019-05-17,54.75233459472656
72,72,2019-05-20,54.33980178833008
73,73,2019-05-21,54.88434600830078
74,74,2019-05-22,54.86785507202149
75,75,2019-05-23,55.42065048217773
76,76,2019-05-24,55.18963623046875
77,77,2019-05-28,52.7803955078125
78,78,2019-05-29,52.28535079956055
79,79,2019-05-30,52.260589599609375
80,80,2019-05-31,51.36126327514648
81,81,2019-06-03,52.49987030029297
82,82,2019-06-04,53.06917190551758
83,83,2019-06-05,53.16818618774414
84,84,2019-06-06,52.58238220214844
85,85,2019-06-07,53.91900634765625
86,86,2019-06-10,54.5543212890625
87,87,2019-06-11,54.53780746459961
88,88,2019-06-12,55.09887313842773
89,89,2019-06-13,55.79853820800781
90,90,2019-06-14,55.27378082275391
91,91,2019-06-17,55.89016342163086
92,92,2019-06-18,56.80638122558594
93,93,2019-06-19,56.85638046264648
94,94,2019-06-20,57.114593505859375
95,95,2019-06-21,57.789249420166016
96,96,2019-06-24,57.339473724365234
97,97,2019-06-25,57.03962707519531
98,98,2019-06-26,55.54032897949219
99,99,2019-06-27,55.87350845336914
100,100,2019-06-28,56.273319244384766
101,101,2019-07-01,56.49821472167969
102,102,2019-07-02,57.339473724365234
103,103,2019-07-03,57.47275161743164
104,104,2019-07-05,57.08126449584961
105,105,2019-07-08,56.20667266845703
106,106,2019-07-09,56.43157196044922
107,107,2019-07-10,56.19002151489258
108,108,2019-07-11,55.1321907043457
109,109,2019-07-12,55.19049835205078
110,110,2019-07-15,56.69811630249024
111,111,2019-07-16,55.75689697265625
112,112,2019-07-17,55.740234375
113,113,2019-07-18,55.98178863525391
114,114,2019-07-19,54.17430877685547
115,115,2019-07-22,54.06602478027344
116,116,2019-07-23,55.307106018066406
117,117,2019-07-24,55.50701141357422
118,118,2019-07-25,55.2404670715332
119,119,2019-07-26,55.740234375
120,120,2019-07-29,56.531532287597656
121,121,2019-07-30,55.881832122802734
122,122,2019-07-31,54.57411575317383
123,123,2019-08-01,54.53248596191406
124,124,2019-08-02,54.09933853149414
125,125,2019-08-05,52.77497482299805
126,126,2019-08-06,53.29139709472656
127,127,2019-08-07,53.20810317993164
128,128,2019-08-08,53.99106216430664
129,129,2019-08-09,54.34089660644531
130,130,2019-08-12,53.29139709472656
131,131,2019-08-13,53.55794143676758
132,132,2019-08-14,52.575077056884766
133,133,2019-08-15,52.3668327331543
134,134,2019-08-16,52.59173202514648
135,135,2019-08-19,53.39967727661133
136,136,2019-08-20,52.841609954833984
137,137,2019-08-21,53.41632843017578
138,138,2019-08-22,53.491310119628906
139,139,2019-08-23,52.06697082519531
140,140,2019-08-26,52.47511672973633
141,141,2019-08-27,52.73332977294922
142,142,2019-08-28,53.00819396972656
143,143,2019-08-29,53.099830627441406
144,144,2019-08-30,52.924903869628906
145,145,2019-09-03,52.45012664794922
146,146,2019-09-04,52.70001220703125
147,147,2019-09-05,53.358028411865234
148,148,2019-09-06,53.99106216430664
149,149,2019-09-09,55.24880599975586
150,150,2019-09-10,55.87350845336914
151,151,2019-09-11,56.70644760131836
152,152,2019-09-12,55.7900505065918
153,153,2019-09-13,55.92456817626953
154,154,2019-09-16,55.386512756347656
155,155,2019-09-17,55.63032913208008
156,156,2019-09-18,55.25200271606445
157,157,2019-09-19,55.45376968383789
158,158,2019-09-20,55.84051132202149
159,159,2019-09-23,55.26041412353516
160,160,2019-09-24,54.276763916015625
161,161,2019-09-25,53.9741096496582
162,162,2019-09-26,53.21746444702149
163,163,2019-09-27,52.88117980957031
164,164,2019-09-30,53.28472137451172
165,165,2019-10-01,53.15021133422852
166,166,2019-10-02,51.805057525634766
167,167,2019-10-03,52.3178939819336
168,168,2019-10-04,52.595333099365234
169,169,2019-10-07,52.73825454711914
170,170,2019-10-08,51.86390686035156
171,171,2019-10-09,52.10771179199219
172,172,2019-10-10,53.183841705322266
173,173,2019-10-11,53.79755783081055
174,174,2019-10-14,54.23472213745117
175,175,2019-10-15,54.89889907836914
176,176,2019-10-16,54.9409294128418
177,177,2019-10-17,54.84004592895508
178,178,2019-10-18,54.57101821899414
179,179,2019-10-21,54.82323455810547
180,180,2019-10-22,55.36970901489258
181,181,2019-10-23,55.97502136230469
182,182,2019-10-24,55.48740005493164
183,183,2019-10-25,53.23427200317383
184,184,2019-10-28,53.5789794921875
185,185,2019-10-29,53.34357452392578
186,186,2019-10-30,53.09136199951172
187,187,2019-10-31,53.56216430664063
188,188,2019-11-01,54.36084365844727
189,189,2019-11-04,54.82323455810547
190,190,2019-11-05,54.97456741333008
191,191,2019-11-06,54.99138259887695
192,192,2019-11-07,53.7723388671875
193,193,2019-11-08,54.966156005859375
194,194,2019-11-11,54.34402084350586
195,195,2019-11-12,54.07499313354492
196,196,2019-11-13,53.2426872253418
197,197,2019-11-14,53.64623260498047
198,198,2019-11-15,54.70553207397461
199,199,2019-11-18,54.049766540527344
200,200,2019-11-19,54.64667892456055
201,201,2019-11-20,54.54579162597656
202,202,2019-11-21,55.26041412353516
203,203,2019-11-22,54.865272521972656
204,204,2019-11-25,56.5130729675293
205,205,2019-11-26,56.563514709472656
206,206,2019-11-27,56.42900848388672
207,207,2019-11-29,56.52988052368164
208,208,2019-12-02,55.58829879760742
209,209,2019-12-03,55.54625701904297
210,210,2019-12-04,56.11793899536133
211,211,2019-12-05,55.42855453491211
212,212,2019-12-06,56.39538192749024
213,213,2019-12-09,56.26927947998047
214,214,2019-12-10,56.39538192749024
215,215,2019-12-11,56.983882904052734
216,216,2019-12-12,57.391212463378906
217,217,2019-12-13,55.81279754638672
218,218,2019-12-16,56.10982131958008
219,219,2019-12-17,56.17770004272461
220,220,2019-12-18,55.73643112182617
