,Unnamed: 0,Date,SLB
0,0,2019-02-05,39.22694778442383
1,1,2019-02-06,39.16612243652344
2,2,2019-02-07,37.76702880859375
3,3,2019-02-08,37.17609786987305
4,4,2019-02-11,37.966896057128906
5,5,2019-02-12,38.73168563842773
6,6,2019-02-13,39.048152923583984
7,7,2019-02-14,38.80200958251953
8,8,2019-02-15,39.51405334472656
9,9,2019-02-19,40.03269958496094
10,10,2019-02-20,40.34917068481445
11,11,2019-02-21,39.31187057495117
12,12,2019-02-22,38.99540328979492
13,13,2019-02-25,39.37340545654297
14,14,2019-02-26,38.95145797729492
15,15,2019-02-27,38.98661422729492
16,16,2019-02-28,38.73168563842773
17,17,2019-03-01,39.72503280639648
18,18,2019-03-04,39.76897430419922
19,19,2019-03-05,39.37340545654297
20,20,2019-03-06,38.125125885009766
21,21,2019-03-07,37.35155487060547
22,22,2019-03-08,36.29666519165039
23,23,2019-03-11,36.99113845825195
24,24,2019-03-12,37.439449310302734
25,25,2019-03-13,37.931732177734375
26,26,2019-03-14,37.87898635864258
27,27,2019-03-15,37.26363754272461
28,28,2019-03-18,38.116336822509766
29,29,2019-03-19,38.01964569091797
30,30,2019-03-20,38.93387985229492
31,31,2019-03-21,38.87234115600586
32,32,2019-03-22,37.3339729309082
33,33,2019-03-25,37.3339729309082
34,34,2019-03-26,37.84382629394531
35,35,2019-03-27,37.5185661315918
36,36,2019-03-28,38.34489059448242
37,37,2019-03-29,38.30093765258789
38,38,2019-04-01,39.34702301025391
39,39,2019-04-02,39.10968399047852
40,40,2019-04-03,38.31851959228516
41,41,2019-04-04,38.766845703125
42,42,2019-04-05,39.558013916015625
43,43,2019-04-08,40.58651351928711
44,44,2019-04-09,40.067867279052734
45,45,2019-04-10,40.04149627685547
46,46,2019-04-11,39.83051681518555
47,47,2019-04-12,40.1294059753418
48,48,2019-04-15,40.78868865966797
49,49,2019-04-16,41.61502456665039
50,50,2019-04-17,41.67655944824219
51,51,2019-04-18,40.0502815246582
52,52,2019-04-22,40.30521011352539
53,53,2019-04-23,40.34038162231445
54,54,2019-04-24,38.889923095703125
55,55,2019-04-25,38.06358337402344
56,56,2019-04-26,38.06358337402344
57,57,2019-04-29,38.17787551879883
58,58,2019-04-30,37.5185661315918
59,59,2019-05-01,36.36699676513672
60,60,2019-05-02,36.1472282409668
61,61,2019-05-03,36.28788375854492
62,62,2019-05-06,36.25271224975586
63,63,2019-05-07,35.69010543823242
64,64,2019-05-08,35.400028228759766
65,65,2019-05-09,35.400028228759766
66,66,2019-05-10,34.77588653564453
67,67,2019-05-13,33.54518508911133
68,68,2019-05-14,34.28360366821289
69,69,2019-05-15,34.57369613647461
70,70,2019-05-16,35.03960037231445
71,71,2019-05-17,34.30119323730469
72,72,2019-05-20,34.38909149169922
73,73,2019-05-21,34.723140716552734
74,74,2019-05-22,33.70342254638672
75,75,2019-05-23,32.95621871948242
76,76,2019-05-24,32.52547073364258
77,77,2019-05-28,32.0859375
78,78,2019-05-29,31.804636001586918
79,79,2019-05-30,30.925575256347656
80,80,2019-05-31,30.494823455810547
81,81,2019-06-03,31.19808578491211
82,82,2019-06-04,31.857887268066406
83,83,2019-06-05,31.153499603271484
84,84,2019-06-06,31.251577377319336
85,85,2019-06-07,31.74197196960449
86,86,2019-06-10,31.62606239318848
87,87,2019-06-11,32.71385192871094
88,88,2019-06-12,31.724140167236328
89,89,2019-06-13,32.80301284790039
90,90,2019-06-14,32.03620529174805
91,91,2019-06-17,32.68709945678711
92,92,2019-06-18,32.9278450012207
93,93,2019-06-19,32.55335235595703
94,94,2019-06-20,34.10478591918945
95,95,2019-06-21,34.6665153503418
96,96,2019-06-24,34.46144104003906
97,97,2019-06-25,34.39902877807617
98,98,2019-06-26,34.79134750366211
99,99,2019-06-27,34.8715934753418
100,100,2019-06-28,35.433311462402344
101,101,2019-07-01,35.05883026123047
102,102,2019-07-02,34.93400192260742
103,103,2019-07-03,35.210411071777344
104,104,2019-07-05,35.281734466552734
105,105,2019-07-08,35.56706237792969
106,106,2019-07-09,35.84346389770508
107,107,2019-07-10,36.21794891357422
108,108,2019-07-11,36.5300178527832
109,109,2019-07-12,36.38735961914063
110,110,2019-07-15,36.08420944213867
111,111,2019-07-16,35.7275505065918
112,112,2019-07-17,34.443607330322266
113,113,2019-07-18,34.577354431152344
114,114,2019-07-19,34.51493835449219
115,115,2019-07-22,35.210411071777344
116,116,2019-07-23,35.442230224609375
117,117,2019-07-24,35.959381103515625
118,118,2019-07-25,35.62056350708008
119,119,2019-07-26,35.67405319213867
120,120,2019-07-29,34.96075439453125
121,121,2019-07-30,35.26390075683594
122,122,2019-07-31,35.638389587402344
123,123,2019-08-01,34.336605072021484
124,124,2019-08-02,33.36473846435547
125,125,2019-08-05,32.0897102355957
126,126,2019-08-06,31.61714744567871
127,127,2019-08-07,30.975173950195312
128,128,2019-08-08,31.39423179626465
129,129,2019-08-09,30.78792953491211
130,130,2019-08-12,30.55611228942871
131,131,2019-08-13,30.877094268798828
132,132,2019-08-14,28.835268020629883
133,133,2019-08-15,28.220043182373047
134,134,2019-08-16,29.17408561706543
135,135,2019-08-19,30.40453147888184
136,136,2019-08-20,30.226213455200195
137,137,2019-08-21,30.03895568847656
138,138,2019-08-22,30.056793212890625
139,139,2019-08-23,28.558856964111328
140,140,2019-08-26,28.16654396057129
141,141,2019-08-27,27.86338996887207
142,142,2019-08-28,28.193294525146484
143,143,2019-08-29,28.763935089111328
144,144,2019-08-30,28.915512084960938
145,145,2019-09-03,28.7253360748291
146,146,2019-09-04,29.866378784179688
147,147,2019-09-05,30.844425201416016
148,148,2019-09-06,30.9712028503418
149,149,2019-09-09,32.809547424316406
150,150,2019-09-10,33.92342758178711
151,151,2019-09-11,33.7966423034668
152,152,2019-09-12,33.416290283203125
153,153,2019-09-13,33.805702209472656
154,154,2019-09-16,35.59877014160156
155,155,2019-09-17,34.56639862060547
156,156,2019-09-18,34.43961715698242
157,157,2019-09-19,34.19509506225586
158,158,2019-09-20,33.778533935546875
159,159,2019-09-23,33.805702209472656
160,160,2019-09-24,32.20280456542969
161,161,2019-09-25,31.913021087646484
162,162,2019-09-26,31.279098510742188
163,163,2019-09-27,31.088930130004883
164,164,2019-09-30,30.944034576416016
165,165,2019-10-01,29.61282157897949
166,166,2019-10-02,28.76156044006348
167,167,2019-10-03,29.0241813659668
168,168,2019-10-04,28.870229721069336
169,169,2019-10-07,28.79778480529785
170,170,2019-10-08,27.810691833496094
171,171,2019-10-09,27.98275184631348
172,172,2019-10-10,28.136707305908203
173,173,2019-10-11,29.4135799407959
174,174,2019-10-14,29.49509048461914
175,175,2019-10-15,29.71242904663086
176,176,2019-10-16,28.93362617492676
177,177,2019-10-17,28.879283905029297
178,178,2019-10-18,29.25963592529297
179,179,2019-10-21,30.41878318786621
180,180,2019-10-22,31.53266906738281
181,181,2019-10-23,31.994518280029297
182,182,2019-10-24,31.79529190063477
183,183,2019-10-25,31.777177810668945
184,184,2019-10-28,31.71378517150879
185,185,2019-10-29,31.50550842285156
186,186,2019-10-30,29.975048065185547
187,187,2019-10-31,29.6037540435791
188,188,2019-11-01,31.18854141235352
189,189,2019-11-04,32.818607330322266
190,190,2019-11-05,33.2532958984375
191,191,2019-11-06,32.20280456542969
192,192,2019-11-07,32.673709869384766
193,193,2019-11-08,32.90917205810547
194,194,2019-11-11,32.97256088256836
195,195,2019-11-12,32.79144287109375
196,196,2019-11-13,31.72283935546875
197,197,2019-11-14,31.43305778503418
198,198,2019-11-15,32.02168273925781
199,199,2019-11-18,31.414936065673828
200,200,2019-11-19,31.0708122253418
201,201,2019-11-20,32.72804260253906
202,202,2019-11-21,33.16272735595703
203,203,2019-11-22,33.15367889404297
204,204,2019-11-25,33.57931137084961
205,205,2019-11-26,32.95444869995117
206,206,2019-11-27,33.29856872558594
207,207,2019-11-29,32.78238677978516
208,208,2019-12-02,32.927268981933594
209,209,2019-12-03,32.12843322753906
210,210,2019-12-04,33.23029327392578
211,211,2019-12-05,32.918087005615234
212,212,2019-12-06,33.873043060302734
213,213,2019-12-09,34.1209602355957
214,214,2019-12-10,34.28623962402344
215,215,2019-12-11,35.259552001953125
216,216,2019-12-12,35.874752044677734
217,217,2019-12-13,35.81047821044922
218,218,2019-12-16,36.177764892578125
219,219,2019-12-17,36.23286056518555
220,220,2019-12-18,36.37977600097656
221,221,2019-12-19,36.37059020996094
222,222,2019-12-20,36.20531463623047
223,223,2019-12-23,37.4540901184082
224,224,2019-12-24,37.32554626464844
225,225,2019-12-26,36.79297256469727
226,226,2019-12-27,36.72869110107422
227,227,2019-12-30,37.095985412597656
228,228,2019-12-31,36.9123420715332
229,229,2020-01-02,36.88479995727539
230,230,2020-01-03,37.24291229248047
231,231,2020-01-06,37.48163604736328
