,Unnamed: 0.1,Unnamed: 0,Date,CHTR,CHTR_6m,CHTR_12m
57,57,57,2019-04-29,370.9700012207031,359.3699951171875,354.3500061035156
58,58,58,2019-04-30,371.1900024414063,358.04998779296875,355.25
59,59,59,2019-05-01,371.0400085449219,358.6300048828125,356.04998779296875
60,60,60,2019-05-02,370.4100036621094,360.5,357.3399963378906
61,61,61,2019-05-03,377.6799926757813,366.760009765625,358.04998779296875
62,62,62,2019-05-06,376.2799987792969,370.1499938964844,361.6900024414063
63,63,63,2019-05-07,374.739990234375,370.9700012207031,359.3699951171875
64,64,64,2019-05-08,372.3200073242188,371.1900024414063,358.04998779296875
65,65,65,2019-05-09,374.3299865722656,371.0400085449219,358.6300048828125
66,66,66,2019-05-10,377.8900146484375,370.4100036621094,360.5
67,67,67,2019-05-13,368.8900146484375,377.6799926757813,366.760009765625
68,68,68,2019-05-14,373.1499938964844,376.2799987792969,370.1499938964844
69,69,69,2019-05-15,377.1900024414063,374.739990234375,370.9700012207031
70,70,70,2019-05-16,382.1900024414063,372.3200073242188,371.1900024414063
71,71,71,2019-05-17,386.4100036621094,374.3299865722656,371.0400085449219
72,72,72,2019-05-20,377.2900085449219,377.8900146484375,370.4100036621094
73,73,73,2019-05-21,379.2099914550781,368.8900146484375,377.6799926757813
74,74,74,2019-05-22,378.0799865722656,373.1499938964844,376.2799987792969
75,75,75,2019-05-23,375.510009765625,377.1900024414063,374.739990234375
76,76,76,2019-05-24,375.0,382.1900024414063,372.3200073242188
77,77,77,2019-05-28,377.0,386.4100036621094,374.3299865722656
78,78,78,2019-05-29,375.3699951171875,377.2900085449219,377.8900146484375
79,79,79,2019-05-30,379.2200012207031,379.2099914550781,368.8900146484375
80,80,80,2019-05-31,376.7999877929688,378.0799865722656,373.1499938964844
81,81,81,2019-06-03,377.6499938964844,375.510009765625,377.1900024414063
82,82,82,2019-06-04,387.6700134277344,375.0,382.1900024414063
83,83,83,2019-06-05,384.9599914550781,377.0,386.4100036621094
84,84,84,2019-06-06,387.30999755859375,375.3699951171875,377.2900085449219
85,85,85,2019-06-07,394.0400085449219,379.2200012207031,379.2099914550781
86,86,86,2019-06-10,395.4100036621094,376.7999877929688,378.0799865722656
87,87,87,2019-06-11,391.6400146484375,377.6499938964844,375.510009765625
88,88,88,2019-06-12,391.1600036621094,387.6700134277344,375.0
89,89,89,2019-06-13,389.7200012207031,384.9599914550781,377.0
90,90,90,2019-06-14,392.0799865722656,387.30999755859375,375.3699951171875
91,91,91,2019-06-17,394.0700073242188,394.0400085449219,379.2200012207031
92,92,92,2019-06-18,395.2099914550781,395.4100036621094,376.7999877929688
93,93,93,2019-06-19,397.75,391.6400146484375,377.6499938964844
94,94,94,2019-06-20,398.7699890136719,391.1600036621094,387.6700134277344
95,95,95,2019-06-21,394.6900024414063,389.7200012207031,384.9599914550781
96,96,96,2019-06-24,392.4400024414063,392.0799865722656,387.30999755859375
97,97,97,2019-06-25,390.9100036621094,394.0700073242188,394.0400085449219
98,98,98,2019-06-26,388.239990234375,395.2099914550781,395.4100036621094
99,99,99,2019-06-27,391.4100036621094,397.75,391.6400146484375
100,100,100,2019-06-28,395.1799926757813,398.7699890136719,391.1600036621094
101,101,101,2019-07-01,397.739990234375,394.6900024414063,389.7200012207031
102,102,102,2019-07-02,398.6900024414063,392.4400024414063,392.0799865722656
103,103,103,2019-07-03,400.0,390.9100036621094,394.0700073242188
104,104,104,2019-07-05,401.6799926757813,388.239990234375,395.2099914550781
105,105,105,2019-07-08,399.3999938964844,391.4100036621094,397.75
106,106,106,2019-07-09,401.2200012207031,395.1799926757813,398.7699890136719
107,107,107,2019-07-10,407.2099914550781,397.739990234375,394.6900024414063
108,108,108,2019-07-11,410.25,398.6900024414063,392.4400024414063
109,109,109,2019-07-12,414.30999755859375,400.0,390.9100036621094
110,110,110,2019-07-15,414.6300048828125,401.6799926757813,388.239990234375
111,111,111,2019-07-16,414.8399963378906,399.3999938964844,391.4100036621094
112,112,112,2019-07-17,414.55999755859375,401.2200012207031,395.1799926757813
113,113,113,2019-07-18,415.6199951171875,407.2099914550781,397.739990234375
114,114,114,2019-07-19,409.7900085449219,410.25,398.6900024414063
115,115,115,2019-07-22,407.8599853515625,414.30999755859375,400.0
116,116,116,2019-07-23,407.5299987792969,414.6300048828125,401.6799926757813
117,117,117,2019-07-24,409.6700134277344,414.8399963378906,399.3999938964844
118,118,118,2019-07-25,405.5,414.55999755859375,401.2200012207031
119,119,119,2019-07-26,398.7900085449219,415.6199951171875,407.2099914550781
120,120,120,2019-07-29,393.6499938964844,409.7900085449219,410.25
121,121,121,2019-07-30,394.55999755859375,407.8599853515625,414.30999755859375
122,122,122,2019-07-31,385.3800048828125,407.5299987792969,414.6300048828125
123,123,123,2019-08-01,384.3800048828125,409.6700134277344,414.8399963378906
124,124,124,2019-08-02,384.6600036621094,405.5,414.55999755859375
125,125,125,2019-08-05,379.739990234375,398.7900085449219,415.6199951171875
126,126,126,2019-08-06,381.989990234375,393.6499938964844,409.7900085449219
127,127,127,2019-08-07,375.0299987792969,394.55999755859375,407.8599853515625
128,128,128,2019-08-08,380.0299987792969,385.3800048828125,407.5299987792969
129,129,129,2019-08-09,379.5700073242188,384.3800048828125,409.6700134277344
130,130,130,2019-08-12,376.2799987792969,384.6600036621094,405.5
131,131,131,2019-08-13,379.3699951171875,379.739990234375,398.7900085449219
132,132,132,2019-08-14,375.1799926757813,381.989990234375,393.6499938964844
133,133,133,2019-08-15,380.9400024414063,375.0299987792969,394.55999755859375
134,134,134,2019-08-16,384.510009765625,380.0299987792969,385.3800048828125
135,135,135,2019-08-19,388.4200134277344,379.5700073242188,384.3800048828125
136,136,136,2019-08-20,391.5499877929688,376.2799987792969,384.6600036621094
137,137,137,2019-08-21,392.1300048828125,379.3699951171875,379.739990234375
138,138,138,2019-08-22,391.0400085449219,375.1799926757813,381.989990234375
139,139,139,2019-08-23,385.510009765625,380.9400024414063,375.0299987792969
140,140,140,2019-08-26,396.7799987792969,384.510009765625,380.0299987792969
141,141,141,2019-08-27,398.489990234375,388.4200134277344,379.5700073242188
142,142,142,2019-08-28,400.5,391.5499877929688,376.2799987792969
143,143,143,2019-08-29,407.239990234375,392.1300048828125,379.3699951171875
144,144,144,2019-08-30,409.5899963378906,391.0400085449219,375.1799926757813
145,145,145,2019-09-03,411.80999755859375,385.510009765625,380.9400024414063
146,146,146,2019-09-04,419.4700012207031,396.7799987792969,384.510009765625
147,147,147,2019-09-05,422.0499877929688,398.489990234375,388.4200134277344
148,148,148,2019-09-06,425.7200012207031,400.5,391.5499877929688
149,149,149,2019-09-09,419.7799987792969,407.239990234375,392.1300048828125
150,150,150,2019-09-10,421.3399963378906,409.5899963378906,391.0400085449219
151,151,151,2019-09-11,425.0,411.80999755859375,385.510009765625
152,152,152,2019-09-12,425.0,419.4700012207031,396.7799987792969
153,153,153,2019-09-13,425.5199890136719,422.0499877929688,398.489990234375
154,154,154,2019-09-16,423.25,425.7200012207031,400.5
155,155,155,2019-09-17,425.1499938964844,419.7799987792969,407.239990234375
156,156,156,2019-09-18,425.4200134277344,421.3399963378906,409.5899963378906
157,157,157,2019-09-19,427.4200134277344,425.0,411.80999755859375
158,158,158,2019-09-20,420.3500061035156,425.0,419.4700012207031
159,159,159,2019-09-23,421.510009765625,425.5199890136719,422.0499877929688
160,160,160,2019-09-24,417.5299987792969,423.25,425.7200012207031
161,161,161,2019-09-25,416.6600036621094,425.1499938964844,419.7799987792969
162,162,162,2019-09-26,411.0,425.4200134277344,421.3399963378906
163,163,163,2019-09-27,406.2099914550781,427.4200134277344,425.0
164,164,164,2019-09-30,412.1199951171875,420.3500061035156,425.0
165,165,165,2019-10-01,405.6000061035156,421.510009765625,425.5199890136719
166,166,166,2019-10-02,410.75,417.5299987792969,423.25
167,167,167,2019-10-03,416.6700134277344,416.6600036621094,425.1499938964844
168,168,168,2019-10-04,427.7200012207031,411.0,425.4200134277344
169,169,169,2019-10-07,430.0400085449219,406.2099914550781,427.4200134277344
170,170,170,2019-10-08,428.0700073242188,412.1199951171875,420.3500061035156
171,171,171,2019-10-09,429.2799987792969,405.6000061035156,421.510009765625
172,172,172,2019-10-10,426.9299926757813,410.75,417.5299987792969
173,173,173,2019-10-11,423.1600036621094,416.6700134277344,416.6600036621094
174,174,174,2019-10-14,422.9599914550781,427.7200012207031,411.0
175,175,175,2019-10-15,432.9200134277344,430.0400085449219,406.2099914550781
176,176,176,2019-10-16,438.1000061035156,428.0700073242188,412.1199951171875
177,177,177,2019-10-17,441.9299926757813,429.2799987792969,405.6000061035156
178,178,178,2019-10-18,440.0499877929688,426.9299926757813,410.75
179,179,179,2019-10-21,438.1600036621094,423.1600036621094,416.6700134277344
180,180,180,2019-10-22,437.2300109863281,422.9599914550781,427.7200012207031
181,181,181,2019-10-23,435.55999755859375,432.9200134277344,430.0400085449219
182,182,182,2019-10-24,435.0700073242188,438.1000061035156,428.0700073242188
183,183,183,2019-10-25,462.1900024414063,441.9299926757813,429.2799987792969
184,184,184,2019-10-28,467.0899963378906,440.0499877929688,426.9299926757813
185,185,185,2019-10-29,464.0700073242188,438.1600036621094,423.1600036621094
186,186,186,2019-10-30,468.7799987792969,437.2300109863281,422.9599914550781
187,187,187,2019-10-31,467.8599853515625,435.55999755859375,432.9200134277344
188,188,188,2019-11-01,476.4800109863281,435.0700073242188,438.1000061035156
189,189,189,2019-11-04,473.5,462.1900024414063,441.9299926757813
190,190,190,2019-11-05,473.25,467.0899963378906,440.0499877929688
191,191,191,2019-11-06,469.0299987792969,464.0700073242188,438.1600036621094
192,192,192,2019-11-07,468.4400024414063,468.7799987792969,437.2300109863281
193,193,193,2019-11-08,469.75,467.8599853515625,435.55999755859375
194,194,194,2019-11-11,473.5,476.4800109863281,435.0700073242188
195,195,195,2019-11-12,474.0700073242188,473.5,462.1900024414063
196,196,196,2019-11-13,480.1600036621094,473.25,467.0899963378906
197,197,197,2019-11-14,479.9700012207031,469.0299987792969,464.0700073242188
198,198,198,2019-11-15,475.6000061035156,468.4400024414063,468.7799987792969
199,199,199,2019-11-18,474.0700073242188,469.75,467.8599853515625
200,200,200,2019-11-19,478.9700012207031,473.5,476.4800109863281
201,201,201,2019-11-20,479.0799865722656,474.0700073242188,473.5
202,202,202,2019-11-21,474.6499938964844,480.1600036621094,473.25
203,203,203,2019-11-22,468.5,479.9700012207031,469.0299987792969
204,204,204,2019-11-25,466.05999755859375,475.6000061035156,468.4400024414063
205,205,205,2019-11-26,467.30999755859375,474.0700073242188,469.75
206,206,206,2019-11-27,473.7799987792969,478.9700012207031,473.5
207,207,207,2019-11-29,470.010009765625,479.0799865722656,474.0700073242188
208,208,208,2019-12-02,470.3299865722656,474.6499938964844,480.1600036621094
209,209,209,2019-12-03,469.8599853515625,468.5,479.9700012207031
210,210,210,2019-12-04,462.0499877929688,466.05999755859375,475.6000061035156
211,211,211,2019-12-05,467.2699890136719,467.30999755859375,474.0700073242188
212,212,212,2019-12-06,467.8500061035156,473.7799987792969,478.9700012207031
213,213,213,2019-12-09,468.6600036621094,470.010009765625,479.0799865722656
214,214,214,2019-12-10,461.7099914550781,470.3299865722656,474.6499938964844
215,215,215,2019-12-11,465.8699951171875,469.8599853515625,468.5
216,216,216,2019-12-12,469.6000061035156,462.0499877929688,466.05999755859375
217,217,217,2019-12-13,475.2699890136719,467.2699890136719,467.30999755859375
218,218,218,2019-12-16,470.2300109863281,467.8500061035156,473.7799987792969
219,219,219,2019-12-17,471.1300048828125,468.6600036621094,470.010009765625
220,220,220,2019-12-18,466.5199890136719,461.7099914550781,470.3299865722656
221,221,221,2019-12-19,475.6700134277344,465.8699951171875,469.8599853515625
222,222,222,2019-12-20,476.2200012207031,469.6000061035156,462.0499877929688
223,223,223,2019-12-23,480.7200012207031,475.2699890136719,467.2699890136719
224,224,224,2019-12-24,480.8599853515625,470.2300109863281,467.8500061035156
225,225,225,2019-12-26,485.7300109863281,471.1300048828125,468.6600036621094
226,226,226,2019-12-27,483.6900024414063,466.5199890136719,461.7099914550781
227,227,227,2019-12-30,483.0799865722656,475.6700134277344,465.8699951171875
228,228,228,2019-12-31,485.0799865722656,476.2200012207031,469.6000061035156
229,229,229,2020-01-02,490.4299926757813,480.7200012207031,475.2699890136719
230,230,230,2020-01-03,494.4700012207031,480.8599853515625,470.2300109863281
231,231,231,2020-01-06,497.4500122070313,485.7300109863281,471.1300048828125
232,232,232,2020-01-07,499.1600036621094,483.6900024414063,466.5199890136719
233,233,233,2020-01-08,500.7699890136719,483.0799865722656,475.6700134277344
234,234,234,2020-01-09,507.2799987792969,485.0799865722656,476.2200012207031
235,235,235,2020-01-10,505.0299987792969,490.4299926757813,480.7200012207031
236,236,236,2020-01-13,510.1499938964844,494.4700012207031,480.8599853515625
237,237,237,2020-01-14,509.6199951171875,497.4500122070313,485.7300109863281
238,238,238,2020-01-15,515.4000244140625,499.1600036621094,483.6900024414063
239,239,239,2020-01-16,508.7799987792969,500.7699890136719,483.0799865722656
240,240,240,2020-01-17,502.7300109863281,507.2799987792969,485.0799865722656
241,241,241,2020-01-21,503.5899963378906,505.0299987792969,490.4299926757813
242,242,242,2020-01-22,510.5,510.1499938964844,494.4700012207031
243,243,243,2020-01-23,513.1400146484375,509.6199951171875,497.4500122070313
244,244,244,2020-01-24,504.6700134277344,515.4000244140625,499.1600036621094
245,245,245,2020-01-27,504.0799865722656,508.7799987792969,500.7699890136719
246,246,246,2020-01-28,499.3399963378906,502.7300109863281,507.2799987792969
247,247,247,2020-01-29,490.739990234375,503.5899963378906,505.0299987792969
248,248,248,2020-01-30,492.9800109863281,510.5,510.1499938964844
249,249,249,2020-01-31,517.4600219726562,513.1400146484375,509.6199951171875
250,250,250,2020-02-03,532.0499877929688,504.6700134277344,515.4000244140625
251,251,251,2020-02-04,531.75,504.0799865722656,508.7799987792969
252,252,252,2020-02-05,522.1799926757812,499.3399963378906,502.7300109863281
253,253,253,2020-02-06,526.5599975585938,490.739990234375,503.5899963378906
254,254,254,2020-02-07,525.2100219726562,492.9800109863281,510.5
255,255,255,2020-02-10,530.3400268554688,517.4600219726562,513.1400146484375
256,256,256,2020-02-11,530.9400024414062,532.0499877929688,504.6700134277344
257,257,257,2020-02-12,534.0,531.75,504.0799865722656
258,258,258,2020-02-13,534.72998046875,522.1799926757812,499.3399963378906
259,259,259,2020-02-14,534.8900146484375,526.5599975585938,490.739990234375
260,260,260,2020-02-18,537.5999755859375,525.2100219726562,492.9800109863281
261,261,261,2020-02-19,542.4600219726562,530.3400268554688,517.4600219726562
262,262,262,2020-02-20,539.219970703125,530.9400024414062,532.0499877929688
263,263,263,2020-02-21,535.3400268554688,534.0,531.75
264,264,264,2020-02-24,528.7000122070312,534.72998046875,522.1799926757812
265,265,265,2020-02-25,517.989990234375,534.8900146484375,526.5599975585938
266,266,266,2020-02-26,518.0900268554688,537.5999755859375,525.2100219726562
267,267,267,2020-02-27,508.5499877929688,542.4600219726562,530.3400268554688
268,268,268,2020-02-28,493.1700134277344,539.219970703125,530.9400024414062
269,269,269,2020-03-02,497.1300048828125,535.3400268554688,534.0
270,270,270,2020-03-03,495.0299987792969,528.7000122070312,534.72998046875
271,271,271,2020-03-04,522.8400268554688,517.989990234375,534.8900146484375
272,272,272,2020-03-05,505.1400146484375,518.0900268554688,537.5999755859375
273,273,273,2020-03-06,496.7200012207031,508.5499877929688,542.4600219726562
274,274,274,2020-03-09,463.2099914550781,493.1700134277344,539.219970703125
275,275,275,2020-03-10,476.760009765625,497.1300048828125,535.3400268554688
276,276,276,2020-03-11,450.6499938964844,495.0299987792969,528.7000122070312
277,277,277,2020-03-12,427.5400085449219,522.8400268554688,517.989990234375
278,278,278,2020-03-13,454.1900024414063,505.1400146484375,518.0900268554688
279,279,279,2020-03-16,389.1099853515625,496.7200012207031,508.5499877929688
280,280,280,2020-03-17,393.0199890136719,463.2099914550781,493.1700134277344
281,281,281,2020-03-18,381.5199890136719,476.760009765625,497.1300048828125
282,282,282,2020-03-19,393.05999755859375,450.6499938964844,495.0299987792969
283,283,283,2020-03-20,371.7000122070313,427.5400085449219,522.8400268554688
284,284,284,2020-03-23,381.7799987792969,454.1900024414063,505.1400146484375
285,285,285,2020-03-24,419.3999938964844,389.1099853515625,496.7200012207031
286,286,286,2020-03-25,420.7699890136719,393.0199890136719,463.2099914550781
287,287,287,2020-03-26,454.1700134277344,381.5199890136719,476.760009765625
288,288,288,2020-03-27,439.7000122070313,393.05999755859375,450.6499938964844
289,289,289,2020-03-30,450.7799987792969,371.7000122070313,427.5400085449219
290,290,290,2020-03-31,436.30999755859375,381.7799987792969,454.1900024414063
291,291,291,2020-04-01,424.0299987792969,419.3999938964844,389.1099853515625
292,292,292,2020-04-02,435.6600036621094,420.7699890136719,393.0199890136719
293,293,293,2020-04-03,433.7999877929688,454.1700134277344,381.5199890136719
294,294,294,2020-04-06,459.5499877929688,439.7000122070313,393.05999755859375
295,295,295,2020-04-07,451.75,450.7799987792969,371.7000122070313
296,296,296,2020-04-08,463.9299926757813,436.30999755859375,381.7799987792969
297,297,297,2020-04-09,466.6400146484375,424.0299987792969,419.3999938964844
298,298,298,2020-04-13,469.7000122070313,435.6600036621094,420.7699890136719
299,299,299,2020-04-14,489.5700073242188,433.7999877929688,454.1700134277344
300,300,300,2020-04-15,496.3200073242188,459.5499877929688,439.7000122070313
301,301,301,2020-04-16,496.3500061035156,451.75,450.7799987792969
302,302,302,2020-04-17,499.4200134277344,463.9299926757813,436.30999755859375
303,303,303,2020-04-20,498.6700134277344,466.6400146484375,424.0299987792969
304,304,304,2020-04-21,490.7799987792969,469.7000122070313,435.6600036621094
305,305,305,2020-04-22,496.0799865722656,489.5700073242188,433.7999877929688
306,306,306,2020-04-23,499.1199951171875,496.3200073242188,459.5499877929688
307,307,307,2020-04-24,508.5499877929688,496.3500061035156,451.75
308,308,308,2020-04-27,508.4400024414063,499.4200134277344,463.9299926757813
309,309,309,2020-04-28,497.1600036621094,498.6700134277344,466.6400146484375
310,310,310,2020-04-29,494.6700134277344,490.7799987792969,469.7000122070313
311,311,311,2020-04-30,495.2300109863281,496.0799865722656,489.5700073242188
312,312,312,2020-05-01,509.6400146484375,499.1199951171875,496.3200073242188
313,313,313,2020-05-04,515.72998046875,508.5499877929688,496.3500061035156
314,314,314,2020-05-05,513.4400024414062,508.4400024414063,499.4200134277344
315,315,315,2020-05-06,503.9599914550781,497.1600036621094,498.6700134277344
316,316,316,2020-05-07,514.25,494.6700134277344,490.7799987792969
317,317,317,2020-05-08,515.280029296875,495.2300109863281,496.0799865722656
318,318,318,2020-05-11,510.739990234375,509.6400146484375,499.1199951171875
319,319,319,2020-05-12,501.9299926757813,515.72998046875,508.5499877929688
320,320,320,2020-05-13,498.2999877929688,513.4400024414062,508.4400024414063
321,321,321,2020-05-14,497.4400024414063,503.9599914550781,497.1600036621094
322,322,322,2020-05-15,503.3900146484375,514.25,494.6700134277344
323,323,323,2020-05-18,517.7899780273438,515.280029296875,495.2300109863281
324,324,324,2020-05-19,520.4400024414062,510.739990234375,509.6400146484375
325,325,325,2020-05-20,512.7999877929688,501.9299926757813,515.72998046875
326,326,326,2020-05-21,516.9600219726562,498.2999877929688,513.4400024414062
327,327,327,2020-05-22,512.9000244140625,497.4400024414063,503.9599914550781
328,328,328,2020-05-26,509.8500061035156,503.3900146484375,514.25
329,329,329,2020-05-27,525.1099853515625,517.7899780273438,515.280029296875
330,330,330,2020-05-28,534.6699829101562,520.4400024414062,510.739990234375
331,331,331,2020-05-29,544.0,512.7999877929688,501.9299926757813
332,332,332,2020-06-01,541.2999877929688,516.9600219726562,498.2999877929688
333,333,333,2020-06-02,545.219970703125,512.9000244140625,497.4400024414063
334,334,334,2020-06-03,547.2999877929688,509.8500061035156,503.3900146484375
335,335,335,2020-06-04,540.030029296875,525.1099853515625,517.7899780273438
336,336,336,2020-06-05,530.719970703125,534.6699829101562,520.4400024414062
337,337,337,2020-06-08,540.3599853515625,544.0,512.7999877929688
338,338,338,2020-06-09,531.5700073242188,541.2999877929688,516.9600219726562
339,339,339,2020-06-10,533.8099975585938,545.219970703125,512.9000244140625
340,340,340,2020-06-11,517.1699829101562,547.2999877929688,509.8500061035156
341,341,341,2020-06-12,522.5700073242188,540.030029296875,525.1099853515625
342,342,342,2020-06-15,526.02001953125,530.719970703125,534.6699829101562
343,343,343,2020-06-16,532.4500122070312,540.3599853515625,544.0
344,344,344,2020-06-17,534.22998046875,531.5700073242188,541.2999877929688
345,345,345,2020-06-18,535.1099853515625,533.8099975585938,545.219970703125
346,346,346,2020-06-19,536.6699829101562,517.1699829101562,547.2999877929688
347,347,347,2020-06-22,527.6699829101562,522.5700073242188,540.030029296875
348,348,348,2020-06-23,521.0399780273438,526.02001953125,530.719970703125
349,349,349,2020-06-24,507.989990234375,532.4500122070312,540.3599853515625
350,350,350,2020-06-25,510.0199890136719,534.22998046875,531.5700073242188
351,351,351,2020-06-26,502.2699890136719,535.1099853515625,533.8099975585938
352,352,352,2020-06-29,509.2200012207031,536.6699829101562,517.1699829101562
353,353,353,2020-06-30,510.0400085449219,527.6699829101562,522.5700073242188
354,354,354,2020-07-01,521.9099731445312,521.0399780273438,526.02001953125
355,355,355,2020-07-02,517.6900024414062,507.989990234375,532.4500122070312
356,356,356,2020-07-06,526.2899780273438,510.0199890136719,534.22998046875
357,357,357,2020-07-07,528.02001953125,502.2699890136719,535.1099853515625
358,358,358,2020-07-08,528.3099975585938,509.2200012207031,536.6699829101562
359,359,359,2020-07-09,530.1900024414062,510.0400085449219,527.6699829101562
360,360,360,2020-07-10,537.9199829101562,521.9099731445312,521.0399780273438
361,361,361,2020-07-13,533.780029296875,517.6900024414062,507.989990234375
362,362,362,2020-07-14,542.9500122070312,526.2899780273438,510.0199890136719
363,363,363,2020-07-15,552.010009765625,528.02001953125,502.2699890136719
364,364,364,2020-07-16,558.030029296875,528.3099975585938,509.2200012207031
365,365,365,2020-07-17,564.6599731445312,530.1900024414062,510.0400085449219
366,366,366,2020-07-20,565.510009765625,537.9199829101562,521.9099731445312
367,367,367,2020-07-21,564.6799926757812,533.780029296875,517.6900024414062
368,368,368,2020-07-22,565.1199951171875,542.9500122070312,526.2899780273438
369,369,369,2020-07-23,560.4199829101562,552.010009765625,528.02001953125
370,370,370,2020-07-24,561.719970703125,558.030029296875,528.3099975585938
371,371,371,2020-07-27,559.9099731445312,564.6599731445312,530.1900024414062
372,372,372,2020-07-28,561.4099731445312,565.510009765625,537.9199829101562
373,373,373,2020-07-29,566.4199829101562,564.6799926757812,533.780029296875
374,374,374,2020-07-30,563.4400024414062,565.1199951171875,542.9500122070312
375,375,375,2020-07-31,580.0,560.4199829101562,552.010009765625
376,376,376,2020-08-03,589.7000122070312,561.719970703125,558.030029296875
377,377,377,2020-08-04,600.010009765625,559.9099731445312,564.6599731445312
378,378,378,2020-08-05,598.260009765625,561.4099731445312,565.510009765625
379,379,379,2020-08-06,602.1400146484375,566.4199829101562,564.6799926757812
380,380,380,2020-08-07,601.8699951171875,563.4400024414062,565.1199951171875
381,381,381,2020-08-10,602.3400268554688,580.0,560.4199829101562
382,382,382,2020-08-11,590.47998046875,589.7000122070312,561.719970703125
383,383,383,2020-08-12,598.739990234375,600.010009765625,559.9099731445312
384,384,384,2020-08-13,604.219970703125,598.260009765625,561.4099731445312
385,385,385,2020-08-14,604.989990234375,602.1400146484375,566.4199829101562
386,386,386,2020-08-17,604.969970703125,601.8699951171875,563.4400024414062
387,387,387,2020-08-18,610.6900024414062,602.3400268554688,580.0
388,388,388,2020-08-19,611.6599731445312,590.47998046875,589.7000122070312
389,389,389,2020-08-20,612.5399780273438,598.739990234375,600.010009765625
390,390,390,2020-08-21,613.9600219726562,604.219970703125,598.260009765625
