,Unnamed: 0,Date,FAST
0,0,2019-02-05,26.913721084594727
1,1,2019-02-06,26.870040893554688
2,2,2019-02-07,26.533727645874023
3,3,2019-02-08,26.50316047668457
4,4,2019-02-11,27.022911071777344
5,5,2019-02-12,27.45531272888184
6,6,2019-02-13,27.520832061767575
7,7,2019-02-14,27.24129676818848
8,8,2019-02-15,27.503360748291016
9,9,2019-02-19,27.28060913085937
10,10,2019-02-20,27.12337303161621
11,11,2019-02-21,27.27623748779297
12,12,2019-02-22,27.36795997619629
13,13,2019-02-25,27.47279357910156
14,14,2019-02-26,27.4334774017334
15,15,2019-02-27,27.74358558654785
16,16,2019-02-28,27.490253448486328
17,17,2019-03-01,27.180147171020508
18,18,2019-03-04,27.36359214782715
19,19,2019-03-05,27.066591262817383
20,20,2019-03-06,27.092796325683597
21,21,2019-03-07,26.870040893554688
22,22,2019-03-08,26.83073616027832
23,23,2019-03-11,26.95740127563477
24,24,2019-03-12,27.15394592285156
25,25,2019-03-13,27.37669944763184
26,26,2019-03-14,27.16267967224121
27,27,2019-03-15,27.201988220214844
28,28,2019-03-18,27.586345672607425
29,29,2019-03-19,27.35486221313477
30,30,2019-03-20,27.35486221313477
31,31,2019-03-21,27.90081787109375
32,32,2019-03-22,26.948665618896484
33,33,2019-03-25,27.036012649536133
34,34,2019-03-26,27.21946144104004
35,35,2019-03-27,27.3941650390625
36,36,2019-03-28,27.73921203613281
37,37,2019-03-29,28.088626861572266
38,38,2019-04-01,28.73504638671875
39,39,2019-04-02,28.83114051818848
40,40,2019-04-03,28.74815368652344
41,41,2019-04-04,28.966537475585938
42,42,2019-04-05,29.119407653808597
43,43,2019-04-08,29.08446502685547
44,44,2019-04-09,28.376901626586918
45,45,2019-04-10,28.47298812866211
46,46,2019-04-11,29.90996742248535
47,47,2019-04-12,30.44717788696289
48,48,2019-04-15,30.0366268157959
49,49,2019-04-16,30.364192962646484
50,50,2019-04-17,30.63062858581543
51,51,2019-04-18,31.04555320739746
52,52,2019-04-22,30.61752319335937
53,53,2019-04-23,31.245960235595703
54,54,2019-04-24,31.35582733154297
55,55,2019-04-25,31.184436798095703
56,56,2019-04-26,31.32506561279297
57,57,2019-04-29,30.951520919799805
58,58,2019-04-30,31.004255294799805
59,59,2019-05-01,30.44174575805664
60,60,2019-05-02,30.696632385253903
61,61,2019-05-03,31.14488410949707
62,62,2019-05-06,29.866039276123047
63,63,2019-05-07,29.224414825439453
64,64,2019-05-08,29.08379173278809
65,65,2019-05-09,29.00908470153809
66,66,2019-05-10,28.846481323242188
67,67,2019-05-13,28.02907371520996
68,68,2019-05-14,28.19607162475586
69,69,2019-05-15,28.26638984680176
70,70,2019-05-16,28.39383125305176
71,71,2019-05-17,28.200464248657227
72,72,2019-05-20,28.169702529907227
73,73,2019-05-21,28.56962203979492
74,74,2019-05-22,28.24880790710449
75,75,2019-05-23,27.545663833618164
76,76,2019-05-24,27.123777389526367
77,77,2019-05-28,26.70189476013184
78,78,2019-05-29,26.807361602783203
79,79,2019-05-30,27.0007266998291
80,80,2019-05-31,26.88646507263184
81,81,2019-06-03,27.123777389526367
82,82,2019-06-04,27.932392120361328
83,83,2019-06-05,28.283966064453125
84,84,2019-06-06,28.090599060058597
85,85,2019-06-07,28.35428047180176
86,86,2019-06-10,28.68827438354492
87,87,2019-06-11,28.43338394165039
88,88,2019-06-12,28.36306953430176
89,89,2019-06-13,28.76737594604492
90,90,2019-06-14,27.81813240051269
91,91,2019-06-17,27.545663833618164
92,92,2019-06-18,28.22243881225586
93,93,2019-06-19,28.477331161499023
94,94,2019-06-20,29.215639114379883
95,95,2019-06-21,28.653114318847656
96,96,2019-06-24,28.661911010742188
97,97,2019-06-25,28.24880790710449
98,98,2019-06-26,28.081811904907227
99,99,2019-06-27,28.31033706665039
100,100,2019-06-28,28.644325256347656
101,101,2019-07-01,28.705854415893555
102,102,2019-07-02,28.23122978210449
103,103,2019-07-03,28.35428047180176
104,104,2019-07-05,28.204856872558597
105,105,2019-07-08,27.976337432861328
106,106,2019-07-09,27.747817993164062
107,107,2019-07-10,27.466562271118164
108,108,2019-07-11,26.68431282043457
109,109,2019-07-12,27.202882766723636
110,110,2019-07-15,26.96557235717773
111,111,2019-07-16,27.49292755126953
112,112,2019-07-17,26.88646507263184
113,113,2019-07-18,26.631576538085938
114,114,2019-07-19,26.693103790283203
115,115,2019-07-22,26.93041229248047
116,116,2019-07-23,27.853286743164062
117,117,2019-07-24,28.26042938232422
118,118,2019-07-25,27.826740264892575
119,119,2019-07-26,27.99490165710449
120,120,2019-07-29,27.72052764892578
121,121,2019-07-30,27.97719955444336
122,122,2019-07-31,27.26028823852539
123,123,2019-08-01,26.224750518798828
124,124,2019-08-02,26.215904235839844
125,125,2019-08-05,25.27772331237793
126,126,2019-08-06,25.84417533874512
127,127,2019-08-07,25.897275924682617
128,128,2019-08-08,26.32211303710937
129,129,2019-08-09,26.32211303710937
130,130,2019-08-12,26.01233291625977
131,131,2019-08-13,26.51683235168457
132,132,2019-08-14,25.808765411376957
133,133,2019-08-15,25.914979934692383
134,134,2019-08-16,26.53452682495117
