,Date,ETR
0,2019-02-04 00:00:00-05:00,73.94759368896484
1,2019-02-05 00:00:00-05:00,73.94759368896484
2,2019-02-06 00:00:00-05:00,74.24607849121094
3,2019-02-07 00:00:00-05:00,74.84303283691406
4,2019-02-08 00:00:00-05:00,75.29903411865234
5,2019-02-11 00:00:00-05:00,75.11662292480469
6,2019-02-12 00:00:00-05:00,75.3321762084961
7,2019-02-13 00:00:00-05:00,74.83808135986328
8,2019-02-14 00:00:00-05:00,75.11443328857422
9,2019-02-15 00:00:00-05:00,75.25682830810547
10,2019-02-19 00:00:00-05:00,75.41593933105469
11,2019-02-20 00:00:00-05:00,76.41256713867188
12,2019-02-21 00:00:00-05:00,76.37069702148438
13,2019-02-22 00:00:00-05:00,77.69390869140625
14,2019-02-25 00:00:00-05:00,77.42591094970703
15,2019-02-26 00:00:00-05:00,77.63530731201172
16,2019-02-27 00:00:00-05:00,77.43429565429688
17,2019-02-28 00:00:00-05:00,78.16290283203125
18,2019-03-01 00:00:00-05:00,78.09590911865234
19,2019-03-04 00:00:00-05:00,77.58505249023438
20,2019-03-05 00:00:00-05:00,77.19142150878906
21,2019-03-06 00:00:00-05:00,77.12442779541016
22,2019-03-07 00:00:00-05:00,77.15792083740234
23,2019-03-08 00:00:00-05:00,77.45941925048828
24,2019-03-11 00:00:00-04:00,78.6905288696289
25,2019-03-12 00:00:00-04:00,79.46940612792969
26,2019-03-13 00:00:00-04:00,79.56987762451172
27,2019-03-14 00:00:00-04:00,79.51128387451172
28,2019-03-15 00:00:00-04:00,79.27679443359375
29,2019-03-18 00:00:00-04:00,79.1343994140625
30,2019-03-19 00:00:00-04:00,78.03729248046875
31,2019-03-20 00:00:00-04:00,78.3639144897461
32,2019-03-21 00:00:00-04:00,79.51963806152344
33,2019-03-22 00:00:00-04:00,80.49950408935547
34,2019-03-25 00:00:00-04:00,80.24827575683594
35,2019-03-26 00:00:00-04:00,80.82612609863281
36,2019-03-27 00:00:00-04:00,80.36549377441406
37,2019-03-28 00:00:00-04:00,79.61174774169922
38,2019-03-29 00:00:00-04:00,80.08912658691406
39,2019-04-01 00:00:00-04:00,79.02552032470703
40,2019-04-02 00:00:00-04:00,78.83290100097656
41,2019-04-03 00:00:00-04:00,78.7658920288086
42,2019-04-04 00:00:00-04:00,78.39740753173828
43,2019-04-05 00:00:00-04:00,79.1176528930664
44,2019-04-08 00:00:00-04:00,79.00878143310547
45,2019-04-09 00:00:00-04:00,79.31863403320312
46,2019-04-10 00:00:00-04:00,79.2181396484375
47,2019-04-11 00:00:00-04:00,79.57826232910156
48,2019-04-12 00:00:00-04:00,79.76251983642578
49,2019-04-15 00:00:00-04:00,79.60340118408203
50,2019-04-16 00:00:00-04:00,78.21317291259766
51,2019-04-17 00:00:00-04:00,77.80280303955078
52,2019-04-18 00:00:00-04:00,78.27178955078125
53,2019-04-22 00:00:00-04:00,78.42253112792969
54,2019-04-23 00:00:00-04:00,78.97528839111328
55,2019-04-24 00:00:00-04:00,79.260009765625
56,2019-04-25 00:00:00-04:00,79.7374038696289
57,2019-04-26 00:00:00-04:00,79.6703872680664
58,2019-04-29 00:00:00-04:00,79.56151580810547
59,2019-04-30 00:00:00-04:00,81.15275573730469
60,2019-05-01 00:00:00-04:00,80.30689239501953
61,2019-05-02 00:00:00-04:00,80.583251953125
62,2019-05-03 00:00:00-04:00,80.92662811279297
