,Unnamed: 0.1,Unnamed: 0,Date,HLT,HLT_6m,HLT_12m
36,36,36,2019-03-28,82.0820083618164,83.76881408691406,82.279296875
37,37,37,2019-03-29,81.98336029052734,84.62702941894531,82.5357666015625
38,38,38,2019-04-01,83.00927734375,83.4235610961914,83.84773254394531
39,39,39,2019-04-02,83.8871841430664,82.88102722167969,84.59744262695312
40,40,40,2019-04-03,85.61347961425781,82.36807250976562,85.04132843017578
41,41,41,2019-04-04,86.12643432617188,81.33229064941406,84.53825378417969
42,42,42,2019-04-05,86.25464630126953,82.0820083618164,83.76881408691406
43,43,43,2019-04-08,86.98462677001953,81.98336029052734,84.62702941894531
44,44,44,2019-04-09,85.91926574707031,83.00927734375,83.4235610961914
45,45,45,2019-04-10,86.79719543457031,83.8871841430664,82.88102722167969
46,46,46,2019-04-11,87.32987976074219,85.61347961425781,82.36807250976562
47,47,47,2019-04-12,87.52716064453125,86.12643432617188,81.33229064941406
48,48,48,2019-04-15,86.97476959228516,86.25464630126953,82.0820083618164
49,49,49,2019-04-16,86.95503234863281,86.98462677001953,81.98336029052734
50,50,50,2019-04-17,86.57032012939453,85.91926574707031,83.00927734375
51,51,51,2019-04-18,86.0475082397461,86.79719543457031,83.8871841430664
52,52,52,2019-04-22,86.7182846069336,87.32987976074219,85.61347961425781
53,53,53,2019-04-23,86.7182846069336,87.52716064453125,86.12643432617188
54,54,54,2019-04-24,86.3138427734375,86.97476959228516,86.25464630126953
55,55,55,2019-04-25,86.44208526611328,86.95503234863281,86.98462677001953
56,56,56,2019-04-26,86.81692504882812,86.57032012939453,85.91926574707031
57,57,57,2019-04-29,86.06723022460938,86.0475082397461,86.79719543457031
58,58,58,2019-04-30,85.81077575683594,86.7182846069336,87.32987976074219
59,59,59,2019-05-01,91.34471893310548,86.7182846069336,87.52716064453125
60,60,60,2019-05-02,89.99329376220703,86.3138427734375,86.97476959228516
61,61,61,2019-05-03,92.06481170654295,86.44208526611328,86.95503234863281
62,62,62,2019-05-06,91.04876708984376,86.81692504882812,86.57032012939453
63,63,63,2019-05-07,89.2633056640625,86.06723022460938,86.0475082397461
64,64,64,2019-05-08,89.470458984375,85.81077575683594,86.7182846069336
65,65,65,2019-05-09,89.90450286865234,91.34471893310548,86.7182846069336
66,66,66,2019-05-10,90.28921508789062,89.99329376220703,86.3138427734375
67,67,67,2019-05-13,88.15850830078125,92.06481170654295,86.44208526611328
68,68,68,2019-05-14,90.49636840820312,91.04876708984376,86.81692504882812
69,69,69,2019-05-15,92.38048553466795,89.2633056640625,86.06723022460938
70,70,70,2019-05-16,92.92389678955078,89.470458984375,85.81077575683594
71,71,71,2019-05-17,91.81730651855467,89.90450286865234,91.34471893310548
72,72,72,2019-05-20,90.37479400634766,90.28921508789062,89.99329376220703
73,73,73,2019-05-21,91.00711059570312,88.15850830078125,92.06481170654295
74,74,74,2019-05-22,90.9181900024414,90.49636840820312,91.04876708984376
75,75,75,2019-05-23,89.57447814941406,92.38048553466795,89.2633056640625
76,76,76,2019-05-24,88.83346557617188,92.92389678955078,89.470458984375
77,77,77,2019-05-28,88.1319580078125,91.81730651855467,89.90450286865234
78,78,78,2019-05-29,87.84545135498047,90.37479400634766,90.28921508789062
79,79,79,2019-05-30,88.58646392822266,91.00711059570312,88.15850830078125
80,80,80,2019-05-31,88.36908721923828,90.9181900024414,90.49636840820312
81,81,81,2019-06-03,87.37117767333984,89.57447814941406,92.38048553466795
82,82,82,2019-06-04,89.23855590820312,88.83346557617188,92.92389678955078
83,83,83,2019-06-05,88.92239379882812,88.1319580078125,91.81730651855467
84,84,84,2019-06-06,89.91040802001953,87.84545135498047,90.37479400634766
85,85,85,2019-06-07,91.40233612060548,88.58646392822266,91.00711059570312
86,86,86,2019-06-10,91.91610717773438,88.36908721923828,90.9181900024414
87,87,87,2019-06-11,92.80532836914062,87.37117767333984,89.57447814941406
88,88,88,2019-06-12,92.23226165771484,89.23855590820312,88.83346557617188
89,89,89,2019-06-13,91.91610717773438,88.92239379882812,88.1319580078125
90,90,90,2019-06-14,92.30143737792967,89.91040802001953,87.84545135498047
91,91,91,2019-06-17,92.0939483642578,91.40233612060548,88.58646392822266
92,92,92,2019-06-18,93.96131896972656,91.91610717773438,88.36908721923828
93,93,93,2019-06-19,94.6134262084961,92.80532836914062,87.37117767333984
94,94,94,2019-06-20,95.71012878417967,92.23226165771484,89.23855590820312
95,95,95,2019-06-21,94.9888687133789,91.91610717773438,88.92239379882812
96,96,96,2019-06-24,94.36640167236328,92.30143737792967,89.91040802001953
97,97,97,2019-06-25,92.13346099853516,92.0939483642578,91.40233612060548
98,98,98,2019-06-26,93.38825225830078,93.96131896972656,91.91610717773438
99,99,99,2019-06-27,95.37419891357422,94.6134262084961,92.80532836914062
100,100,100,2019-06-28,96.5697021484375,95.71012878417967,92.23226165771484
101,101,101,2019-07-01,98.11103057861328,94.9888687133789,91.91610717773438
102,102,102,2019-07-02,99.18797302246094,94.36640167236328,92.30143737792967
103,103,103,2019-07-03,99.43498229980467,92.13346099853516,92.0939483642578
104,104,104,2019-07-05,99.3954620361328,93.38825225830078,93.96131896972656
105,105,105,2019-07-08,98.99038696289062,95.37419891357422,94.6134262084961
106,106,106,2019-07-09,97.81462097167967,96.5697021484375,95.71012878417967
107,107,107,2019-07-10,98.00235748291016,98.11103057861328,94.9888687133789
108,108,108,2019-07-11,99.4942626953125,99.18797302246094,94.36640167236328
109,109,109,2019-07-12,98.34815216064452,99.43498229980467,92.13346099853516
110,110,110,2019-07-15,98.01222229003906,99.3954620361328,93.38825225830078
111,111,111,2019-07-16,98.68408203125,98.99038696289062,95.37419891357422
112,112,112,2019-07-17,96.5993423461914,97.81462097167967,96.5697021484375
113,113,113,2019-07-18,95.9373550415039,98.00235748291016,98.11103057861328
114,114,114,2019-07-19,93.39813232421876,99.4942626953125,99.18797302246094
115,115,115,2019-07-22,92.12359619140624,98.34815216064452,99.43498229980467
116,116,116,2019-07-23,93.9810791015625,98.01222229003906,99.3954620361328
117,117,117,2019-07-24,94.1688003540039,98.68408203125,98.99038696289062
118,118,118,2019-07-25,95.2457504272461,96.5993423461914,97.81462097167967
119,119,119,2019-07-26,96.04605102539062,95.9373550415039,98.00235748291016
120,120,120,2019-07-29,96.23377990722656,93.39813232421876,99.4942626953125
121,121,121,2019-07-30,96.14484405517578,92.12359619140624,98.34815216064452
122,122,122,2019-07-31,95.39396667480467,93.9810791015625,98.01222229003906
123,123,123,2019-08-01,94.10952758789062,94.1688003540039,98.68408203125
124,124,124,2019-08-02,92.78558349609376,95.2457504272461,96.5993423461914
125,125,125,2019-08-05,90.25621795654295,96.04605102539062,95.9373550415039
126,126,126,2019-08-06,91.45173645019533,96.23377990722656,93.39813232421876
127,127,127,2019-08-07,92.28167724609376,96.14484405517578,92.12359619140624
128,128,128,2019-08-08,94.77549743652344,95.39396667480467,93.9810791015625
129,129,129,2019-08-09,94.58747863769533,94.10952758789062,94.1688003540039
130,130,130,2019-08-12,92.90512084960938,92.78558349609376,95.2457504272461
131,131,131,2019-08-13,94.27080535888672,90.25621795654295,96.04605102539062
132,132,132,2019-08-14,91.0545425415039,91.45173645019533,96.23377990722656
133,133,133,2019-08-15,90.65870666503906,92.28167724609376,96.14484405517578
134,134,134,2019-08-16,92.04417419433594,94.77549743652344,95.39396667480467
135,135,135,2019-08-19,92.48949432373048,94.58747863769533,94.10952758789062
136,136,136,2019-08-20,91.76708984375,92.90512084960938,92.78558349609376
137,137,137,2019-08-21,90.66859436035156,94.27080535888672,90.25621795654295
138,138,138,2019-08-22,91.45040130615234,91.0545425415039,91.45173645019533
139,139,139,2019-08-23,90.13421630859376,90.65870666503906,92.28167724609376
140,140,140,2019-08-26,90.69829559326172,92.04417419433594,94.77549743652344
141,141,141,2019-08-27,90.18368530273438,92.48949432373048,94.58747863769533
142,142,142,2019-08-28,90.9555892944336,91.76708984375,92.90512084960938
143,143,143,2019-08-29,91.5790557861328,90.66859436035156,94.27080535888672
144,144,144,2019-08-30,91.41080474853516,91.45040130615234,91.0545425415039
145,145,145,2019-09-03,90.36181640625,90.13421630859376,90.65870666503906
146,146,146,2019-09-04,91.34152221679688,90.69829559326172,92.04417419433594
147,147,147,2019-09-05,92.4993896484375,90.18368530273438,92.48949432373048
148,148,148,2019-09-06,92.76658630371094,90.9555892944336,91.76708984375
149,149,149,2019-09-09,91.56914520263672,91.5790557861328,90.66859436035156
150,150,150,2019-09-10,92.6082534790039,91.41080474853516,91.45040130615234
151,151,151,2019-09-11,94.19163513183594,90.36181640625,90.13421630859376
152,152,152,2019-09-12,93.78588104248048,91.34152221679688,90.69829559326172
153,153,153,2019-09-13,95.05260467529295,92.4993896484375,90.18368530273438
154,154,154,2019-09-16,92.68742370605467,92.76658630371094,90.9555892944336
155,155,155,2019-09-17,93.87493896484376,91.56914520263672,91.5790557861328
156,156,156,2019-09-18,94.35986328125,92.6082534790039,91.41080474853516
157,157,157,2019-09-19,94.78540802001952,94.19163513183594,90.36181640625
158,158,158,2019-09-20,94.23121643066406,93.78588104248048,91.34152221679688
159,159,159,2019-09-23,93.2712860107422,95.05260467529295,92.4993896484375
160,160,160,2019-09-24,91.26235961914062,92.68742370605467,92.76658630371094
161,161,161,2019-09-25,91.80665588378906,93.87493896484376,91.56914520263672
162,162,162,2019-09-26,91.0545425415039,94.35986328125,92.6082534790039
163,163,163,2019-09-27,90.5003662109375,94.78540802001952,94.19163513183594
164,164,164,2019-09-30,92.14313507080078,94.23121643066406,93.78588104248048
165,165,165,2019-10-01,91.19310760498048,93.2712860107422,95.05260467529295
166,166,166,2019-10-02,89.99566650390625,91.26235961914062,92.68742370605467
167,167,167,2019-10-03,91.03475952148438,91.80665588378906,93.87493896484376
168,168,168,2019-10-04,92.38063049316406,91.0545425415039,94.35986328125
169,169,169,2019-10-07,90.05504608154297,90.5003662109375,94.78540802001952
170,170,170,2019-10-08,89.7581558227539,92.14313507080078,94.23121643066406
171,171,171,2019-10-09,90.54985809326172,91.19310760498048,93.2712860107422
172,172,172,2019-10-10,90.59932708740234,89.99566650390625,91.26235961914062
173,173,173,2019-10-11,92.45980072021484,91.03475952148438,91.80665588378906
174,174,174,2019-10-14,90.57952880859376,92.38063049316406,91.0545425415039
175,175,175,2019-10-15,90.70819091796876,90.05504608154297,90.5003662109375
176,176,176,2019-10-16,91.24256896972656,89.7581558227539,92.14313507080078
177,177,177,2019-10-17,91.24256896972656,90.54985809326172,91.19310760498048
178,178,178,2019-10-18,90.2034683227539,90.59932708740234,89.99566650390625
179,179,179,2019-10-21,91.43060302734376,92.45980072021484,91.03475952148438
180,180,180,2019-10-22,89.78784942626953,90.57952880859376,92.38063049316406
181,181,181,2019-10-23,94.77549743652344,90.70819091796876,90.05504608154297
182,182,182,2019-10-24,95.90367889404295,91.24256896972656,89.7581558227539
183,183,183,2019-10-25,96.67556762695312,91.24256896972656,90.54985809326172
184,184,184,2019-10-28,96.1807632446289,90.2034683227539,90.59932708740234
185,185,185,2019-10-29,96.29950714111328,91.43060302734376,92.45980072021484
186,186,186,2019-10-30,96.30940246582033,89.78784942626953,90.57952880859376
187,187,187,2019-10-31,95.95314025878906,94.77549743652344,90.70819091796876
188,188,188,2019-11-01,95.3099136352539,95.90367889404295,91.24256896972656
189,189,189,2019-11-04,96.97244262695312,96.67556762695312,91.24256896972656
190,190,190,2019-11-05,99.11002349853516,96.1807632446289,90.2034683227539
191,191,191,2019-11-06,98.53604888916016,96.29950714111328,91.43060302734376
192,192,192,2019-11-07,98.05039978027344,96.30940246582033,89.78784942626953
193,193,193,2019-11-08,98.20897674560548,95.95314025878906,94.77549743652344
194,194,194,2019-11-11,97.2575225830078,95.3099136352539,95.90367889404295
195,195,195,2019-11-12,97.2178726196289,96.97244262695312,96.67556762695312
196,196,196,2019-11-13,96.89080810546876,99.11002349853516,96.1807632446289
197,197,197,2019-11-14,97.97111511230467,98.53604888916016,96.29950714111328
198,198,198,2019-11-15,98.80364990234376,98.05039978027344,96.30940246582033
199,199,199,2019-11-18,99.27937316894533,98.20897674560548,95.95314025878906
200,200,200,2019-11-19,99.31903839111328,97.2575225830078,95.3099136352539
201,201,201,2019-11-20,98.37747192382812,97.2178726196289,96.97244262695312
202,202,202,2019-11-21,98.1990737915039,96.89080810546876,99.11002349853516
203,203,203,2019-11-22,100.3200454711914,97.97111511230467,98.53604888916016
204,204,204,2019-11-25,102.17341613769533,98.80364990234376,98.05039978027344
205,205,205,2019-11-26,104.3835906982422,99.27937316894533,98.20897674560548
206,206,206,2019-11-27,105.42426300048828,99.31903839111328,97.2575225830078
207,207,207,2019-11-29,104.06643676757812,98.37747192382812,97.2178726196289
208,208,208,2019-12-02,103.81865692138672,98.1990737915039,96.89080810546876
209,209,209,2019-12-03,103.02577209472656,100.3200454711914,97.97111511230467
210,210,210,2019-12-04,103.25373077392578,102.17341613769533,98.80364990234376
211,211,211,2019-12-05,103.97724151611328,104.3835906982422,99.27937316894533
212,212,212,2019-12-06,104.5322494506836,105.42426300048828,99.31903839111328
213,213,213,2019-12-09,103.81865692138672,104.06643676757812,98.37747192382812
214,214,214,2019-12-10,103.76911163330078,103.81865692138672,98.1990737915039
215,215,215,2019-12-11,104.76020050048828,103.02577209472656,100.3200454711914
216,216,216,2019-12-12,105.57292175292967,103.25373077392578,102.17341613769533
217,217,217,2019-12-13,106.2468719482422,103.97724151611328,104.3835906982422
218,218,218,2019-12-16,107.51549530029295,104.5322494506836,105.42426300048828
219,219,219,2019-12-17,107.83264923095705,103.81865692138672,104.06643676757812
220,220,220,2019-12-18,108.27864837646484,103.76911163330078,103.81865692138672
221,221,221,2019-12-19,109.35895538330078,104.76020050048828,103.02577209472656
222,222,222,2019-12-20,110.42935180664062,105.57292175292967,103.25373077392578
223,223,223,2019-12-23,110.29059600830078,106.2468719482422,103.97724151611328
224,224,224,2019-12-24,110.37981414794922,107.51549530029295,104.5322494506836
225,225,225,2019-12-26,110.94473266601562,107.83264923095705,103.81865692138672
226,226,226,2019-12-27,111.39073944091795,108.27864837646484,103.76911163330078
227,227,227,2019-12-30,110.37981414794922,109.35895538330078,104.76020050048828
228,228,228,2019-12-31,109.92388153076172,110.42935180664062,105.57292175292967
229,229,229,2020-01-02,110.4590835571289,110.29059600830078,106.2468719482422
230,230,230,2020-01-03,109.0120620727539,110.37981414794922,107.51549530029295
231,231,231,2020-01-06,108.4471435546875,110.94473266601562,107.83264923095705
232,232,232,2020-01-07,107.32718658447266,111.39073944091795,108.27864837646484
233,233,233,2020-01-08,108.239013671875,110.37981414794922,109.35895538330078
234,234,234,2020-01-09,108.1200714111328,109.92388153076172,110.42935180664062
235,235,235,2020-01-10,107.63442993164062,110.4590835571289,110.29059600830078
236,236,236,2020-01-13,108.31829833984376,109.0120620727539,110.37981414794922
237,237,237,2020-01-14,108.1200714111328,108.4471435546875,110.94473266601562
238,238,238,2020-01-15,108.6552734375,107.32718658447266,111.39073944091795
239,239,239,2020-01-16,110.60775756835938,108.239013671875,110.37981414794922
240,240,240,2020-01-17,112.90711975097656,108.1200714111328,109.92388153076172
241,241,241,2020-01-21,109.636474609375,107.63442993164062,110.4590835571289
242,242,242,2020-01-22,109.86441040039062,108.31829833984376,109.0120620727539
243,243,243,2020-01-23,109.97344207763672,108.1200714111328,108.4471435546875
244,244,244,2020-01-24,107.52540588378906,108.6552734375,107.32718658447266
245,245,245,2020-01-27,104.00696563720705,110.60775756835938,108.239013671875
246,246,246,2020-01-28,106.90100860595705,112.90711975097656,108.1200714111328
247,247,247,2020-01-29,109.03189849853516,109.636474609375,107.63442993164062
248,248,248,2020-01-30,108.10023498535156,109.86441040039062,108.31829833984376
249,249,249,2020-01-31,106.84154510498048,109.97344207763672,108.1200714111328
250,250,250,2020-02-03,106.8910903930664,107.52540588378906,108.6552734375
251,251,251,2020-02-04,109.9536361694336,104.00696563720705,110.60775756835938
252,252,252,2020-02-05,112.25299835205078,106.90100860595705,112.90711975097656
253,253,253,2020-02-06,111.69796752929688,109.03189849853516,109.636474609375
254,254,254,2020-02-07,109.85450744628906,108.10023498535156,109.86441040039062
255,255,255,2020-02-10,110.37981414794922,106.84154510498048,109.97344207763672
256,256,256,2020-02-11,111.9358367919922,106.8910903930664,107.52540588378906
257,257,257,2020-02-12,112.68907928466795,109.9536361694336,104.00696563720705
258,258,258,2020-02-13,111.95565795898438,112.25299835205078,106.90100860595705
259,259,259,2020-02-14,112.2232666015625,111.69796752929688,109.03189849853516
260,260,260,2020-02-18,110.93482208251952,109.85450744628906,108.10023498535156
261,261,261,2020-02-19,111.66822814941406,110.37981414794922,106.84154510498048
262,262,262,2020-02-20,111.00420379638672,111.9358367919922,106.8910903930664
263,263,263,2020-02-21,108.5958023071289,112.68907928466795,109.9536361694336
264,264,264,2020-02-24,103.09514617919922,111.95565795898438,112.25299835205078
265,265,265,2020-02-25,98.00083923339844,112.2232666015625,111.69796752929688
266,266,266,2020-02-26,97.02957916259766,110.93482208251952,109.85450744628906
267,267,267,2020-02-27,95.12371063232422,111.66822814941406,110.37981414794922
268,268,268,2020-02-28,96.48361206054688,111.00420379638672,111.9358367919922
269,269,269,2020-03-02,95.7490692138672,108.5958023071289,112.68907928466795
270,270,270,2020-03-03,92.6421356201172,103.09514617919922,111.95565795898438
271,271,271,2020-03-04,97.6648406982422,98.00083923339844,112.2232666015625
272,272,272,2020-03-05,90.8256378173828,97.02957916259766,110.93482208251952
273,273,273,2020-03-06,89.78336334228516,95.12371063232422,111.66822814941406
274,274,274,2020-03-09,85.54485321044922,96.48361206054688,111.00420379638672
275,275,275,2020-03-10,89.6543197631836,95.7490692138672,108.5958023071289
276,276,276,2020-03-11,80.49234771728516,92.6421356201172,103.09514617919922
277,277,277,2020-03-12,76.1545639038086,97.6648406982422,98.00083923339844
278,278,278,2020-03-13,78.05047607421875,90.8256378173828,97.02957916259766
279,279,279,2020-03-16,69.02748107910156,89.78336334228516,95.12371063232422
280,280,280,2020-03-17,64.3521957397461,85.54485321044922,96.48361206054688
281,281,281,2020-03-18,56.26226043701172,89.6543197631836,95.7490692138672
282,282,282,2020-03-19,57.6023063659668,80.49234771728516,92.6421356201172
283,283,283,2020-03-20,61.14598846435547,76.1545639038086,97.6648406982422
284,284,284,2020-03-23,62.86325073242188,78.05047607421875,90.8256378173828
285,285,285,2020-03-24,68.87858581542969,69.02748107910156,89.78336334228516
286,286,286,2020-03-25,71.71749877929688,64.3521957397461,85.54485321044922
287,287,287,2020-03-26,72.66050720214844,56.26226043701172,89.6543197631836
288,288,288,2020-03-27,68.6403579711914,57.6023063659668,80.49234771728516
289,289,289,2020-03-30,68.17381286621094,61.14598846435547,76.1545639038086
290,290,290,2020-03-31,67.737060546875,62.86325073242188,78.05047607421875
291,291,291,2020-04-01,62.57538986206055,68.87858581542969,69.02748107910156
292,292,292,2020-04-02,57.43356323242188,71.71749877929688,64.3521957397461
293,293,293,2020-04-03,55.527713775634766,72.66050720214844,56.26226043701172
294,294,294,2020-04-06,63.32978439331055,68.6403579711914,57.6023063659668
295,295,295,2020-04-07,65.34481811523438,68.17381286621094,61.14598846435547
296,296,296,2020-04-08,69.57341766357422,67.737060546875,62.86325073242188
297,297,297,2020-04-09,67.94550323486328,62.57538986206055,68.87858581542969
298,298,298,2020-04-13,66.14885711669922,57.43356323242188,71.71749877929688
299,299,299,2020-04-14,69.4940185546875,55.527713775634766,72.66050720214844
300,300,300,2020-04-15,69.35505676269531,63.32978439331055,68.6403579711914
301,301,301,2020-04-16,69.63298034667969,65.34481811523438,68.17381286621094
302,302,302,2020-04-17,75.06267547607422,69.57341766357422,67.737060546875
303,303,303,2020-04-20,71.74728393554688,67.94550323486328,62.57538986206055
304,304,304,2020-04-21,70.82413482666016,66.14885711669922,57.43356323242188
305,305,305,2020-04-22,70.26825714111328,69.4940185546875,55.527713775634766
306,306,306,2020-04-23,71.40978240966797,69.35505676269531,63.32978439331055
307,307,307,2020-04-24,70.843994140625,69.63298034667969,65.34481811523438
308,308,308,2020-04-27,74.63583374023438,75.06267547607422,69.57341766357422
309,309,309,2020-04-28,75.19170379638672,71.74728393554688,67.94550323486328
310,310,310,2020-04-29,78.69569396972656,70.82413482666016,66.14885711669922
311,311,311,2020-04-30,75.1520004272461,70.26825714111328,69.4940185546875
312,312,312,2020-05-01,71.49911499023438,71.40978240966797,69.35505676269531
313,313,313,2020-05-04,70.88369750976562,70.843994140625,69.63298034667969
314,314,314,2020-05-05,71.21126556396484,74.63583374023438,75.06267547607422
315,315,315,2020-05-06,70.26825714111328,75.19170379638672,71.74728393554688
316,316,316,2020-05-07,71.37008666992188,78.69569396972656,70.82413482666016
317,317,317,2020-05-08,71.6579360961914,75.1520004272461,70.26825714111328
318,318,318,2020-05-11,67.79662322998047,71.49911499023438,71.40978240966797
319,319,319,2020-05-12,66.50619506835938,70.88369750976562,70.843994140625
320,320,320,2020-05-13,64.37203979492188,71.21126556396484,74.63583374023438
321,321,321,2020-05-14,67.66757202148438,70.26825714111328,75.19170379638672
322,322,322,2020-05-15,68.03485107421875,71.37008666992188,78.69569396972656
323,323,323,2020-05-18,72.53146362304688,71.6579360961914,75.1520004272461
324,324,324,2020-05-19,74.735107421875,67.79662322998047,71.49911499023438
325,325,325,2020-05-20,77.14718627929688,66.50619506835938,70.88369750976562
326,326,326,2020-05-21,77.08763122558594,64.37203979492188,71.21126556396484
327,327,327,2020-05-22,77.812255859375,67.66757202148438,70.26825714111328
328,328,328,2020-05-26,81.08792114257812,68.03485107421875,71.37008666992188
329,329,329,2020-05-27,82.53717041015625,72.53146362304688,71.6579360961914
330,330,330,2020-05-28,80.02581787109375,74.735107421875,67.79662322998047
331,331,331,2020-05-29,78.72547149658203,77.14718627929688,66.50619506835938
332,332,332,2020-06-01,81.30630493164062,77.08763122558594,64.37203979492188
333,333,333,2020-06-02,82.98385620117188,77.812255859375,67.66757202148438
334,334,334,2020-06-03,85.47534942626953,81.08792114257812,68.03485107421875
335,335,335,2020-06-04,85.70365905761719,82.53717041015625,72.53146362304688
336,336,336,2020-06-05,86.55731964111328,80.02581787109375,74.735107421875
337,337,337,2020-06-08,89.03888702392578,78.72547149658203,77.14718627929688
338,338,338,2020-06-09,85.49520874023438,81.30630493164062,77.08763122558594
339,339,339,2020-06-10,82.21952819824219,82.98385620117188,77.812255859375
340,340,340,2020-06-11,77.01814270019531,85.47534942626953,81.08792114257812
341,341,341,2020-06-12,76.87916564941406,85.70365905761719,82.53717041015625
342,342,342,2020-06-15,76.90896606445312,86.55731964111328,80.02581787109375
343,343,343,2020-06-16,77.67327880859375,89.03888702392578,78.72547149658203
344,344,344,2020-06-17,75.85678100585938,85.49520874023438,81.30630493164062
345,345,345,2020-06-18,77.58393859863281,82.21952819824219,82.98385620117188
346,346,346,2020-06-19,75.60861206054688,77.01814270019531,85.47534942626953
347,347,347,2020-06-22,75.519287109375,76.87916564941406,85.70365905761719
348,348,348,2020-06-23,75.12223815917969,76.90896606445312,86.55731964111328
349,349,349,2020-06-24,72.65058135986328,77.67327880859375,89.03888702392578
350,350,350,2020-06-25,71.9755859375,75.85678100585938,85.49520874023438
351,351,351,2020-06-26,70.63555145263672,77.58393859863281,82.21952819824219
352,352,352,2020-06-29,73.37519073486328,75.60861206054688,77.01814270019531
353,353,353,2020-06-30,72.9086685180664,75.519287109375,76.87916564941406
354,354,354,2020-07-01,73.89136505126953,75.12223815917969,76.90896606445312
355,355,355,2020-07-02,73.97077178955078,72.65058135986328,77.67327880859375
356,356,356,2020-07-06,75.6781005859375,71.9755859375,75.85678100585938
357,357,357,2020-07-07,73.62335205078125,70.63555145263672,77.58393859863281
358,358,358,2020-07-08,74.53656768798828,73.37519073486328,75.60861206054688
359,359,359,2020-07-09,73.58364868164062,72.9086685180664,75.519287109375
360,360,360,2020-07-10,74.68546295166016,73.89136505126953,75.12223815917969
361,361,361,2020-07-13,73.03770446777344,73.97077178955078,72.65058135986328
362,362,362,2020-07-14,72.96822357177734,75.6781005859375,71.9755859375
363,363,363,2020-07-15,80.3236083984375,73.62335205078125,70.63555145263672
364,364,364,2020-07-16,80.2938232421875,74.53656768798828,73.37519073486328
365,365,365,2020-07-17,79.31111907958984,73.58364868164062,72.9086685180664
366,366,366,2020-07-20,77.59387969970703,74.68546295166016,73.89136505126953
367,367,367,2020-07-21,79.52949523925781,73.03770446777344,73.97077178955078
368,368,368,2020-07-22,79.03318786621094,72.96822357177734,75.6781005859375
369,369,369,2020-07-23,78.2787857055664,80.3236083984375,73.62335205078125
370,370,370,2020-07-24,76.85932159423828,80.2938232421875,74.53656768798828
371,371,371,2020-07-27,76.76998138427734,79.31111907958984,73.58364868164062
372,372,372,2020-07-28,76.10493469238281,77.59387969970703,74.68546295166016
373,373,373,2020-07-29,76.81961822509766,79.52949523925781,73.03770446777344
374,374,374,2020-07-30,75.57884979248047,79.03318786621094,72.96822357177734
375,375,375,2020-07-31,74.49686431884766,78.2787857055664,80.3236083984375
376,376,376,2020-08-03,74.18914794921875,76.85932159423828,80.2938232421875
377,377,377,2020-08-04,77.74276733398438,76.76998138427734,79.31111907958984
378,378,378,2020-08-05,79.41038513183594,76.10493469238281,77.59387969970703
379,379,379,2020-08-06,82.09049224853516,76.81961822509766,79.52949523925781
