,Date,PNW
0,2019-02-04 00:00:00-05:00,70.88093566894531
1,2019-02-05 00:00:00-05:00,70.913330078125
2,2019-02-06 00:00:00-05:00,71.010498046875
3,2019-02-07 00:00:00-05:00,72.21709442138672
4,2019-02-08 00:00:00-05:00,72.37903594970703
5,2019-02-11 00:00:00-05:00,72.58149719238281
6,2019-02-12 00:00:00-05:00,72.69486999511719
7,2019-02-13 00:00:00-05:00,72.48430633544922
8,2019-02-14 00:00:00-05:00,72.50862121582031
9,2019-02-15 00:00:00-05:00,72.84873962402344
10,2019-02-19 00:00:00-05:00,73.40750122070312
11,2019-02-20 00:00:00-05:00,73.63421630859375
12,2019-02-21 00:00:00-05:00,74.47640991210938
13,2019-02-22 00:00:00-05:00,75.48863983154297
14,2019-02-25 00:00:00-05:00,75.86115264892578
15,2019-02-26 00:00:00-05:00,75.37528228759766
16,2019-02-27 00:00:00-05:00,75.27811431884766
17,2019-02-28 00:00:00-05:00,75.90972900390625
18,2019-03-01 00:00:00-05:00,75.13232421875
19,2019-03-04 00:00:00-05:00,75.31049346923828
20,2019-03-05 00:00:00-05:00,74.62217712402344
21,2019-03-06 00:00:00-05:00,75.12423706054688
22,2019-03-07 00:00:00-05:00,75.10804748535156
23,2019-03-08 00:00:00-05:00,75.4400634765625
24,2019-03-11 00:00:00-04:00,76.21746826171875
25,2019-03-12 00:00:00-04:00,76.88148498535156
26,2019-03-13 00:00:00-04:00,77.23780059814453
27,2019-03-14 00:00:00-04:00,77.05154418945312
28,2019-03-15 00:00:00-04:00,77.861328125
29,2019-03-18 00:00:00-04:00,77.15680694580078
30,2019-03-19 00:00:00-04:00,76.38751983642578
31,2019-03-20 00:00:00-04:00,76.71143341064453
32,2019-03-21 00:00:00-04:00,77.60220336914062
33,2019-03-22 00:00:00-04:00,78.32291412353516
34,2019-03-25 00:00:00-04:00,78.12046813964844
35,2019-03-26 00:00:00-04:00,78.42008972167969
36,2019-03-27 00:00:00-04:00,78.1042709350586
37,2019-03-28 00:00:00-04:00,76.99485778808594
38,2019-03-29 00:00:00-04:00,77.3997573852539
39,2019-04-01 00:00:00-04:00,76.83289337158203
40,2019-04-02 00:00:00-04:00,76.54946899414062
41,2019-04-03 00:00:00-04:00,76.21746826171875
42,2019-04-04 00:00:00-04:00,75.84495544433594
43,2019-04-05 00:00:00-04:00,76.63855743408203
44,2019-04-08 00:00:00-04:00,76.03121185302734
45,2019-04-09 00:00:00-04:00,76.34701538085938
46,2019-04-10 00:00:00-04:00,76.21746826171875
47,2019-04-11 00:00:00-04:00,77.14059448242188
48,2019-04-12 00:00:00-04:00,77.18109130859375
49,2019-04-15 00:00:00-04:00,77.59410095214844
50,2019-04-16 00:00:00-04:00,76.29843139648438
51,2019-04-17 00:00:00-04:00,76.41178894042969
52,2019-04-18 00:00:00-04:00,76.17695617675781
53,2019-04-22 00:00:00-04:00,75.78018188476562
54,2019-04-23 00:00:00-04:00,76.52518463134766
55,2019-04-24 00:00:00-04:00,76.76811218261719
56,2019-04-25 00:00:00-04:00,77.04344177246094
57,2019-04-26 00:00:00-04:00,77.00294494628906
58,2019-04-29 00:00:00-04:00,76.41989135742188
59,2019-04-30 00:00:00-04:00,77.75678253173828
60,2019-05-01 00:00:00-04:00,76.78556060791016
61,2019-05-02 00:00:00-04:00,75.96121215820312
62,2019-05-03 00:00:00-04:00,76.81819915771484
63,2019-05-06 00:00:00-04:00,76.28768157958984
64,2019-05-07 00:00:00-04:00,76.18975067138672
65,2019-05-08 00:00:00-04:00,75.23480224609375
66,2019-05-09 00:00:00-04:00,75.55315399169922
67,2019-05-10 00:00:00-04:00,77.30789947509766
68,2019-05-13 00:00:00-04:00,78.6056137084961
69,2019-05-14 00:00:00-04:00,77.5201187133789
70,2019-05-15 00:00:00-04:00,77.6915054321289
71,2019-05-16 00:00:00-04:00,78.20569610595703
72,2019-05-17 00:00:00-04:00,78.40158081054688
73,2019-05-20 00:00:00-04:00,78.83413696289062
74,2019-05-21 00:00:00-04:00,78.38524627685547
75,2019-05-22 00:00:00-04:00,78.70354461669922
76,2019-05-23 00:00:00-04:00,79.4299545288086
77,2019-05-24 00:00:00-04:00,78.89942169189453
78,2019-05-28 00:00:00-04:00,77.86288452148438
79,2019-05-29 00:00:00-04:00,76.64680480957031
