,Date,APD
0,2019-02-04 00:00:00-05:00,148.81869506835938
1,2019-02-05 00:00:00-05:00,149.7461700439453
2,2019-02-06 00:00:00-05:00,151.5207977294922
3,2019-02-07 00:00:00-05:00,148.23013305664062
4,2019-02-08 00:00:00-05:00,147.94471740722656
5,2019-02-11 00:00:00-05:00,149.40728759765625
6,2019-02-12 00:00:00-05:00,152.77818298339844
7,2019-02-13 00:00:00-05:00,153.35780334472656
8,2019-02-14 00:00:00-05:00,153.0457000732422
9,2019-02-15 00:00:00-05:00,155.23948669433594
10,2019-02-19 00:00:00-05:00,156.1580047607422
11,2019-02-20 00:00:00-05:00,158.41415405273438
12,2019-02-21 00:00:00-05:00,159.33265686035156
13,2019-02-22 00:00:00-05:00,160.625732421875
14,2019-02-25 00:00:00-05:00,161.56211853027344
15,2019-02-26 00:00:00-05:00,161.81182861328125
16,2019-02-27 00:00:00-05:00,161.94561767578125
17,2019-02-28 00:00:00-05:00,161.57102966308594
18,2019-03-01 00:00:00-05:00,160.60791015625
19,2019-03-04 00:00:00-05:00,161.14295959472656
20,2019-03-05 00:00:00-05:00,159.8142852783203
21,2019-03-06 00:00:00-05:00,160.7862548828125
22,2019-03-07 00:00:00-05:00,160.20660400390625
23,2019-03-08 00:00:00-05:00,161.73153686523438
24,2019-03-11 00:00:00-04:00,164.04124450683594
25,2019-03-12 00:00:00-04:00,164.1304168701172
26,2019-03-13 00:00:00-04:00,165.06675720214844
27,2019-03-14 00:00:00-04:00,165.16485595703125
28,2019-03-15 00:00:00-04:00,164.8437957763672
29,2019-03-18 00:00:00-04:00,165.30751037597656
30,2019-03-19 00:00:00-04:00,164.88839721679688
31,2019-03-20 00:00:00-04:00,164.66546630859375
32,2019-03-21 00:00:00-04:00,166.93057250976562
33,2019-03-22 00:00:00-04:00,166.13690185546875
34,2019-03-25 00:00:00-04:00,165.79803466796875
35,2019-03-26 00:00:00-04:00,166.9038543701172
36,2019-03-27 00:00:00-04:00,167.3407745361328
37,2019-03-28 00:00:00-04:00,169.58807373046875
38,2019-03-29 00:00:00-04:00,171.33770751953125
39,2019-04-01 00:00:00-04:00,171.81320190429688
40,2019-04-02 00:00:00-04:00,170.90699768066406
41,2019-04-03 00:00:00-04:00,172.01956176757812
42,2019-04-04 00:00:00-04:00,172.06443786621094
43,2019-04-05 00:00:00-04:00,173.3385467529297
44,2019-04-08 00:00:00-04:00,173.1949920654297
45,2019-04-09 00:00:00-04:00,172.52203369140625
46,2019-04-10 00:00:00-04:00,173.20391845703125
47,2019-04-11 00:00:00-04:00,173.66152954101562
48,2019-04-12 00:00:00-04:00,174.20889282226562
49,2019-04-15 00:00:00-04:00,174.0025177001953
50,2019-04-16 00:00:00-04:00,176.8467254638672
51,2019-04-17 00:00:00-04:00,177.4300079345703
52,2019-04-18 00:00:00-04:00,177.74398803710938
