,Date,MAR
0,2019-02-04 00:00:00-05:00,111.6883773803711
1,2019-02-05 00:00:00-05:00,112.90521240234375
2,2019-02-06 00:00:00-05:00,113.25288391113281
3,2019-02-07 00:00:00-05:00,111.56282043457031
4,2019-02-08 00:00:00-05:00,111.52420043945312
5,2019-02-11 00:00:00-05:00,111.6883773803711
6,2019-02-12 00:00:00-05:00,110.80953979492188
7,2019-02-13 00:00:00-05:00,114.78841400146484
8,2019-02-14 00:00:00-05:00,114.556640625
9,2019-02-15 00:00:00-05:00,116.90340423583984
10,2019-02-19 00:00:00-05:00,117.8498306274414
11,2019-02-20 00:00:00-05:00,122.62060546875
12,2019-02-21 00:00:00-05:00,123.00691223144531
13,2019-02-22 00:00:00-05:00,124.42655181884766
14,2019-02-25 00:00:00-05:00,124.0788803100586
15,2019-02-26 00:00:00-05:00,124.16580963134766
16,2019-02-27 00:00:00-05:00,122.58197021484375
17,2019-02-28 00:00:00-05:00,121.37088012695312
18,2019-03-01 00:00:00-05:00,120.57638549804688
19,2019-03-04 00:00:00-05:00,120.08229064941406
20,2019-03-05 00:00:00-05:00,121.32243347167969
21,2019-03-06 00:00:00-05:00,121.22554779052734
22,2019-03-07 00:00:00-05:00,118.41581726074219
23,2019-03-08 00:00:00-05:00,116.943115234375
24,2019-03-11 00:00:00-04:00,116.50713348388672
25,2019-03-12 00:00:00-04:00,116.93344116210938
26,2019-03-13 00:00:00-04:00,116.44901275634766
27,2019-03-14 00:00:00-04:00,115.89674377441406
28,2019-03-15 00:00:00-04:00,118.51271057128906
29,2019-03-18 00:00:00-04:00,121.07051849365234
30,2019-03-19 00:00:00-04:00,121.8359375
31,2019-03-20 00:00:00-04:00,119.82067108154297
32,2019-03-21 00:00:00-04:00,121.16741180419922
33,2019-03-22 00:00:00-04:00,120.62486267089844
34,2019-03-25 00:00:00-04:00,119.81099700927734
35,2019-03-26 00:00:00-04:00,119.71410369873047
36,2019-03-27 00:00:00-04:00,118.36737060546875
37,2019-03-28 00:00:00-04:00,120.21792602539062
38,2019-03-29 00:00:00-04:00,121.19647216796875
39,2019-04-01 00:00:00-04:00,123.48302459716797
40,2019-04-02 00:00:00-04:00,124.50035095214844
41,2019-04-03 00:00:00-04:00,127.49414825439453
42,2019-04-04 00:00:00-04:00,128.08517456054688
43,2019-04-05 00:00:00-04:00,129.88726806640625
44,2019-04-08 00:00:00-04:00,130.71083068847656
45,2019-04-09 00:00:00-04:00,128.5211639404297
46,2019-04-10 00:00:00-04:00,128.61805725097656
47,2019-04-11 00:00:00-04:00,129.1024932861328
48,2019-04-12 00:00:00-04:00,130.4589080810547
49,2019-04-15 00:00:00-04:00,130.18763732910156
50,2019-04-16 00:00:00-04:00,131.57310485839844
51,2019-04-17 00:00:00-04:00,131.69908142089844
52,2019-04-18 00:00:00-04:00,130.2263946533203
53,2019-04-22 00:00:00-04:00,131.63124084472656
54,2019-04-23 00:00:00-04:00,132.03819274902344
55,2019-04-24 00:00:00-04:00,131.26307678222656
56,2019-04-25 00:00:00-04:00,131.4568328857422
57,2019-04-26 00:00:00-04:00,132.20286560058594
58,2019-04-29 00:00:00-04:00,131.7378387451172
59,2019-04-30 00:00:00-04:00,132.173828125
60,2019-05-01 00:00:00-04:00,134.53785705566406
61,2019-05-02 00:00:00-04:00,132.62918090820312
62,2019-05-03 00:00:00-04:00,135.7780303955078
63,2019-05-06 00:00:00-04:00,133.46243286132812
64,2019-05-07 00:00:00-04:00,130.943359375
65,2019-05-08 00:00:00-04:00,130.57518005371094
66,2019-05-09 00:00:00-04:00,131.2533721923828
67,2019-05-10 00:00:00-04:00,127.61043548583984
68,2019-05-13 00:00:00-04:00,122.08785247802734
69,2019-05-14 00:00:00-04:00,125.82769775390625
