,Unnamed: 0,Date,CHD
0,0,2019-02-05,56.92374038696289
1,1,2019-02-06,59.10804748535156
2,2,2019-02-07,58.91974258422852
3,3,2019-02-08,59.635292053222656
4,4,2019-02-11,60.42617034912109
5,5,2019-02-12,60.39793014526367
6,6,2019-02-13,61.02872085571289
7,7,2019-02-14,60.80008316040039
8,8,2019-02-15,61.12132263183594
9,9,2019-02-19,61.37643432617188
10,10,2019-02-20,61.35752487182617
11,11,2019-02-21,62.500789642333984
12,12,2019-02-22,62.62361145019531
13,13,2019-02-25,61.697662353515625
14,14,2019-02-26,61.98112106323242
15,15,2019-02-27,62.11338806152344
16,16,2019-02-28,62.17011260986328
17,17,2019-03-01,61.96223068237305
18,18,2019-03-04,62.25511169433594
19,19,2019-03-05,62.00945281982422
20,20,2019-03-06,61.75436782836914
21,21,2019-03-07,62.00945281982422
22,22,2019-03-08,62.02836608886719
23,23,2019-03-11,62.78422927856445
24,24,2019-03-12,62.73698425292969
25,25,2019-03-13,63.24721145629883
26,26,2019-03-14,63.23776245117188
27,27,2019-03-15,63.68181610107422
28,28,2019-03-18,63.17161178588867
29,29,2019-03-19,62.71807861328125
30,30,2019-03-20,62.1889877319336
31,31,2019-03-21,63.08658599853516
32,32,2019-03-22,63.398380279541016
33,33,2019-03-25,64.25816345214844
34,34,2019-03-26,64.97623443603516
35,35,2019-03-27,65.52424621582031
36,36,2019-03-28,67.9808120727539
37,37,2019-03-29,67.30054473876953
38,38,2019-04-01,67.99971008300781
39,39,2019-04-02,68.03750610351562
40,40,2019-04-03,68.16034698486328
41,41,2019-04-04,68.64221954345703
42,42,2019-04-05,68.3209457397461
43,43,2019-04-08,68.36820220947266
44,44,2019-04-09,68.98233795166016
45,45,2019-04-10,69.1807632446289
46,46,2019-04-11,69.63427734375
47,47,2019-04-12,69.81378936767578
48,48,2019-04-15,69.7004165649414
49,49,2019-04-16,69.51146697998047
50,50,2019-04-17,69.58702087402344
51,51,2019-04-18,69.75711059570312
52,52,2019-04-22,69.6815185546875
53,53,2019-04-23,69.38863372802734
54,54,2019-04-24,69.23745727539062
55,55,2019-04-25,69.350830078125
56,56,2019-04-26,70.0311050415039
57,57,2019-04-29,69.71930694580078
58,58,2019-04-30,70.8153076171875
59,59,2019-05-01,69.57759094238281
60,60,2019-05-02,70.54133605957031
61,61,2019-05-03,70.23897552490234
62,62,2019-05-06,69.77598571777344
63,63,2019-05-07,68.8594970703125
64,64,2019-05-08,69.14295959472656
65,65,2019-05-09,68.64221954345703
66,66,2019-05-10,69.45476531982422
67,67,2019-05-13,69.83267974853516
68,68,2019-05-14,68.68402099609375
69,69,2019-05-15,69.76446533203125
70,70,2019-05-16,70.2288589477539
71,71,2019-05-17,70.0203628540039
72,72,2019-05-20,70.10563659667969
73,73,2019-05-21,70.13407897949219
74,74,2019-05-22,70.26676177978516
75,75,2019-05-23,71.25244140625
76,76,2019-05-24,70.80699157714844
77,77,2019-05-28,69.27163696289062
78,78,2019-05-29,69.53700256347656
79,79,2019-05-30,70.9586410522461
80,80,2019-05-31,70.52266693115234
81,81,2019-06-03,72.00115966796875
82,82,2019-06-04,71.18608856201172
83,83,2019-06-05,72.99629974365234
84,84,2019-06-06,73.7545166015625
85,85,2019-06-07,73.90616607666016
86,86,2019-06-10,73.25221252441406
87,87,2019-06-11,72.68354034423828
88,88,2019-06-12,72.77832794189453
89,89,2019-06-13,72.92050170898438
90,90,2019-06-14,73.1290054321289
91,91,2019-06-17,73.29013061523438
92,92,2019-06-18,72.34235382080078
93,93,2019-06-19,72.20966339111328
94,94,2019-06-20,72.37079620361328
95,95,2019-06-21,71.97274017333984
96,96,2019-06-24,72.1433334350586
97,97,2019-06-25,71.33773803710938
98,98,2019-06-26,68.92094421386719
99,99,2019-06-27,69.31900024414062
100,100,2019-06-28,69.24317169189453
101,101,2019-07-01,69.70758819580078
102,102,2019-07-02,70.00139617919922
103,103,2019-07-03,71.11975860595703
104,104,2019-07-05,70.44683074951172
105,105,2019-07-08,70.20042419433594
106,106,2019-07-09,69.84027862548828
107,107,2019-07-10,70.48474884033203
108,108,2019-07-11,71.1766128540039
109,109,2019-07-12,71.35669708251953
110,110,2019-07-15,71.34720611572266
111,111,2019-07-16,71.4135513305664
112,112,2019-07-17,71.47042083740234
113,113,2019-07-18,72.62667846679688
114,114,2019-07-19,71.57465362548828
115,115,2019-07-22,71.42304992675781
116,116,2019-07-23,71.08184051513672
117,117,2019-07-24,70.14353942871094
118,118,2019-07-25,70.5890121459961
119,119,2019-07-26,71.8779525756836
120,120,2019-07-29,72.1433334350586
121,121,2019-07-30,72.62667846679688
122,122,2019-07-31,71.49884796142578
123,123,2019-08-01,70.44683074951172
124,124,2019-08-02,70.43736267089844
125,125,2019-08-05,70.26676177978516
126,126,2019-08-06,70.7596206665039
127,127,2019-08-07,71.91585540771484
128,128,2019-08-08,73.16691589355469
129,129,2019-08-09,72.68354034423828
130,130,2019-08-12,72.98683166503906
131,131,2019-08-13,74.33264923095703
132,132,2019-08-14,73.82695770263672
133,133,2019-08-15,75.0816650390625
134,134,2019-08-16,75.75653839111328
135,135,2019-08-19,75.74703216552734
136,136,2019-08-20,74.3687744140625
137,137,2019-08-21,74.98660278320312
138,138,2019-08-22,75.39533996582031
139,139,2019-08-23,74.61589050292969
140,140,2019-08-26,75.2337646484375
141,141,2019-08-27,75.77555084228516
142,142,2019-08-28,76.30782318115234
143,143,2019-08-29,75.97515106201172
144,144,2019-08-30,75.83257293701172
145,145,2019-09-03,75.9181137084961
146,146,2019-09-04,76.2222900390625
147,147,2019-09-05,73.66537475585938
148,148,2019-09-06,72.1445541381836
149,149,2019-09-09,69.99637603759766
150,150,2019-09-10,68.03829193115234
151,151,2019-09-11,68.31394958496094
152,152,2019-09-12,69.05537414550781
153,153,2019-09-13,68.41851806640625
154,154,2019-09-16,68.79872131347656
155,155,2019-09-17,69.15039825439453
156,156,2019-09-18,69.20745086669922
157,157,2019-09-19,69.16940307617188
158,158,2019-09-20,69.19793701171875
159,159,2019-09-23,69.7207260131836
160,160,2019-09-24,70.18647766113281
161,161,2019-09-25,69.7872543334961
162,162,2019-09-26,70.94688415527344
163,163,2019-09-27,71.91641998291016
164,164,2019-09-30,71.51720428466797
165,165,2019-10-01,71.82137298583984
166,166,2019-10-02,71.146484375
167,167,2019-10-03,71.42215728759766
168,168,2019-10-04,72.2871322631836
169,169,2019-10-07,72.2871322631836
170,170,2019-10-08,71.92594146728516
171,171,2019-10-09,72.16355895996094
172,172,2019-10-10,71.88790893554688
