,Date,ILMN
0,2019-02-04 00:00:00-05:00,281.0400085449219
1,2019-02-05 00:00:00-05:00,281.8699951171875
2,2019-02-06 00:00:00-05:00,284.17999267578125
3,2019-02-07 00:00:00-05:00,276.5199890136719
4,2019-02-08 00:00:00-05:00,284.1000061035156
5,2019-02-11 00:00:00-05:00,284.3699951171875
6,2019-02-12 00:00:00-05:00,292.20001220703125
7,2019-02-13 00:00:00-05:00,293.5199890136719
8,2019-02-14 00:00:00-05:00,292.4700012207031
9,2019-02-15 00:00:00-05:00,299.82000732421875
10,2019-02-19 00:00:00-05:00,302.260009765625
11,2019-02-20 00:00:00-05:00,302.239990234375
12,2019-02-21 00:00:00-05:00,296.8800048828125
13,2019-02-22 00:00:00-05:00,301.05999755859375
14,2019-02-25 00:00:00-05:00,304.739990234375
15,2019-02-26 00:00:00-05:00,301.2099914550781
16,2019-02-27 00:00:00-05:00,309.1600036621094
17,2019-02-28 00:00:00-05:00,312.7699890136719
18,2019-03-01 00:00:00-05:00,321.17999267578125
19,2019-03-04 00:00:00-05:00,307.70001220703125
20,2019-03-05 00:00:00-05:00,303.79998779296875
21,2019-03-06 00:00:00-05:00,298.6600036621094
22,2019-03-07 00:00:00-05:00,292.05999755859375
23,2019-03-08 00:00:00-05:00,294.5299987792969
24,2019-03-11 00:00:00-04:00,300.17999267578125
25,2019-03-12 00:00:00-04:00,305.2699890136719
26,2019-03-13 00:00:00-04:00,308.2699890136719
27,2019-03-14 00:00:00-04:00,309.20001220703125
28,2019-03-15 00:00:00-04:00,309.8399963378906
29,2019-03-18 00:00:00-04:00,305.7799987792969
30,2019-03-19 00:00:00-04:00,310.70001220703125
31,2019-03-20 00:00:00-04:00,315.29998779296875
32,2019-03-21 00:00:00-04:00,319.2099914550781
33,2019-03-22 00:00:00-04:00,308.7900085449219
34,2019-03-25 00:00:00-04:00,303.7099914550781
35,2019-03-26 00:00:00-04:00,307.5
36,2019-03-27 00:00:00-04:00,302.07000732421875
37,2019-03-28 00:00:00-04:00,305.1400146484375
38,2019-03-29 00:00:00-04:00,310.69000244140625
39,2019-04-01 00:00:00-04:00,316.8399963378906
40,2019-04-02 00:00:00-04:00,316.1000061035156
41,2019-04-03 00:00:00-04:00,319.20001220703125
42,2019-04-04 00:00:00-04:00,315.0199890136719
43,2019-04-05 00:00:00-04:00,323.5
44,2019-04-08 00:00:00-04:00,323.6099853515625
45,2019-04-09 00:00:00-04:00,316.6400146484375
46,2019-04-10 00:00:00-04:00,324.8599853515625
47,2019-04-11 00:00:00-04:00,328.5199890136719
48,2019-04-12 00:00:00-04:00,338.3699951171875
49,2019-04-15 00:00:00-04:00,335.1199951171875
50,2019-04-16 00:00:00-04:00,329.5
51,2019-04-17 00:00:00-04:00,318.69000244140625
52,2019-04-18 00:00:00-04:00,319.0299987792969
53,2019-04-22 00:00:00-04:00,319.0899963378906
54,2019-04-23 00:00:00-04:00,322.05999755859375
55,2019-04-24 00:00:00-04:00,314.5199890136719
56,2019-04-25 00:00:00-04:00,319.20001220703125
57,2019-04-26 00:00:00-04:00,314.0400085449219
58,2019-04-29 00:00:00-04:00,312.0400085449219
59,2019-04-30 00:00:00-04:00,312.0
60,2019-05-01 00:00:00-04:00,310.1199951171875
61,2019-05-02 00:00:00-04:00,312.69000244140625
62,2019-05-03 00:00:00-04:00,325.5199890136719
63,2019-05-06 00:00:00-04:00,324.760009765625
64,2019-05-07 00:00:00-04:00,320.510009765625
65,2019-05-08 00:00:00-04:00,319.42999267578125
66,2019-05-09 00:00:00-04:00,317.3699951171875
67,2019-05-10 00:00:00-04:00,315.80999755859375
68,2019-05-13 00:00:00-04:00,300.8699951171875
69,2019-05-14 00:00:00-04:00,304.55999755859375
70,2019-05-15 00:00:00-04:00,306.5799865722656
71,2019-05-16 00:00:00-04:00,309.8500061035156
72,2019-05-17 00:00:00-04:00,307.6300048828125
73,2019-05-20 00:00:00-04:00,300.5899963378906
74,2019-05-21 00:00:00-04:00,306.4700012207031
75,2019-05-22 00:00:00-04:00,312.8299865722656
76,2019-05-23 00:00:00-04:00,308.9700012207031
77,2019-05-24 00:00:00-04:00,312.45001220703125
78,2019-05-28 00:00:00-04:00,313.0
79,2019-05-29 00:00:00-04:00,308.2799987792969
80,2019-05-30 00:00:00-04:00,311.20001220703125
81,2019-05-31 00:00:00-04:00,306.9100036621094
82,2019-06-03 00:00:00-04:00,303.7200012207031
83,2019-06-04 00:00:00-04:00,313.8299865722656
84,2019-06-05 00:00:00-04:00,318.1400146484375
85,2019-06-06 00:00:00-04:00,318.55999755859375
86,2019-06-07 00:00:00-04:00,335.489990234375
87,2019-06-10 00:00:00-04:00,337.1199951171875
88,2019-06-11 00:00:00-04:00,335.8900146484375
89,2019-06-12 00:00:00-04:00,339.1499938964844
90,2019-06-13 00:00:00-04:00,341.2799987792969
91,2019-06-14 00:00:00-04:00,344.0
92,2019-06-17 00:00:00-04:00,351.1099853515625
93,2019-06-18 00:00:00-04:00,347.8500061035156
94,2019-06-19 00:00:00-04:00,351.94000244140625
95,2019-06-20 00:00:00-04:00,358.57000732421875
96,2019-06-21 00:00:00-04:00,361.55999755859375
97,2019-06-24 00:00:00-04:00,357.739990234375
98,2019-06-25 00:00:00-04:00,358.0799865722656
99,2019-06-26 00:00:00-04:00,356.3699951171875
100,2019-06-27 00:00:00-04:00,356.5
101,2019-06-28 00:00:00-04:00,368.1499938964844
102,2019-07-01 00:00:00-04:00,370.6700134277344
103,2019-07-02 00:00:00-04:00,371.3699951171875
104,2019-07-03 00:00:00-04:00,377.82000732421875
105,2019-07-05 00:00:00-04:00,378.2300109863281
106,2019-07-08 00:00:00-04:00,375.1199951171875
107,2019-07-09 00:00:00-04:00,377.239990234375
108,2019-07-10 00:00:00-04:00,372.70001220703125
109,2019-07-11 00:00:00-04:00,363.6600036621094
110,2019-07-12 00:00:00-04:00,305.04998779296875
111,2019-07-15 00:00:00-04:00,302.2900085449219
112,2019-07-16 00:00:00-04:00,302.29998779296875
113,2019-07-17 00:00:00-04:00,302.8999938964844
114,2019-07-18 00:00:00-04:00,298.54998779296875
