,Date,WDC
0,2019-02-04 00:00:00-05:00,45.41431427001953
1,2019-02-05 00:00:00-05:00,44.9967155456543
2,2019-02-06 00:00:00-05:00,45.556678771972656
3,2019-02-07 00:00:00-05:00,43.52561569213867
4,2019-02-08 00:00:00-05:00,44.33234405517578
5,2019-02-11 00:00:00-05:00,43.5920524597168
6,2019-02-12 00:00:00-05:00,44.85435104370117
7,2019-02-13 00:00:00-05:00,45.2624626159668
8,2019-02-14 00:00:00-05:00,45.53770065307617
9,2019-02-15 00:00:00-05:00,45.2244987487793
10,2019-02-19 00:00:00-05:00,45.556678771972656
11,2019-02-20 00:00:00-05:00,45.993263244628906
12,2019-02-21 00:00:00-05:00,44.78791046142578
13,2019-02-22 00:00:00-05:00,46.9708366394043
14,2019-02-25 00:00:00-05:00,48.74564743041992
15,2019-02-26 00:00:00-05:00,48.37550354003906
16,2019-02-27 00:00:00-05:00,46.0692024230957
17,2019-02-28 00:00:00-05:00,47.73960494995117
18,2019-03-01 00:00:00-05:00,49.03037643432617
19,2019-03-04 00:00:00-05:00,49.93202209472656
20,2019-03-05 00:00:00-05:00,48.1572151184082
21,2019-03-06 00:00:00-05:00,45.67057418823242
22,2019-03-07 00:00:00-05:00,44.59809112548828
23,2019-03-08 00:00:00-05:00,45.06315231323242
24,2019-03-11 00:00:00-04:00,47.13218307495117
25,2019-03-12 00:00:00-04:00,46.64814376831055
26,2019-03-13 00:00:00-04:00,46.49628829956055
27,2019-03-14 00:00:00-04:00,45.15806579589844
28,2019-03-15 00:00:00-04:00,45.651588439941406
29,2019-03-18 00:00:00-04:00,45.8319206237793
30,2019-03-19 00:00:00-04:00,45.44279098510742
31,2019-03-20 00:00:00-04:00,44.76892852783203
32,2019-03-21 00:00:00-04:00,49.14427185058594
33,2019-03-22 00:00:00-04:00,45.92682647705078
34,2019-03-25 00:00:00-04:00,45.45227813720703
35,2019-03-26 00:00:00-04:00,44.68351745605469
36,2019-03-27 00:00:00-04:00,43.07005310058594
37,2019-03-28 00:00:00-04:00,43.904964447021484
38,2019-03-29 00:00:00-04:00,46.121803283691406
39,2019-04-01 00:00:00-04:00,47.32139205932617
40,2019-04-02 00:00:00-04:00,48.34823989868164
41,2019-04-03 00:00:00-04:00,49.912498474121094
42,2019-04-04 00:00:00-04:00,49.32710647583008
43,2019-04-05 00:00:00-04:00,49.9412956237793
44,2019-04-08 00:00:00-04:00,49.50944519042969
45,2019-04-09 00:00:00-04:00,48.08912658691406
46,2019-04-10 00:00:00-04:00,48.64573287963867
47,2019-04-11 00:00:00-04:00,48.78009033203125
48,2019-04-12 00:00:00-04:00,49.73976516723633
49,2019-04-15 00:00:00-04:00,49.7685546875
50,2019-04-16 00:00:00-04:00,52.100555419921875
51,2019-04-17 00:00:00-04:00,52.25410461425781
52,2019-04-18 00:00:00-04:00,53.15618896484375
53,2019-04-22 00:00:00-04:00,52.023780822753906
54,2019-04-23 00:00:00-04:00,52.25410461425781
55,2019-04-24 00:00:00-04:00,51.76466751098633
56,2019-04-25 00:00:00-04:00,50.81459426879883
57,2019-04-26 00:00:00-04:00,48.86646270751953
58,2019-04-29 00:00:00-04:00,48.434608459472656
59,2019-04-30 00:00:00-04:00,49.05839157104492
60,2019-05-01 00:00:00-04:00,48.75130081176758
61,2019-05-02 00:00:00-04:00,47.75324249267578
62,2019-05-03 00:00:00-04:00,48.75130081176758
63,2019-05-06 00:00:00-04:00,47.561309814453125
64,2019-05-07 00:00:00-04:00,45.30607986450195
65,2019-05-08 00:00:00-04:00,44.816650390625
66,2019-05-09 00:00:00-04:00,44.547943115234375
67,2019-05-10 00:00:00-04:00,44.010528564453125
68,2019-05-13 00:00:00-04:00,41.25627136230469
69,2019-05-14 00:00:00-04:00,42.830135345458984
70,2019-05-15 00:00:00-04:00,43.655452728271484
71,2019-05-16 00:00:00-04:00,43.27157974243164
72,2019-05-17 00:00:00-04:00,42.830135345458984
73,2019-05-20 00:00:00-04:00,40.25821304321289
74,2019-05-21 00:00:00-04:00,41.69771957397461
75,2019-05-22 00:00:00-04:00,40.48853302001953
76,2019-05-23 00:00:00-04:00,39.81676483154297
77,2019-05-24 00:00:00-04:00,39.32733154296875
78,2019-05-28 00:00:00-04:00,37.983787536621094
79,2019-05-29 00:00:00-04:00,38.06056213378906
80,2019-05-30 00:00:00-04:00,37.868629455566406
81,2019-05-31 00:00:00-04:00,35.71896743774414
82,2019-06-03 00:00:00-04:00,35.58461380004883
83,2019-06-04 00:00:00-04:00,37.5615348815918
84,2019-06-05 00:00:00-04:00,36.371543884277344
85,2019-06-06 00:00:00-04:00,36.457916259765625
86,2019-06-07 00:00:00-04:00,35.45025634765625
87,2019-06-10 00:00:00-04:00,36.44831848144531
88,2019-06-11 00:00:00-04:00,36.8609733581543
89,2019-06-12 00:00:00-04:00,34.77849197387695
90,2019-06-13 00:00:00-04:00,35.834129333496094
91,2019-06-14 00:00:00-04:00,34.864864349365234
92,2019-06-17 00:00:00-04:00,34.80727767944336
93,2019-06-18 00:00:00-04:00,36.57307434082031
