,Date,WRK
0,2019-02-04 00:00:00-05:00,32.5137825012207
1,2019-02-05 00:00:00-05:00,32.73625946044922
2,2019-02-06 00:00:00-05:00,33.0613899230957
3,2019-02-07 00:00:00-05:00,32.4282341003418
4,2019-02-08 00:00:00-05:00,32.35122299194336
5,2019-02-11 00:00:00-05:00,32.23143005371094
6,2019-02-12 00:00:00-05:00,33.121280670166016
7,2019-02-13 00:00:00-05:00,33.489200592041016
8,2019-02-14 00:00:00-05:00,33.22517013549805
9,2019-02-15 00:00:00-05:00,33.805179595947266
10,2019-02-19 00:00:00-05:00,33.98697280883789
11,2019-02-20 00:00:00-05:00,34.904605865478516
12,2019-02-21 00:00:00-05:00,33.98697280883789
13,2019-02-22 00:00:00-05:00,33.995635986328125
14,2019-02-25 00:00:00-05:00,34.34191131591797
15,2019-02-26 00:00:00-05:00,33.96100616455078
16,2019-02-27 00:00:00-05:00,33.41562271118164
17,2019-02-28 00:00:00-05:00,32.35947799682617
18,2019-03-01 00:00:00-05:00,32.50664520263672
19,2019-03-04 00:00:00-05:00,33.164573669433594
20,2019-03-05 00:00:00-05:00,33.35502243041992
21,2019-03-06 00:00:00-05:00,32.80097961425781
22,2019-03-07 00:00:00-05:00,32.38544464111328
23,2019-03-08 00:00:00-05:00,32.636497497558594
24,2019-03-11 00:00:00-04:00,33.58009719848633
25,2019-03-12 00:00:00-04:00,34.23801803588867
26,2019-03-13 00:00:00-04:00,34.26399612426758
27,2019-03-14 00:00:00-04:00,33.90040969848633
28,2019-03-15 00:00:00-04:00,32.50664520263672
29,2019-03-18 00:00:00-04:00,33.13859558105469
30,2019-03-19 00:00:00-04:00,33.29441452026367
31,2019-03-20 00:00:00-04:00,32.59321594238281
32,2019-03-21 00:00:00-04:00,32.98277282714844
33,2019-03-22 00:00:00-04:00,31.814096450805664
34,2019-03-25 00:00:00-04:00,31.692895889282227
35,2019-03-26 00:00:00-04:00,32.60186767578125
36,2019-03-27 00:00:00-04:00,32.51530075073242
