,Date,NI
0,2019-02-04 00:00:00-05:00,21.961149215698242
1,2019-02-05 00:00:00-05:00,22.103479385375977
2,2019-02-06 00:00:00-05:00,22.02813148498535
3,2019-02-07 00:00:00-05:00,22.2793025970459
4,2019-02-08 00:00:00-05:00,22.422718048095703
5,2019-02-11 00:00:00-05:00,22.363670349121094
6,2019-02-12 00:00:00-05:00,22.59143829345703
7,2019-02-13 00:00:00-05:00,22.58300018310547
8,2019-02-14 00:00:00-05:00,22.59143829345703
9,2019-02-15 00:00:00-05:00,22.84451675415039
10,2019-02-19 00:00:00-05:00,22.726409912109375
11,2019-02-20 00:00:00-05:00,22.16964340209961
12,2019-02-21 00:00:00-05:00,22.304616928100586
13,2019-02-22 00:00:00-05:00,22.47332763671875
14,2019-02-25 00:00:00-05:00,22.32148551940918
15,2019-02-26 00:00:00-05:00,22.557695388793945
16,2019-02-27 00:00:00-05:00,22.726409912109375
17,2019-02-28 00:00:00-05:00,22.760150909423828
18,2019-03-01 00:00:00-05:00,22.701101303100586
19,2019-03-04 00:00:00-05:00,22.74327850341797
20,2019-03-05 00:00:00-05:00,22.701101303100586
21,2019-03-06 00:00:00-05:00,22.836076736450195
22,2019-03-07 00:00:00-05:00,22.99635887145996
23,2019-03-08 00:00:00-05:00,23.131328582763672
24,2019-03-11 00:00:00-04:00,23.435029983520508
25,2019-03-12 00:00:00-04:00,23.62061882019043
26,2019-03-13 00:00:00-04:00,23.603744506835938
27,2019-03-14 00:00:00-04:00,23.510955810546875
28,2019-03-15 00:00:00-04:00,23.527822494506836
29,2019-03-18 00:00:00-04:00,23.662797927856445
30,2019-03-19 00:00:00-04:00,23.4518985748291
31,2019-03-20 00:00:00-04:00,23.578441619873047
32,2019-03-21 00:00:00-04:00,23.96649169921875
33,2019-03-22 00:00:00-04:00,24.135215759277344
34,2019-03-25 00:00:00-04:00,24.1605167388916
35,2019-03-26 00:00:00-04:00,24.312366485595703
36,2019-03-27 00:00:00-04:00,24.19426727294922
37,2019-03-28 00:00:00-04:00,24.076160430908203
38,2019-03-29 00:00:00-04:00,24.177391052246094
39,2019-04-01 00:00:00-04:00,23.772464752197266
40,2019-04-02 00:00:00-04:00,23.806211471557617
41,2019-04-03 00:00:00-04:00,23.67966651916504
42,2019-04-04 00:00:00-04:00,23.544692993164062
43,2019-04-05 00:00:00-04:00,23.839948654174805
44,2019-04-08 00:00:00-04:00,23.629056930541992
45,2019-04-09 00:00:00-04:00,23.586872100830078
46,2019-04-10 00:00:00-04:00,23.510955810546875
47,2019-04-11 00:00:00-04:00,23.65436363220215
48,2019-04-12 00:00:00-04:00,23.67966651916504
49,2019-04-15 00:00:00-04:00,23.603744506835938
50,2019-04-16 00:00:00-04:00,23.28318214416504
51,2019-04-17 00:00:00-04:00,23.274747848510742
52,2019-04-18 00:00:00-04:00,23.249439239501953
53,2019-04-22 00:00:00-04:00,23.03853988647461
54,2019-04-23 00:00:00-04:00,23.030105590820312
55,2019-04-24 00:00:00-04:00,23.207256317138672
56,2019-04-25 00:00:00-04:00,23.485641479492188
57,2019-04-26 00:00:00-04:00,23.51938819885254
58,2019-04-29 00:00:00-04:00,23.33245277404785
59,2019-04-30 00:00:00-04:00,23.60435676574707
60,2019-05-01 00:00:00-04:00,23.281478881835938
61,2019-05-02 00:00:00-04:00,23.43442153930664
62,2019-05-03 00:00:00-04:00,23.672334671020508
63,2019-05-06 00:00:00-04:00,23.689327239990234
64,2019-05-07 00:00:00-04:00,23.570371627807617
