,Date,FE
0,2019-02-04 00:00:00-05:00,31.472490310668945
1,2019-02-05 00:00:00-05:00,31.594974517822266
2,2019-02-06 00:00:00-05:00,31.883625030517578
3,2019-02-07 00:00:00-05:00,32.419708251953125
4,2019-02-08 00:00:00-05:00,32.568145751953125
5,2019-02-11 00:00:00-05:00,32.45269012451172
6,2019-02-12 00:00:00-05:00,32.5928840637207
7,2019-02-13 00:00:00-05:00,32.584632873535156
8,2019-02-14 00:00:00-05:00,32.535160064697266
9,2019-02-15 00:00:00-05:00,32.65061569213867
10,2019-02-19 00:00:00-05:00,32.65886306762695
11,2019-02-20 00:00:00-05:00,32.65061569213867
12,2019-02-21 00:00:00-05:00,33.02998352050781
13,2019-02-22 00:00:00-05:00,33.58255386352539
14,2019-02-25 00:00:00-05:00,33.343387603759766
15,2019-02-26 00:00:00-05:00,33.63203048706055
16,2019-02-27 00:00:00-05:00,33.58255386352539
17,2019-02-28 00:00:00-05:00,33.6072883605957
18,2019-03-01 00:00:00-05:00,33.730995178222656
19,2019-03-04 00:00:00-05:00,33.59904098510742
20,2019-03-05 00:00:00-05:00,33.33512496948242
21,2019-03-06 00:00:00-05:00,33.58255386352539
22,2019-03-07 00:00:00-05:00,33.63203048706055
23,2019-03-08 00:00:00-05:00,33.722747802734375
24,2019-03-11 00:00:00-04:00,34.110374450683594
25,2019-03-12 00:00:00-04:00,34.29180908203125
26,2019-03-13 00:00:00-04:00,34.324790954589844
27,2019-03-14 00:00:00-04:00,33.98666763305664
28,2019-03-15 00:00:00-04:00,34.00315856933594
29,2019-03-18 00:00:00-04:00,34.01139831542969
30,2019-03-19 00:00:00-04:00,33.32688903808594
31,2019-03-20 00:00:00-04:00,33.475337982177734
32,2019-03-21 00:00:00-04:00,34.01139831542969
33,2019-03-22 00:00:00-04:00,34.448509216308594
34,2019-03-25 00:00:00-04:00,34.522727966308594
35,2019-03-26 00:00:00-04:00,34.638187408447266
36,2019-03-27 00:00:00-04:00,34.40727233886719
37,2019-03-28 00:00:00-04:00,34.14336013793945
38,2019-03-29 00:00:00-04:00,34.31654739379883
39,2019-04-01 00:00:00-04:00,34.18459701538086
40,2019-04-02 00:00:00-04:00,34.09388732910156
41,2019-04-03 00:00:00-04:00,33.887691497802734
42,2019-04-04 00:00:00-04:00,32.526912689208984
43,2019-04-05 00:00:00-04:00,33.788726806640625
44,2019-04-08 00:00:00-04:00,33.33512496948242
45,2019-04-09 00:00:00-04:00,33.68976593017578
46,2019-04-10 00:00:00-04:00,33.673274993896484
47,2019-04-11 00:00:00-04:00,33.98666763305664
48,2019-04-12 00:00:00-04:00,34.118614196777344
49,2019-04-15 00:00:00-04:00,34.04438781738281
50,2019-04-16 00:00:00-04:00,33.36812973022461
51,2019-04-17 00:00:00-04:00,33.17844009399414
52,2019-04-18 00:00:00-04:00,33.4011116027832
53,2019-04-22 00:00:00-04:00,33.475337982177734
54,2019-04-23 00:00:00-04:00,33.59904098510742
55,2019-04-24 00:00:00-04:00,33.69801712036133
56,2019-04-25 00:00:00-04:00,33.93717575073242
57,2019-04-26 00:00:00-04:00,34.2093391418457
58,2019-04-29 00:00:00-04:00,34.110374450683594
59,2019-04-30 00:00:00-04:00,34.662925720214844
60,2019-05-01 00:00:00-04:00,34.596954345703125
61,2019-05-02 00:00:00-04:00,34.61345291137695
62,2019-05-03 00:00:00-04:00,35.0505485534668
63,2019-05-06 00:00:00-04:00,34.867469787597656
64,2019-05-07 00:00:00-04:00,34.975650787353516
65,2019-05-08 00:00:00-04:00,34.48468017578125
66,2019-05-09 00:00:00-04:00,34.41810989379883
67,2019-05-10 00:00:00-04:00,35.058868408203125
68,2019-05-13 00:00:00-04:00,35.325157165527344
69,2019-05-14 00:00:00-04:00,35.033912658691406
70,2019-05-15 00:00:00-04:00,34.80923080444336
71,2019-05-16 00:00:00-04:00,35.083831787109375
72,2019-05-17 00:00:00-04:00,35.341800689697266
73,2019-05-20 00:00:00-04:00,35.441673278808594
74,2019-05-21 00:00:00-04:00,35.27522277832031
75,2019-05-22 00:00:00-04:00,35.483272552490234
76,2019-05-23 00:00:00-04:00,35.90767288208008
77,2019-05-24 00:00:00-04:00,35.66634750366211
78,2019-05-28 00:00:00-04:00,34.65110778808594
79,2019-05-29 00:00:00-04:00,34.11021041870117
80,2019-05-30 00:00:00-04:00,34.08523178100586
81,2019-05-31 00:00:00-04:00,34.31824493408203
82,2019-06-03 00:00:00-04:00,34.68439865112305
83,2019-06-04 00:00:00-04:00,34.81754684448242
84,2019-06-05 00:00:00-04:00,35.84110641479492
85,2019-06-06 00:00:00-04:00,36.10738754272461
86,2019-06-07 00:00:00-04:00,35.81614303588867
87,2019-06-10 00:00:00-04:00,35.799495697021484
88,2019-06-11 00:00:00-04:00,35.57481002807617
89,2019-06-12 00:00:00-04:00,36.09074783325195
90,2019-06-13 00:00:00-04:00,36.07410430908203
91,2019-06-14 00:00:00-04:00,36.59003448486328
92,2019-06-17 00:00:00-04:00,36.365360260009766
