,Unnamed: 0,Date,CTVA
0,0,2019-05-24,27.25494956970215
1,1,2019-05-28,27.034093856811523
2,2,2019-05-29,26.785043716430664
3,3,2019-05-30,27.066991806030277
4,4,2019-05-31,25.347108840942383
5,5,2019-06-03,23.317081451416016
6,6,2019-06-04,26.08017349243164
7,7,2019-06-05,26.32452964782715
8,8,2019-06-06,25.28131866455078
9,9,2019-06-07,24.726821899414062
10,10,2019-06-10,23.78699493408203
11,11,2019-06-11,23.448659896850582
12,12,2019-06-12,23.561437606811523
13,13,2019-06-13,23.46745491027832
14,14,2019-06-14,23.674217224121094
15,15,2019-06-17,24.388486862182617
16,16,2019-06-18,25.657251358032227
17,17,2019-06-19,25.51627540588379
18,18,2019-06-20,25.525671005249023
19,19,2019-06-21,25.572662353515625
20,20,2019-06-24,26.32452964782715
21,21,2019-06-25,26.004981994628903
22,22,2019-06-26,27.499313354492188
23,23,2019-06-27,27.7906551361084
24,24,2019-06-28,27.7906551361084
25,25,2019-07-01,27.8940372467041
26,26,2019-07-02,27.245555877685547
27,27,2019-07-03,27.066991806030277
28,28,2019-07-05,26.916614532470703
29,29,2019-07-08,26.09897232055664
30,30,2019-07-09,25.365901947021484
31,31,2019-07-10,24.905391693115234
32,32,2019-07-11,24.839599609375
33,33,2019-07-12,25.9392032623291
34,34,2019-07-15,26.39031791687012
35,35,2019-07-16,26.183557510375977
36,36,2019-07-17,25.26252174377441
37,37,2019-07-18,25.046363830566406
38,38,2019-07-19,25.74183464050293
39,39,2019-07-22,26.08957290649414
40,40,2019-07-23,26.427907943725582
41,41,2019-07-24,26.615873336791992
42,42,2019-07-25,26.333925247192383
43,43,2019-07-26,26.766244888305664
44,44,2019-07-29,27.04819679260254
45,45,2019-07-30,27.50135612487793
46,46,2019-07-31,27.85067367553711
47,47,2019-08-01,29.502826690673828
48,48,2019-08-02,29.701082229614254
49,49,2019-08-05,28.22830390930176
50,50,2019-08-06,28.369916915893555
51,51,2019-08-07,28.926929473876957
52,52,2019-08-08,29.842700958251957
53,53,2019-08-09,29.86157989501953
54,54,2019-08-12,27.97340202331543
55,55,2019-08-13,27.94508171081543
56,56,2019-08-14,26.755525588989254
57,57,2019-08-15,26.83105087280273
58,58,2019-08-16,28.549299240112305
59,59,2019-08-19,28.8608455657959
60,60,2019-08-20,28.568174362182617
61,61,2019-08-21,28.870285034179688
62,62,2019-08-22,28.59650230407715
63,63,2019-08-23,27.42582893371582
64,64,2019-08-26,27.397506713867188
65,65,2019-08-27,27.123722076416016
66,66,2019-08-28,27.53911781311035
67,67,2019-08-29,28.04892921447754
68,68,2019-08-30,27.68073272705078
69,69,2019-09-03,26.651674270629883
70,70,2019-09-04,26.84049224853516
71,71,2019-09-05,26.86881446838379
72,72,2019-09-06,26.8027286529541
73,73,2019-09-09,27.142601013183597
74,74,2019-09-10,26.963228225708008
75,75,2019-09-11,27.633529663085938
76,76,2019-09-12,28.22830390930176
77,77,2019-09-13,28.436004638671875
78,78,2019-09-16,27.756256103515625
79,79,2019-09-17,27.35974502563477
80,80,2019-09-18,27.520238876342773
81,81,2019-09-19,27.51079750061035
82,82,2019-09-20,27.303096771240234
83,83,2019-09-23,27.26533317565918
84,84,2019-09-24,26.661115646362305
85,85,2019-09-25,26.623353958129883
86,86,2019-09-26,26.09465980529785
87,87,2019-09-27,26.245716094970703
88,88,2019-09-30,26.434534072875977
89,89,2019-10-01,26.009695053100582
90,90,2019-10-02,25.433799743652344
91,91,2019-10-03,25.37715148925781
92,92,2019-10-04,24.4425048828125
93,93,2019-10-07,24.546356201171875
94,94,2019-10-08,24.754053115844727
95,95,2019-10-09,24.70685195922852
96,96,2019-10-10,24.291452407836918
97,97,2019-10-11,25.16944694519043
98,98,2019-10-14,24.85790634155273
99,99,2019-10-15,25.20721435546875
100,100,2019-10-16,25.367712020874023
101,101,2019-10-17,25.27330207824707
102,102,2019-10-18,24.584117889404297
103,103,2019-10-21,24.074308395385746
104,104,2019-10-22,24.5274658203125
105,105,2019-10-23,24.17815971374512
106,106,2019-10-24,24.89566802978516
107,107,2019-10-25,25.235538482666016
108,108,2019-10-28,25.27330207824707
109,109,2019-10-29,25.282745361328125
110,110,2019-10-30,25.9436092376709
111,111,2019-10-31,24.90510368347168
112,112,2019-11-01,24.71628761291504
113,113,2019-11-04,24.300886154174805
114,114,2019-11-05,24.225360870361328
115,115,2019-11-06,24.66908836364746
116,116,2019-11-07,24.687965393066406
117,117,2019-11-08,24.73517227172852
118,118,2019-11-11,25.24498176574707
119,119,2019-11-12,25.226093292236328
120,120,2019-11-13,24.282007217407227
121,121,2019-11-14,24.90510368347168
122,122,2019-11-15,24.05542755126953
123,123,2019-11-18,24.05542755126953
124,124,2019-11-19,24.263126373291016
125,125,2019-11-20,23.58338165283203
126,126,2019-11-21,23.70611572265625
127,127,2019-11-22,24.1120719909668
128,128,2019-11-25,24.48026657104492
129,129,2019-11-26,24.43305778503418
130,130,2019-11-27,24.717716217041016
131,131,2019-11-29,24.68925666809082
132,132,2019-12-02,23.89221954345703
133,133,2019-12-03,23.38932037353516
134,134,2019-12-04,23.56960678100586
135,135,2019-12-05,23.550626754760746
136,136,2019-12-06,23.96812438964844
137,137,2019-12-09,24.45204162597656
138,138,2019-12-10,24.54692649841309
139,139,2019-12-11,24.86005210876465
140,140,2019-12-12,25.600154876708984
141,141,2019-12-13,25.13521194458008
