,Unnamed: 0,Date,PTC
0,0,2019-02-05,87.72000122070312
1,1,2019-02-06,86.88999938964844
2,2,2019-02-07,86.45999908447266
3,3,2019-02-08,87.26000213623047
4,4,2019-02-11,87.80999755859375
5,5,2019-02-12,89.0
6,6,2019-02-13,90.3499984741211
7,7,2019-02-14,90.98999786376952
8,8,2019-02-15,91.93000030517578
9,9,2019-02-19,92.62000274658205
10,10,2019-02-20,91.83000183105467
11,11,2019-02-21,91.6999969482422
12,12,2019-02-22,92.9800033569336
13,13,2019-02-25,93.1999969482422
14,14,2019-02-26,93.0999984741211
15,15,2019-02-27,93.52999877929688
16,16,2019-02-28,92.81999969482422
17,17,2019-03-01,93.62000274658205
18,18,2019-03-04,91.2699966430664
19,19,2019-03-05,90.61000061035156
20,20,2019-03-06,89.95999908447266
21,21,2019-03-07,89.63999938964844
22,22,2019-03-08,88.45999908447266
23,23,2019-03-11,90.41999816894533
24,24,2019-03-12,90.1999969482422
25,25,2019-03-13,91.26000213623048
26,26,2019-03-14,91.66000366210938
27,27,2019-03-15,91.1999969482422
28,28,2019-03-18,91.83000183105467
29,29,2019-03-19,92.5999984741211
30,30,2019-03-20,92.9800033569336
31,31,2019-03-21,94.95999908447266
32,32,2019-03-22,93.12000274658205
33,33,2019-03-25,92.01000213623048
34,34,2019-03-26,92.72000122070312
35,35,2019-03-27,90.04000091552734
36,36,2019-03-28,90.37999725341795
37,37,2019-03-29,92.18000030517578
38,38,2019-04-01,94.95999908447266
39,39,2019-04-02,95.01000213623048
40,40,2019-04-03,95.20999908447266
41,41,2019-04-04,93.69000244140624
42,42,2019-04-05,94.16000366210938
43,43,2019-04-08,94.2699966430664
44,44,2019-04-09,94.0999984741211
45,45,2019-04-10,95.18000030517578
46,46,2019-04-11,97.06999969482422
47,47,2019-04-12,98.58999633789062
48,48,2019-04-15,97.98999786376952
49,49,2019-04-16,97.33000183105467
50,50,2019-04-17,96.2300033569336
51,51,2019-04-18,97.5999984741211
52,52,2019-04-22,99.4800033569336
53,53,2019-04-23,100.81999969482422
54,54,2019-04-24,101.88999938964844
55,55,2019-04-25,90.83000183105467
56,56,2019-04-26,92.18000030517578
57,57,2019-04-29,90.98999786376952
58,58,2019-04-30,90.47000122070312
59,59,2019-05-01,87.93000030517578
60,60,2019-05-02,87.87000274658203
61,61,2019-05-03,88.41999816894531
62,62,2019-05-06,88.29000091552734
63,63,2019-05-07,86.37000274658203
64,64,2019-05-08,86.4800033569336
65,65,2019-05-09,86.33000183105469
66,66,2019-05-10,87.55999755859375
67,67,2019-05-13,83.93000030517578
68,68,2019-05-14,85.45999908447266
69,69,2019-05-15,87.06999969482422
70,70,2019-05-16,88.55000305175781
71,71,2019-05-17,86.83999633789062
72,72,2019-05-20,83.8499984741211
73,73,2019-05-21,85.33000183105469
74,74,2019-05-22,86.5199966430664
75,75,2019-05-23,84.7699966430664
76,76,2019-05-24,85.44000244140625
77,77,2019-05-28,86.4000015258789
78,78,2019-05-29,84.62999725341797
79,79,2019-05-30,85.44000244140625
80,80,2019-05-31,84.05999755859375
81,81,2019-06-03,80.86000061035156
82,82,2019-06-04,84.26000213623047
83,83,2019-06-05,85.98999786376953
84,84,2019-06-06,87.13999938964844
85,85,2019-06-07,88.76000213623047
86,86,2019-06-10,90.7699966430664
87,87,2019-06-11,88.31999969482422
88,88,2019-06-12,87.47000122070312
89,89,2019-06-13,86.31999969482422
90,90,2019-06-14,83.9000015258789
91,91,2019-06-17,84.45999908447266
92,92,2019-06-18,86.55000305175781
93,93,2019-06-19,87.95999908447266
94,94,2019-06-20,89.48999786376953
95,95,2019-06-21,88.8499984741211
96,96,2019-06-24,88.69999694824219
97,97,2019-06-25,86.05999755859375
98,98,2019-06-26,87.25
99,99,2019-06-27,87.70999908447266
100,100,2019-06-28,89.76000213623047
101,101,2019-07-01,90.66999816894533
102,102,2019-07-02,90.97000122070312
103,103,2019-07-03,92.97000122070312
104,104,2019-07-05,92.83000183105467
105,105,2019-07-08,90.7699966430664
106,106,2019-07-09,89.56999969482422
107,107,2019-07-10,91.05999755859376
108,108,2019-07-11,90.18000030517578
109,109,2019-07-12,91.06999969482422
110,110,2019-07-15,90.41999816894533
111,111,2019-07-16,89.5
112,112,2019-07-17,89.62999725341797
113,113,2019-07-18,88.4800033569336
114,114,2019-07-19,87.98999786376953
115,115,2019-07-22,89.70999908447266
116,116,2019-07-23,90.5999984741211
117,117,2019-07-24,91.5999984741211
118,118,2019-07-25,72.9000015258789
119,119,2019-07-26,73.36000061035156
120,120,2019-07-29,70.47000122070312
121,121,2019-07-30,69.05999755859375
122,122,2019-07-31,67.77999877929688
123,123,2019-08-01,67.80999755859375
124,124,2019-08-02,67.2699966430664
125,125,2019-08-05,64.83000183105469
