,Unnamed: 0,Date,LH
0,0,2019-02-05,119.01399230957033
1,1,2019-02-06,118.45207214355467
2,2,2019-02-07,123.66854095458984
3,3,2019-02-08,121.4628677368164
4,4,2019-02-11,121.0099868774414
5,5,2019-02-12,122.93888854980467
6,6,2019-02-13,123.44210052490234
7,7,2019-02-14,123.08148193359376
8,8,2019-02-15,125.94129180908205
9,9,2019-02-19,125.62261199951172
10,10,2019-02-20,125.58905029296876
11,11,2019-02-21,124.38978576660156
12,12,2019-02-22,124.7587890625
13,13,2019-02-25,123.35822296142578
14,14,2019-02-26,123.21566772460938
15,15,2019-02-27,123.38339233398438
16,16,2019-02-28,124.32267761230467
17,17,2019-03-01,124.73363494873048
18,18,2019-03-04,123.29952239990234
19,19,2019-03-05,123.59304809570312
20,20,2019-03-06,121.78156280517578
21,21,2019-03-07,122.28474426269533
22,22,2019-03-08,122.8718032836914
23,23,2019-03-11,124.96844482421876
24,24,2019-03-12,126.98123168945312
25,25,2019-03-13,129.93331909179688
26,26,2019-03-14,128.16375732421875
27,27,2019-03-15,129.45526123046875
28,28,2019-03-18,129.89976501464844
29,29,2019-03-19,130.79714965820312
30,30,2019-03-20,129.24560546875
31,31,2019-03-21,131.082275390625
32,32,2019-03-22,129.4217071533203
33,33,2019-03-25,128.24761962890625
34,34,2019-03-26,126.75479888916016
35,35,2019-03-27,126.56189727783205
36,36,2019-03-28,126.31867980957033
37,37,2019-03-29,128.29794311523438
38,38,2019-04-01,129.81588745117188
39,39,2019-04-02,132.15574645996094
40,40,2019-04-03,131.40097045898438
41,41,2019-04-04,132.04673767089844
42,42,2019-04-05,133.3298797607422
43,43,2019-04-08,133.1537628173828
44,44,2019-04-09,132.20606994628906
45,45,2019-04-10,133.85821533203125
46,46,2019-04-11,132.3989715576172
47,47,2019-04-12,132.04673767089844
48,48,2019-04-15,133.40536499023438
49,49,2019-04-16,127.98763275146484
50,50,2019-04-17,120.90095520019533
51,51,2019-04-18,121.7899398803711
52,52,2019-04-22,120.97643280029295
53,53,2019-04-23,126.88058471679688
54,54,2019-04-24,129.11981201171875
55,55,2019-04-25,129.75718688964844
56,56,2019-04-26,129.67333984375
57,57,2019-04-29,130.39459228515625
58,58,2019-04-30,134.1182098388672
59,59,2019-05-01,135.1581268310547
60,60,2019-05-02,138.9069366455078
61,61,2019-05-03,138.336669921875
62,62,2019-05-06,138.7476043701172
63,63,2019-05-07,136.04714965820312
64,64,2019-05-08,137.12060546875
65,65,2019-05-09,139.15016174316406
66,66,2019-05-10,139.50241088867188
67,67,2019-05-13,135.87937927246094
68,68,2019-05-14,136.97802734375
69,69,2019-05-15,138.68051147460938
70,70,2019-05-16,138.37020874023438
71,71,2019-05-17,137.88377380371094
72,72,2019-05-20,138.8734130859375
73,73,2019-05-21,139.52757263183594
74,74,2019-05-22,140.4416961669922
75,75,2019-05-23,139.4185333251953
76,76,2019-05-24,139.88816833496094
77,77,2019-05-28,138.58827209472656
78,78,2019-05-29,137.28836059570312
79,79,2019-05-30,137.0115966796875
80,80,2019-05-31,136.37420654296875
81,81,2019-06-03,137.27157592773438
82,82,2019-06-04,139.57789611816406
83,83,2019-06-05,139.92172241210938
84,84,2019-06-06,140.2488250732422
85,85,2019-06-07,140.0391387939453
86,86,2019-06-10,140.4249267578125
87,87,2019-06-11,139.72882080078125
88,88,2019-06-12,139.61141967773438
89,89,2019-06-13,140.9029541015625
90,90,2019-06-14,139.5443115234375
91,91,2019-06-17,139.32627868652344
92,92,2019-06-18,139.29273986816406
93,93,2019-06-19,142.15257263183594
94,94,2019-06-20,140.88619995117188
95,95,2019-06-21,143.24282836914062
96,96,2019-06-24,142.0015869140625
97,97,2019-06-25,142.07708740234375
98,98,2019-06-26,141.03717041015625
99,99,2019-06-27,143.38539123535156
100,100,2019-06-28,145.00399780273438
101,101,2019-07-01,146.7903594970703
102,102,2019-07-02,147.7548065185547
103,103,2019-07-03,147.78834533691406
104,104,2019-07-05,149.09664916992188
105,105,2019-07-08,147.50320434570312
106,106,2019-07-09,146.51358032226562
107,107,2019-07-10,146.18650817871094
108,108,2019-07-11,146.7232666015625
109,109,2019-07-12,147.142578125
110,110,2019-07-15,146.42971801757812
111,111,2019-07-16,146.80709838867188
112,112,2019-07-17,145.81748962402344
113,113,2019-07-18,146.74002075195312
114,114,2019-07-19,145.28915405273438
115,115,2019-07-22,144.37498474121094
116,116,2019-07-23,147.5786895751953
117,117,2019-07-24,149.36502075195312
118,118,2019-07-25,144.05630493164062
119,119,2019-07-26,139.66175842285156
120,120,2019-07-29,140.30752563476562
121,121,2019-07-30,143.09181213378906
122,122,2019-07-31,140.4920196533203
123,123,2019-08-01,139.21725463867188
124,124,2019-08-02,138.18568420410156
125,125,2019-08-05,133.99241638183594
126,126,2019-08-06,135.56910705566406
127,127,2019-08-07,135.80392456054688
128,128,2019-08-08,137.90896606445312
129,129,2019-08-09,138.3282928466797
130,130,2019-08-12,137.47283935546875
131,131,2019-08-13,139.38497924804688
132,132,2019-08-14,137.22964477539062
133,133,2019-08-15,137.22964477539062
134,134,2019-08-16,139.3430633544922
135,135,2019-08-19,141.41453552246094
136,136,2019-08-20,140.06431579589844
137,137,2019-08-21,141.38101196289062
138,138,2019-08-22,140.84425354003906
139,139,2019-08-23,139.09983825683594
140,140,2019-08-26,138.5631103515625
141,141,2019-08-27,137.48121643066406
142,142,2019-08-28,137.7244415283203
143,143,2019-08-29,140.76876831054688
144,144,2019-08-30,140.5255584716797
145,145,2019-09-03,140.5507354736328
146,146,2019-09-04,141.0539093017578
147,147,2019-09-05,142.9828338623047
148,148,2019-09-06,145.02915954589844
149,149,2019-09-09,144.65176391601562
150,150,2019-09-10,146.0271453857422
151,151,2019-09-11,146.0607147216797
152,152,2019-09-12,144.92013549804688
153,153,2019-09-13,144.517578125
154,154,2019-09-16,144.8782196044922
155,155,2019-09-17,143.72921752929688
156,156,2019-09-18,143.62020874023438
157,157,2019-09-19,143.5028076171875
158,158,2019-09-20,144.827880859375
159,159,2019-09-23,144.31629943847656
160,160,2019-09-24,142.9324951171875
161,161,2019-09-25,140.85263061523438
162,162,2019-09-26,140.055908203125
163,163,2019-09-27,138.73922729492188
164,164,2019-09-30,140.8945770263672
