,Unnamed: 0,Date,MO
0,0,2019-02-05,33.130821228027344
1,1,2019-02-06,33.28619384765625
2,2,2019-02-07,32.91462707519531
3,3,2019-02-08,32.99569320678711
4,4,2019-02-11,33.029476165771484
5,5,2019-02-12,33.549678802490234
6,6,2019-02-13,33.10379409790039
7,7,2019-02-14,33.1983757019043
8,8,2019-02-15,32.928131103515625
9,9,2019-02-19,33.09703826904297
10,10,2019-02-20,34.12392807006836
11,11,2019-02-21,34.02935028076172
12,12,2019-02-22,34.792755126953125
13,13,2019-02-25,35.022457122802734
14,14,2019-02-26,35.1981086730957
15,15,2019-02-27,35.34674072265625
16,16,2019-02-28,35.40754318237305
17,17,2019-03-01,35.637237548828125
18,18,2019-03-04,35.44132232666016
19,19,2019-03-05,35.725067138671875
20,20,2019-03-06,36.934364318847656
21,21,2019-03-07,36.98165893554688
22,22,2019-03-08,37.40727615356445
23,23,2019-03-11,37.83965301513672
24,24,2019-03-12,37.66400909423828
25,25,2019-03-13,37.92073440551758
26,26,2019-03-14,38.1031379699707
27,27,2019-03-15,38.33959197998047
28,28,2019-03-18,38.71116638183594
29,29,2019-03-19,37.83965301513672
30,30,2019-03-20,37.64373779296875
31,31,2019-03-21,38.46119689941406
32,32,2019-03-22,38.31729507446289
33,33,2019-03-25,38.74899291992188
34,34,2019-03-26,39.07788848876953
35,35,2019-03-27,38.57769012451172
36,36,2019-03-28,38.85176467895508
37,37,2019-03-29,39.35197830200195
38,38,2019-04-01,39.55753707885742
39,39,2019-04-02,38.84491729736328
40,40,2019-04-03,36.98797607421875
41,41,2019-04-04,37.41281509399414
42,42,2019-04-05,37.52930450439453
43,43,2019-04-08,37.87876892089844
44,44,2019-04-09,37.76227951049805
45,45,2019-04-10,37.97468948364258
46,46,2019-04-11,38.35841369628906
47,47,2019-04-12,38.75584030151367
48,48,2019-04-15,39.0162239074707
49,49,2019-04-16,38.63935089111328
50,50,2019-04-17,38.495452880859375
51,51,2019-04-18,37.25521087646485
52,52,2019-04-22,37.41967010498047
53,53,2019-04-23,37.56356430053711
54,54,2019-04-24,37.48818588256836
55,55,2019-04-25,35.22697830200195
56,56,2019-04-26,36.172584533691406
57,57,2019-04-29,36.66593170166016
58,58,2019-04-30,37.22780227661133
59,59,2019-05-01,36.58370590209961
60,60,2019-05-02,36.42610931396485
61,61,2019-05-03,36.83723449707031
62,62,2019-05-06,36.67963790893555
63,63,2019-05-07,36.27535629272461
64,64,2019-05-08,35.60383605957031
65,65,2019-05-09,35.62440490722656
66,66,2019-05-10,35.70662307739258
67,67,2019-05-13,35.247528076171875
68,68,2019-05-14,35.55588150024414
69,69,2019-05-15,35.720333099365234
70,70,2019-05-16,35.65181350708008
71,71,2019-05-17,35.87107849121094
72,72,2019-05-20,35.85737609863281
73,73,2019-05-21,35.54217529296875
74,74,2019-05-22,36.19999313354492
75,75,2019-05-23,36.186279296875
76,76,2019-05-24,35.90533447265625
77,77,2019-05-28,34.17173767089844
78,78,2019-05-29,34.39100646972656
79,79,2019-05-30,34.40470886230469
80,80,2019-05-31,33.61671447753906
81,81,2019-06-03,34.329341888427734
82,82,2019-06-04,34.54861068725586
83,83,2019-06-05,34.04840087890625
84,84,2019-06-06,34.77473068237305
85,85,2019-06-07,35.206417083740234
86,86,2019-06-10,35.089927673339844
87,87,2019-06-11,35.734031677246094
88,88,2019-06-12,35.35031509399414
89,89,2019-06-13,35.64263916015625
90,90,2019-06-14,35.39903259277344
91,91,2019-06-17,35.39903259277344
92,92,2019-06-18,34.88397979736328
93,93,2019-06-19,34.730865478515625
94,94,2019-06-20,34.98143005371094
95,95,2019-06-21,33.408447265625
96,96,2019-06-24,33.74949645996094
97,97,2019-06-25,33.95133590698242
98,98,2019-06-26,33.3666877746582
99,99,2019-06-27,33.33884811401367
100,100,2019-06-28,32.95603942871094
101,101,2019-07-01,33.19268035888672
102,102,2019-07-02,33.8260498046875
103,103,2019-07-03,34.2366943359375
104,104,2019-07-05,33.95133590698242
105,105,2019-07-08,34.16014099121094
106,106,2019-07-09,33.652042388916016
107,107,2019-07-10,34.10445785522461
108,108,2019-07-11,34.28542709350586
109,109,2019-07-12,34.45246505737305
110,110,2019-07-15,34.48030090332031
111,111,2019-07-16,34.38982391357422
112,112,2019-07-17,34.417667388916016
113,113,2019-07-18,35.16934585571289
114,114,2019-07-19,35.16934585571289
115,115,2019-07-22,34.57078170776367
116,116,2019-07-23,34.82830810546875
117,117,2019-07-24,34.647342681884766
118,118,2019-07-25,34.515106201171875
119,119,2019-07-26,34.70301818847656
120,120,2019-07-29,35.0162239074707
121,121,2019-07-30,33.75645065307617
122,122,2019-07-31,32.761165618896484
123,123,2019-08-01,33.324928283691406
124,124,2019-08-02,33.3597297668457
125,125,2019-08-05,32.46883773803711
126,126,2019-08-06,32.12778854370117
127,127,2019-08-07,32.176513671875
128,128,2019-08-08,32.36442947387695
129,129,2019-08-09,32.12778854370117
130,130,2019-08-12,32.00250244140625
131,131,2019-08-13,32.559322357177734
132,132,2019-08-14,31.92594146728516
133,133,2019-08-15,31.661466598510746
134,134,2019-08-16,32.35050964355469
135,135,2019-08-19,32.50363540649414
