,Unnamed: 0,Date,HRL
0,0,2019-02-05,37.58187103271485
1,1,2019-02-06,37.53730392456055
2,2,2019-02-07,37.86712646484375
3,3,2019-02-08,38.27717208862305
4,4,2019-02-11,38.4554557800293
5,5,2019-02-12,39.01704788208008
6,6,2019-02-13,38.7763671875
7,7,2019-02-14,38.37522888183594
8,8,2019-02-15,38.50894165039063
9,9,2019-02-19,38.598087310791016
10,10,2019-02-20,38.446537017822266
11,11,2019-02-21,37.43033981323242
12,12,2019-02-22,38.25042724609375
13,13,2019-02-25,37.91169738769531
14,14,2019-02-26,37.59078598022461
15,15,2019-02-27,38.25042724609375
16,16,2019-02-28,38.65157318115234
17,17,2019-03-01,38.67831039428711
18,18,2019-03-04,38.34848785400391
19,19,2019-03-05,38.76744842529297
20,20,2019-03-06,38.74962615966797
21,21,2019-03-07,38.72286987304688
22,22,2019-03-08,38.32174301147461
23,23,2019-03-11,38.28608703613281
24,24,2019-03-12,37.80472946166992
25,25,2019-03-13,38.14345932006836
26,26,2019-03-14,38.063236236572266
27,27,2019-03-15,37.93844223022461
28,28,2019-03-18,37.92952346801758
29,29,2019-03-19,37.90278244018555
30,30,2019-03-20,37.706668853759766
31,31,2019-03-21,38.4287109375
32,32,2019-03-22,38.85659408569336
33,33,2019-03-25,39.28447341918945
34,34,2019-03-26,39.56081008911133
35,35,2019-03-27,39.1775016784668
36,36,2019-03-28,39.58755111694336
37,37,2019-03-29,39.8995475769043
38,38,2019-04-01,39.02595901489258
39,39,2019-04-02,38.4019775390625
40,40,2019-04-03,37.37684631347656
41,41,2019-04-04,37.06485748291016
42,42,2019-04-05,37.37684631347656
43,43,2019-04-08,37.72450256347656
44,44,2019-04-09,37.21639251708984
45,45,2019-04-10,37.21639251708984
46,46,2019-04-11,37.04702377319336
47,47,2019-04-12,36.86783599853516
48,48,2019-04-15,36.82304000854492
49,49,2019-04-16,36.53634262084961
50,50,2019-04-17,36.48259735107422
51,51,2019-04-18,36.18692398071289
52,52,2019-04-22,36.22276306152344
53,53,2019-04-23,35.15660095214844
54,54,2019-04-24,35.66728210449219
55,55,2019-04-25,35.532894134521484
56,56,2019-04-26,35.78375625610352
57,57,2019-04-29,35.380592346191406
58,58,2019-04-30,35.78375625610352
59,59,2019-05-01,34.98637390136719
60,60,2019-05-02,35.568729400634766
61,61,2019-05-03,35.550804138183594
62,62,2019-05-06,35.29994583129883
63,63,2019-05-07,34.762386322021484
64,64,2019-05-08,35.23723602294922
65,65,2019-05-09,35.39850616455078
66,66,2019-05-10,35.71207427978516
67,67,2019-05-13,35.461219787597656
68,68,2019-05-14,35.30891036987305
69,69,2019-05-15,35.44329833984375
70,70,2019-05-16,35.67624282836914
71,71,2019-05-17,35.64936065673828
72,72,2019-05-20,35.586639404296875
73,73,2019-05-21,35.67624282836914
74,74,2019-05-22,35.380592346191406
75,75,2019-05-23,35.058048248291016
76,76,2019-05-24,36.07941055297852
77,77,2019-05-28,34.81614685058594
78,78,2019-05-29,35.1386833190918
79,79,2019-05-30,35.49706268310547
80,80,2019-05-31,35.380592346191406
81,81,2019-06-03,36.21380233764648
82,82,2019-06-04,36.15109252929688
83,83,2019-06-05,37.1097412109375
84,84,2019-06-06,37.172454833984375
85,85,2019-06-07,37.67418670654297
86,86,2019-06-10,37.15453720092773
87,87,2019-06-11,37.48603439331055
88,88,2019-06-12,37.226219177246094
89,89,2019-06-13,37.40540313720703
90,90,2019-06-14,37.11869812011719
91,91,2019-06-17,36.69761657714844
92,92,2019-06-18,36.61697769165039
93,93,2019-06-19,36.89472198486328
94,94,2019-06-20,37.23517227172852
95,95,2019-06-21,37.10078811645508
96,96,2019-06-24,37.75481796264648
97,97,2019-06-25,36.28548049926758
98,98,2019-06-26,35.953975677490234
99,99,2019-06-27,36.07941055297852
100,100,2019-06-28,36.32131576538086
101,101,2019-07-01,36.65281677246094
102,102,2019-07-02,36.91263198852539
103,103,2019-07-03,37.42331314086914
104,104,2019-07-05,37.18141555786133
105,105,2019-07-08,37.06494140625
106,106,2019-07-09,36.89472198486328
107,107,2019-07-10,37.002227783203125
108,108,2019-07-11,36.93054962158203
109,109,2019-07-12,36.93054962158203
110,110,2019-07-15,37.13768005371094
111,111,2019-07-16,37.128665924072266
112,112,2019-07-17,37.101654052734375
113,113,2019-07-18,37.63297271728516
114,114,2019-07-19,37.15568542480469
115,115,2019-07-22,37.24573516845703
116,116,2019-07-23,37.0566291809082
117,117,2019-07-24,36.390235900878906
118,118,2019-07-25,36.76846694946289
119,119,2019-07-26,37.26375198364258
120,120,2019-07-29,37.317779541015625
121,121,2019-07-30,37.48888397216797
122,122,2019-07-31,36.91254425048828
123,123,2019-08-01,37.128665924072266
124,124,2019-08-02,37.24573516845703
125,125,2019-08-05,36.678409576416016
126,126,2019-08-06,36.489295959472656
127,127,2019-08-07,36.82249450683594
128,128,2019-08-08,37.62395477294922
129,129,2019-08-09,37.5609245300293
130,130,2019-08-12,37.66899108886719
131,131,2019-08-13,37.63297271728516
132,132,2019-08-14,36.642391204833984
133,133,2019-08-15,37.27275085449219
134,134,2019-08-16,37.326786041259766
135,135,2019-08-19,37.110652923583984
136,136,2019-08-20,36.83150100708008
137,137,2019-08-21,36.8945426940918
138,138,2019-08-22,38.67757415771485
139,139,2019-08-23,37.82208633422852
140,140,2019-08-26,38.389404296875
141,141,2019-08-27,38.19129180908203
142,142,2019-08-28,38.09223175048828
143,143,2019-08-29,38.22731399536133
144,144,2019-08-30,38.371395111083984
145,145,2019-09-03,38.57851409912109
146,146,2019-09-04,38.299354553222656
147,147,2019-09-05,38.317359924316406
148,148,2019-09-06,38.36238479614258
149,149,2019-09-09,38.64155197143555
150,150,2019-09-10,39.32596206665039
151,151,2019-09-11,40.10940933227539
152,152,2019-09-12,39.62312698364258
153,153,2019-09-13,38.70458221435547
154,154,2019-09-16,38.56951904296875
155,155,2019-09-17,38.87568664550781
156,156,2019-09-18,38.68658065795898
157,157,2019-09-19,38.68658065795898
158,158,2019-09-20,38.6685676574707
159,159,2019-09-23,38.36238479614258
160,160,2019-09-24,38.68658065795898
161,161,2019-09-25,38.99276351928711
162,162,2019-09-26,39.20888900756836
163,163,2019-09-27,39.20888900756836
164,164,2019-09-30,39.379981994628906
165,165,2019-10-01,39.28092193603516
166,166,2019-10-02,38.488468170166016
167,167,2019-10-03,38.76762771606445
168,168,2019-10-04,39.38898468017578
169,169,2019-10-07,39.35297393798828
170,170,2019-10-08,38.79465103149414
171,171,2019-10-09,38.57851409912109
172,172,2019-10-10,37.524898529052734
173,173,2019-10-11,37.06562805175781
174,174,2019-10-14,36.8945426940918
175,175,2019-10-15,36.93054962158203
176,176,2019-10-16,36.52532196044922
177,177,2019-10-17,36.79547882080078
178,178,2019-10-18,36.94030380249024
179,179,2019-10-21,36.78642272949219
180,180,2019-10-22,36.68685531616211
181,181,2019-10-23,36.91315078735352
182,182,2019-10-24,36.9946174621582
183,183,2019-10-25,36.72306823730469
184,184,2019-10-28,36.65065002441406
185,185,2019-10-29,36.96746826171875
186,186,2019-10-30,37.012725830078125
187,187,2019-10-31,37.012725830078125
188,188,2019-11-01,37.34763717651367
189,189,2019-11-04,37.72780990600586
190,190,2019-11-05,37.67349624633789
191,191,2019-11-06,37.655391693115234
192,192,2019-11-07,37.68254852294922
193,193,2019-11-08,37.99031448364258
194,194,2019-11-11,37.67349624633789
195,195,2019-11-12,37.81832504272461
196,196,2019-11-13,38.15324401855469
197,197,2019-11-14,38.22565841674805
198,198,2019-11-15,38.3614387512207
199,199,2019-11-18,38.6601448059082
200,200,2019-11-19,38.68730545043945
201,201,2019-11-20,38.78685760498047
202,202,2019-11-21,38.66920471191406
203,203,2019-11-22,38.298072814941406
204,204,2019-11-25,38.70539855957031
205,205,2019-11-26,40.08127212524414
206,206,2019-11-27,40.6243782043457
207,207,2019-11-29,40.30756759643555
208,208,2019-12-02,41.12222671508789
209,209,2019-12-03,41.221797943115234
210,210,2019-12-04,40.95928955078125
211,211,2019-12-05,41.42094039916992
212,212,2019-12-06,41.0407600402832
213,213,2019-12-09,41.058868408203125
214,214,2019-12-10,41.27610778808594
215,215,2019-12-11,41.23989868164063
216,216,2019-12-12,41.0498161315918
217,217,2019-12-13,40.642486572265625
218,218,2019-12-16,40.615325927734375
219,219,2019-12-17,40.28041076660156
220,220,2019-12-18,40.2079963684082
221,221,2019-12-19,40.46144485473633
222,222,2019-12-20,40.6968002319336
223,223,2019-12-23,41.09506988525391
224,224,2019-12-24,41.0498161315918
225,225,2019-12-26,41.00455474853516
226,226,2019-12-27,40.96833801269531
227,227,2019-12-30,40.73300552368164
228,228,2019-12-31,40.83256912231445
229,229,2020-01-02,40.108428955078125
230,230,2020-01-03,40.05411911010742
231,231,2020-01-06,40.072227478027344
232,232,2020-01-07,40.31661987304688
233,233,2020-01-08,40.36187362670898
234,234,2020-01-09,40.27136993408203
235,235,2020-01-10,40.85646057128906
236,236,2020-01-13,41.76639938354492
237,237,2020-01-14,41.35691833496094
238,238,2020-01-15,41.22042846679688
239,239,2020-01-16,41.875587463378906
240,240,2020-01-17,42.13037109375
241,241,2020-01-21,42.72184371948242
242,242,2020-01-22,42.37605285644531
