,Unnamed: 0,Date,PFE
0,0,2019-02-05,32.7939567565918
1,1,2019-02-06,32.96528244018555
2,2,2019-02-07,32.47466278076172
3,3,2019-02-08,32.887413024902344
4,4,2019-02-11,32.45909881591797
5,5,2019-02-12,32.607051849365234
6,6,2019-02-13,32.47466278076172
7,7,2019-02-14,32.684932708740234
8,8,2019-02-15,33.019798278808594
9,9,2019-02-19,33.17555236816406
10,10,2019-02-20,32.864051818847656
11,11,2019-02-21,32.81731414794922
12,12,2019-02-22,33.455909729003906
13,13,2019-02-25,33.54936599731445
14,14,2019-02-26,33.50264358520508
15,15,2019-02-27,33.43254852294922
16,16,2019-02-28,33.759639739990234
17,17,2019-03-01,33.767425537109375
18,18,2019-03-04,33.54156875610352
19,19,2019-03-05,33.40140151977539
20,20,2019-03-06,32.59926986694336
21,21,2019-03-07,32.23324966430664
22,22,2019-03-08,31.843860626220703
23,23,2019-03-11,32.31891250610352
24,24,2019-03-12,32.498023986816406
25,25,2019-03-13,32.71607971191406
26,26,2019-03-14,32.07749557495117
27,27,2019-03-15,32.536964416503906
28,28,2019-03-18,32.56032943725586
29,29,2019-03-19,32.94192886352539
30,30,2019-03-20,32.84068298339844
31,31,2019-03-21,32.98086929321289
32,32,2019-03-22,32.59148025512695
33,33,2019-03-25,32.62262344360352
34,34,2019-03-26,33.03538131713867
35,35,2019-03-27,32.723873138427734
36,36,2019-03-28,32.93413543701172
37,37,2019-03-29,33.074310302734375
38,38,2019-04-01,33.36246490478516
39,39,2019-04-02,33.416969299316406
40,40,2019-04-03,33.36246490478516
41,41,2019-04-04,33.28458404541016
42,42,2019-04-05,33.479270935058594
43,43,2019-04-08,33.59608840942383
44,44,2019-04-09,33.36246490478516
45,45,2019-04-10,33.276798248291016
46,46,2019-04-11,32.9185676574707
47,47,2019-04-12,32.482452392578125
48,48,2019-04-15,32.77838134765625
49,49,2019-04-16,31.867218017578125
50,50,2019-04-17,31.057296752929688
51,51,2019-04-18,30.66792869567871
52,52,2019-04-22,30.356409072875977
53,53,2019-04-23,30.699073791503903
54,54,2019-04-24,30.660125732421875
55,55,2019-04-25,30.84703826904297
56,56,2019-04-26,31.12738800048828
57,57,2019-04-29,30.831457138061523
58,58,2019-04-30,31.625804901123047
59,59,2019-05-01,31.750411987304688
60,60,2019-05-02,31.937318801879883
61,61,2019-05-03,32.23324966430664
62,62,2019-05-06,32.43571853637695
63,63,2019-05-07,31.79714012145996
64,64,2019-05-08,31.89058303833008
65,65,2019-05-09,31.92986297607422
66,66,2019-05-10,31.992725372314453
67,67,2019-05-13,31.874879837036133
68,68,2019-05-14,31.94558525085449
69,69,2019-05-15,32.33056640625
70,70,2019-05-16,32.71554946899414
71,71,2019-05-17,32.58198165893555
72,72,2019-05-20,32.67626953125
73,73,2019-05-21,32.739112854003906
74,74,2019-05-22,32.99053955078125
75,75,2019-05-23,32.93553924560547
76,76,2019-05-24,32.959102630615234
77,77,2019-05-28,32.919822692871094
78,78,2019-05-29,32.77839660644531
79,79,2019-05-30,32.919822692871094
80,80,2019-05-31,32.62125778198242
81,81,2019-06-03,32.93553924560547
82,82,2019-06-04,33.17909622192383
83,83,2019-06-05,33.37551498413086
84,84,2019-06-06,33.55622100830078
85,85,2019-06-07,33.72121047973633
86,86,2019-06-10,33.83906173706055
87,87,2019-06-11,33.5247917175293
88,88,2019-06-12,33.846923828125
89,89,2019-06-13,33.3912239074707
90,90,2019-06-14,33.59551239013672
91,91,2019-06-17,33.68979263305664
92,92,2019-06-18,33.83906173706055
93,93,2019-06-19,34.176902770996094
94,94,2019-06-20,34.255470275878906
95,95,2019-06-21,34.310482025146484
96,96,2019-06-24,34.38117599487305
97,97,2019-06-25,34.38117599487305
98,98,2019-06-26,33.776206970214844
99,99,2019-06-27,34.12191390991211
100,100,2019-06-28,34.035484313964844
101,101,2019-07-01,34.3890380859375
102,102,2019-07-02,34.74259567260742
103,103,2019-07-03,34.884010314941406
104,104,2019-07-05,34.506893157958984
105,105,2019-07-08,34.019771575927734
106,106,2019-07-09,34.07476043701172
107,107,2019-07-10,34.61689376831055
108,108,2019-07-11,33.76835632324219
109,109,2019-07-12,33.312652587890625
110,110,2019-07-15,33.587646484375
111,111,2019-07-16,33.66621398925781
112,112,2019-07-17,33.579795837402344
113,113,2019-07-18,33.831199645996094
114,114,2019-07-19,33.603363037109375
115,115,2019-07-22,33.64264297485352
116,116,2019-07-23,33.85478210449219
117,117,2019-07-24,33.6976432800293
118,118,2019-07-25,33.5247917175293
119,119,2019-07-26,33.85478210449219
120,120,2019-07-29,32.56626510620117
121,121,2019-07-30,30.476364135742188
122,122,2019-07-31,30.515649795532227
123,123,2019-08-01,30.33325958251953
124,124,2019-08-02,30.1350040435791
125,125,2019-08-05,29.310253143310547
126,126,2019-08-06,29.302324295043945
127,127,2019-08-07,29.0089054107666
128,128,2019-08-08,29.238880157470703
129,129,2019-08-09,28.826515197753903
130,130,2019-08-12,28.065204620361328
131,131,2019-08-13,27.914527893066406
132,132,2019-08-14,27.15322494506836
133,133,2019-08-15,27.343549728393555
134,134,2019-08-16,27.47836303710937
135,135,2019-08-19,27.898666381835938
136,136,2019-08-20,27.44664192199707
137,137,2019-08-21,27.65283203125
138,138,2019-08-22,27.819360733032227
139,139,2019-08-23,27.23252868652344
140,140,2019-08-26,27.62903594970703
141,141,2019-08-27,27.23252868652344
142,142,2019-08-28,27.819360733032227
143,143,2019-08-29,28.01762580871582
144,144,2019-08-30,28.192087173461918
145,145,2019-09-03,28.64411163330078
146,146,2019-09-04,28.414138793945312
147,147,2019-09-05,28.818574905395508
148,148,2019-09-06,28.945465087890625
149,149,2019-09-09,29.2071590423584
150,150,2019-09-10,29.643325805664062
151,151,2019-09-11,29.66711807250977
152,152,2019-09-12,29.564022064208984
153,153,2019-09-13,29.27060317993164
154,154,2019-09-16,29.2071590423584
155,155,2019-09-17,28.945465087890625
156,156,2019-09-18,28.85029602050781
157,157,2019-09-19,28.953392028808597
158,158,2019-09-20,29.09613800048828
159,159,2019-09-23,28.73927879333496
160,160,2019-09-24,28.5568790435791
161,161,2019-09-25,28.46964454650879
162,162,2019-09-26,28.374483108520508
163,163,2019-09-27,28.72341728210449
164,164,2019-09-30,28.49343681335449
165,165,2019-10-01,28.096923828125
166,166,2019-10-02,27.51801300048828
167,167,2019-10-03,28.11278915405273
168,168,2019-10-04,28.49343681335449
169,169,2019-10-07,28.414138793945312
170,170,2019-10-08,28.096923828125
171,171,2019-10-09,28.303112030029297
172,172,2019-10-10,28.382413864135746
173,173,2019-10-11,28.63618278503418
174,174,2019-10-14,28.786853790283203
175,175,2019-10-15,28.945465087890625
176,176,2019-10-16,28.818574905395508
177,177,2019-10-17,28.91374015808105
178,178,2019-10-18,28.91374015808105
179,179,2019-10-21,28.91374015808105
180,180,2019-10-22,28.889951705932617
181,181,2019-10-23,29.15958023071289
182,182,2019-10-24,28.85822868347168
183,183,2019-10-25,29.15958023071289
184,184,2019-10-28,29.564022064208984
185,185,2019-10-29,30.301536560058597
186,186,2019-10-30,30.515649795532227
187,187,2019-10-31,30.42841911315918
188,188,2019-11-01,30.44429016113281
189,189,2019-11-04,30.15879440307617
190,190,2019-11-05,29.72262954711914
191,191,2019-11-06,29.82572555541992
192,192,2019-11-07,29.553485870361328
193,193,2019-11-08,29.66558074951172
194,194,2019-11-11,29.56950187683105
195,195,2019-11-12,29.601531982421875
196,196,2019-11-13,29.305274963378903
197,197,2019-11-14,29.26523780822754
198,198,2019-11-15,29.849740982055664
199,199,2019-11-18,29.801698684692383
200,200,2019-11-19,30.15400695800781
201,201,2019-11-20,29.66558074951172
202,202,2019-11-21,30.21805953979492
203,203,2019-11-22,30.690467834472656
204,204,2019-11-25,30.97071647644043
205,205,2019-11-26,30.65843963623047
206,206,2019-11-27,30.930667877197266
207,207,2019-11-29,30.84259986877441
208,208,2019-12-02,30.65843963623047
209,209,2019-12-03,30.46628189086914
210,210,2019-12-04,30.538330078125
211,211,2019-12-05,30.45026016235352
212,212,2019-12-06,30.65843963623047
213,213,2019-12-09,30.68246078491211
214,214,2019-12-10,30.81056785583496
215,215,2019-12-11,30.60239601135254
216,216,2019-12-12,30.85861587524414
217,217,2019-12-13,30.690467834472656
218,218,2019-12-16,31.33902359008789
219,219,2019-12-17,31.1468563079834
220,220,2019-12-18,31.13885498046875
221,221,2019-12-19,31.20290946960449
222,222,2019-12-20,31.411088943481445
223,223,2019-12-23,31.483154296875
224,224,2019-12-24,31.459125518798828
225,225,2019-12-26,31.531200408935547
226,226,2019-12-27,31.483154296875
227,227,2019-12-30,31.15486717224121
228,228,2019-12-31,31.37105178833008
229,229,2020-01-02,31.33902359008789
230,230,2020-01-03,31.170886993408203
231,231,2020-01-06,31.130844116210938
232,232,2020-01-07,31.02676010131836
233,233,2020-01-08,31.27497291564941
234,234,2020-01-09,31.13885498046875
235,235,2020-01-10,31.6192684173584
236,236,2020-01-13,31.55521011352539
237,237,2020-01-14,32.08366775512695
238,238,2020-01-15,32.564083099365234
239,239,2020-01-16,32.51604461669922
240,240,2020-01-17,32.43597412109375
241,241,2020-01-21,32.29986572265625
242,242,2020-01-22,32.17976379394531
243,243,2020-01-23,32.59611129760742
244,244,2020-01-24,31.883495330810547
245,245,2020-01-27,32.155738830566406
246,246,2020-01-28,30.538330078125
247,247,2020-01-29,30.08994483947754
248,248,2020-01-30,29.984792709350582
249,249,2020-01-31,30.122299194335938
250,250,2020-02-03,30.340696334838867
251,251,2020-02-04,30.486297607421875
252,252,2020-02-05,30.874549865722656
253,253,2020-02-06,30.947349548339844
254,254,2020-02-07,30.777494430541992
255,255,2020-02-10,30.583356857299805
256,256,2020-02-11,30.80984687805176
257,257,2020-02-12,30.52673721313477
258,258,2020-02-13,29.87155532836914
259,259,2020-02-14,29.53182983398437
260,260,2020-02-18,29.378143310546875
261,261,2020-02-19,29.30534553527832
262,262,2020-02-20,28.997970581054688
263,263,2020-02-21,28.892822265625
264,264,2020-02-24,28.04351043701172
265,265,2020-02-25,27.4449462890625
266,266,2020-02-26,28.083955764770508
267,267,2020-02-27,27.58245086669922
268,268,2020-02-28,27.03242301940918
269,269,2020-03-02,28.21337127685547
270,270,2020-03-03,27.74422645568848
271,271,2020-03-04,29.44285011291504
272,272,2020-03-05,28.682518005371094
273,273,2020-03-06,28.326616287231445
274,274,2020-03-09,27.30743980407715
275,275,2020-03-10,27.97879981994629
276,276,2020-03-11,26.021339416503903
277,277,2020-03-12,24.282264709472656
278,278,2020-03-13,26.458126068115234
279,279,2020-03-16,24.41168212890625
280,280,2020-03-17,26.01324844360352
281,281,2020-03-18,26.175020217895508
282,282,2020-03-19,24.605812072753903
283,283,2020-03-20,23.465303421020508
284,284,2020-03-23,23.044696807861328
285,285,2020-03-24,24.023426055908203
286,286,2020-03-25,24.06386947631836
287,287,2020-03-26,25.68160820007324
288,288,2020-03-27,24.99407386779785
289,289,2020-03-30,26.42576789855957
290,290,2020-03-31,26.40150451660156
291,291,2020-04-01,25.68160820007324
292,292,2020-04-02,26.587543487548828
293,293,2020-04-03,27.210372924804688
294,294,2020-04-06,27.962621688842773
295,295,2020-04-07,27.186111450195312
296,296,2020-04-08,27.98688507080078
