,Unnamed: 0,Date,RMD
167,167,2019-10-03,125.71469116210938
168,168,2019-10-04,127.75060272216795
169,169,2019-10-07,127.5383529663086
170,170,2019-10-08,125.65680694580078
171,171,2019-10-09,127.5383529663086
172,172,2019-10-10,125.8883819580078
173,173,2019-10-11,125.1068115234375
174,174,2019-10-14,124.68228149414062
175,175,2019-10-15,125.86907958984376
176,176,2019-10-16,126.5541763305664
177,177,2019-10-17,127.00767517089844
178,178,2019-10-18,126.6023941040039
179,179,2019-10-21,125.93661499023438
180,180,2019-10-22,122.0771026611328
181,181,2019-10-23,122.28936004638672
182,182,2019-10-24,123.2446060180664
183,183,2019-10-25,139.19410705566406
184,184,2019-10-28,140.34237670898438
185,185,2019-10-29,141.5291748046875
186,186,2019-10-30,142.05982971191406
187,187,2019-10-31,142.72561645507812
188,188,2019-11-01,142.25282287597656
189,189,2019-11-04,142.3107452392578
190,190,2019-11-05,139.30990600585938
191,191,2019-11-06,138.59397888183594
192,192,2019-11-07,137.55874633789062
193,193,2019-11-08,139.1745147705078
194,194,2019-11-11,139.2035369873047
195,195,2019-11-12,139.46475219726562
196,196,2019-11-13,140.5579833984375
197,197,2019-11-14,140.69345092773438
198,198,2019-11-15,142.3188018798828
199,199,2019-11-18,142.97671508789062
200,200,2019-11-19,144.53440856933594
201,201,2019-11-20,144.77626037597656
202,202,2019-11-21,141.58349609375
203,203,2019-11-22,140.5289764404297
204,204,2019-11-25,141.55450439453125
205,205,2019-11-26,144.71824645996094
206,206,2019-11-27,145.9276123046875
207,207,2019-11-29,144.7375946044922
208,208,2019-12-02,144.16673278808594
209,209,2019-12-03,144.61183166503906
210,210,2019-12-04,145.2696990966797
211,211,2019-12-05,145.2987060546875
212,212,2019-12-06,145.6953887939453
213,213,2019-12-09,144.46669006347656
214,214,2019-12-10,144.1377410888672
215,215,2019-12-11,145.5889892578125
216,216,2019-12-12,147.30145263671875
217,217,2019-12-13,148.6365966796875
218,218,2019-12-16,150.92955017089844
219,219,2019-12-17,151.39393615722656
220,220,2019-12-18,150.94891357421875
221,221,2019-12-19,150.96826171875
222,222,2019-12-20,150.86183166503906
223,223,2019-12-23,150.62962341308594
224,224,2019-12-24,151.6068115234375
225,225,2019-12-26,150.72637939453125
226,226,2019-12-27,151.12307739257812
227,227,2019-12-30,149.5653839111328
228,228,2019-12-31,149.93301391601562
229,229,2020-01-02,151.0360107421875
230,230,2020-01-03,150.24261474609375
231,231,2020-01-06,150.95858764648438
232,232,2020-01-07,150.10719299316406
233,233,2020-01-08,151.19081115722656
234,234,2020-01-09,152.4582061767578
235,235,2020-01-10,151.79066467285156
236,236,2020-01-13,153.12576293945312
237,237,2020-01-14,153.17416381835938
238,238,2020-01-15,153.56118774414062
239,239,2020-01-16,155.50584411621094
240,240,2020-01-17,155.3509979248047
241,241,2020-01-21,156.67652893066406
242,242,2020-01-22,159.03720092773438
243,243,2020-01-23,156.14439392089844
244,244,2020-01-24,157.1118927001953
245,245,2020-01-27,155.39935302734375
246,246,2020-01-28,157.99227905273438
247,247,2020-01-29,160.44970703125
248,248,2020-01-30,160.062744140625
249,249,2020-01-31,153.8030548095703
250,250,2020-02-03,157.8374786376953
251,251,2020-02-04,161.4268798828125
252,252,2020-02-05,162.28797912597656
253,253,2020-02-06,164.9679412841797
254,254,2020-02-07,165.88706970214844
255,255,2020-02-10,167.56085205078125
256,256,2020-02-11,168.68313598632812
257,257,2020-02-12,167.51954650878906
258,258,2020-02-13,169.57522583007812
259,259,2020-02-14,171.24307250976562
260,260,2020-02-18,169.49766540527344
261,261,2020-02-19,171.26243591308594
262,262,2020-02-20,170.66127014160156
263,263,2020-02-21,168.6055908203125
264,264,2020-02-24,164.67845153808594
265,265,2020-02-25,160.7803497314453
266,266,2020-02-26,160.8870391845703
267,267,2020-02-27,157.78408813476562
268,268,2020-02-28,154.13818359375
269,269,2020-03-02,163.63119506835938
270,270,2020-03-03,160.2276611328125
271,271,2020-03-04,169.51708984375
272,272,2020-03-05,165.57052612304688
273,273,2020-03-06,161.04217529296875
274,274,2020-03-09,149.8134307861328
275,275,2020-03-10,156.80474853515625
276,276,2020-03-11,148.95040893554688
277,277,2020-03-12,131.99095153808594
278,278,2020-03-13,145.18812561035156
279,279,2020-03-16,133.74603271484375
280,280,2020-03-17,156.53318786621094
281,281,2020-03-18,147.14686584472656
282,282,2020-03-19,131.9716033935547
283,283,2020-03-20,110.87163543701172
284,284,2020-03-23,117.67869567871094
285,285,2020-03-24,130.96311950683594
286,286,2020-03-25,131.59339904785156
287,287,2020-03-26,142.07546997070312
288,288,2020-03-27,137.64410400390625
289,289,2020-03-30,149.53225708007812
290,290,2020-03-31,142.82212829589844
291,291,2020-04-01,137.97381591796875
292,292,2020-04-02,145.5760040283203
293,293,2020-04-03,148.329833984375
294,294,2020-04-06,153.49818420410156
295,295,2020-04-07,149.01829528808594
296,296,2020-04-08,150.45346069335938
297,297,2020-04-09,154.97207641601562
298,298,2020-04-13,152.4218292236328
299,299,2020-04-14,158.7052764892578
300,300,2020-04-15,155.31143188476562
301,301,2020-04-16,156.4265899658203
302,302,2020-04-17,160.15013122558594
303,303,2020-04-20,159.29676818847656
304,304,2020-04-21,152.57701110839844
305,305,2020-04-22,156.03868103027344
306,306,2020-04-23,153.91513061523438
307,307,2020-04-24,156.11627197265625
308,308,2020-04-27,157.83258056640625
309,309,2020-04-28,153.42059326171875
310,310,2020-04-29,151.5685272216797
311,311,2020-04-30,150.6085662841797
312,312,2020-05-01,154.24481201171875
313,313,2020-05-04,150.0849609375
314,314,2020-05-05,154.57447814941406
315,315,2020-05-06,155.07870483398438
316,316,2020-05-07,155.82533264160156
317,317,2020-05-08,157.8131866455078
318,318,2020-05-11,164.1450958251953
319,319,2020-05-12,162.07969665527344
320,320,2020-05-13,159.7567901611328
321,321,2020-05-14,158.38636779785156
322,322,2020-05-15,159.51380920410156
323,323,2020-05-18,162.47821044921875
324,324,2020-05-19,158.00730895996094
325,325,2020-05-20,157.22003173828125
326,326,2020-05-21,156.17034912109375
327,327,2020-05-22,156.82154846191406
328,328,2020-05-26,155.97596740722656
329,329,2020-05-27,149.39599609375
330,330,2020-05-28,154.36257934570312
331,331,2020-05-29,156.30642700195312
332,332,2020-06-01,156.59799194335938
333,333,2020-06-02,155.2761688232422
334,334,2020-06-03,157.26864624023438
335,335,2020-06-04,156.2967071533203
336,336,2020-06-05,156.32583618164062
337,337,2020-06-08,158.25999450683594
338,338,2020-06-09,156.95762634277344
339,339,2020-06-10,161.82699584960938
340,340,2020-06-11,153.7599639892578
341,341,2020-06-12,156.1800537109375
342,342,2020-06-15,159.15420532226562
343,343,2020-06-16,164.24713134765625
344,344,2020-06-17,167.56143188476562
345,345,2020-06-18,168.8638153076172
346,346,2020-06-19,167.87246704101562
347,347,2020-06-22,174.08309936523438
348,348,2020-06-23,176.8433837890625
349,349,2020-06-24,176.7559356689453
350,350,2020-06-25,181.07130432128903
351,351,2020-06-26,180.42010498046875
352,352,2020-06-29,183.0346221923828
353,353,2020-06-30,186.61134338378903
354,354,2020-07-01,185.5033416748047
355,355,2020-07-02,187.0778350830078
356,356,2020-07-06,188.1858673095703
357,357,2020-07-07,186.09620666503903
358,358,2020-07-08,187.31114196777344
359,359,2020-07-09,188.25390625
360,360,2020-07-10,186.6988220214844
361,361,2020-07-13,182.81106567382807
362,362,2020-07-14,189.5659942626953
363,363,2020-07-15,192.0055694580078
364,364,2020-07-16,190.3241424560547
365,365,2020-07-17,193.4148712158203
366,366,2020-07-20,197.3123321533203
367,367,2020-07-21,198.66329956054688
368,368,2020-07-22,199.5672149658203
369,369,2020-07-23,198.33287048339844
370,370,2020-07-24,196.75830078125
371,371,2020-07-27,199.8587646484375
372,372,2020-07-28,196.55419921875
373,373,2020-07-29,198.3717498779297
374,374,2020-07-30,198.72164916992188
375,375,2020-07-31,196.82635498046875
376,376,2020-08-03,196.3306579589844
377,377,2020-08-04,197.0790557861328
378,378,2020-08-05,197.26370239257807
379,379,2020-08-06,170.59385681152344
380,380,2020-08-07,168.37786865234375
381,381,2020-08-10,170.2342071533203
382,382,2020-08-11,168.12513732910156
383,383,2020-08-12,170.9048614501953
384,384,2020-08-13,172.5279998779297
385,385,2020-08-14,171.81849670410156
386,386,2020-08-17,178.05828857421875
387,387,2020-08-18,177.89308166503906
388,388,2020-08-19,178.66250610351562
389,389,2020-08-20,176.2664794921875
390,390,2020-08-21,174.7080535888672
391,391,2020-08-24,171.83473205566406
392,392,2020-08-25,174.43533325195312
393,393,2020-08-26,175.3996124267578
394,394,2020-08-27,175.98402404785156
395,395,2020-08-28,175.54571533203125
396,396,2020-08-31,176.0814208984375
397,397,2020-09-01,174.26002502441406
398,398,2020-09-02,178.24374389648438
399,399,2020-09-03,173.23727416992188
400,400,2020-09-04,169.049072265625
401,401,2020-09-08,166.9646759033203
402,402,2020-09-09,170.13995361328125
403,403,2020-09-10,167.58807373046875
404,404,2020-09-11,167.52960205078125
405,405,2020-09-14,169.8964385986328
406,406,2020-09-15,170.98739624023438
407,407,2020-09-16,169.53610229492188
408,408,2020-09-17,168.39649963378906
409,409,2020-09-18,165.59130859375
410,410,2020-09-21,167.05235290527344
411,411,2020-09-22,167.7828369140625
412,412,2020-09-23,164.31539916992188
413,413,2020-09-24,163.7699432373047
414,414,2020-09-25,164.64654541015625
415,415,2020-09-28,167.52960205078125
416,416,2020-09-29,168.17247009277344
417,417,2020-09-30,166.9744110107422
418,418,2020-10-01,165.1043243408203
419,419,2020-10-02,163.1465606689453
420,420,2020-10-05,166.37051391601562
421,421,2020-10-06,163.29266357421875
422,422,2020-10-07,166.263427734375
423,423,2020-10-08,168.21142578125
424,424,2020-10-09,171.54254150390625
425,425,2020-10-12,172.81849670410156
426,426,2020-10-13,173.04251098632812
427,427,2020-10-14,173.18862915039062
428,428,2020-10-15,174.93209838867188
429,429,2020-10-16,176.09117126464844
430,430,2020-10-19,174.7470245361328
431,431,2020-10-20,174.76651000976562
432,432,2020-10-21,174.4742889404297
433,433,2020-10-22,178.06838989257812
434,434,2020-10-23,178.27294921875
435,435,2020-10-26,175.83790588378906
436,436,2020-10-27,180.045654296875
437,437,2020-10-28,175.96450805664062
438,438,2020-10-29,174.84442138671875
439,439,2020-10-30,186.95138549804688
440,440,2020-11-02,191.68505859375
441,441,2020-11-03,197.1979522705078
442,442,2020-11-04,203.97705078125
443,443,2020-11-05,207.27891540527344
444,444,2020-11-06,208.62310791015625
445,445,2020-11-09,214.85675048828125
446,446,2020-11-10,206.96304321289065
447,447,2020-11-11,210.5927734375
448,448,2020-11-12,207.62652587890625
449,449,2020-11-13,209.5292205810547
450,450,2020-11-16,210.30979919433597
451,451,2020-11-17,208.9535369873047
452,452,2020-11-18,205.94830322265625
453,453,2020-11-19,206.62155151367188
454,454,2020-11-20,205.89952087402344
455,455,2020-11-23,204.4846954345703
456,456,2020-11-24,201.5184631347656
457,457,2020-11-25,201.03057861328125
458,458,2020-11-27,204.55296325683597
459,459,2020-11-30,204.5139617919922
460,460,2020-12-01,206.47515869140625
461,461,2020-12-02,204.1822052001953
462,462,2020-12-03,202.3673248291016
463,463,2020-12-04,204.60177612304688
464,464,2020-12-07,204.1334381103516
465,465,2020-12-08,206.96304321289065
466,466,2020-12-09,206.63131713867188
467,467,2020-12-10,203.6650390625
468,468,2020-12-11,199.56700134277344
469,469,2020-12-14,201.37208557128903
470,470,2020-12-15,203.5870056152344
471,471,2020-12-16,205.40187072753903
472,472,2020-12-17,208.5437469482422
473,473,2020-12-18,213.14920043945312
474,474,2020-12-21,208.29005432128903
475,475,2020-12-22,206.5337371826172
476,476,2020-12-23,204.88473510742188
477,477,2020-12-24,207.2655029296875
478,478,2020-12-28,206.29954528808597
479,479,2020-12-29,206.1336669921875
480,480,2020-12-30,204.63104248046875
481,481,2020-12-31,207.40213012695312
482,482,2021-01-04,207.03135681152344
483,483,2021-01-05,209.40237426757807
484,484,2021-01-06,208.03636169433597
485,485,2021-01-07,210.0366058349609
486,486,2021-01-08,213.6273193359375
487,487,2021-01-11,214.95428466796875
488,488,2021-01-12,211.6173248291016
489,489,2021-01-13,211.22705078125
490,490,2021-01-14,208.1046600341797
491,491,2021-01-15,206.48492431640625
492,492,2021-01-19,209.68533325195312
493,493,2021-01-20,212.671142578125
494,494,2021-01-21,211.8027191162109
495,495,2021-01-22,210.2902984619141
496,496,2021-01-25,216.3008575439453
497,497,2021-01-26,216.88626098632807
498,498,2021-01-27,208.86573791503903
499,499,2021-01-28,210.6903381347656
500,500,2021-01-29,196.6788024902344
501,501,2021-02-01,197.7520904541016
502,502,2021-02-02,201.6550445556641
503,503,2021-02-03,198.27899169921875
504,504,2021-02-04,199.1083831787109
505,505,2021-02-05,197.2642364501953
506,506,2021-02-08,196.65928649902344
507,507,2021-02-09,195.01028442382807
508,508,2021-02-10,195.9194793701172
509,509,2021-02-11,196.04661560058597
510,510,2021-02-12,196.06614685058597
511,511,2021-02-16,189.7603912353516
512,512,2021-02-17,195.26446533203125
513,513,2021-02-18,195.41114807128903
514,514,2021-02-19,196.6820526123047
515,515,2021-02-22,195.5480194091797
516,516,2021-02-23,195.61642456054688
517,517,2021-02-24,196.47677612304688
518,518,2021-02-25,190.62066650390625
519,519,2021-02-26,188.46987915039065
520,520,2021-03-01,191.2463531494141
521,521,2021-03-02,188.8902587890625
522,522,2021-03-03,185.9573211669922
523,523,2021-03-04,178.9573974609375
524,524,2021-03-05,180.9126892089844
525,525,2021-03-08,175.44769287109375
526,526,2021-03-09,178.18505859375
527,527,2021-03-10,181.2450714111328
528,528,2021-03-11,182.5355987548828
529,529,2021-03-12,180.98114013671875
530,530,2021-03-15,182.90707397460935
531,531,2021-03-16,187.6975250244141
532,532,2021-03-17,187.1891326904297
533,533,2021-03-18,180.9517517089844
534,534,2021-03-19,181.4503936767578
535,535,2021-03-22,185.54669189453125
536,536,2021-03-23,186.4754638671875
537,537,2021-03-24,187.8832855224609
538,538,2021-03-25,183.3372344970703
539,539,2021-03-26,186.66123962402344
540,540,2021-03-29,186.77854919433597
541,541,2021-03-30,185.07742309570312
542,542,2021-03-31,189.68214416503903
543,543,2021-04-01,190.09274291992188
544,544,2021-04-05,190.74777221679688
545,545,2021-04-06,191.90138244628903
546,546,2021-04-07,192.7128143310547
547,547,2021-04-08,192.83018493652344
548,548,2021-04-09,194.70721435546875
549,549,2021-04-12,197.2295684814453
550,550,2021-04-13,200.85659790039065
551,551,2021-04-14,203.03672790527344
552,552,2021-04-15,199.634521484375
553,553,2021-04-16,202.8705291748047
554,554,2021-04-19,201.0618896484375
555,555,2021-04-20,201.1009979248047
556,556,2021-04-21,203.84817504882807
557,557,2021-04-22,203.56466674804688
558,558,2021-04-23,204.62049865722656
559,559,2021-04-26,206.17495727539065
560,560,2021-04-27,205.95989990234372
561,561,2021-04-28,205.4417266845703
562,562,2021-04-29,203.26161193847656
563,563,2021-04-30,183.76739501953125
564,564,2021-05-03,190.3860626220703
565,565,2021-05-04,187.8735198974609
566,566,2021-05-05,188.2938690185547
567,567,2021-05-06,188.7826995849609
568,568,2021-05-07,190.79666137695312
569,569,2021-05-10,188.8902587890625
570,570,2021-05-11,190.39581298828125
571,571,2021-05-12,188.39743041992188
572,572,2021-05-13,190.88560485839844
573,573,2021-05-14,191.4342193603516
574,574,2021-05-17,191.0227813720703
575,575,2021-05-18,189.592529296875
576,576,2021-05-19,189.9060211181641
577,577,2021-05-20,194.69630432128903
578,578,2021-05-21,198.01715087890625
579,579,2021-05-24,202.12168884277344
580,580,2021-05-25,202.3372039794922
581,581,2021-05-26,201.41636657714844
582,582,2021-05-27,201.7592620849609
583,583,2021-05-28,201.65147399902344
584,584,2021-06-01,202.04331970214844
585,585,2021-06-02,199.4081878662109
586,586,2021-06-03,199.7706298828125
587,587,2021-06-04,201.12249755859372
588,588,2021-06-07,202.484130859375
589,589,2021-06-08,203.2482452392578
590,590,2021-06-09,207.63687133789065
591,591,2021-06-10,216.03204345703125
592,592,2021-06-11,214.12181091308597
593,593,2021-06-14,226.97422790527344
594,594,2021-06-15,231.6371612548828
595,595,2021-06-16,231.97023010253903
596,596,2021-06-17,235.5555877685547
597,597,2021-06-18,232.59718322753903
598,598,2021-06-21,234.6347503662109
599,599,2021-06-22,236.1727294921875
600,600,2021-06-23,238.43560791015625
601,601,2021-06-24,240.95318603515625
602,602,2021-06-25,239.51318359375
603,603,2021-06-28,242.0503387451172
604,604,2021-06-29,241.2666473388672
605,605,2021-06-30,241.49197387695312
606,606,2021-07-01,242.82423400878903
607,607,2021-07-02,245.420166015625
608,608,2021-07-06,242.87319946289065
609,609,2021-07-07,246.9385681152344
610,610,2021-07-08,245.6161193847656
611,611,2021-07-09,242.62831115722656
612,612,2021-07-12,243.7646331787109
613,613,2021-07-13,243.68624877929688
614,614,2021-07-14,244.2936553955078
615,615,2021-07-15,244.5091857910156
616,616,2021-07-16,248.0259246826172
617,617,2021-07-19,248.3785858154297
618,618,2021-07-20,250.04391479492188
619,619,2021-07-21,250.1614532470703
620,620,2021-07-22,252.336181640625
621,621,2021-07-23,254.53050231933597
622,622,2021-07-26,254.4423370361328
623,623,2021-07-27,258.8505554199219
624,624,2021-07-28,260.60406494140625
625,625,2021-07-29,264.2286376953125
626,626,2021-07-30,266.25634765625
627,627,2021-08-02,263.1510009765625
628,628,2021-08-03,267.52001953125
629,629,2021-08-04,267.6180114746094
630,630,2021-08-05,261.926513671875
631,631,2021-08-06,269.0874328613281
632,632,2021-08-09,272.3005065917969
633,633,2021-08-10,269.5086364746094
634,634,2021-08-11,266.9518737792969
635,635,2021-08-12,269.5870056152344
636,636,2021-08-13,269.4891052246094
637,637,2021-08-16,274.5242004394531
638,638,2021-08-17,274.8768615722656
639,639,2021-08-18,274.2784423828125
640,640,2021-08-19,277.67291259765625
641,641,2021-08-20,280.2825927734375
642,642,2021-08-23,280.42974853515625
643,643,2021-08-24,276.8978881835937
644,644,2021-08-25,280.1551208496094
645,645,2021-08-26,279.6448974609375
646,646,2021-08-27,281.4794616699219
647,647,2021-08-30,283.5888061523437
648,648,2021-08-31,285.0309753417969
649,649,2021-09-01,282.6176147460937
650,650,2021-09-02,288.8277282714844
651,651,2021-09-03,290.20123291015625
652,652,2021-09-07,290.4072570800781
653,653,2021-09-08,291.7316589355469
654,654,2021-09-09,289.98541259765625
655,655,2021-09-10,289.9951477050781
656,656,2021-09-13,283.43182373046875
657,657,2021-09-14,286.74786376953125
658,658,2021-09-15,284.923095703125
659,659,2021-09-16,280.76324462890625
660,660,2021-09-17,280.5376892089844
661,661,2021-09-20,278.8502197265625
662,662,2021-09-21,282.7745361328125
663,663,2021-09-22,283.019775390625
664,664,2021-09-23,277.3982238769531
665,665,2021-09-24,274.19012451171875
666,666,2021-09-27,265.3800964355469
667,667,2021-09-28,259.8076171875
668,668,2021-09-29,260.3373107910156
669,669,2021-09-30,258.5616149902344
670,670,2021-10-01,257.2372131347656
671,671,2021-10-04,250.19308471679688
672,672,2021-10-05,253.0872802734375
673,673,2021-10-06,251.3213348388672
674,674,2021-10-07,250.1636657714844
675,675,2021-10-08,249.09429931640625
676,676,2021-10-11,246.857421875
677,677,2021-10-12,247.4754943847656
678,678,2021-10-13,247.4754943847656
679,679,2021-10-14,249.80067443847656
680,680,2021-10-15,250.6541748046875
681,681,2021-10-18,252.1258087158203
682,682,2021-10-19,255.2358245849609
683,683,2021-10-20,256.5014343261719
684,684,2021-10-21,258.06134033203125
685,685,2021-10-22,262.4369201660156
686,686,2021-10-25,262.9078369140625
687,687,2021-10-26,262.6527099609375
688,688,2021-10-27,263.045166015625
689,689,2021-10-28,263.574951171875
690,690,2021-10-29,257.93377685546875
691,691,2021-11-01,259.9351501464844
692,692,2021-11-02,257.629638671875
693,693,2021-11-03,263.045166015625
694,694,2021-11-04,257.6786804199219
695,695,2021-11-05,255.61837768554688
696,696,2021-11-08,258.6401062011719
697,697,2021-11-09,257.107177734375
698,698,2021-11-10,254.9650421142578
699,699,2021-11-11,248.9021759033203
700,700,2021-11-12,250.38595581054688
701,701,2021-11-15,257.8146667480469
702,702,2021-11-16,261.8533020019531
703,703,2021-11-17,257.9718933105469
704,704,2021-11-18,258.59100341796875
705,705,2021-11-19,255.7904815673828
706,706,2021-11-22,252.75411987304688
707,707,2021-11-23,249.9437713623047
708,708,2021-11-24,250.57264709472656
709,709,2021-11-26,246.84844970703125
710,710,2021-11-29,252.4593505859375
711,711,2021-11-30,250.42526245117188
712,712,2021-12-01,248.89231872558597
713,713,2021-12-02,251.43739318847656
714,714,2021-12-03,250.35650634765625
715,715,2021-12-06,255.7805938720703
716,716,2021-12-07,261.293212890625
717,717,2021-12-08,263.3665771484375
718,718,2021-12-09,259.9666748046875
719,719,2021-12-10,256.84185791015625
720,720,2021-12-13,258.915283203125
721,721,2021-12-14,252.0073089599609
722,722,2021-12-15,252.1056060791016
723,723,2021-12-16,249.364013671875
724,724,2021-12-17,248.58773803710935
725,725,2021-12-20,243.72366333007807
726,726,2021-12-21,253.15696716308597
727,727,2021-12-22,257.1563720703125
728,728,2021-12-23,254.3263702392578
729,729,2021-12-27,257.5198669433594
730,730,2021-12-28,256.3604431152344
731,731,2021-12-29,256.5765686035156
732,732,2021-12-30,257.4413146972656
733,733,2021-12-31,255.95748901367188
734,734,2022-01-03,255.0043792724609
735,735,2022-01-04,249.03973388671875
