,Date,MPWR
0,2019-02-04 00:00:00-05:00,126.18695831298828
1,2019-02-05 00:00:00-05:00,127.20491027832031
2,2019-02-06 00:00:00-05:00,129.5673370361328
3,2019-02-07 00:00:00-05:00,125.87965393066406
4,2019-02-08 00:00:00-05:00,126.08132934570312
5,2019-02-11 00:00:00-05:00,125.48593139648438
6,2019-02-12 00:00:00-05:00,126.76318359375
7,2019-02-13 00:00:00-05:00,128.95274353027344
8,2019-02-14 00:00:00-05:00,130.60447692871094
9,2019-02-15 00:00:00-05:00,132.98609924316406
10,2019-02-19 00:00:00-05:00,131.00779724121094
11,2019-02-20 00:00:00-05:00,131.22869873046875
12,2019-02-21 00:00:00-05:00,129.92266845703125
13,2019-02-22 00:00:00-05:00,131.1422882080078
14,2019-02-25 00:00:00-05:00,132.08338928222656
15,2019-02-26 00:00:00-05:00,131.22869873046875
16,2019-02-27 00:00:00-05:00,129.576904296875
17,2019-02-28 00:00:00-05:00,128.78945922851562
18,2019-03-01 00:00:00-05:00,130.77734375
19,2019-03-04 00:00:00-05:00,131.0846710205078
20,2019-03-05 00:00:00-05:00,131.6608123779297
21,2019-03-06 00:00:00-05:00,129.576904296875
22,2019-03-07 00:00:00-05:00,128.7798309326172
23,2019-03-08 00:00:00-05:00,128.97193908691406
24,2019-03-11 00:00:00-04:00,132.0449981689453
25,2019-03-12 00:00:00-04:00,132.22743225097656
26,2019-03-13 00:00:00-04:00,133.187744140625
27,2019-03-14 00:00:00-04:00,132.47714233398438
28,2019-03-15 00:00:00-04:00,135.50218200683594
29,2019-03-18 00:00:00-04:00,135.3292999267578
30,2019-03-19 00:00:00-04:00,135.90548706054688
31,2019-03-20 00:00:00-04:00,134.95472717285156
32,2019-03-21 00:00:00-04:00,139.25698852539062
33,2019-03-22 00:00:00-04:00,134.12889099121094
34,2019-03-25 00:00:00-04:00,133.12054443359375
35,2019-03-26 00:00:00-04:00,134.69549560546875
36,2019-03-27 00:00:00-04:00,130.03790283203125
37,2019-03-28 00:00:00-04:00,129.34445190429688
38,2019-03-29 00:00:00-04:00,130.500244140625
39,2019-04-01 00:00:00-04:00,135.17160034179688
40,2019-04-02 00:00:00-04:00,133.3415985107422
41,2019-04-03 00:00:00-04:00,139.44808959960938
42,2019-04-04 00:00:00-04:00,138.4463653564453
