,Date,AMGN
0,2019-02-04 00:00:00-05:00,159.78895568847656
1,2019-02-05 00:00:00-05:00,161.61705017089844
2,2019-02-06 00:00:00-05:00,163.71974182128906
3,2019-02-07 00:00:00-05:00,158.11534118652344
4,2019-02-08 00:00:00-05:00,159.63446044921875
5,2019-02-11 00:00:00-05:00,159.45423889160156
6,2019-02-12 00:00:00-05:00,161.72000122070312
7,2019-02-13 00:00:00-05:00,162.19203186035156
8,2019-02-14 00:00:00-05:00,161.4569091796875
9,2019-02-15 00:00:00-05:00,162.89259338378906
10,2019-02-19 00:00:00-05:00,161.70774841308594
11,2019-02-20 00:00:00-05:00,161.66448974609375
12,2019-02-21 00:00:00-05:00,160.4363555908203
13,2019-02-22 00:00:00-05:00,162.1660919189453
14,2019-02-25 00:00:00-05:00,164.16400146484375
15,2019-02-26 00:00:00-05:00,164.3975067138672
16,2019-02-27 00:00:00-05:00,165.55641174316406
17,2019-02-28 00:00:00-05:00,164.3975067138672
18,2019-03-01 00:00:00-05:00,165.33157348632812
19,2019-03-04 00:00:00-05:00,164.13804626464844
20,2019-03-05 00:00:00-05:00,163.3077850341797
21,2019-03-06 00:00:00-05:00,158.4038543701172
22,2019-03-07 00:00:00-05:00,156.94216918945312
23,2019-03-08 00:00:00-05:00,156.43191528320312
24,2019-03-11 00:00:00-04:00,159.26010131835938
25,2019-03-12 00:00:00-04:00,159.29470825195312
26,2019-03-13 00:00:00-04:00,162.036376953125
27,2019-03-14 00:00:00-04:00,162.39100646972656
28,2019-03-15 00:00:00-04:00,165.40078735351562
29,2019-03-18 00:00:00-04:00,165.46133422851562
30,2019-03-19 00:00:00-04:00,165.61700439453125
31,2019-03-20 00:00:00-04:00,165.2969970703125
32,2019-03-21 00:00:00-04:00,165.96292114257812
33,2019-03-22 00:00:00-04:00,161.47415161132812
34,2019-03-25 00:00:00-04:00,161.37904357910156
35,2019-03-26 00:00:00-04:00,162.83206176757812
36,2019-03-27 00:00:00-04:00,161.14556884765625
37,2019-03-28 00:00:00-04:00,162.29583740234375
38,2019-03-29 00:00:00-04:00,164.31100463867188
39,2019-04-01 00:00:00-04:00,165.859130859375
40,2019-04-02 00:00:00-04:00,166.42999267578125
41,2019-04-03 00:00:00-04:00,166.85377502441406
42,2019-04-04 00:00:00-04:00,166.34349060058594
43,2019-04-05 00:00:00-04:00,169.00733947753906
44,2019-04-08 00:00:00-04:00,168.54898071289062
45,2019-04-09 00:00:00-04:00,166.90567016601562
