,Date,WEC
0,2019-02-04 00:00:00-05:00,62.86360168457031
1,2019-02-05 00:00:00-05:00,62.8120002746582
2,2019-02-06 00:00:00-05:00,62.92382049560547
3,2019-02-07 00:00:00-05:00,63.63768768310547
4,2019-02-08 00:00:00-05:00,64.26554870605469
5,2019-02-11 00:00:00-05:00,64.53215789794922
6,2019-02-12 00:00:00-05:00,64.54076385498047
7,2019-02-13 00:00:00-05:00,64.30670928955078
8,2019-02-14 00:00:00-05:00,64.38471984863281
9,2019-02-15 00:00:00-05:00,64.55809020996094
10,2019-02-19 00:00:00-05:00,64.93955993652344
11,2019-02-20 00:00:00-05:00,65.10426330566406
12,2019-02-21 00:00:00-05:00,65.64173126220703
13,2019-02-22 00:00:00-05:00,66.43927764892578
14,2019-02-25 00:00:00-05:00,65.46835327148438
15,2019-02-26 00:00:00-05:00,65.31229400634766
16,2019-02-27 00:00:00-05:00,65.53770446777344
17,2019-02-28 00:00:00-05:00,66.12718963623047
18,2019-03-01 00:00:00-05:00,65.91048431396484
19,2019-03-04 00:00:00-05:00,66.10984802246094
20,2019-03-05 00:00:00-05:00,66.10118865966797
21,2019-03-06 00:00:00-05:00,66.32658386230469
22,2019-03-07 00:00:00-05:00,66.60399627685547
23,2019-03-08 00:00:00-05:00,66.75135040283203
24,2019-03-11 00:00:00-04:00,66.88139343261719
25,2019-03-12 00:00:00-04:00,67.25418853759766
26,2019-03-13 00:00:00-04:00,67.44488525390625
27,2019-03-14 00:00:00-04:00,67.28883361816406
28,2019-03-15 00:00:00-04:00,68.38114166259766
29,2019-03-18 00:00:00-04:00,67.95635223388672
30,2019-03-19 00:00:00-04:00,67.28018951416016
31,2019-03-20 00:00:00-04:00,67.39285278320312
32,2019-03-21 00:00:00-04:00,68.2857894897461
33,2019-03-22 00:00:00-04:00,68.77125549316406
34,2019-03-25 00:00:00-04:00,68.95330810546875
35,2019-03-26 00:00:00-04:00,69.265380859375
36,2019-03-27 00:00:00-04:00,68.8405990600586
37,2019-03-28 00:00:00-04:00,68.01703643798828
38,2019-03-29 00:00:00-04:00,68.55451965332031
39,2019-04-01 00:00:00-04:00,67.713623046875
40,2019-04-02 00:00:00-04:00,67.8349838256836
41,2019-04-03 00:00:00-04:00,67.54025268554688
42,2019-04-04 00:00:00-04:00,67.1587905883789
43,2019-04-05 00:00:00-04:00,67.8089828491211
44,2019-04-08 00:00:00-04:00,66.88139343261719
45,2019-04-09 00:00:00-04:00,67.1587905883789
46,2019-04-10 00:00:00-04:00,66.69934844970703
47,2019-04-11 00:00:00-04:00,67.0894546508789
48,2019-04-12 00:00:00-04:00,67.46221923828125
49,2019-04-15 00:00:00-04:00,67.3408432006836
50,2019-04-16 00:00:00-04:00,66.28323364257812
51,2019-04-17 00:00:00-04:00,66.24856567382812
52,2019-04-18 00:00:00-04:00,66.1358642578125
53,2019-04-22 00:00:00-04:00,66.21387481689453
54,2019-04-23 00:00:00-04:00,66.53462982177734
55,2019-04-24 00:00:00-04:00,66.79471588134766
56,2019-04-25 00:00:00-04:00,67.44488525390625
57,2019-04-26 00:00:00-04:00,67.30618286132812
58,2019-04-29 00:00:00-04:00,66.69934844970703
59,2019-04-30 00:00:00-04:00,67.99103546142578
60,2019-05-01 00:00:00-04:00,67.3148422241211
61,2019-05-02 00:00:00-04:00,67.28018951416016
62,2019-05-03 00:00:00-04:00,67.88700866699219
63,2019-05-06 00:00:00-04:00,67.70494842529297
64,2019-05-07 00:00:00-04:00,67.93034362792969
65,2019-05-08 00:00:00-04:00,67.09814453125
66,2019-05-09 00:00:00-04:00,67.1587905883789
67,2019-05-10 00:00:00-04:00,68.66722869873047
68,2019-05-13 00:00:00-04:00,69.75025939941406
69,2019-05-14 00:00:00-04:00,69.45327758789062
70,2019-05-15 00:00:00-04:00,69.5580825805664
71,2019-05-16 00:00:00-04:00,70.09087371826172
72,2019-05-17 00:00:00-04:00,70.65859985351562
73,2019-05-20 00:00:00-04:00,70.98173522949219
74,2019-05-21 00:00:00-04:00,70.6236572265625
75,2019-05-22 00:00:00-04:00,71.40972137451172
76,2019-05-23 00:00:00-04:00,71.8202133178711
77,2019-05-24 00:00:00-04:00,71.97742462158203
78,2019-05-28 00:00:00-04:00,71.0516128540039
79,2019-05-29 00:00:00-04:00,70.13453674316406
80,2019-05-30 00:00:00-04:00,69.89871978759766
81,2019-05-31 00:00:00-04:00,70.35289764404297
