,Unnamed: 0,Date,IRM
0,0,2019-02-05,27.08710479736328
1,1,2019-02-06,26.99159812927246
2,2,2019-02-07,26.844667434692383
3,3,2019-02-08,26.8226261138916
4,4,2019-02-11,26.72711753845215
5,5,2019-02-12,26.29366683959961
6,6,2019-02-13,26.33039283752441
7,7,2019-02-14,25.911640167236328
8,8,2019-02-15,25.80143928527832
9,9,2019-02-19,25.99979782104492
10,10,2019-02-20,26.24224090576172
11,11,2019-02-21,26.33039283752441
12,12,2019-02-22,26.139385223388672
13,13,2019-02-25,25.742660522460938
14,14,2019-02-26,25.742660522460938
15,15,2019-02-27,25.713281631469727
16,16,2019-02-28,26.021841049194336
17,17,2019-03-01,26.28633117675781
18,18,2019-03-04,26.20550537109375
19,19,2019-03-05,25.933677673339844
20,20,2019-03-06,25.727975845336918
21,21,2019-03-07,25.61777687072754
22,22,2019-03-08,25.551654815673828
23,23,2019-03-11,25.69858741760254
24,24,2019-03-12,25.786741256713867
25,25,2019-03-13,25.911640167236328
26,26,2019-03-14,25.99461936950684
27,27,2019-03-15,26.11424446105957
28,28,2019-03-18,26.032005310058597
29,29,2019-03-19,25.79276657104492
30,30,2019-03-20,25.718006134033203
31,31,2019-03-21,26.338525772094727
32,32,2019-03-22,26.25629234313965
33,33,2019-03-25,26.293672561645508
34,34,2019-03-26,26.56281089782715
35,35,2019-03-27,26.503007888793945
36,36,2019-03-28,26.637575149536133
37,37,2019-03-29,26.510478973388672
38,38,2019-04-01,26.72728538513184
39,39,2019-04-02,26.749725341796875
40,40,2019-04-03,26.83195686340332
41,41,2019-04-04,26.86185836791992
42,42,2019-04-05,27.183334350585938
43,43,2019-04-08,27.13848304748535
44,44,2019-04-09,26.89176368713379
45,45,2019-04-10,27.071197509765625
46,46,2019-04-11,27.13100242614746
47,47,2019-04-12,27.310422897338867
48,48,2019-04-15,27.3403377532959
49,49,2019-04-16,26.951574325561523
50,50,2019-04-17,26.929147720336918
51,51,2019-04-18,26.86933708190918
52,52,2019-04-22,26.46562957763672
53,53,2019-04-23,26.80952453613281
54,54,2019-04-24,26.79457092285156
55,55,2019-04-25,24.40967559814453
56,56,2019-04-26,24.25267601013184
57,57,2019-04-29,23.946155548095703
58,58,2019-04-30,24.282583236694336
59,59,2019-05-01,23.893821716308597
60,60,2019-05-02,23.57982444763184
61,61,2019-05-03,23.62468147277832
62,62,2019-05-06,23.25087547302246
63,63,2019-05-07,23.071447372436523
64,64,2019-05-08,23.16863822937012
65,65,2019-05-09,23.1536808013916
66,66,2019-05-10,23.437780380249023
67,67,2019-05-13,23.475156784057617
68,68,2019-05-14,23.76672744750977
69,69,2019-05-15,23.893821716308597
70,70,2019-05-16,24.19286727905273
71,71,2019-05-17,23.99101448059082
72,72,2019-05-20,23.639633178710938
73,73,2019-05-21,23.804109573364254
74,74,2019-05-22,23.639633178710938
75,75,2019-05-23,23.72187614440918
76,76,2019-05-24,23.40787124633789
77,77,2019-05-28,23.22096824645996
78,78,2019-05-29,22.974254608154297
79,79,2019-05-30,23.01911163330078
80,80,2019-05-31,22.914445877075195
81,81,2019-06-03,23.23592185974121
82,82,2019-06-04,22.959300994873047
83,83,2019-06-05,23.5200138092041
84,84,2019-06-06,23.20601463317871
85,85,2019-06-07,23.31815719604492
86,86,2019-06-10,23.512540817260746
87,87,2019-06-11,23.68448829650879
88,88,2019-06-12,23.654584884643555
89,89,2019-06-13,23.983537673950195
90,90,2019-06-14,24.182456970214844
91,91,2019-06-17,24.68545913696289
92,92,2019-06-18,24.6092472076416
93,93,2019-06-19,24.815025329589844
94,94,2019-06-20,24.807403564453125
95,95,2019-06-21,24.433958053588867
96,96,2019-06-24,24.01478576660156
97,97,2019-06-25,23.53464126586914
98,98,2019-06-26,23.21454620361328
99,99,2019-06-27,23.53464126586914
100,100,2019-06-28,23.854734420776367
101,101,2019-07-01,23.41270065307617
102,102,2019-07-02,24.09861946105957
103,103,2019-07-03,24.365365982055664
104,104,2019-07-05,24.07575225830078
105,105,2019-07-08,23.98430061340332
106,106,2019-07-09,24.083375930786133
107,107,2019-07-10,24.441577911376957
108,108,2019-07-11,22.612462997436523
109,109,2019-07-12,22.9935302734375
110,110,2019-07-15,23.176437377929688
111,111,2019-07-16,23.298377990722656
112,112,2019-07-17,22.978286743164062
113,113,2019-07-18,23.2755184173584
114,114,2019-07-19,22.909690856933597
115,115,2019-07-22,22.886829376220703
116,116,2019-07-23,23.19930458068848
117,117,2019-07-24,23.069738388061523
118,118,2019-07-25,22.91731071472168
119,119,2019-07-26,22.79537010192871
120,120,2019-07-29,22.79537010192871
121,121,2019-07-30,22.76488876342773
122,122,2019-07-31,22.414304733276367
123,123,2019-08-01,23.49653434753418
124,124,2019-08-02,23.961435317993164
125,125,2019-08-05,23.694684982299805
126,126,2019-08-06,23.48128700256348
127,127,2019-08-07,23.511777877807617
128,128,2019-08-08,23.793764114379883
129,129,2019-08-09,23.306005477905277
130,130,2019-08-12,23.694684982299805
131,131,2019-08-13,23.610855102539062
132,132,2019-08-14,23.32886505126953
133,133,2019-08-15,23.61847877502441
134,134,2019-08-16,23.99954032897949
135,135,2019-08-19,24.3120174407959
136,136,2019-08-20,23.915706634521484
137,137,2019-08-21,24.17483139038086
138,138,2019-08-22,24.121482849121094
139,139,2019-08-23,23.7327938079834
140,140,2019-08-26,24.03002548217773
141,141,2019-08-27,23.78614044189453
142,142,2019-08-28,24.06051254272461
143,143,2019-08-29,24.25104522705078
144,144,2019-08-30,24.273910522460938
145,145,2019-09-03,24.67021942138672
146,146,2019-09-04,25.08938980102539
147,147,2019-09-05,25.21895408630371
148,148,2019-09-06,25.18846702575684
149,149,2019-09-09,25.47807502746582
150,150,2019-09-10,25.554288864135746
151,151,2019-09-11,25.83628463745117
152,152,2019-09-12,26.019187927246094
153,153,2019-09-13,25.259469985961918
154,154,2019-09-16,25.04994201660156
155,155,2019-09-17,25.018898010253903
156,156,2019-09-18,24.949058532714844
157,157,2019-09-19,24.949058532714844
158,158,2019-09-20,24.832658767700195
159,159,2019-09-23,24.304962158203125
160,160,2019-09-24,24.211837768554688
161,161,2019-09-25,24.211837768554688
162,162,2019-09-26,24.762813568115234
163,163,2019-09-27,24.97233772277832
164,164,2019-09-30,25.13530158996582
165,165,2019-10-01,25.04994201660156
166,166,2019-10-02,24.84817886352539
167,167,2019-10-03,25.28274917602539
168,168,2019-10-04,24.995620727539062
169,169,2019-10-07,25.042184829711918
170,170,2019-10-08,24.81713485717773
171,171,2019-10-09,24.64640998840332
172,172,2019-10-10,25.06546211242676
173,173,2019-10-11,25.018898010253903
174,174,2019-10-14,25.220666885375977
175,175,2019-10-15,25.445714950561523
176,176,2019-10-16,25.38363265991211
177,177,2019-10-17,25.43019294738769
178,178,2019-10-18,25.99668312072754
179,179,2019-10-21,26.338134765625
180,180,2019-10-22,26.361421585083008
181,181,2019-10-23,26.617504119873047
182,182,2019-10-24,26.52438163757324
183,183,2019-10-25,26.45454216003418
184,184,2019-10-28,26.120849609375
185,185,2019-10-29,26.25277137756348
186,186,2019-10-30,25.98116874694824
187,187,2019-10-31,25.45347213745117
188,188,2019-11-01,26.01220703125
189,189,2019-11-04,26.67182159423828
190,190,2019-11-05,25.91132354736328
191,191,2019-11-06,26.097570419311523
192,192,2019-11-07,25.98116874694824
193,193,2019-11-08,25.251710891723636
194,194,2019-11-11,25.500030517578125
195,195,2019-11-12,25.34483337402344
196,196,2019-11-13,25.321552276611328
197,197,2019-11-14,25.81820297241211
198,198,2019-11-15,26.058773040771484
199,199,2019-11-18,26.237253189086918
200,200,2019-11-19,26.353654861450195
201,201,2019-11-20,26.439022064208984
202,202,2019-11-21,26.035484313964844
203,203,2019-11-22,26.22173500061035
204,204,2019-11-25,26.42350006103516
205,205,2019-11-26,25.298267364501957
206,206,2019-11-27,24.81713485717773
207,207,2019-11-29,24.92577362060547
208,208,2019-12-02,24.793859481811523
209,209,2019-12-03,25.06546211242676
210,210,2019-12-04,25.259469985961918
211,211,2019-12-05,25.143064498901367
212,212,2019-12-06,25.414670944213867
213,213,2019-12-09,25.60867691040039
214,214,2019-12-10,25.53107643127441
215,215,2019-12-11,25.35258674621582
216,216,2019-12-12,25.39914894104004
217,217,2019-12-13,24.987049102783203
218,218,2019-12-16,25.153156280517575
219,219,2019-12-17,24.82885360717773
220,220,2019-12-18,25.153156280517575
221,221,2019-12-19,25.24016571044922
222,222,2019-12-20,25.279712677001957
223,223,2019-12-23,25.105695724487305
224,224,2019-12-24,25.121517181396484
225,225,2019-12-26,25.176889419555664
226,226,2019-12-27,25.16106414794922
227,227,2019-12-30,25.066150665283203
228,228,2019-12-31,25.208526611328125
229,229,2020-01-02,24.05369758605957
230,230,2020-01-03,24.235618591308597
231,231,2020-01-06,24.65483665466309
232,232,2020-01-07,24.504552841186523
233,233,2020-01-08,24.48082160949707
234,234,2020-01-09,24.44918632507324
235,235,2020-01-10,24.251441955566406
236,236,2020-01-13,24.393817901611328
237,237,2020-01-14,24.203981399536133
238,238,2020-01-15,24.354267120361328
239,239,2020-01-16,24.615293502807617
240,240,2020-01-17,24.820945739746094
241,241,2020-01-21,25.04241943359375
242,242,2020-01-22,25.121517181396484
243,243,2020-01-23,25.24016571044922
244,244,2020-01-24,24.955415725708008
245,245,2020-01-27,25.01869010925293
246,246,2020-01-28,25.279712677001957
247,247,2020-01-29,25.074058532714844
248,248,2020-01-30,25.224342346191406
249,249,2020-01-31,25.002872467041016
250,250,2020-02-03,25.192707061767575
251,251,2020-02-04,25.509096145629883
252,252,2020-02-05,25.271804809570312
253,253,2020-02-06,25.255983352661133
254,254,2020-02-07,25.176889419555664
255,255,2020-02-10,25.287622451782227
256,256,2020-02-11,25.145248413085938
257,257,2020-02-12,25.145248413085938
258,258,2020-02-13,26.3870849609375
259,259,2020-02-14,26.213069915771484
260,260,2020-02-18,26.940771102905277
261,261,2020-02-19,26.7351188659668
262,262,2020-02-20,27.15433883666992
263,263,2020-02-21,27.24925422668457
264,264,2020-02-24,26.537368774414062
265,265,2020-02-25,26.07069206237793
266,266,2020-02-26,26.14187812805176
267,267,2020-02-27,24.67856788635254
268,268,2020-02-28,24.05369758605957
269,269,2020-03-02,25.074058532714844
270,270,2020-03-03,24.844675064086918
271,271,2020-03-04,25.872949600219727
272,272,2020-03-05,25.40627098083496
273,273,2020-03-06,25.12942695617676
274,274,2020-03-09,23.37345123291016
275,275,2020-03-10,24.243528366088867
276,276,2020-03-11,23.68984603881836
277,277,2020-03-12,21.06379127502441
278,278,2020-03-13,23.476198196411133
279,279,2020-03-16,19.945451736450195
280,280,2020-03-17,21.75941276550293
281,281,2020-03-18,21.05488395690918
282,282,2020-03-19,20.35844993591309
283,283,2020-03-20,18.3906307220459
284,284,2020-03-23,18.139591217041016
285,285,2020-03-24,19.43527603149414
286,286,2020-03-25,20.285568237304688
287,287,2020-03-26,20.625682830810547
288,288,2020-03-27,19.734901428222656
289,289,2020-03-30,20.12360954284668
290,290,2020-03-31,19.273311614990234
291,291,2020-04-01,17.993825912475586
292,292,2020-04-02,17.426965713500977
293,293,2020-04-03,17.864259719848633
294,294,2020-04-06,18.87650680541992
295,295,2020-04-07,19.969745635986328
296,296,2020-04-08,21.01439666748047
297,297,2020-04-09,21.953763961791992
298,298,2020-04-13,21.24923515319824
299,299,2020-04-14,21.597448348999023
300,300,2020-04-15,19.92925453186035
301,301,2020-04-16,19.63772773742676
302,302,2020-04-17,20.23698234558105
303,303,2020-04-20,19.97784423828125
304,304,2020-04-21,20.002138137817383
305,305,2020-04-22,19.840177536010746
306,306,2020-04-23,19.783491134643555
307,307,2020-04-24,19.054668426513672
308,308,2020-04-27,19.783491134643555
309,309,2020-04-28,20.07502174377441
310,310,2020-04-29,20.204591751098636
311,311,2020-04-30,19.58104515075684
312,312,2020-05-01,19.11135482788086
313,313,2020-05-04,18.56068992614746
314,314,2020-05-05,18.25296974182129
315,315,2020-05-06,17.750886917114258
316,316,2020-05-07,19.88066673278809
317,317,2020-05-08,19.89686393737793
318,318,2020-05-11,19.467668533325195
319,319,2020-05-12,18.70645523071289
320,320,2020-05-13,18.47970962524414
321,321,2020-05-14,18.333940505981445
322,322,2020-05-15,18.155786514282227
323,323,2020-05-18,19.16804313659668
324,324,2020-05-19,18.997982025146484
325,325,2020-05-20,19.338096618652344
326,326,2020-05-21,19.37859344482422
327,327,2020-05-22,19.572940826416016
328,328,2020-05-26,20.12360954284668
329,329,2020-05-27,20.61758804321289
330,330,2020-05-28,20.811939239501957
331,331,2020-05-29,20.86052894592285
332,332,2020-06-01,21.38689994812012
333,333,2020-06-02,21.629838943481445
334,334,2020-06-03,22.998411178588867
335,335,2020-06-04,23.53287696838379
336,336,2020-06-05,24.05925178527832
337,337,2020-06-08,24.74758529663086
338,338,2020-06-09,24.39937210083008
339,339,2020-06-10,23.75962257385254
340,340,2020-06-11,22.358667373657227
341,341,2020-06-12,23.045387268066406
342,342,2020-06-15,23.2110652923584
343,343,2020-06-16,23.335317611694336
344,344,2020-06-17,23.07023811340332
345,345,2020-06-18,22.34955406188965
346,346,2020-06-19,21.81939697265625
347,347,2020-06-22,21.330656051635746
348,348,2020-06-23,21.620586395263672
349,349,2020-06-24,20.734220504760746
350,350,2020-06-25,20.411157608032227
351,351,2020-06-26,20.436006546020508
352,352,2020-06-29,21.28923225402832
353,353,2020-06-30,21.620586395263672
354,354,2020-07-01,21.74484062194824
355,355,2020-07-02,21.6702880859375
356,356,2020-07-06,21.88566398620605
357,357,2020-07-07,21.57088279724121
358,358,2020-07-08,21.6702880859375
359,359,2020-07-09,21.68685340881348
360,360,2020-07-10,22.150745391845703
361,361,2020-07-13,22.250152587890625
362,362,2020-07-14,22.62291717529297
363,363,2020-07-15,22.86314582824707
364,364,2020-07-16,22.656051635742188
365,365,2020-07-17,22.589784622192383
366,366,2020-07-20,22.26671600341797
367,367,2020-07-21,22.589784622192383
368,368,2020-07-22,22.78030776977539
369,369,2020-07-23,22.788593292236328
370,370,2020-07-24,22.564929962158203
371,371,2020-07-27,22.987403869628903
372,372,2020-07-28,23.086809158325195
373,373,2020-07-29,23.40987205505371
374,374,2020-07-30,23.40159034729004
375,375,2020-07-31,23.35188865661621
376,376,2020-08-03,23.235919952392575
377,377,2020-08-04,23.90689849853516
378,378,2020-08-05,24.00630187988281
379,379,2020-08-06,24.097421646118164
380,380,2020-08-07,24.395639419555664
381,381,2020-08-10,24.644153594970703
382,382,2020-08-11,24.486759185791016
383,383,2020-08-12,24.70213890075684
384,384,2020-08-13,24.32108497619629
385,385,2020-08-14,24.635866165161133
386,386,2020-08-17,25.124610900878903
387,387,2020-08-18,24.851242065429688
