,Unnamed: 0.1,Unnamed: 0,Date,APH,APH_6m,APH_12m
380,380,380,2020-08-07,52.140995025634766,50.79351043701172,49.87587356567383
381,381,381,2020-08-10,52.21826934814453,51.07846450805664,51.00119018554688
382,382,382,2020-08-11,52.55150985717773,51.86570739746094,50.41679763793945
383,383,383,2020-08-12,53.02482223510742,52.36315155029297,51.27648162841797
384,384,384,2020-08-13,53.40153503417969,52.4742431640625,50.32986068725586
385,385,385,2020-08-14,53.019996643066406,52.329345703125,51.11227798461914
386,386,386,2020-08-17,53.07311630249024,52.140995025634766,50.79351043701172
387,387,387,2020-08-18,52.71572494506836,52.21826934814453,51.07846450805664
388,388,388,2020-08-19,52.71089172363281,52.55150985717773,51.86570739746094
389,389,389,2020-08-20,51.822242736816406,53.02482223510742,52.36315155029297
390,390,390,2020-08-21,52.27621841430664,53.40153503417969,52.4742431640625
391,391,391,2020-08-24,52.52253723144531,53.019996643066406,52.329345703125
392,392,392,2020-08-25,52.59981536865234,53.07311630249024,52.140995025634766
393,393,393,2020-08-26,52.66743469238281,52.71572494506836,52.21826934814453
394,394,394,2020-08-27,52.2086067199707,52.71089172363281,52.55150985717773
395,395,395,2020-08-28,53.019996643066406,51.822242736816406,53.02482223510742
396,396,396,2020-08-31,53.02965927124024,52.27621841430664,53.40153503417969
397,397,397,2020-09-01,53.50778198242188,52.52253723144531,53.019996643066406
398,398,398,2020-09-02,54.55582046508789,52.59981536865234,53.07311630249024
399,399,399,2020-09-03,52.38730239868164,52.66743469238281,52.71572494506836
400,400,400,2020-09-04,52.37764739990234,52.2086067199707,52.71089172363281
401,401,401,2020-09-08,50.74039077758789,53.019996643066406,51.822242736816406
402,402,402,2020-09-09,51.57109069824219,53.02965927124024,52.27621841430664
403,403,403,2020-09-10,50.48441696166992,53.50778198242188,52.52253723144531
404,404,404,2020-09-11,50.36850738525391,54.55582046508789,52.59981536865234
405,405,405,2020-09-14,51.69501495361328,52.38730239868164,52.66743469238281
406,406,406,2020-09-15,52.44541549682617,52.37764739990234,52.2086067199707
407,407,407,2020-09-16,52.80850982666016,50.74039077758789,53.019996643066406
408,408,408,2020-09-17,53.19580841064453,51.57109069824219,53.02965927124024
409,409,409,2020-09-18,52.70684051513672,50.48441696166992,53.50778198242188
410,410,410,2020-09-21,50.10223007202149,50.36850738525391,54.55582046508789
411,411,411,2020-09-22,50.64930725097656,51.69501495361328,52.38730239868164
412,412,412,2020-09-23,50.00542068481445,52.44541549682617,52.37764739990234
413,413,413,2020-09-24,50.44113159179688,52.80850982666016,50.74039077758789
414,414,414,2020-09-25,51.15279769897461,53.19580841064453,51.57109069824219
415,415,415,2020-09-28,52.37279510498047,52.70684051513672,50.48441696166992
416,416,416,2020-09-29,52.59064865112305,50.10223007202149,50.36850738525391
417,417,417,2020-09-30,52.41635894775391,50.64930725097656,51.69501495361328
418,418,418,2020-10-01,53.15223693847656,50.00542068481445,52.44541549682617
419,419,419,2020-10-02,52.94406127929688,50.44113159179688,52.80850982666016
420,420,420,2020-10-05,53.994625091552734,51.15279769897461,53.19580841064453
421,421,421,2020-10-06,53.32167816162109,52.37279510498047,52.70684051513672
422,422,422,2020-10-07,54.72080993652344,52.59064865112305,50.10223007202149
423,423,423,2020-10-08,54.94834899902344,52.41635894775391,50.64930725097656
424,424,424,2020-10-09,54.94350051879883,53.15223693847656,50.00542068481445
425,425,425,2020-10-12,55.558349609375,52.94406127929688,50.44113159179688
426,426,426,2020-10-13,54.69659805297852,53.994625091552734,51.15279769897461
427,427,427,2020-10-14,54.93865966796875,53.32167816162109,52.37279510498047
428,428,428,2020-10-15,55.36469650268555,54.72080993652344,52.59064865112305
429,429,429,2020-10-16,55.75199890136719,54.94834899902344,52.41635894775391
430,430,430,2020-10-19,54.754695892333984,54.94350051879883,53.15223693847656
431,431,431,2020-10-20,55.48088073730469,55.558349609375,52.94406127929688
432,432,432,2020-10-21,55.645484924316406,54.69659805297852,53.994625091552734
433,433,433,2020-10-22,57.37381362915039,54.93865966796875,53.32167816162109
434,434,434,2020-10-23,57.9741325378418,55.36469650268555,54.72080993652344
435,435,435,2020-10-26,56.37651062011719,55.75199890136719,54.94834899902344
436,436,436,2020-10-27,55.69874572753906,54.754695892333984,54.94350051879883
437,437,437,2020-10-28,53.98493576049805,55.48088073730469,55.558349609375
438,438,438,2020-10-29,54.78858184814453,55.645484924316406,54.69659805297852
439,439,439,2020-10-30,54.62881851196289,57.37381362915039,54.93865966796875
440,440,440,2020-11-02,55.70841979980469,57.9741325378418,55.36469650268555
441,441,441,2020-11-03,56.40071868896485,56.37651062011719,55.75199890136719
442,442,442,2020-11-04,56.119930267333984,55.69874572753906,54.754695892333984
443,443,443,2020-11-05,57.83373641967773,53.98493576049805,55.48088073730469
444,444,444,2020-11-06,58.25976943969727,54.78858184814453,55.645484924316406
445,445,445,2020-11-09,58.864933013916016,54.62881851196289,57.37381362915039
446,446,446,2020-11-10,58.99080276489258,55.70841979980469,57.9741325378418
447,447,447,2020-11-11,60.16722869873047,56.40071868896485,56.37651062011719
448,448,448,2020-11-12,58.19682312011719,56.119930267333984,55.69874572753906
449,449,449,2020-11-13,59.74119567871094,57.83373641967773,53.98493576049805
450,450,450,2020-11-16,61.135475158691406,58.25976943969727,54.78858184814453
451,451,451,2020-11-17,61.51309585571289,58.864933013916016,54.62881851196289
452,452,452,2020-11-18,60.903106689453125,58.99080276489258,55.70841979980469
453,453,453,2020-11-19,61.58087921142578,60.16722869873047,56.40071868896485
454,454,454,2020-11-20,61.6728630065918,58.19682312011719,56.119930267333984
455,455,455,2020-11-23,62.002071380615234,59.74119567871094,57.83373641967773
456,456,456,2020-11-24,63.54158401489258,61.135475158691406,58.25976943969727
457,457,457,2020-11-25,63.3382453918457,61.51309585571289,58.864933013916016
458,458,458,2020-11-27,63.8804817199707,60.903106689453125,58.99080276489258
459,459,459,2020-11-30,63.32856750488281,61.58087921142578,60.16722869873047
460,460,460,2020-12-01,63.71586990356445,61.6728630065918,58.19682312011719
461,461,461,2020-12-02,63.4641227722168,62.002071380615234,59.74119567871094
462,462,462,2020-12-03,63.75944137573242,63.54158401489258,61.135475158691406
463,463,463,2020-12-04,64.34525299072266,63.3382453918457,61.51309585571289
464,464,464,2020-12-07,64.11285400390625,63.8804817199707,60.903106689453125
465,465,465,2020-12-08,64.5050048828125,63.32856750488281,61.58087921142578
466,466,466,2020-12-09,64.68896484375,63.71586990356445,61.6728630065918
467,467,467,2020-12-10,63.619049072265625,63.4641227722168,62.002071380615234
468,468,468,2020-12-11,63.42539978027344,63.75944137573242,63.54158401489258
469,469,469,2020-12-14,63.22161483764648,64.34525299072266,63.3382453918457
470,470,470,2020-12-15,63.82811737060547,64.11285400390625,63.8804817199707
471,471,471,2020-12-16,63.49333572387695,64.5050048828125,63.32856750488281
472,472,472,2020-12-17,64.1289291381836,64.68896484375,63.71586990356445
473,473,473,2020-12-18,63.39144134521485,63.619049072265625,63.4641227722168
474,474,474,2020-12-21,62.76554107666016,63.42539978027344,63.75944137573242
475,475,475,2020-12-22,62.52777862548828,63.22161483764648,64.34525299072266
476,476,476,2020-12-23,62.47439956665039,63.82811737060547,64.11285400390625
477,477,477,2020-12-24,62.673336029052734,63.49333572387695,64.5050048828125
478,478,478,2020-12-28,62.9984245300293,64.1289291381836,64.68896484375
479,479,479,2020-12-29,62.31914520263672,63.39144134521485,63.619049072265625
480,480,480,2020-12-30,62.9984245300293,62.76554107666016,63.42539978027344
481,481,481,2020-12-31,63.44967269897461,62.52777862548828,63.22161483764648
482,482,482,2021-01-04,62.35795593261719,62.47439956665039,63.82811737060547
483,483,483,2021-01-05,63.43510437011719,62.673336029052734,63.49333572387695
484,484,484,2021-01-06,65.01200103759766,62.9984245300293,64.1289291381836
485,485,485,2021-01-07,65.94359588623047,62.31914520263672,63.39144134521485
486,486,486,2021-01-08,65.67672729492188,62.9984245300293,62.76554107666016
487,487,487,2021-01-11,65.83199310302734,63.44967269897461,62.52777862548828
488,488,488,2021-01-12,65.47295379638672,62.35795593261719,62.47439956665039
489,489,489,2021-01-13,65.24005126953125,63.43510437011719,62.673336029052734
490,490,490,2021-01-14,64.93922424316406,65.01200103759766,62.9984245300293
491,491,491,2021-01-15,63.92031097412109,65.94359588623047,62.31914520263672
492,492,492,2021-01-19,64.21627807617188,65.67672729492188,62.9984245300293
493,493,493,2021-01-20,64.99259948730469,65.83199310302734,63.44967269897461
494,494,494,2021-01-21,64.5801773071289,65.47295379638672,62.35795593261719
495,495,495,2021-01-22,64.16290283203125,65.24005126953125,63.43510437011719
496,496,496,2021-01-25,64.44432830810547,64.93922424316406,65.01200103759766
497,497,497,2021-01-26,63.08575439453125,63.92031097412109,65.94359588623047
498,498,498,2021-01-27,60.92661666870117,64.21627807617188,65.67672729492188
499,499,499,2021-01-28,61.54767227172852,64.99259948730469,65.83199310302734
500,500,500,2021-01-29,60.5918197631836,64.5801773071289,65.47295379638672
501,501,501,2021-02-01,60.95572280883789,64.16290283203125,65.24005126953125
502,502,502,2021-02-02,61.61075210571289,64.44432830810547,64.93922424316406
503,503,503,2021-02-03,61.36814498901367,63.08575439453125,63.92031097412109
504,504,504,2021-02-04,62.28517150878906,60.92661666870117,64.21627807617188
505,505,505,2021-02-05,62.83346557617188,61.54767227172852,64.99259948730469
506,506,506,2021-02-08,64.19202423095703,60.5918197631836,64.5801773071289
507,507,507,2021-02-09,64.14834594726562,60.95572280883789,64.16290283203125
508,508,508,2021-02-10,63.71651077270508,61.61075210571289,64.44432830810547
509,509,509,2021-02-11,64.33271789550781,61.36814498901367,63.08575439453125
510,510,510,2021-02-12,65.9387435913086,62.28517150878906,60.92661666870117
511,511,511,2021-02-16,65.86111450195312,62.83346557617188,61.54767227172852
512,512,512,2021-02-17,65.00230407714844,64.19202423095703,60.5918197631836
513,513,513,2021-02-18,63.43510437011719,64.14834594726562,60.95572280883789
514,514,514,2021-02-19,64.25508880615234,63.71651077270508,61.61075210571289
515,515,515,2021-02-22,63.07120132446289,64.33271789550781,61.36814498901367
516,516,516,2021-02-23,61.80968475341797,65.9387435913086,62.28517150878906
517,517,517,2021-02-24,62.85771560668945,65.86111450195312,62.83346557617188
518,518,518,2021-02-25,60.75194549560547,65.00230407714844,64.19202423095703
519,519,519,2021-02-26,60.9799919128418,63.43510437011719,64.14834594726562
520,520,520,2021-03-01,63.05665588378906,64.25508880615234,63.71651077270508
521,521,521,2021-03-02,62.60541534423828,63.07120132446289,64.33271789550781
522,522,522,2021-03-03,60.98969650268555,61.80968475341797,65.9387435913086
523,523,523,2021-03-04,58.26286315917969,62.85771560668945,65.86111450195312
524,524,524,2021-03-05,59.73787689208984,60.75194549560547,65.00230407714844
525,525,525,2021-03-08,59.52439498901367,60.9799919128418,63.43510437011719
526,526,526,2021-03-09,60.35892868041992,63.05665588378906,64.25508880615234
527,527,527,2021-03-10,60.25218963623047,62.60541534423828,63.07120132446289
528,528,528,2021-03-11,62.02802276611328,60.98969650268555,61.80968475341797
529,529,529,2021-03-12,62.192989349365234,58.26286315917969,62.85771560668945
530,530,530,2021-03-15,63.9008903503418,59.73787689208984,60.75194549560547
531,531,531,2021-03-16,63.37688827514648,59.52439498901367,60.9799919128418
532,532,532,2021-03-17,63.33805847167969,60.35892868041992,63.05665588378906
533,533,533,2021-03-18,63.0760612487793,60.25218963623047,62.60541534423828
534,534,534,2021-03-19,62.39677810668945,62.02802276611328,60.98969650268555
535,535,535,2021-03-22,62.936561584472656,62.192989349365234,58.26286315917969
536,536,536,2021-03-23,61.20534896850586,63.9008903503418,59.73787689208984
537,537,537,2021-03-24,61.90561676025391,63.37688827514648,59.52439498901367
538,538,538,2021-03-25,62.73231887817383,63.33805847167969,60.35892868041992
539,539,539,2021-03-26,64.66777801513672,63.0760612487793,60.25218963623047
540,540,540,2021-03-29,64.39545440673828,62.39677810668945,62.02802276611328
541,541,541,2021-03-30,63.79244613647461,62.936561584472656,62.192989349365234
542,542,542,2021-03-31,64.16202545166016,61.20534896850586,63.9008903503418
543,543,543,2021-04-01,65.21244049072266,61.90561676025391,63.37688827514648
544,544,544,2021-04-05,66.93392944335938,62.73231887817383,63.33805847167969
545,545,545,2021-04-06,66.40872955322266,64.66777801513672,63.0760612487793
546,546,546,2021-04-07,65.44585418701172,64.39545440673828,62.39677810668945
547,547,547,2021-04-08,66.19475555419922,63.79244613647461,62.936561584472656
548,548,548,2021-04-09,66.58380889892578,64.16202545166016,61.20534896850586
549,549,549,2021-04-12,65.86408233642578,65.21244049072266,61.90561676025391
550,550,550,2021-04-13,65.97106170654297,66.93392944335938,62.73231887817383
551,551,551,2021-04-14,65.85435485839844,66.40872955322266,64.66777801513672
552,552,552,2021-04-15,66.64215850830078,65.44585418701172,64.39545440673828
553,553,553,2021-04-16,66.60325622558594,66.19475555419922,63.79244613647461
554,554,554,2021-04-19,65.65984344482422,66.58380889892578,64.16202545166016
555,555,555,2021-04-20,64.95956420898438,65.86408233642578,65.21244049072266
556,556,556,2021-04-21,65.87379455566406,65.97106170654297,66.93392944335938
557,557,557,2021-04-22,65.74736022949219,65.85435485839844,66.40872955322266
558,558,558,2021-04-23,66.91448211669922,66.64215850830078,65.44585418701172
559,559,559,2021-04-26,67.08954620361328,66.60325622558594,66.19475555419922
560,560,560,2021-04-27,66.38928985595703,65.65984344482422,66.58380889892578
561,561,561,2021-04-28,65.66954803466797,64.95956420898438,65.86408233642578
562,562,562,2021-04-29,66.75885009765625,65.87379455566406,65.97106170654297
563,563,563,2021-04-30,65.4944839477539,65.74736022949219,65.85435485839844
564,564,564,2021-05-03,64.43437194824219,66.91448211669922,66.64215850830078
565,565,565,2021-05-04,64.25931549072266,67.08954620361328,66.60325622558594
566,566,566,2021-05-05,65.0665512084961,66.38928985595703,65.65984344482422
567,567,567,2021-05-06,65.11517333984375,65.66954803466797,64.95956420898438
568,568,568,2021-05-07,66.2433853149414,66.75885009765625,65.87379455566406
569,569,569,2021-05-10,65.22217559814453,65.4944839477539,65.74736022949219
570,570,570,2021-05-11,64.49271392822266,64.43437194824219,66.91448211669922
571,571,571,2021-05-12,62.4113655090332,64.25931549072266,67.08954620361328
572,572,572,2021-05-13,63.51039505004883,65.0665512084961,66.38928985595703
573,573,573,2021-05-14,64.54135131835938,65.11517333984375,65.66954803466797
574,574,574,2021-05-17,64.6775131225586,66.2433853149414,66.75885009765625
575,575,575,2021-05-18,63.89942169189453,65.22217559814453,65.4944839477539
576,576,576,2021-05-19,64.13286590576172,64.49271392822266,64.43437194824219
577,577,577,2021-05-20,64.7650375366211,62.4113655090332,64.25931549072266
578,578,578,2021-05-21,64.53160858154297,63.51039505004883,65.0665512084961
579,579,579,2021-05-24,65.23188781738281,64.54135131835938,65.11517333984375
580,580,580,2021-05-25,65.1249008178711,64.6775131225586,66.2433853149414
581,581,581,2021-05-26,65.26104736328125,63.89942169189453,65.22217559814453
582,582,582,2021-05-27,65.3486099243164,64.13286590576172,64.49271392822266
583,583,583,2021-05-28,65.41667938232422,64.7650375366211,62.4113655090332
584,584,584,2021-06-01,65.73763275146484,64.53160858154297,63.51039505004883
585,585,585,2021-06-02,65.90298461914062,65.23188781738281,64.54135131835938
586,586,586,2021-06-03,66.17530059814453,65.1249008178711,64.6775131225586
587,587,587,2021-06-04,67.26461791992188,65.26104736328125,63.89942169189453
588,588,588,2021-06-07,66.32119750976562,65.3486099243164,64.13286590576172
589,589,589,2021-06-08,66.3017349243164,65.41667938232422,64.7650375366211
590,590,590,2021-06-09,66.27256774902344,65.73763275146484,64.53160858154297
591,591,591,2021-06-10,66.39898681640625,65.90298461914062,65.23188781738281
592,592,592,2021-06-11,66.57406616210938,66.17530059814453,65.1249008178711
593,593,593,2021-06-14,66.43790435791016,67.26461791992188,65.26104736328125
594,594,594,2021-06-15,66.55461120605469,66.32119750976562,65.3486099243164
595,595,595,2021-06-16,66.35037231445312,66.3017349243164,65.41667938232422
596,596,596,2021-06-17,65.54310607910156,66.27256774902344,65.73763275146484
597,597,597,2021-06-18,64.4635238647461,66.39898681640625,65.90298461914062
598,598,598,2021-06-21,65.33590698242188,66.57406616210938,66.17530059814453
599,599,599,2021-06-22,65.82328796386719,66.43790435791016,67.26461791992188
600,600,600,2021-06-23,65.7258071899414,66.55461120605469,66.32119750976562
601,601,601,2021-06-24,66.32038879394531,66.35037231445312,66.3017349243164
602,602,602,2021-06-25,66.21317291259766,65.54310607910156,66.27256774902344
603,603,603,2021-06-28,66.6712875366211,64.4635238647461,66.39898681640625
604,604,604,2021-06-29,66.76876068115234,65.33590698242188,66.57406616210938
605,605,605,2021-06-30,66.6810531616211,65.82328796386719,66.43790435791016
606,606,606,2021-07-01,67.2171401977539,65.7258071899414,66.55461120605469
607,607,607,2021-07-02,68.1821060180664,66.32038879394531,66.35037231445312
608,608,608,2021-07-06,67.55829620361328,66.21317291259766,65.54310607910156
609,609,609,2021-07-07,68.07487487792969,66.6712875366211,64.4635238647461
610,610,610,2021-07-08,67.35358428955078,66.76876068115234,65.33590698242188
611,611,611,2021-07-09,68.53302001953125,66.6810531616211,65.82328796386719
612,612,612,2021-07-12,68.59150695800781,67.2171401977539,65.7258071899414
613,613,613,2021-07-13,68.16262817382812,68.1821060180664,66.32038879394531
614,614,614,2021-07-14,68.08464813232422,67.55829620361328,66.21317291259766
615,615,615,2021-07-15,67.3438491821289,68.07487487792969,66.6712875366211
616,616,616,2021-07-16,66.31063842773438,67.35358428955078,66.76876068115234
617,617,617,2021-07-19,65.68680572509766,68.53302001953125,66.6810531616211
618,618,618,2021-07-20,66.87598419189453,68.59150695800781,67.2171401977539
619,619,619,2021-07-21,68.3770523071289,68.16262817382812,68.1821060180664
620,620,620,2021-07-22,68.26009368896484,68.08464813232422,67.55829620361328
621,621,621,2021-07-23,69.20557403564453,67.3438491821289,68.07487487792969
622,622,622,2021-07-26,68.9521484375,66.31063842773438,67.35358428955078
623,623,623,2021-07-27,68.61099243164062,65.68680572509766,68.53302001953125
624,624,624,2021-07-28,68.98139953613281,66.87598419189453,68.59150695800781
625,625,625,2021-07-29,70.14131927490234,68.3770523071289,68.16262817382812
626,626,626,2021-07-30,70.65791320800781,68.26009368896484,68.08464813232422
627,627,627,2021-08-02,70.8431167602539,69.20557403564453,67.3438491821289
628,628,628,2021-08-03,71.96406555175781,68.9521484375,66.31063842773438
629,629,629,2021-08-04,71.69113159179688,68.61099243164062,65.68680572509766
630,630,630,2021-08-05,71.81786346435547,68.98139953613281,66.87598419189453
631,631,631,2021-08-06,71.76911163330078,70.14131927490234,68.3770523071289
632,632,632,2021-08-09,71.57415771484375,70.65791320800781,68.26009368896484
633,633,633,2021-08-10,71.76911163330078,70.8431167602539,69.20557403564453
634,634,634,2021-08-11,71.85684204101562,71.96406555175781,68.9521484375
635,635,635,2021-08-12,72.04203033447266,71.69113159179688,68.61099243164062
636,636,636,2021-08-13,72.12002563476562,71.81786346435547,68.98139953613281
637,637,637,2021-08-16,72.61711883544922,71.76911163330078,70.14131927490234
638,638,638,2021-08-17,72.23697662353516,71.57415771484375,70.65791320800781
639,639,639,2021-08-18,72.04203033447266,71.76911163330078,70.8431167602539
640,640,640,2021-08-19,72.24674987792969,71.85684204101562,71.96406555175781
641,641,641,2021-08-20,72.58789825439453,72.04203033447266,71.69113159179688
642,642,642,2021-08-23,73.35791015625,72.12002563476562,71.81786346435547
643,643,643,2021-08-24,73.43589782714844,72.61711883544922,71.76911163330078
644,644,644,2021-08-25,73.86477661132812,72.23697662353516,71.57415771484375
645,645,645,2021-08-26,73.70880889892578,72.04203033447266,71.76911163330078
646,646,646,2021-08-27,74.81026458740234,72.24674987792969,71.85684204101562
647,647,647,2021-08-30,74.98571014404297,72.58789825439453,72.04203033447266
648,648,648,2021-08-31,74.69328308105469,73.35791015625,72.12002563476562
649,649,649,2021-09-01,74.4106216430664,73.43589782714844,72.61711883544922
650,650,650,2021-09-02,74.89797973632812,73.86477661132812,72.23697662353516
651,651,651,2021-09-03,75.09292602539062,73.70880889892578,72.04203033447266
652,652,652,2021-09-07,74.05972290039062,74.81026458740234,72.24674987792969
653,653,653,2021-09-08,73.65033721923828,74.98571014404297,72.58789825439453
654,654,654,2021-09-09,73.31893157958984,74.69328308105469,73.35791015625
655,655,655,2021-09-10,73.45539093017578,74.4106216430664,73.43589782714844
656,656,656,2021-09-13,74.00125122070312,74.89797973632812,73.86477661132812
657,657,657,2021-09-14,73.8160400390625,75.09292602539062,73.70880889892578
658,658,658,2021-09-15,74.47886657714844,74.05972290039062,74.81026458740234
659,659,659,2021-09-16,74.53734588623047,73.65033721923828,74.98571014404297
660,660,660,2021-09-17,73.80630493164062,73.31893157958984,74.69328308105469
661,661,661,2021-09-20,72.46347045898438,73.45539093017578,74.4106216430664
662,662,662,2021-09-21,72.14119720458984,74.00125122070312,74.89797973632812
663,663,663,2021-09-22,73.79164123535156,73.8160400390625,75.09292602539062
664,664,664,2021-09-23,75.23699951171875,74.47886657714844,74.05972290039062
665,665,665,2021-09-24,75.67646789550781,74.53734588623047,73.65033721923828
666,666,666,2021-09-27,75.46161651611328,73.80630493164062,73.31893157958984
667,667,667,2021-09-28,73.8697738647461,72.46347045898438,73.45539093017578
668,668,668,2021-09-29,72.79550170898438,72.14119720458984,74.00125122070312
669,669,669,2021-09-30,71.51617431640625,73.79164123535156,73.8160400390625
670,670,670,2021-10-01,72.86387634277344,75.23699951171875,74.47886657714844
671,671,671,2021-10-04,71.81891632080078,75.67646789550781,74.53734588623047
672,672,672,2021-10-05,72.84435272216797,75.46161651611328,73.80630493164062
673,673,673,2021-10-06,72.78575897216797,73.8697738647461,72.46347045898438
674,674,674,2021-10-07,73.83071899414062,72.79550170898438,72.14119720458984
675,675,675,2021-10-08,73.9674301147461,71.51617431640625,73.79164123535156
676,676,676,2021-10-11,73.31312561035156,72.86387634277344,75.23699951171875
677,677,677,2021-10-12,72.26815795898438,71.81891632080078,75.67646789550781
678,678,678,2021-10-13,72.6880874633789,72.84435272216797,75.46161651611328
679,679,679,2021-10-14,74.64127349853516,72.78575897216797,73.8697738647461
680,680,680,2021-10-15,75.26630401611328,73.83071899414062,72.79550170898438
681,681,681,2021-10-18,75.66671752929688,73.9674301147461,71.51617431640625
682,682,682,2021-10-19,76.0085220336914,73.31312561035156,72.86387634277344
683,683,683,2021-10-20,76.516357421875,72.26815795898438,71.81891632080078
684,684,684,2021-10-21,77.62966918945312,72.6880874633789,72.84435272216797
685,685,685,2021-10-22,77.44412231445312,74.64127349853516,72.78575897216797
686,686,686,2021-10-25,77.26832580566406,75.26630401611328,73.83071899414062
687,687,687,2021-10-26,76.91675567626953,75.66671752929688,73.9674301147461
688,688,688,2021-10-27,73.9967269897461,76.0085220336914,73.31312561035156
689,689,689,2021-10-28,74.83659362792969,76.516357421875,72.26815795898438
690,690,690,2021-10-29,74.97332000732422,77.62966918945312,72.6880874633789
691,691,691,2021-11-01,75.15887451171875,77.44412231445312,74.64127349853516
692,692,692,2021-11-02,76.01828002929688,77.26832580566406,75.26630401611328
693,693,693,2021-11-03,76.535888671875,76.91675567626953,75.66671752929688
694,694,694,2021-11-04,77.26832580566406,73.9967269897461,76.0085220336914
695,695,695,2021-11-05,79.53402709960938,74.83659362792969,76.516357421875
696,696,696,2021-11-08,79.73912048339844,74.97332000732422,77.62966918945312
697,697,697,2021-11-09,80.36414337158203,75.15887451171875,77.44412231445312
698,698,698,2021-11-10,80.36414337158203,76.01828002929688,77.26832580566406
699,699,699,2021-11-11,80.88172912597656,76.535888671875,76.91675567626953
700,700,700,2021-11-12,82.05364227294922,77.26832580566406,73.9967269897461
701,701,701,2021-11-15,82.97164154052734,79.53402709960938,74.83659362792969
702,702,702,2021-11-16,83.0497817993164,79.73912048339844,74.97332000732422
703,703,703,2021-11-17,82.9130630493164,80.36414337158203,75.15887451171875
704,704,704,2021-11-18,82.7763442993164,80.36414337158203,76.01828002929688
705,705,705,2021-11-19,83.1474380493164,80.88172912597656,76.535888671875
706,706,706,2021-11-22,82.28803253173828,82.05364227294922,77.26832580566406
707,707,707,2021-11-23,82.81541442871094,82.97164154052734,79.53402709960938
708,708,708,2021-11-24,82.32710266113281,83.0497817993164,79.73912048339844
709,709,709,2021-11-26,79.70982360839844,82.9130630493164,80.36414337158203
710,710,710,2021-11-29,80.9891586303711,82.7763442993164,80.36414337158203
711,711,711,2021-11-30,78.69416046142578,83.1474380493164,80.88172912597656
712,712,712,2021-12-01,78.11798095703125,82.28803253173828,82.05364227294922
713,713,713,2021-12-02,79.5535659790039,82.81541442871094,82.97164154052734
714,714,714,2021-12-03,79.75865173339844,82.32710266113281,83.0497817993164
715,715,715,2021-12-06,80.81336975097656,79.70982360839844,82.9130630493164
716,716,716,2021-12-07,81.88761901855469,80.9891586303711,82.7763442993164
717,717,717,2021-12-08,81.58487701416016,78.69416046142578,83.1474380493164
718,718,718,2021-12-09,81.16494750976562,78.11798095703125,82.28803253173828
719,719,719,2021-12-10,82.29779815673828,79.5535659790039,82.81541442871094
720,720,720,2021-12-13,81.64348602294922,79.75865173339844,82.32710266113281
721,721,721,2021-12-14,80.53993225097656,80.81336975097656,79.70982360839844
722,722,722,2021-12-15,82.39545440673828,81.88761901855469,80.9891586303711
723,723,723,2021-12-16,81.59465789794922,81.58487701416016,78.69416046142578
724,724,724,2021-12-17,80.54969024658203,81.16494750976562,78.11798095703125
725,725,725,2021-12-20,79.43367004394531,82.29779815673828,79.5535659790039
726,726,726,2021-12-21,81.31329345703125,81.64348602294922,79.75865173339844
727,727,727,2021-12-22,82.2237319946289,80.53993225097656,80.81336975097656
728,728,728,2021-12-23,83.27123260498047,82.39545440673828,81.88761901855469
729,729,729,2021-12-27,85.1019058227539,81.59465789794922,81.58487701416016
730,730,730,2021-12-28,85.28791046142578,80.54969024658203,81.16494750976562
731,731,731,2021-12-29,86.0906753540039,79.43367004394531,82.29779815673828
732,732,732,2021-12-30,85.19001007080078,81.31329345703125,81.64348602294922
733,733,733,2021-12-31,85.62075805664062,82.2237319946289,80.53993225097656
734,734,734,2022-01-03,84.68094635009766,83.27123260498047,82.39545440673828
735,735,735,2022-01-04,84.94527435302734,85.1019058227539,81.59465789794922
736,736,736,2022-01-05,83.32996368408203,85.28791046142578,80.54969024658203
737,737,737,2022-01-06,83.39849090576172,86.0906753540039,79.43367004394531
738,738,738,2022-01-07,80.39305877685547,85.19001007080078,81.31329345703125
739,739,739,2022-01-10,80.19725799560547,85.62075805664062,82.2237319946289
740,740,740,2022-01-11,80.87276458740234,84.68094635009766,83.27123260498047
741,741,741,2022-01-12,81.1370620727539,84.94527435302734,85.1019058227539
742,742,742,2022-01-13,80.13851928710938,83.32996368408203,85.28791046142578
743,743,743,2022-01-14,79.8937759399414,83.39849090576172,86.0906753540039
744,744,744,2022-01-18,78.17079162597656,80.39305877685547,85.19001007080078
745,745,745,2022-01-19,76.85897827148438,80.19725799560547,85.62075805664062
746,746,746,2022-01-20,76.27159881591797,80.87276458740234,84.68094635009766
747,747,747,2022-01-21,75.41009521484375,81.1370620727539,84.94527435302734
748,748,748,2022-01-24,75.72335815429688,80.13851928710938,83.32996368408203
749,749,749,2022-01-25,74.41155242919922,79.8937759399414,83.39849090576172
750,750,750,2022-01-26,74.7345962524414,78.17079162597656,80.39305877685547
751,751,751,2022-01-27,73.45216369628906,76.85897827148438,80.19725799560547
752,752,752,2022-01-28,75.48841094970703,76.27159881591797,80.87276458740234
753,753,753,2022-01-31,77.91625213623047,75.41009521484375,81.1370620727539
754,754,754,2022-02-01,77.4561538696289,75.72335815429688,80.13851928710938
755,755,755,2022-02-02,78.75817108154297,74.41155242919922,79.8937759399414
756,756,756,2022-02-03,77.4072036743164,74.7345962524414,78.17079162597656
