,Unnamed: 0,Date,EXPD
0,0,2019-02-05,66.72594451904297
1,1,2019-02-06,66.51866912841797
2,2,2019-02-07,67.27241516113281
3,3,2019-02-08,67.00860595703125
4,4,2019-02-11,67.05571746826172
5,5,2019-02-12,68.80818939208984
6,6,2019-02-13,69.50541687011719
7,7,2019-02-14,69.68441009521484
8,8,2019-02-15,69.38292694091797
9,9,2019-02-19,70.68315124511719
10,10,2019-02-20,71.18251037597656
11,11,2019-02-21,71.15424346923828
12,12,2019-02-22,71.41805267333984
13,13,2019-02-25,71.05061340332031
14,14,2019-02-26,70.36279296875
15,15,2019-02-27,70.42874908447266
16,16,2019-02-28,70.61719512939453
17,17,2019-03-01,71.04117584228516
18,18,2019-03-04,70.97522735595703
19,19,2019-03-05,70.63603973388672
20,20,2019-03-06,70.55123138427734
21,21,2019-03-07,70.0518798828125
22,22,2019-03-08,70.20264434814453
23,23,2019-03-11,71.76667022705078
24,24,2019-03-12,72.14353942871094
25,25,2019-03-13,72.42620086669922
26,26,2019-03-14,72.54869079589844
27,27,2019-03-15,71.61590576171875
28,28,2019-03-18,72.11526489257812
29,29,2019-03-19,71.79492950439453
30,30,2019-03-20,70.49470520019531
31,31,2019-03-21,71.50284576416016
32,32,2019-03-22,69.8351821899414
33,33,2019-03-25,69.45831298828125
34,34,2019-03-26,69.77864074707031
35,35,2019-03-27,69.98593139648438
36,36,2019-03-28,70.63603973388672
37,37,2019-03-29,71.51228332519531
38,38,2019-04-01,73.11399841308594
39,39,2019-04-02,73.57567596435547
40,40,2019-04-03,73.28358459472656
41,41,2019-04-04,73.82063293457031
42,42,2019-04-05,73.59452819824219
43,43,2019-04-08,73.70758819580078
44,44,2019-04-09,73.31185150146484
45,45,2019-04-10,73.30243682861328
46,46,2019-04-11,73.66989135742188
47,47,2019-04-12,74.47075653076172
48,48,2019-04-15,74.38594055175781
49,49,2019-04-16,75.19624328613281
50,50,2019-04-17,75.46949768066406
51,51,2019-04-18,75.78038024902344
52,52,2019-04-22,75.33756256103516
53,53,2019-04-23,75.3564224243164
54,54,2019-04-24,75.84634399414062
55,55,2019-04-25,74.17868041992188
56,56,2019-04-26,74.69688415527344
57,57,2019-04-29,73.81121063232422
58,58,2019-04-30,74.82878112792969
59,59,2019-05-01,72.6617431640625
60,60,2019-05-02,73.69817352294922
61,61,2019-05-03,74.58381652832031
62,62,2019-05-06,74.15982055664062
63,63,2019-05-07,71.35211181640625
64,64,2019-05-08,70.60777282714844
65,65,2019-05-09,69.97650146484375
66,66,2019-05-10,69.54310607910156
67,67,2019-05-13,67.96964263916016
68,68,2019-05-14,68.6197509765625
69,69,2019-05-15,69.09083557128906
70,70,2019-05-16,70.07071685791016
71,71,2019-05-17,70.23089599609375
72,72,2019-05-20,69.58077239990234
73,73,2019-05-21,69.67499542236328
74,74,2019-05-22,68.67627716064453
75,75,2019-05-23,67.5362319946289
76,76,2019-05-24,67.54564666748047
77,77,2019-05-28,66.73536682128906
78,78,2019-05-29,66.30197143554688
79,79,2019-05-30,66.23600769042969
80,80,2019-05-31,66.03671264648438
81,81,2019-06-03,66.56813049316406
82,82,2019-06-04,67.83970642089844
83,83,2019-06-05,68.73171997070312
84,84,2019-06-06,68.08644104003906
85,85,2019-06-07,68.85507202148438
86,86,2019-06-10,69.9368667602539
87,87,2019-06-11,69.29158020019531
88,88,2019-06-12,70.48725891113281
89,89,2019-06-13,70.72447967529297
90,90,2019-06-14,70.19308471679688
91,91,2019-06-17,69.37699890136719
92,92,2019-06-18,70.52521514892578
93,93,2019-06-19,71.53108215332031
94,94,2019-06-20,72.43258666992188
95,95,2019-06-21,71.54058837890625
96,96,2019-06-24,70.49674224853516
97,97,2019-06-25,70.06022644042969
98,98,2019-06-26,69.44343566894531
99,99,2019-06-27,70.92375946044922
100,100,2019-06-28,71.98657989501953
101,101,2019-07-01,72.10993957519531
102,102,2019-07-02,70.6580581665039
103,103,2019-07-03,71.61648559570312
104,104,2019-07-05,71.5216064453125
105,105,2019-07-08,71.17048645019531
106,106,2019-07-09,69.77555847167969
107,107,2019-07-10,67.9725570678711
108,108,2019-07-11,68.73171997070312
109,109,2019-07-12,70.36388397216797
110,110,2019-07-15,70.325927734375
111,111,2019-07-16,71.26539611816406
112,112,2019-07-17,69.87993621826172
113,113,2019-07-18,70.23104858398438
114,114,2019-07-19,71.15151977539062
115,115,2019-07-22,70.85733795166016
116,116,2019-07-23,71.56903839111328
117,117,2019-07-24,72.6318588256836
118,118,2019-07-25,71.5500717163086
119,119,2019-07-26,72.29974365234375
120,120,2019-07-29,72.29974365234375
121,121,2019-07-30,72.35667419433594
122,122,2019-07-31,72.4515609741211
123,123,2019-08-01,69.57627868652344
124,124,2019-08-02,69.44343566894531
125,125,2019-08-05,66.14110565185547
126,126,2019-08-06,68.76019287109375
127,127,2019-08-07,68.883544921875
128,128,2019-08-08,69.40546417236328
129,129,2019-08-09,68.59886932373047
130,130,2019-08-12,67.46012878417969
131,131,2019-08-13,67.944091796875
132,132,2019-08-14,66.6155776977539
133,133,2019-08-15,66.80538177490234
134,134,2019-08-16,67.78277587890625
135,135,2019-08-19,68.05796813964844
136,136,2019-08-20,66.85281372070312
137,137,2019-08-21,67.01415252685547
138,138,2019-08-22,66.65352630615234
139,139,2019-08-23,64.83157348632812
140,140,2019-08-26,65.90386962890625
141,141,2019-08-27,66.31192016601562
142,142,2019-08-28,67.0426025390625
143,143,2019-08-29,67.8681869506836
144,144,2019-08-30,67.4696273803711
145,145,2019-09-03,66.62506866455078
146,146,2019-09-04,67.54553985595703
147,147,2019-09-05,68.86456298828125
148,148,2019-09-06,69.50984191894531
149,149,2019-09-09,70.18358612060547
150,150,2019-09-10,71.65445709228516
151,151,2019-09-11,71.97708892822266
152,152,2019-09-12,71.36975860595703
153,153,2019-09-13,72.32819366455078
154,154,2019-09-16,71.54058837890625
155,155,2019-09-17,71.5216064453125
156,156,2019-09-18,71.44568634033203
157,157,2019-09-19,70.78141784667969
158,158,2019-09-20,70.20258331298828
159,159,2019-09-23,68.87405395507812
160,160,2019-09-24,68.08644104003906
161,161,2019-09-25,69.14926147460938
162,162,2019-09-26,69.13975524902344
163,163,2019-09-27,69.54780578613281
164,164,2019-09-30,70.49674224853516
165,165,2019-10-01,69.4339370727539
166,166,2019-10-02,67.33677673339844
167,167,2019-10-03,67.41268920898438
168,168,2019-10-04,67.82073211669922
169,169,2019-10-07,67.22289276123047
170,170,2019-10-08,65.45787811279297
171,171,2019-10-09,67.0521011352539
172,172,2019-10-10,68.42805480957031
173,173,2019-10-11,70.57266235351562
