,Date,IFF
0,2019-02-04 00:00:00-05:00,123.37662506103516
1,2019-02-05 00:00:00-05:00,124.60734558105469
2,2019-02-06 00:00:00-05:00,124.22601318359375
3,2019-02-07 00:00:00-05:00,123.31596374511719
4,2019-02-08 00:00:00-05:00,122.87394714355469
5,2019-02-11 00:00:00-05:00,124.10465240478516
6,2019-02-12 00:00:00-05:00,126.43614196777344
7,2019-02-13 00:00:00-05:00,125.86408996582031
8,2019-02-14 00:00:00-05:00,114.97816467285156
9,2019-02-15 00:00:00-05:00,114.41482543945312
10,2019-02-19 00:00:00-05:00,111.03463745117188
11,2019-02-20 00:00:00-05:00,112.64672088623047
12,2019-02-21 00:00:00-05:00,111.5806884765625
13,2019-02-22 00:00:00-05:00,111.13864135742188
14,2019-02-25 00:00:00-05:00,110.32394409179688
15,2019-02-26 00:00:00-05:00,109.20585632324219
16,2019-02-27 00:00:00-05:00,110.37593078613281
17,2019-02-28 00:00:00-05:00,110.50592803955078
18,2019-03-01 00:00:00-05:00,110.82662200927734
19,2019-03-04 00:00:00-05:00,110.90462493896484
20,2019-03-05 00:00:00-05:00,109.99458312988281
21,2019-03-06 00:00:00-05:00,109.87326049804688
22,2019-03-07 00:00:00-05:00,107.91445922851562
23,2019-03-08 00:00:00-05:00,108.68585205078125
24,2019-03-11 00:00:00-04:00,109.50055694580078
25,2019-03-12 00:00:00-04:00,109.36189270019531
26,2019-03-13 00:00:00-04:00,108.72051239013672
27,2019-03-14 00:00:00-04:00,108.30450439453125
28,2019-03-15 00:00:00-04:00,107.98381042480469
29,2019-03-18 00:00:00-04:00,108.27848815917969
30,2019-03-19 00:00:00-04:00,107.09107971191406
31,2019-03-20 00:00:00-04:00,106.20703887939453
32,2019-03-21 00:00:00-04:00,109.60456085205078
33,2019-03-22 00:00:00-04:00,108.69793701171875
34,2019-03-25 00:00:00-04:00,107.84363555908203
35,2019-03-26 00:00:00-04:00,109.24713134765625
36,2019-03-27 00:00:00-04:00,110.55476379394531
37,2019-03-28 00:00:00-04:00,113.0741195678711
38,2019-03-29 00:00:00-04:00,112.2720947265625
39,2019-04-01 00:00:00-04:00,114.03303527832031
40,2019-04-02 00:00:00-04:00,113.78895568847656
41,2019-04-03 00:00:00-04:00,113.98943328857422
42,2019-04-04 00:00:00-04:00,114.9483413696289
43,2019-04-05 00:00:00-04:00,115.26217651367188
44,2019-04-08 00:00:00-04:00,115.02680969238281
45,2019-04-09 00:00:00-04:00,114.3642807006836
46,2019-04-10 00:00:00-04:00,113.75408935546875
47,2019-04-11 00:00:00-04:00,114.32070922851562
48,2019-04-12 00:00:00-04:00,116.38674926757812
49,2019-04-15 00:00:00-04:00,116.81390380859375
50,2019-04-16 00:00:00-04:00,117.98202514648438
51,2019-04-17 00:00:00-04:00,117.65076446533203
52,2019-04-18 00:00:00-04:00,118.55738067626953
53,2019-04-22 00:00:00-04:00,117.90357208251953
54,2019-04-23 00:00:00-04:00,118.88867950439453
55,2019-04-24 00:00:00-04:00,118.81018829345703
56,2019-04-25 00:00:00-04:00,118.9322280883789
57,2019-04-26 00:00:00-04:00,119.92603302001953
58,2019-04-29 00:00:00-04:00,119.78655242919922
59,2019-04-30 00:00:00-04:00,120.1177978515625
60,2019-05-01 00:00:00-04:00,120.14398193359375
61,2019-05-02 00:00:00-04:00,120.86751556396484
62,2019-05-03 00:00:00-04:00,121.9659194946289
63,2019-05-06 00:00:00-04:00,120.0567855834961
64,2019-05-07 00:00:00-04:00,117.68563842773438
65,2019-05-08 00:00:00-04:00,117.81637573242188
66,2019-05-09 00:00:00-04:00,118.56610107421875
67,2019-05-10 00:00:00-04:00,118.67071533203125
68,2019-05-13 00:00:00-04:00,117.23233795166016
69,2019-05-14 00:00:00-04:00,118.56610107421875
70,2019-05-15 00:00:00-04:00,118.199951171875
71,2019-05-16 00:00:00-04:00,119.39425659179688
72,2019-05-17 00:00:00-04:00,119.14147186279297
73,2019-05-20 00:00:00-04:00,117.50257873535156
74,2019-05-21 00:00:00-04:00,117.51128387451172
75,2019-05-22 00:00:00-04:00,118.4701919555664
76,2019-05-23 00:00:00-04:00,118.1563720703125
77,2019-05-24 00:00:00-04:00,117.43284606933594
78,2019-05-28 00:00:00-04:00,117.31952667236328
79,2019-05-29 00:00:00-04:00,117.13644409179688
80,2019-05-30 00:00:00-04:00,117.8338623046875
81,2019-05-31 00:00:00-04:00,118.0517807006836
82,2019-06-03 00:00:00-04:00,121.27723693847656
83,2019-06-04 00:00:00-04:00,125.05191040039062
84,2019-06-05 00:00:00-04:00,123.04688262939453
85,2019-06-06 00:00:00-04:00,129.4716339111328
86,2019-06-07 00:00:00-04:00,131.9125213623047
87,2019-06-10 00:00:00-04:00,131.92123413085938
88,2019-06-11 00:00:00-04:00,132.63607788085938
89,2019-06-12 00:00:00-04:00,132.15663146972656
90,2019-06-13 00:00:00-04:00,130.683349609375
91,2019-06-14 00:00:00-04:00,129.70704650878906
92,2019-06-17 00:00:00-04:00,128.63473510742188
93,2019-06-18 00:00:00-04:00,128.8701171875
94,2019-06-19 00:00:00-04:00,129.8464813232422
95,2019-06-20 00:00:00-04:00,131.3894805908203
96,2019-06-21 00:00:00-04:00,127.6052017211914
97,2019-06-24 00:00:00-04:00,128.44619750976562
98,2019-06-25 00:00:00-04:00,129.24330139160156
99,2019-06-26 00:00:00-04:00,126.97445678710938
100,2019-06-27 00:00:00-04:00,125.7656478881836
