,Unnamed: 0,Date,ATO
0,0,2019-02-05,85.60460662841797
1,1,2019-02-06,84.97528076171875
2,2,2019-02-07,86.0034408569336
3,3,2019-02-08,86.83662414550781
4,4,2019-02-11,85.84391021728516
5,5,2019-02-12,84.95756530761719
6,6,2019-02-13,85.61346435546875
7,7,2019-02-14,85.05504608154297
8,8,2019-02-15,86.02117919921875
9,9,2019-02-19,86.24279022216797
10,10,2019-02-20,86.86322784423828
11,11,2019-02-21,87.86479949951172
12,12,2019-02-22,88.6445083618164
13,13,2019-02-25,87.59303283691406
14,14,2019-02-26,87.57521057128906
15,15,2019-02-27,88.09203338623047
16,16,2019-02-28,88.08311462402344
17,17,2019-03-01,88.127685546875
18,18,2019-03-04,88.99201202392578
19,19,2019-03-05,88.54649353027344
20,20,2019-03-06,88.65341186523438
21,21,2019-03-07,88.62670135498047
22,22,2019-03-08,89.25045013427734
23,23,2019-03-11,89.60686492919922
24,24,2019-03-12,90.3553695678711
25,25,2019-03-13,90.72073364257812
26,26,2019-03-14,90.44446563720705
27,27,2019-03-15,90.4533920288086
28,28,2019-03-18,90.89002227783205
29,29,2019-03-19,90.4266586303711
30,30,2019-03-20,90.36429595947266
31,31,2019-03-21,91.46922302246094
32,32,2019-03-22,91.61178588867188
33,33,2019-03-25,91.71874237060548
34,34,2019-03-26,92.42268371582033
35,35,2019-03-27,91.7276382446289
36,36,2019-03-28,91.31773376464844
37,37,2019-03-29,91.71874237060548
38,38,2019-04-01,90.9524154663086
39,39,2019-04-02,89.25934600830078
40,40,2019-04-03,90.4533920288086
41,41,2019-04-04,89.67815399169922
42,42,2019-04-05,90.4712142944336
43,43,2019-04-08,89.92765045166016
44,44,2019-04-09,89.62469482421875
45,45,2019-04-10,89.49103546142578
46,46,2019-04-11,89.72268676757812
47,47,2019-04-12,90.1682357788086
48,48,2019-04-15,90.0969696044922
49,49,2019-04-16,89.25934600830078
50,50,2019-04-17,88.60887908935547
51,51,2019-04-18,88.37716674804688
52,52,2019-04-22,88.27914428710938
53,53,2019-04-23,88.72469329833984
54,54,2019-04-24,89.18803405761719
55,55,2019-04-25,89.98110961914062
56,56,2019-04-26,89.98110961914062
57,57,2019-04-29,89.53557586669922
58,58,2019-04-30,91.1929931640625
59,59,2019-05-01,90.88111877441406
60,60,2019-05-02,90.96129608154295
61,61,2019-05-03,91.7276382446289
62,62,2019-05-06,91.8345718383789
63,63,2019-05-07,91.09497833251952
64,64,2019-05-08,89.76725006103516
65,65,2019-05-09,89.73162078857422
