,Unnamed: 0.1,Unnamed: 0,Date,FRT,FRT_6m,FRT_12m
70,70,70,2019-05-16,107.57067108154295,106.77922821044922,110.34900665283205
71,71,71,2019-05-17,108.0900650024414,106.39175415039062,110.34073638916016
72,72,72,2019-05-20,107.33160400390624,106.64732360839844,110.54683685302734
73,73,73,2019-05-21,108.66716766357422,106.50716400146484,109.61526489257812
74,74,74,2019-05-22,108.92271423339844,106.06198120117188,109.49981689453124
75,75,75,2019-05-23,109.0051727294922,107.2491455078125,106.97708892822266
76,76,76,2019-05-24,109.1947784423828,107.57067108154295,106.77922821044922
77,77,77,2019-05-28,109.3102035522461,108.0900650024414,106.39175415039062
78,78,78,2019-05-29,107.13372802734376,107.33160400390624,106.64732360839844
79,79,79,2019-05-30,107.6943359375,108.66716766357422,106.50716400146484
80,80,80,2019-05-31,107.77677154541016,108.92271423339844,106.06198120117188
81,81,81,2019-06-03,107.87570190429688,109.0051727294922,107.2491455078125
82,82,82,2019-06-04,106.9111328125,109.1947784423828,107.57067108154295
83,83,83,2019-06-05,109.4256362915039,109.3102035522461,108.0900650024414
84,84,84,2019-06-06,109.0051727294922,107.13372802734376,107.33160400390624
85,85,85,2019-06-07,108.74134826660156,107.6943359375,108.66716766357422
86,86,86,2019-06-10,108.11479949951172,107.77677154541016,108.92271423339844
87,87,87,2019-06-11,107.85099029541016,107.87570190429688,109.0051727294922
88,88,88,2019-06-12,108.23845672607422,106.9111328125,109.1947784423828
89,89,89,2019-06-13,109.45036315917967,109.4256362915039,109.3102035522461
90,90,90,2019-06-14,109.7636260986328,109.0051727294922,107.13372802734376
91,91,91,2019-06-17,111.21460723876952,108.74134826660156,107.6943359375
92,92,92,2019-06-18,110.8848648071289,108.11479949951172,107.77677154541016
93,93,93,2019-06-19,111.61858367919922,107.85099029541016,107.87570190429688
94,94,94,2019-06-20,111.61859130859376,108.23845672607422,106.9111328125
95,95,95,2019-06-21,111.16173553466795,109.45036315917967,109.4256362915039
96,96,96,2019-06-24,110.14830780029295,109.7636260986328,109.0051727294922
97,97,97,2019-06-25,109.07669830322266,111.21460723876952,108.74134826660156
98,98,98,2019-06-26,105.08113861083984,110.8848648071289,108.11479949951172
99,99,99,2019-06-27,106.75911712646484,111.61858367919922,107.85099029541016
100,100,100,2019-06-28,106.95848083496094,111.61859130859376,108.23845672607422
101,101,101,2019-07-01,106.38532257080078,111.16173553466795,109.45036315917967
102,102,102,2019-07-02,107.98851776123048,110.14830780029295,109.7636260986328
103,103,103,2019-07-03,109.48373413085938,109.07669830322266,111.21460723876952
104,104,104,2019-07-05,108.76105499267578,105.08113861083984,110.8848648071289
105,105,105,2019-07-08,109.44221496582033,106.75911712646484,111.61858367919922
106,106,106,2019-07-09,110.22306823730467,106.95848083496094,111.61859130859376
107,107,107,2019-07-10,110.78791809082033,106.38532257080078,111.16173553466795
108,108,108,2019-07-11,109.4089813232422,107.98851776123048,110.14830780029295
109,109,109,2019-07-12,109.10994720458984,109.48373413085938,109.07669830322266
110,110,110,2019-07-15,109.4089813232422,108.76105499267578,105.08113861083984
111,111,111,2019-07-16,108.85242462158205,109.44221496582033,106.75911712646484
112,112,112,2019-07-17,108.41217041015624,110.22306823730467,106.95848083496094
113,113,113,2019-07-18,108.25432586669922,110.78791809082033,106.38532257080078
114,114,114,2019-07-19,106.2191925048828,109.4089813232422,107.98851776123048
115,115,115,2019-07-22,105.77890014648438,109.10994720458984,109.48373413085938
116,116,116,2019-07-23,108.005126953125,109.4089813232422,108.76105499267578
117,117,117,2019-07-24,108.52014923095705,108.85242462158205,109.44221496582033
118,118,118,2019-07-25,108.07160186767578,108.41217041015624,110.22306823730467
119,119,119,2019-07-26,108.63645935058594,108.25432586669922,110.78791809082033
120,120,120,2019-07-29,109.6083526611328,106.2191925048828,109.4089813232422
121,121,121,2019-07-30,109.21791076660156,105.77890014648438,109.10994720458984
122,122,122,2019-07-31,109.65816497802734,108.005126953125,109.4089813232422
123,123,123,2019-08-01,108.47860717773438,108.52014923095705,108.85242462158205
124,124,124,2019-08-02,109.8824691772461,108.07160186767578,108.41217041015624
125,125,125,2019-08-05,105.72907257080078,108.63645935058594,108.25432586669922
126,126,126,2019-08-06,106.9418716430664,109.6083526611328,106.2191925048828
127,127,127,2019-08-07,107.2575225830078,109.21791076660156,105.77890014648438
128,128,128,2019-08-08,109.21791076660156,109.65816497802734,108.005126953125
129,129,129,2019-08-09,109.80770111083984,108.47860717773438,108.52014923095705
130,130,130,2019-08-12,110.14830780029295,109.8824691772461,108.07160186767578
131,131,131,2019-08-13,110.43072509765624,105.72907257080078,108.63645935058594
132,132,132,2019-08-14,107.65625,106.9418716430664,109.6083526611328
133,133,133,2019-08-15,107.996826171875,107.2575225830078,109.21791076660156
134,134,134,2019-08-16,108.52845001220705,109.21791076660156,109.65816497802734
135,135,135,2019-08-19,109.10994720458984,109.80770111083984,108.47860717773438
136,136,136,2019-08-20,108.45368957519533,110.14830780029295,109.8824691772461
137,137,137,2019-08-21,108.76105499267578,110.43072509765624,105.72907257080078
138,138,138,2019-08-22,108.55337524414062,107.65625,106.9418716430664
139,139,139,2019-08-23,106.90032196044922,107.996826171875,107.2575225830078
140,140,140,2019-08-26,106.97508239746094,108.52845001220705,109.21791076660156
141,141,141,2019-08-27,105.47154998779295,109.10994720458984,109.80770111083984
142,142,142,2019-08-28,106.3769760131836,108.45368957519533,110.14830780029295
143,143,143,2019-08-29,107.58147430419922,108.76105499267578,110.43072509765624
144,144,144,2019-08-30,107.33229064941406,108.55337524414062,107.65625
145,145,145,2019-09-03,109.35914611816406,106.90032196044922,107.996826171875
146,146,146,2019-09-04,110.48056030273438,106.97508239746094,108.52845001220705
147,147,147,2019-09-05,110.8211441040039,105.47154998779295,109.10994720458984
148,148,148,2019-09-06,111.50231170654295,106.3769760131836,108.45368957519533
149,149,149,2019-09-09,112.08375549316406,107.58147430419922,108.76105499267578
150,150,150,2019-09-10,113.1221160888672,107.33229064941406,108.55337524414062
151,151,151,2019-09-11,113.03905487060548,109.35914611816406,106.90032196044922
152,152,152,2019-09-12,112.77322387695312,110.48056030273438,106.97508239746094
153,153,153,2019-09-13,112.18344116210938,110.8211441040039,105.47154998779295
154,154,154,2019-09-16,111.82625579833984,111.50231170654295,106.3769760131836
155,155,155,2019-09-17,112.690185546875,112.08375549316406,107.58147430419922
156,156,156,2019-09-18,112.5157470703125,113.1221160888672,107.33229064941406
157,157,157,2019-09-19,112.36621856689452,113.03905487060548,109.35914611816406
158,158,158,2019-09-20,112.39132690429688,112.77322387695312,110.48056030273438
159,159,159,2019-09-23,112.69268798828124,112.18344116210938,110.8211441040039
160,160,160,2019-09-24,112.75130462646484,111.82625579833984,111.50231170654295
161,161,161,2019-09-25,112.55874633789062,112.690185546875,112.08375549316406
162,162,162,2019-09-26,113.9652099609375,112.5157470703125,113.1221160888672
163,163,163,2019-09-27,114.32521057128906,112.36621856689452,113.03905487060548
164,164,164,2019-09-30,113.97359466552734,112.39132690429688,112.77322387695312
165,165,165,2019-10-01,113.60523986816406,112.69268798828124,112.18344116210938
166,166,166,2019-10-02,113.35407257080078,112.75130462646484,111.82625579833984
167,167,167,2019-10-03,113.22850036621094,112.55874633789062,112.690185546875
168,168,168,2019-10-04,113.79779052734376,113.9652099609375,112.5157470703125
169,169,169,2019-10-07,113.73081970214844,114.32521057128906,112.36621856689452
170,170,170,2019-10-08,112.98570251464844,113.97359466552734,112.39132690429688
171,171,171,2019-10-09,112.85176849365234,113.60523986816406,112.69268798828124
172,172,172,2019-10-10,112.5419921875,113.35407257080078,112.75130462646484
173,173,173,2019-10-11,114.02381896972656,113.22850036621094,112.55874633789062
174,174,174,2019-10-14,113.84803771972656,113.79779052734376,113.9652099609375
175,175,175,2019-10-15,114.24986267089844,113.73081970214844,114.32521057128906
176,176,176,2019-10-16,114.85262298583984,112.98570251464844,113.97359466552734
177,177,177,2019-10-17,115.32144927978516,112.85176849365234,113.60523986816406
178,178,178,2019-10-18,115.56422424316406,112.5419921875,113.35407257080078
179,179,179,2019-10-21,116.97068786621094,114.02381896972656,113.22850036621094
180,180,180,2019-10-22,117.59022521972656,113.84803771972656,113.79779052734376
181,181,181,2019-10-23,117.24696350097656,114.24986267089844,113.73081970214844
182,182,182,2019-10-24,116.80326080322266,114.85262298583984,112.98570251464844
183,183,183,2019-10-25,116.40140533447266,115.32144927978516,112.85176849365234
184,184,184,2019-10-28,116.10001373291016,115.56422424316406,112.5419921875
185,185,185,2019-10-29,116.3511734008789,116.97068786621094,114.02381896972656
186,186,186,2019-10-30,118.1762466430664,117.59022521972656,113.84803771972656
187,187,187,2019-10-31,113.86475372314452,117.24696350097656,114.24986267089844
188,188,188,2019-11-01,113.55499267578124,116.80326080322266,114.85262298583984
189,189,189,2019-11-04,112.05645751953124,116.40140533447266,115.32144927978516
190,190,190,2019-11-05,111.88899993896484,116.10001373291016,115.56422424316406
191,191,191,2019-11-06,112.5922622680664,116.3511734008789,116.97068786621094
192,192,192,2019-11-07,110.57464599609376,118.1762466430664,117.59022521972656
193,193,193,2019-11-08,110.07232666015624,113.86475372314452,117.24696350097656
194,194,194,2019-11-11,109.98023223876952,113.55499267578124,116.80326080322266
195,195,195,2019-11-12,108.96727752685548,112.05645751953124,116.40140533447266
196,196,196,2019-11-13,109.2351531982422,111.88899993896484,116.10001373291016
197,197,197,2019-11-14,110.27324676513672,112.5922622680664,116.3511734008789
198,198,198,2019-11-15,110.39045715332033,110.57464599609376,118.1762466430664
199,199,199,2019-11-18,110.4657974243164,110.07232666015624,113.86475372314452
200,200,200,2019-11-19,110.32347869873048,109.98023223876952,113.55499267578124
201,201,201,2019-11-20,109.63700103759766,108.96727752685548,112.05645751953124
202,202,202,2019-11-21,108.88353729248048,109.2351531982422,111.88899993896484
203,203,203,2019-11-22,109.11793518066406,110.27324676513672,112.5922622680664
204,204,204,2019-11-25,109.14306640625,110.39045715332033,110.57464599609376
205,205,205,2019-11-26,109.7960433959961,110.4657974243164,110.07232666015624
206,206,206,2019-11-27,110.84252166748048,110.32347869873048,109.98023223876952
207,207,207,2019-11-29,110.5662841796875,109.63700103759766,108.96727752685548
208,208,208,2019-12-02,108.63238525390624,108.88353729248048,109.2351531982422
209,209,209,2019-12-03,109.28539276123048,109.11793518066406,110.27324676513672
210,210,210,2019-12-04,109.6286163330078,109.14306640625,110.39045715332033
211,211,211,2019-12-05,109.81281280517578,109.7960433959961,110.4657974243164
212,212,212,2019-12-06,110.31512451171876,110.84252166748048,110.32347869873048
213,213,213,2019-12-09,111.28623962402344,110.5662841796875,109.63700103759766
214,214,214,2019-12-10,110.1895523071289,108.63238525390624,108.88353729248048
215,215,215,2019-12-11,108.65748596191406,109.28539276123048,109.11793518066406
216,216,216,2019-12-12,106.81571197509766,109.6286163330078,109.14306640625
217,217,217,2019-12-13,106.96640014648438,109.81281280517578,109.7960433959961
218,218,218,2019-12-16,107.53565979003906,110.31512451171876,110.84252166748048
219,219,219,2019-12-17,106.45572662353516,111.28623962402344,110.5662841796875
220,220,220,2019-12-18,107.30963897705078,110.1895523071289,108.63238525390624
221,221,221,2019-12-19,107.05011749267578,108.65748596191406,109.28539276123048
222,222,222,2019-12-20,106.50595092773438,106.81571197509766,109.6286163330078
223,223,223,2019-12-23,106.3552474975586,106.96640014648438,109.81281280517578
224,224,224,2019-12-24,106.25479888916016,107.53565979003906,110.31512451171876
225,225,225,2019-12-26,106.71524047851562,106.45572662353516,111.28623962402344
226,226,226,2019-12-27,107.28451538085938,107.30963897705078,110.1895523071289
227,227,227,2019-12-30,107.54405975341795,107.05011749267578,108.65748596191406
228,228,228,2019-12-31,108.65824127197266,106.50595092773438,106.81571197509766
229,229,229,2020-01-02,105.74618530273438,106.3552474975586,106.96640014648438
230,230,230,2020-01-03,106.47206115722656,106.25479888916016,107.53565979003906
231,231,231,2020-01-06,107.72975158691406,106.71524047851562,106.45572662353516
232,232,232,2020-01-07,105.80525207519533,107.28451538085938,107.30963897705078
233,233,233,2020-01-08,106.15975189208984,107.54405975341795,107.05011749267578
234,234,234,2020-01-09,105.33257293701172,108.65824127197266,106.50595092773438
235,235,235,2020-01-10,106.286376953125,105.74618530273438,106.3552474975586
236,236,236,2020-01-13,107.0544891357422,106.47206115722656,106.25479888916016
237,237,237,2020-01-14,107.76351928710938,107.72975158691406,106.71524047851562
238,238,238,2020-01-15,108.20242309570312,105.80525207519533,107.28451538085938
239,239,239,2020-01-16,109.10560607910156,106.15975189208984,107.54405975341795
240,240,240,2020-01-17,109.33349609375,105.33257293701172,108.65824127197266
241,241,241,2020-01-21,110.47301483154295,106.286376953125,105.74618530273438
242,242,242,2020-01-22,110.21977996826172,107.0544891357422,106.47206115722656
243,243,243,2020-01-23,110.63338470458984,107.76351928710938,107.72975158691406
244,244,244,2020-01-24,109.56983947753906,108.20242309570312,105.80525207519533
245,245,245,2020-01-27,107.3921127319336,109.10560607910156,106.15975189208984
246,246,246,2020-01-28,107.3921127319336,109.33349609375,105.33257293701172
247,247,247,2020-01-29,106.3961181640625,110.47301483154295,106.286376953125
248,248,248,2020-01-30,105.88121795654295,110.21977996826172,107.0544891357422
249,249,249,2020-01-31,105.52668762207033,110.63338470458984,107.76351928710938
250,250,250,2020-02-03,105.56890869140624,109.56983947753906,108.20242309570312
251,251,251,2020-02-04,107.42588806152344,107.3921127319336,109.10560607910156
252,252,252,2020-02-05,108.1264877319336,107.3921127319336,109.33349609375
253,253,253,2020-02-06,108.59915161132812,106.3961181640625,110.47301483154295
254,254,254,2020-02-07,108.05895233154295,105.88121795654295,110.21977996826172
255,255,255,2020-02-10,108.0167236328125,105.52668762207033,110.63338470458984
256,256,256,2020-02-11,104.66575622558594,105.56890869140624,109.56983947753906
257,257,257,2020-02-12,104.53070068359376,107.42588806152344,107.3921127319336
258,258,258,2020-02-13,105.38321685791016,108.1264877319336,107.3921127319336
259,259,259,2020-02-14,107.3921127319336,108.59915161132812,106.3961181640625
260,260,260,2020-02-18,107.09667205810548,108.05895233154295,105.88121795654295
261,261,261,2020-02-19,106.05847930908205,108.0167236328125,105.52668762207033
262,262,262,2020-02-20,107.74663543701172,104.66575622558594,105.56890869140624
263,263,263,2020-02-21,108.88613891601562,104.53070068359376,107.42588806152344
264,264,264,2020-02-24,107.9407730102539,105.38321685791016,108.1264877319336
265,265,265,2020-02-25,104.87677001953124,107.3921127319336,108.59915161132812
266,266,266,2020-02-26,103.74571990966795,107.09667205810548,108.05895233154295
267,267,267,2020-02-27,98.6896743774414,106.05847930908205,108.0167236328125
268,268,268,2020-02-28,98.20010375976562,107.74663543701172,104.66575622558594
269,269,269,2020-03-02,101.23033142089844,108.88613891601562,104.53070068359376
270,270,270,2020-03-03,99.00196838378906,107.9407730102539,105.38321685791016
271,271,271,2020-03-04,103.03669738769533,104.87677001953124,107.3921127319336
272,272,272,2020-03-05,101.9900131225586,103.74571990966795,107.09667205810548
273,273,273,2020-03-06,102.4458236694336,98.6896743774414,106.05847930908205
274,274,274,2020-03-09,95.13609313964844,98.20010375976562,107.74663543701172
275,275,275,2020-03-10,100.25121307373048,101.23033142089844,108.88613891601562
276,276,276,2020-03-11,95.65943145751952,99.00196838378906,107.9407730102539
277,277,277,2020-03-12,88.09649658203125,103.03669738769533,104.87677001953124
278,278,278,2020-03-13,90.12580871582033,101.9900131225586,103.74571990966795
279,279,279,2020-03-16,72.59518432617188,102.4458236694336,98.6896743774414
280,280,280,2020-03-17,78.5808334350586,95.13609313964844,98.20010375976562
281,281,281,2020-03-18,61.800540924072266,100.25121307373048,101.23033142089844
282,282,282,2020-03-19,64.40115356445312,95.65943145751952,99.00196838378906
283,283,283,2020-03-20,61.01610565185547,88.09649658203125,103.03669738769533
284,284,284,2020-03-23,56.84661483764648,90.12580871582033,101.9900131225586
285,285,285,2020-03-24,64.87012481689453,72.59518432617188,102.4458236694336
286,286,286,2020-03-25,66.94207000732422,78.5808334350586,95.13609313964844
287,287,287,2020-03-26,67.09556579589844,61.800540924072266,100.25121307373048
288,288,288,2020-03-27,64.84454345703125,64.40115356445312,95.65943145751952
289,289,289,2020-03-30,63.949249267578125,61.01610565185547,88.09649658203125
290,290,290,2020-03-31,63.61670303344727,56.84661483764648,90.12580871582033
291,291,291,2020-04-01,59.18290328979492,64.87012481689453,72.59518432617188
292,292,292,2020-04-02,56.61640167236328,66.94207000732422,78.5808334350586
293,293,293,2020-04-03,56.11333465576172,67.09556579589844,61.800540924072266
294,294,294,2020-04-06,61.95402908325195,64.84454345703125,64.40115356445312
295,295,295,2020-04-07,64.29885864257812,63.949249267578125,61.01610565185547
296,296,296,2020-04-08,68.4427490234375,63.61670303344727,56.84661483764648
297,297,297,2020-04-09,73.3284683227539,59.18290328979492,64.87012481689453
298,298,298,2020-04-13,71.26505279541016,56.61640167236328,66.94207000732422
299,299,299,2020-04-14,72.13475036621094,56.11333465576172,67.09556579589844
300,300,300,2020-04-15,66.47311401367188,61.95402908325195,64.84454345703125
301,301,301,2020-04-16,62.10750579833984,64.29885864257812,63.949249267578125
302,302,302,2020-04-17,64.25621795654297,68.4427490234375,63.61670303344727
303,303,303,2020-04-20,61.033164978027344,73.3284683227539,59.18290328979492
304,304,304,2020-04-21,60.03556442260742,71.26505279541016,56.61640167236328
305,305,305,2020-04-22,57.9380111694336,72.13475036621094,56.11333465576172
306,306,306,2020-04-23,59.84796524047852,66.47311401367188,61.95402908325195
307,307,307,2020-04-24,59.05500411987305,62.10750579833984,64.29885864257812
308,308,308,2020-04-27,62.60205459594727,64.25621795654297,68.4427490234375
309,309,309,2020-04-28,65.85067749023438,61.033164978027344,73.3284683227539
310,310,310,2020-04-29,71.62316131591797,60.03556442260742,71.26505279541016
311,311,311,2020-04-30,71.00071716308594,57.9380111694336,72.13475036621094
312,312,312,2020-05-01,66.86531829833984,59.84796524047852,66.47311401367188
313,313,313,2020-05-04,66.114990234375,59.05500411987305,62.10750579833984
314,314,314,2020-05-05,65.85920715332031,62.60205459594727,64.25621795654297
315,315,315,2020-05-06,62.508262634277344,65.85067749023438,61.033164978027344
316,316,316,2020-05-07,63.94072341918945,71.62316131591797,60.03556442260742
317,317,317,2020-05-08,66.60955047607422,71.00071716308594,57.9380111694336
318,318,318,2020-05-11,64.16241455078125,66.86531829833984,59.84796524047852
319,319,319,2020-05-12,61.8602409362793,66.114990234375,59.05500411987305
320,320,320,2020-05-13,58.15970230102539,65.85920715332031,62.60205459594727
321,321,321,2020-05-14,59.70301818847656,62.508262634277344,65.85067749023438
322,322,322,2020-05-15,61.4083251953125,63.94072341918945,71.62316131591797
323,323,323,2020-05-18,67.20639038085938,66.60955047607422,71.00071716308594
324,324,324,2020-05-19,66.31110382080078,64.16241455078125,66.86531829833984
325,325,325,2020-05-20,67.4877700805664,61.8602409362793,66.114990234375
326,326,326,2020-05-21,68.18695831298828,58.15970230102539,65.85920715332031
327,327,327,2020-05-22,66.92501831054688,59.70301818847656,62.508262634277344
328,328,328,2020-05-26,71.17977905273438,61.4083251953125,63.94072341918945
329,329,329,2020-05-27,71.4441146850586,67.20639038085938,66.60955047607422
330,330,330,2020-05-28,68.58769226074219,66.31110382080078,64.16241455078125
331,331,331,2020-05-29,68.13579559326172,67.4877700805664,61.8602409362793
332,332,332,2020-06-01,72.36495971679688,68.18695831298828,58.15970230102539
333,333,333,2020-06-02,75.32368469238281,66.92501831054688,59.70301818847656
334,334,334,2020-06-03,79.80865478515625,71.17977905273438,61.4083251953125
335,335,335,2020-06-04,80.8147964477539,71.4441146850586,67.20639038085938
336,336,336,2020-06-05,85.23155975341797,68.58769226074219,66.31110382080078
337,337,337,2020-06-08,87.43142700195312,68.13579559326172,67.4877700805664
338,338,338,2020-06-09,83.52625274658203,72.36495971679688,68.18695831298828
339,339,339,2020-06-10,80.69542694091797,75.32368469238281,66.92501831054688
340,340,340,2020-06-11,74.73536682128906,79.80865478515625,71.17977905273438
341,341,341,2020-06-12,77.13984680175781,80.8147964477539,71.4441146850586
342,342,342,2020-06-15,76.78173065185547,85.23155975341797,68.58769226074219
343,343,343,2020-06-16,79.14360046386719,87.43142700195312,68.13579559326172
344,344,344,2020-06-17,76.21046447753906,83.52625274658203,72.36495971679688
345,345,345,2020-06-18,75.16169738769531,80.69542694091797,75.32368469238281
346,346,346,2020-06-19,73.13380432128906,74.73536682128906,79.80865478515625
347,347,347,2020-06-22,73.10789489746094,77.13984680175781,80.8147964477539
348,348,348,2020-06-23,73.28047943115234,76.78173065185547,85.23155975341797
349,349,349,2020-06-24,71.1662826538086,79.14360046386719,87.43142700195312
350,350,350,2020-06-25,73.0820083618164,76.21046447753906,83.52625274658203
351,351,351,2020-06-26,71.42516326904297,75.16169738769531,80.69542694091797
352,352,352,2020-06-29,73.14240264892578,73.13380432128906,74.73536682128906
353,353,353,2020-06-30,73.5307388305664,73.10789489746094,77.13984680175781
354,354,354,2020-07-01,75.47235107421875,73.28047943115234,76.78173065185547
355,355,355,2020-07-02,73.81549835205078,71.1662826538086,79.14360046386719
356,356,356,2020-07-06,74.31600189208984,73.0820083618164,76.21046447753906
357,357,357,2020-07-07,71.03685760498047,71.42516326904297,75.16169738769531
358,358,358,2020-07-08,69.25921630859375,73.14240264892578,73.13380432128906
359,359,359,2020-07-09,68.05972290039062,73.5307388305664,73.10789489746094
360,360,360,2020-07-10,68.99169921875,75.47235107421875,73.28047943115234
361,361,361,2020-07-13,69.19017028808594,73.81549835205078,71.1662826538086
362,362,362,2020-07-14,67.30896759033203,74.31600189208984,73.0820083618164
363,363,363,2020-07-15,69.87187194824219,71.03685760498047,71.42516326904297
364,364,364,2020-07-16,68.58611297607422,69.25921630859375,73.14240264892578
365,365,365,2020-07-17,67.68003845214844,68.05972290039062,73.5307388305664
366,366,366,2020-07-20,64.75468444824219,68.99169921875,75.47235107421875
367,367,367,2020-07-21,64.2282943725586,69.19017028808594,73.81549835205078
368,368,368,2020-07-22,64.87548065185547,67.30896759033203,74.31600189208984
369,369,369,2020-07-23,63.71915435791016,69.87187194824219,71.03685760498047
370,370,370,2020-07-24,62.98567199707031,68.58611297607422,69.25921630859375
371,371,371,2020-07-27,63.53793716430664,67.68003845214844,68.05972290039062
372,372,372,2020-07-28,65.6952896118164,64.75468444824219,68.99169921875
373,373,373,2020-07-29,66.86885070800781,64.2282943725586,69.19017028808594
374,374,374,2020-07-30,66.44603729248047,64.87548065185547,67.30896759033203
375,375,375,2020-07-31,65.84199523925781,63.71915435791016,69.87187194824219
376,376,376,2020-08-03,65.29833221435547,62.98567199707031,68.58611297607422
377,377,377,2020-08-04,66.11811828613281,63.53793716430664,67.68003845214844
378,378,378,2020-08-05,65.73843383789062,65.6952896118164,64.75468444824219
379,379,379,2020-08-06,65.94551849365234,66.86885070800781,64.2282943725586
