,Unnamed: 0.1,Unnamed: 0,Date,SRE,SRE_6m,SRE_12m
0,0,0,2019-02-05,43.14299011230469,,
1,1,1,2019-02-06,43.38617706298828,,
2,2,2,2019-02-07,43.48564910888672,,
3,3,3,2019-02-08,43.44881820678711,,
4,4,4,2019-02-11,42.35448455810547,,
5,5,5,2019-02-12,42.04866409301758,,
6,6,6,2019-02-13,42.09287643432617,43.14299011230469,
7,7,7,2019-02-14,42.02287673950195,43.38617706298828,
8,8,8,2019-02-15,42.46870803833008,43.48564910888672,
9,9,9,2019-02-19,42.84086227416992,43.44881820678711,
10,10,10,2019-02-20,43.15773010253906,42.35448455810547,
11,11,11,2019-02-21,43.3567008972168,42.04866409301758,
12,12,12,2019-02-22,43.655155181884766,42.09287643432617,43.14299011230469
13,13,13,2019-02-25,43.32722473144531,42.02287673950195,43.38617706298828
14,14,14,2019-02-26,43.809906005859375,42.46870803833008,43.48564910888672
15,15,15,2019-02-27,44.33680725097656,42.84086227416992,43.44881820678711
16,16,16,2019-02-28,44.3773307800293,43.15773010253906,42.35448455810547
17,17,17,2019-03-01,44.679466247558594,43.3567008972168,42.04866409301758
18,18,18,2019-03-04,44.705265045166016,43.655155181884766,42.09287643432617
19,19,19,2019-03-05,44.61315155029297,43.32722473144531,42.02287673950195
20,20,20,2019-03-06,44.5726203918457,43.809906005859375,42.46870803833008
21,21,21,2019-03-07,44.84159469604492,44.33680725097656,42.84086227416992
22,22,22,2019-03-08,45.06267166137695,44.3773307800293,43.15773010253906
23,23,23,2019-03-11,45.39060592651367,44.679466247558594,43.3567008972168
24,24,24,2019-03-12,45.68905258178711,44.705265045166016,43.655155181884766
25,25,25,2019-03-13,45.8143310546875,44.61315155029297,43.32722473144531
26,26,26,2019-03-14,45.85485458374024,44.5726203918457,43.809906005859375
27,27,27,2019-03-15,45.91749572753906,44.84159469604492,44.33680725097656
28,28,28,2019-03-18,45.928558349609375,45.06267166137695,44.3773307800293
29,29,29,2019-03-19,45.66326904296875,45.39060592651367,44.679466247558594
30,30,30,2019-03-20,46.075931549072266,45.68905258178711,44.705265045166016
31,31,31,2019-03-21,47.10737609863281,45.8143310546875,44.61315155029297
32,32,32,2019-03-22,47.18223190307617,45.85485458374024,44.5726203918457
33,33,33,2019-03-25,46.79674530029297,45.91749572753906,44.84159469604492
34,34,34,2019-03-26,46.961421966552734,45.928558349609375,45.06267166137695
35,35,35,2019-03-27,46.93522262573242,45.66326904296875,45.39060592651367
36,36,36,2019-03-28,46.58341979980469,46.075931549072266,45.68905258178711
37,37,37,2019-03-29,47.1036376953125,47.10737609863281,45.8143310546875
38,38,38,2019-04-01,47.39181900024414,47.18223190307617,45.85485458374024
39,39,39,2019-04-02,47.62010955810547,46.79674530029297,45.91749572753906
40,40,40,2019-04-03,47.62010955810547,46.961421966552734,45.928558349609375
41,41,41,2019-04-04,47.53777313232422,46.93522262573242,45.66326904296875
42,42,42,2019-04-05,47.99436950683594,46.58341979980469,46.075931549072266
43,43,43,2019-04-08,47.82595443725586,47.1036376953125,47.10737609863281
44,44,44,2019-04-09,47.863372802734375,47.39181900024414,47.18223190307617
45,45,45,2019-04-10,47.69121170043945,47.62010955810547,46.79674530029297
46,46,46,2019-04-11,47.94197082519531,47.62010955810547,46.961421966552734
47,47,47,2019-04-12,48.5969123840332,47.53777313232422,46.93522262573242
48,48,48,2019-04-15,48.11411666870117,47.99436950683594,46.58341979980469
49,49,49,2019-04-16,47.6313362121582,47.82595443725586,47.1036376953125
50,50,50,2019-04-17,47.63882446289063,47.863372802734375,47.39181900024414
51,51,51,2019-04-18,47.68373489379883,47.69121170043945,47.62010955810547
52,52,52,2019-04-22,46.92399215698242,47.94197082519531,47.62010955810547
53,53,53,2019-04-23,47.20094680786133,48.5969123840332,47.53777313232422
54,54,54,2019-04-24,47.309478759765625,48.11411666870117,47.99436950683594
55,55,55,2019-04-25,47.657527923583984,47.6313362121582,47.82595443725586
56,56,56,2019-04-26,47.923248291015625,47.63882446289063,47.863372802734375
57,57,57,2019-04-29,47.08118438720703,47.68373489379883,47.69121170043945
58,58,58,2019-04-30,47.88582229614258,46.92399215698242,47.94197082519531
59,59,59,2019-05-01,47.23088073730469,47.20094680786133,48.5969123840332
60,60,60,2019-05-02,47.14480972290039,47.309478759765625,48.11411666870117
61,61,61,2019-05-03,47.69869995117188,47.657527923583984,47.6313362121582
62,62,62,2019-05-06,47.3019905090332,47.923248291015625,47.63882446289063
63,63,63,2019-05-07,47.047508239746094,47.08118438720703,47.68373489379883
64,64,64,2019-05-08,47.06621170043945,47.88582229614258,46.92399215698242
65,65,65,2019-05-09,47.234622955322266,47.23088073730469,47.20094680786133
66,66,66,2019-05-10,48.357398986816406,47.14480972290039,47.309478759765625
67,67,67,2019-05-13,48.3985595703125,47.69869995117188,47.657527923583984
68,68,68,2019-05-14,48.41353225708008,47.3019905090332,47.923248291015625
69,69,69,2019-05-15,48.6081428527832,47.047508239746094,47.08118438720703
70,70,70,2019-05-16,48.92250442504883,47.06621170043945,47.88582229614258
71,71,71,2019-05-17,48.82146072387695,47.234622955322266,47.23088073730469
72,72,72,2019-05-20,49.094669342041016,48.357398986816406,47.14480972290039
73,73,73,2019-05-21,49.21443176269531,48.3985595703125,47.69869995117188
74,74,74,2019-05-22,50.2623405456543,48.41353225708008,47.3019905090332
75,75,75,2019-05-23,50.85367584228516,48.6081428527832,47.047508239746094
76,76,76,2019-05-24,50.281063079833984,48.92250442504883,47.06621170043945
77,77,77,2019-05-28,49.81324005126953,48.82146072387695,47.234622955322266
78,78,78,2019-05-29,48.93374252319336,49.094669342041016,48.357398986816406
79,79,79,2019-05-30,49.24063491821289,49.21443176269531,48.3985595703125
80,80,80,2019-05-31,49.19571304321289,50.2623405456543,48.41353225708008
81,81,81,2019-06-03,49.36787796020508,50.85367584228516,48.6081428527832
82,82,82,2019-06-04,49.4726676940918,50.281063079833984,48.92250442504883
83,83,83,2019-06-05,50.15755462646485,49.81324005126953,48.82146072387695
84,84,84,2019-06-06,50.5168342590332,48.93374252319336,49.094669342041016
85,85,85,2019-06-07,50.33345413208008,49.24063491821289,49.21443176269531
86,86,86,2019-06-10,50.18375015258789,49.19571304321289,50.2623405456543
87,87,87,2019-06-11,50.419532775878906,49.36787796020508,50.85367584228516
88,88,88,2019-06-12,50.78256607055664,49.4726676940918,50.281063079833984
89,89,89,2019-06-13,51.21295928955078,50.15755462646485,49.81324005126953
90,90,90,2019-06-14,51.5572624206543,50.5168342590332,48.93374252319336
91,91,91,2019-06-17,51.62837219238281,50.33345413208008,49.24063491821289
92,92,92,2019-06-18,51.36639404296875,50.18375015258789,49.19571304321289
93,93,93,2019-06-19,52.04379653930664,50.419532775878906,49.36787796020508
94,94,94,2019-06-20,52.515357971191406,50.78256607055664,49.4726676940918
95,95,95,2019-06-21,52.78482437133789,51.21295928955078,50.15755462646485
96,96,96,2019-06-24,52.71371078491211,51.5572624206543,50.5168342590332
97,97,97,2019-06-25,52.57149124145508,51.62837219238281,50.33345413208008
98,98,98,2019-06-26,51.27657318115234,51.36639404296875,50.18375015258789
99,99,99,2019-06-27,50.72641754150391,52.04379653930664,50.419532775878906
100,100,100,2019-06-28,51.43750762939453,52.515357971191406,50.78256607055664
101,101,101,2019-07-01,51.14557647705078,52.78482437133789,51.21295928955078
102,102,102,2019-07-02,51.72194290161133,52.71371078491211,51.5572624206543
103,103,103,2019-07-03,52.248023986816406,52.57149124145508,51.62837219238281
104,104,104,2019-07-05,52.52510833740234,51.27657318115234,51.36639404296875
105,105,105,2019-07-08,52.57823944091797,50.72641754150391,52.04379653930664
106,106,106,2019-07-09,52.77942657470703,51.43750762939453,52.515357971191406
107,107,107,2019-07-10,53.01095581054688,51.14557647705078,52.78482437133789
108,108,108,2019-07-11,53.28803634643555,51.72194290161133,52.71371078491211
109,109,109,2019-07-12,53.098262786865234,52.248023986816406,52.57149124145508
110,110,110,2019-07-15,53.13623046875,52.52510833740234,51.27657318115234
111,111,111,2019-07-16,52.859134674072266,52.57823944091797,50.72641754150391
112,112,112,2019-07-17,53.12102890014648,52.77942657470703,51.43750762939453
113,113,113,2019-07-18,53.5841064453125,53.01095581054688,51.14557647705078
114,114,114,2019-07-19,53.158992767333984,53.28803634643555,51.72194290161133
115,115,115,2019-07-22,53.35637664794922,53.098262786865234,52.248023986816406
116,116,116,2019-07-23,52.7414665222168,53.13623046875,52.52510833740234
117,117,117,2019-07-24,53.04890823364258,52.859134674072266,52.57823944091797
118,118,118,2019-07-25,53.31461334228516,53.12102890014648,52.77942657470703
119,119,119,2019-07-26,53.23869323730469,53.5841064453125,53.01095581054688
120,120,120,2019-07-29,52.95022964477539,53.158992767333984,53.28803634643555
121,121,121,2019-07-30,51.80012893676758,53.35637664794922,53.098262786865234
122,122,122,2019-07-31,51.40536880493164,52.7414665222168,53.13623046875
123,123,123,2019-08-01,51.50025939941406,53.04890823364258,52.859134674072266
124,124,124,2019-08-02,51.50025939941406,53.31461334228516,53.12102890014648
125,125,125,2019-08-05,50.14898300170898,53.23869323730469,53.5841064453125
126,126,126,2019-08-06,50.83601760864258,52.95022964477539,53.158992767333984
127,127,127,2019-08-07,51.30289459228516,51.80012893676758,53.35637664794922
128,128,128,2019-08-08,51.89122772216797,51.40536880493164,52.7414665222168
129,129,129,2019-08-09,52.25940704345703,51.50025939941406,53.04890823364258
130,130,130,2019-08-12,52.05443954467773,51.50025939941406,53.31461334228516
131,131,131,2019-08-13,52.1341552734375,50.14898300170898,53.23869323730469
