,Unnamed: 0,Date,WMB
0,0,2019-02-05,20.047273635864254
1,1,2019-02-06,19.83470726013184
2,2,2019-02-07,19.556175231933597
3,3,2019-02-08,19.702768325805664
4,4,2019-02-11,19.58549118041992
5,5,2019-02-12,19.592819213867188
6,6,2019-02-13,19.812721252441406
7,7,2019-02-14,19.6881103515625
8,8,2019-02-15,19.98863410949707
9,9,2019-02-19,20.09858512878418
10,10,2019-02-20,20.047273635864254
11,11,2019-02-21,19.83470726013184
12,12,2019-02-22,19.871360778808597
13,13,2019-02-25,20.047273635864254
14,14,2019-02-26,19.76873779296875
15,15,2019-02-27,19.85670280456543
16,16,2019-02-28,19.563501358032227
17,17,2019-03-01,20.105918884277344
18,18,2019-03-04,20.08392906188965
19,19,2019-03-05,20.11324691772461
20,20,2019-03-06,20.047273635864254
21,21,2019-03-07,20.02497673034668
22,22,2019-03-08,20.017547607421875
23,23,2019-03-11,20.337167739868164
24,24,2019-03-12,20.463533401489254
25,25,2019-03-13,20.58989906311035
26,26,2019-03-14,20.61219787597656
27,27,2019-03-15,20.4858341217041
28,28,2019-03-18,20.656797409057617
29,29,2019-03-19,20.909523010253903
30,30,2019-03-20,21.07305335998535
31,31,2019-03-21,21.504180908203125
32,32,2019-03-22,21.162250518798828
33,33,2019-03-25,21.333215713500977
34,34,2019-03-26,21.26631736755371
35,35,2019-03-27,21.1771183013916
36,36,2019-03-28,21.30348396301269
37,37,2019-03-29,21.34807777404785
38,38,2019-04-01,21.75690460205078
39,39,2019-04-02,21.816368103027344
40,40,2019-04-03,21.48931312561035
41,41,2019-04-04,21.422412872314453
42,42,2019-04-05,21.637975692749023
43,43,2019-04-08,21.55620574951172
44,44,2019-04-09,21.340648651123047
45,45,2019-04-10,21.30348396301269
46,46,2019-04-11,21.37781524658203
47,47,2019-04-12,21.51161193847656
48,48,2019-04-15,21.206850051879883
49,49,2019-04-16,21.28118324279785
50,50,2019-04-17,21.102787017822266
51,51,2019-04-18,21.05075454711914
52,52,2019-04-22,21.37781524658203
53,53,2019-04-23,21.422412872314453
54,54,2019-04-24,21.31834983825684
55,55,2019-04-25,21.162250518798828
56,56,2019-04-26,21.1771183013916
57,57,2019-04-29,21.02845573425293
58,58,2019-04-30,21.058189392089844
59,59,2019-05-01,20.798025131225582
60,60,2019-05-02,20.4114990234375
61,61,2019-05-03,20.508134841918945
62,62,2019-05-06,20.352035522460938
63,63,2019-05-07,20.456100463867188
64,64,2019-05-08,20.136478424072266
65,65,2019-05-09,20.03984260559082
66,66,2019-05-10,20.47839736938477
67,67,2019-05-13,20.247970581054688
68,68,2019-05-14,20.42636489868164
69,69,2019-05-15,20.597326278686523
70,70,2019-05-16,20.537864685058597
71,71,2019-05-17,20.441234588623047
72,72,2019-05-20,20.4114990234375
73,73,2019-05-21,20.73112678527832
74,74,2019-05-22,20.537864685058597
75,75,2019-05-23,20.07700729370117
76,76,2019-05-24,20.06214141845703
77,77,2019-05-28,19.60871696472168
78,78,2019-05-29,19.54925346374512
79,79,2019-05-30,19.794544219970703
80,80,2019-05-31,19.60871696472168
81,81,2019-06-03,19.972946166992188
82,82,2019-06-04,20.58246421813965
83,83,2019-06-05,20.70139503479004
84,84,2019-06-06,20.761680603027344
85,85,2019-06-07,20.91993904113769
86,86,2019-06-10,20.708927154541016
87,87,2019-06-11,20.821969985961918
88,88,2019-06-12,20.50545883178711
89,89,2019-06-13,20.63357162475586
90,90,2019-06-14,20.33966445922852
91,91,2019-06-17,20.377347946166992
92,92,2019-06-18,20.54313468933105
93,93,2019-06-19,20.309520721435547
94,94,2019-06-20,20.595888137817383
95,95,2019-06-21,20.874725341796875
96,96,2019-06-24,20.460241317749023
97,97,2019-06-25,20.188947677612305
98,98,2019-06-26,20.72400283813477
99,99,2019-06-27,20.754150390625
100,100,2019-06-28,21.130949020385746
101,101,2019-07-01,21.14601707458496
102,102,2019-07-02,21.25152587890625
103,103,2019-07-03,21.39470672607422
104,104,2019-07-05,21.364561080932617
105,105,2019-07-08,21.432388305664062
106,106,2019-07-09,21.658466339111328
107,107,2019-07-10,21.71875762939453
108,108,2019-07-11,21.635862350463867
109,109,2019-07-12,21.741361618041992
110,110,2019-07-15,21.70368194580078
111,111,2019-07-16,21.25152587890625
112,112,2019-07-17,20.88979148864746
113,113,2019-07-18,20.769216537475582
114,114,2019-07-19,20.776752471923828
115,115,2019-07-22,20.814437866210938
116,116,2019-07-23,20.580820083618164
117,117,2019-07-24,20.27184295654297
118,118,2019-07-25,19.834753036499023
119,119,2019-07-26,18.937973022460938
120,120,2019-07-29,18.68174934387207
121,121,2019-07-30,18.855077743530277
122,122,2019-07-31,18.568708419799805
123,123,2019-08-01,19.231876373291016
124,124,2019-08-02,18.84753799438477
125,125,2019-08-05,17.920612335205078
126,126,2019-08-06,17.732210159301758
127,127,2019-08-07,17.80003547668457
128,128,2019-08-08,18.10901260375977
129,129,2019-08-09,18.0788688659668
130,130,2019-08-12,17.86031723022461
131,131,2019-08-13,18.003507614135742
132,132,2019-08-14,17.415699005126953
133,133,2019-08-15,17.27251434326172
134,134,2019-08-16,17.543811798095703
135,135,2019-08-19,17.754817962646484
136,136,2019-08-20,17.732210159301758
137,137,2019-08-21,17.995969772338867
138,138,2019-08-22,17.78496551513672
139,139,2019-08-23,17.242372512817383
140,140,2019-08-26,17.28005027770996
141,141,2019-08-27,17.27251434326172
142,142,2019-08-28,17.58149528503418
143,143,2019-08-29,17.86785888671875
144,144,2019-08-30,17.78496551513672
145,145,2019-09-03,17.747282028198242
146,146,2019-09-04,17.86031723022461
147,147,2019-09-05,18.13915252685547
148,148,2019-09-06,18.17683982849121
149,149,2019-09-09,18.598852157592773
150,150,2019-09-10,18.72696304321289
151,151,2019-09-11,18.809858322143555
152,152,2019-09-12,18.587934494018555
153,153,2019-09-13,18.901687622070312
154,154,2019-09-16,19.123607635498047
155,155,2019-09-17,19.131261825561523
156,156,2019-09-18,19.00882148742676
157,157,2019-09-19,18.985864639282227
158,158,2019-09-20,18.90933990478516
159,159,2019-09-23,18.83281707763672
160,160,2019-09-24,18.587934494018555
161,161,2019-09-25,18.67211532592773
162,162,2019-09-26,18.465496063232425
163,163,2019-09-27,18.519065856933597
164,164,2019-09-30,18.411928176879883
165,165,2019-10-01,18.228269577026367
166,166,2019-10-02,17.883907318115234
167,167,2019-10-03,18.029300689697266
168,168,2019-10-04,18.09817886352539
169,169,2019-10-07,17.968080520629883
170,170,2019-10-08,17.53188705444336
171,171,2019-10-09,17.386489868164062
172,172,2019-10-10,17.401796340942383
173,173,2019-10-11,17.66963768005371
174,174,2019-10-14,17.69259262084961
175,175,2019-10-15,17.715545654296875
176,176,2019-10-16,17.455368041992188
177,177,2019-10-17,17.447710037231445
178,178,2019-10-18,17.53188705444336
179,179,2019-10-21,17.631370544433594
180,180,2019-10-22,17.761463165283203
181,181,2019-10-23,17.952777862548828
182,182,2019-10-24,17.769119262695312
183,183,2019-10-25,17.784423828125
184,184,2019-10-28,17.577800750732422
185,185,2019-10-29,17.769119262695312
186,186,2019-10-30,17.516586303710938
187,187,2019-10-31,17.072736740112305
188,188,2019-11-01,17.516586303710938
189,189,2019-11-04,17.853300094604492
190,190,2019-11-05,17.5625
191,191,2019-11-06,17.0191707611084
192,192,2019-11-07,16.93499755859375
193,193,2019-11-08,16.904386520385742
194,194,2019-11-11,16.896732330322266
195,195,2019-11-12,16.866127014160156
196,196,2019-11-13,16.866127014160156
197,197,2019-11-14,16.79724884033203
198,198,2019-11-15,17.111000061035156
199,199,2019-11-18,17.065086364746094
200,200,2019-11-19,16.94264793395996
201,201,2019-11-20,17.12630844116211
202,202,2019-11-21,17.440059661865234
203,203,2019-11-22,17.67728614807129
204,204,2019-11-25,17.66963768005371
205,205,2019-11-26,17.501277923583984
206,206,2019-11-27,17.378841400146484
207,207,2019-11-29,17.386489868164062
208,208,2019-12-02,17.256397247314453
209,209,2019-12-03,16.988561630249023
210,210,2019-12-04,16.93499755859375
211,211,2019-12-05,16.980907440185547
