,Unnamed: 0,Date,MNST
0,0,2019-02-05,28.80500030517578
1,1,2019-02-06,28.68000030517578
2,2,2019-02-07,28.71500015258789
3,3,2019-02-08,28.94499969482422
4,4,2019-02-11,29.0
5,5,2019-02-12,29.44499969482422
6,6,2019-02-13,29.655000686645508
7,7,2019-02-14,29.315000534057617
8,8,2019-02-15,29.36000061035156
9,9,2019-02-19,29.114999771118164
10,10,2019-02-20,29.350000381469727
11,11,2019-02-21,29.440000534057617
12,12,2019-02-22,29.21999931335449
13,13,2019-02-25,29.270000457763672
14,14,2019-02-26,29.3700008392334
15,15,2019-02-27,29.3700008392334
16,16,2019-02-28,31.915000915527344
17,17,2019-03-01,32.369998931884766
18,18,2019-03-04,32.5099983215332
19,19,2019-03-05,31.309999465942383
20,20,2019-03-06,30.8700008392334
21,21,2019-03-07,30.795000076293945
22,22,2019-03-08,30.30500030517578
23,23,2019-03-11,30.59499931335449
24,24,2019-03-12,30.114999771118164
25,25,2019-03-13,29.88500022888184
26,26,2019-03-14,29.834999084472656
27,27,2019-03-15,30.13500022888184
28,28,2019-03-18,30.299999237060547
29,29,2019-03-19,28.959999084472656
30,30,2019-03-20,28.25
31,31,2019-03-21,27.100000381469727
32,32,2019-03-22,26.7549991607666
33,33,2019-03-25,27.274999618530277
34,34,2019-03-26,27.809999465942383
35,35,2019-03-27,27.440000534057617
36,36,2019-03-28,27.229999542236328
37,37,2019-03-29,27.290000915527344
38,38,2019-04-01,26.63999938964844
39,39,2019-04-02,26.665000915527344
40,40,2019-04-03,26.295000076293945
41,41,2019-04-04,26.434999465942383
42,42,2019-04-05,26.440000534057617
43,43,2019-04-08,26.53499984741211
44,44,2019-04-09,27.34499931335449
45,45,2019-04-10,27.48500061035156
46,46,2019-04-11,27.375
47,47,2019-04-12,26.51000022888184
48,48,2019-04-15,27.03499984741211
49,49,2019-04-16,27.100000381469727
50,50,2019-04-17,27.44499969482422
51,51,2019-04-18,27.600000381469727
52,52,2019-04-22,27.48500061035156
53,53,2019-04-23,28.114999771118164
54,54,2019-04-24,28.40999984741211
55,55,2019-04-25,28.950000762939453
56,56,2019-04-26,29.825000762939453
57,57,2019-04-29,29.34499931335449
58,58,2019-04-30,29.799999237060547
59,59,2019-05-01,28.96999931335449
60,60,2019-05-02,28.9950008392334
61,61,2019-05-03,31.55500030517578
62,62,2019-05-06,31.309999465942383
63,63,2019-05-07,30.799999237060547
64,64,2019-05-08,30.84000015258789
65,65,2019-05-09,30.959999084472656
66,66,2019-05-10,31.5
67,67,2019-05-13,31.170000076293945
68,68,2019-05-14,31.174999237060547
