,Unnamed: 0,Date,CVX
0,0,2019-02-05,95.8893585205078
1,1,2019-02-06,95.40782928466795
2,2,2019-02-07,94.8861846923828
3,3,2019-02-08,94.36450958251952
4,4,2019-02-11,93.85889434814452
5,5,2019-02-12,95.27943420410156
6,6,2019-02-13,95.96160125732422
7,7,2019-02-14,95.78326416015624
8,8,2019-02-15,96.74788665771484
9,9,2019-02-19,96.71546173095705
10,10,2019-02-20,97.50178527832033
11,11,2019-02-21,96.57766723632812
12,12,2019-02-22,96.7803192138672
13,13,2019-02-25,96.96676635742188
14,14,2019-02-26,97.22615051269533
15,15,2019-02-27,97.3396453857422
16,16,2019-02-28,96.93434143066406
17,17,2019-03-01,98.92035675048828
18,18,2019-03-04,98.99331665039062
19,19,2019-03-05,99.94175720214844
20,20,2019-03-06,100.13629913330078
21,21,2019-03-07,98.84741973876952
22,22,2019-03-08,98.58800506591795
23,23,2019-03-11,100.20925903320312
24,24,2019-03-12,100.43622589111328
25,25,2019-03-13,101.0604019165039
26,26,2019-03-14,101.003662109375
27,27,2019-03-15,101.57919311523438
28,28,2019-03-18,102.041259765625
29,29,2019-03-19,101.5549087524414
30,30,2019-03-20,101.0766372680664
31,31,2019-03-21,102.02506256103516
32,32,2019-03-22,99.77962493896484
33,33,2019-03-25,99.61750793457033
34,34,2019-03-26,100.62268829345705
35,35,2019-03-27,99.53643798828124
36,36,2019-03-28,99.7228775024414
37,37,2019-03-29,99.8525619506836
38,38,2019-04-01,101.27928161621094
39,39,2019-04-02,101.27116394042967
40,40,2019-04-03,100.42813873291016
41,41,2019-04-04,101.16580200195312
42,42,2019-04-05,102.47900390625
43,43,2019-04-08,102.68976593017578
44,44,2019-04-09,101.76565551757812
45,45,2019-04-10,101.72510528564452
46,46,2019-04-11,102.13042449951172
47,47,2019-04-12,97.08024597167967
48,48,2019-04-15,97.3882827758789
49,49,2019-04-16,98.22322845458984
50,50,2019-04-17,97.49365997314452
51,51,2019-04-18,97.16132354736328
52,52,2019-04-22,98.8149871826172
53,53,2019-04-23,98.9122543334961
54,54,2019-04-24,95.88052368164062
55,55,2019-04-25,95.57249450683594
56,56,2019-04-26,94.92398834228516
57,57,2019-04-29,95.42657470703124
58,58,2019-04-30,97.32343292236328
59,59,2019-05-01,95.49952697753906
60,60,2019-05-02,94.34033966064452
61,61,2019-05-03,95.0617904663086
62,62,2019-05-06,95.97781372070312
63,63,2019-05-07,95.87242889404295
64,64,2019-05-08,95.24822998046876
65,65,2019-05-09,98.23943328857422
66,66,2019-05-10,98.887939453125
67,67,2019-05-13,97.63147735595705
68,68,2019-05-14,98.6042251586914
69,69,2019-05-15,99.00953674316406
70,70,2019-05-16,98.8867416381836
71,71,2019-05-17,98.65753936767578
72,72,2019-05-20,98.91948699951172
73,73,2019-05-21,99.32879638671876
74,74,2019-05-22,98.6984634399414
75,75,2019-05-23,96.48825073242188
76,76,2019-05-24,97.17585754394533
77,77,2019-05-28,96.84841918945312
78,78,2019-05-29,95.58777618408205
79,79,2019-05-30,94.4499282836914
80,80,2019-05-31,93.19745635986328
81,81,2019-06-03,94.94928741455078
82,82,2019-06-04,96.02165222167967
83,83,2019-06-05,96.30815887451172
84,84,2019-06-06,98.7885284423828
85,85,2019-06-07,99.4434051513672
86,86,2019-06-10,100.10646057128906
87,87,2019-06-11,99.18962097167967
88,88,2019-06-12,98.38739776611328
89,89,2019-06-13,98.976806640625
90,90,2019-06-14,98.89492797851562
91,91,2019-06-17,99.36971282958984
92,92,2019-06-18,100.63036346435548
93,93,2019-06-19,100.5976104736328
94,94,2019-06-20,101.73546600341795
95,95,2019-06-21,102.2675552368164
96,96,2019-06-24,102.25120544433594
97,97,2019-06-25,101.21156311035156
98,98,2019-06-26,101.44896697998048
99,99,2019-06-27,100.77770233154295
100,100,2019-06-28,101.86643981933594
101,101,2019-07-01,102.1938705444336
102,102,2019-07-02,100.63036346435548
103,103,2019-07-03,100.97417449951172
104,104,2019-07-05,101.12972259521484
105,105,2019-07-08,101.17882537841795
106,106,2019-07-09,100.97417449951172
107,107,2019-07-10,102.68504333496094
108,108,2019-07-11,102.67684936523438
109,109,2019-07-12,103.1270980834961
110,110,2019-07-15,102.91424560546876
111,111,2019-07-16,102.1283950805664
112,112,2019-07-17,101.6208724975586
113,113,2019-07-18,102.06291198730467
114,114,2019-07-19,102.35760498046876
115,115,2019-07-22,102.57862091064452
116,116,2019-07-23,102.9961166381836
117,117,2019-07-24,103.5854949951172
118,118,2019-07-25,102.84056854248048
119,119,2019-07-26,101.2770538330078
120,120,2019-07-29,101.6945343017578
121,121,2019-07-30,101.78459167480467
122,122,2019-07-31,100.77770233154295
123,123,2019-08-01,98.8376235961914
124,124,2019-08-02,98.8294448852539
125,125,2019-08-05,97.20043182373048
126,126,2019-08-06,97.72433471679688
127,127,2019-08-07,97.49510955810548
128,128,2019-08-08,100.8759536743164
129,129,2019-08-09,100.2128677368164
130,130,2019-08-12,99.50070190429688
131,131,2019-08-13,100.1883316040039
132,132,2019-08-14,96.38182830810548
133,133,2019-08-15,95.7351303100586
134,134,2019-08-16,95.7764892578125
135,135,2019-08-19,97.01700592041016
136,136,2019-08-20,96.04113006591795
137,137,2019-08-21,97.48841094970705
138,138,2019-08-22,97.3643569946289
139,139,2019-08-23,95.2554702758789
140,140,2019-08-26,95.7186050415039
141,141,2019-08-27,95.79302978515624
142,142,2019-08-28,96.62004852294922
143,143,2019-08-29,97.190673828125
144,144,2019-08-30,97.35608673095705
145,145,2019-09-03,96.15691375732422
146,146,2019-09-04,96.96739959716795
147,147,2019-09-05,97.28992462158205
148,148,2019-09-06,97.8026885986328
149,149,2019-09-09,98.73719024658205
150,150,2019-09-10,100.77165222167967
151,151,2019-09-11,100.3002471923828
