,Date,VZ
0,2019-02-04 00:00:00-05:00,41.705074310302734
1,2019-02-05 00:00:00-05:00,41.782249450683594
2,2019-02-06 00:00:00-05:00,41.512142181396484
3,2019-02-07 00:00:00-05:00,41.34236145019531
4,2019-02-08 00:00:00-05:00,41.635616302490234
5,2019-02-11 00:00:00-05:00,41.712799072265625
6,2019-02-12 00:00:00-05:00,41.99834060668945
7,2019-02-13 00:00:00-05:00,42.04464340209961
8,2019-02-14 00:00:00-05:00,41.69736862182617
9,2019-02-15 00:00:00-05:00,42.56943130493164
10,2019-02-19 00:00:00-05:00,42.785518646240234
11,2019-02-20 00:00:00-05:00,43.032470703125
12,2019-02-21 00:00:00-05:00,43.333457946777344
13,2019-02-22 00:00:00-05:00,43.92770004272461
14,2019-02-25 00:00:00-05:00,43.81965637207031
15,2019-02-26 00:00:00-05:00,43.71161651611328
16,2019-02-27 00:00:00-05:00,43.773353576660156
17,2019-02-28 00:00:00-05:00,43.92770004272461
18,2019-03-01 00:00:00-05:00,43.95856857299805
19,2019-03-04 00:00:00-05:00,43.40291976928711
20,2019-03-05 00:00:00-05:00,43.27943801879883
21,2019-03-06 00:00:00-05:00,42.970733642578125
22,2019-03-07 00:00:00-05:00,43.449222564697266
23,2019-03-08 00:00:00-05:00,43.62672424316406
24,2019-03-11 00:00:00-04:00,44.43705749511719
25,2019-03-12 00:00:00-04:00,44.32129669189453
26,2019-03-13 00:00:00-04:00,44.49879837036133
27,2019-03-14 00:00:00-04:00,44.722599029541016
28,2019-03-15 00:00:00-04:00,45.06217575073242
29,2019-03-18 00:00:00-04:00,44.81521224975586
30,2019-03-19 00:00:00-04:00,44.37531280517578
31,2019-03-20 00:00:00-04:00,44.50650405883789
32,2019-03-21 00:00:00-04:00,44.984989166259766
33,2019-03-22 00:00:00-04:00,46.11945343017578
34,2019-03-25 00:00:00-04:00,46.36642074584961
35,2019-03-26 00:00:00-04:00,46.790870666503906
36,2019-03-27 00:00:00-04:00,46.98381042480469
37,2019-03-28 00:00:00-04:00,45.59467697143555
38,2019-03-29 00:00:00-04:00,45.63325500488281
39,2019-04-01 00:00:00-04:00,45.60239028930664
40,2019-04-02 00:00:00-04:00,45.17020797729492
41,2019-04-03 00:00:00-04:00,45.4326057434082
42,2019-04-04 00:00:00-04:00,45.52521514892578
43,2019-04-05 00:00:00-04:00,45.60239028930664
44,2019-04-08 00:00:00-04:00,45.63325500488281
45,2019-04-09 00:00:00-04:00,45.53423309326172
46,2019-04-10 00:00:00-04:00,45.69797897338867
47,2019-04-11 00:00:00-04:00,45.65898895263672
48,2019-04-12 00:00:00-04:00,45.7993278503418
49,2019-04-15 00:00:00-04:00,45.775943756103516
50,2019-04-16 00:00:00-04:00,45.83831787109375
51,2019-04-17 00:00:00-04:00,45.050819396972656
52,2019-04-18 00:00:00-04:00,45.2535514831543
53,2019-04-22 00:00:00-04:00,45.510841369628906
