,Unnamed: 0,Date,KVUE
0,0,2023-05-04,26.39692497253418
1,1,2023-05-05,26.0044059753418
2,2,2023-05-08,26.01422119140625
3,3,2023-05-09,25.78852081298828
4,4,2023-05-10,25.759082794189453
5,5,2023-05-11,25.51375770568848
6,6,2023-05-12,26.0044059753418
7,7,2023-05-15,26.98570442199707
8,8,2023-05-16,26.52449607849121
9,9,2023-05-17,26.710941314697266
10,10,2023-05-18,26.53430938720703
11,11,2023-05-19,26.72075462341309
12,12,2023-05-22,25.582448959350582
13,13,2023-05-23,25.51375770568848
14,14,2023-05-24,25.95534324645996
15,15,2023-05-25,25.837587356567383
16,16,2023-05-26,25.80814743041992
17,17,2023-05-30,25.24880790710449
18,18,2023-05-31,24.620777130126957
19,19,2023-06-01,24.80722427368164
20,20,2023-06-02,25.072172164916992
21,21,2023-06-05,24.67965316772461
22,22,2023-06-06,24.69927978515625
23,23,2023-06-07,24.6109619140625
24,24,2023-06-08,24.64040184020996
25,25,2023-06-09,24.630590438842773
26,26,2023-06-12,24.552085876464844
27,27,2023-06-13,24.6600284576416
28,28,2023-06-14,24.866100311279297
29,29,2023-06-15,25.2684326171875
30,30,2023-06-16,25.759082794189453
31,31,2023-06-20,25.57263565063477
32,32,2023-06-21,25.710018157958984
33,33,2023-06-22,26.0534725189209
34,34,2023-06-23,25.98478126525879
35,35,2023-06-26,25.660951614379883
36,36,2023-06-27,25.40581512451172
37,37,2023-06-28,25.31749725341797
38,38,2023-06-29,25.503944396972656
39,39,2023-06-30,25.9259033203125
40,40,2023-07-03,25.55301094055176
41,41,2023-07-05,25.219369888305664
42,42,2023-07-06,25.14086532592773
43,43,2023-07-07,24.74834442138672
44,44,2023-07-10,24.77778434753418
45,45,2023-07-11,24.6109619140625
46,46,2023-07-12,24.77778434753418
47,47,2023-07-13,24.924978256225582
48,48,2023-07-14,24.473583221435547
49,49,2023-07-17,24.42451477050781
50,50,2023-07-18,24.34601211547852
51,51,2023-07-19,24.532459259033203
52,52,2023-07-20,24.051624298095703
53,53,2023-07-21,23.56097412109375
54,54,2023-07-24,23.70816993713379
55,55,2023-07-25,24.65021514892578
56,56,2023-07-26,24.22825813293457
57,57,2023-07-27,23.78667259216309
58,58,2023-07-28,23.943679809570312
59,59,2023-07-31,23.23714637756348
60,60,2023-08-01,23.207706451416016
61,61,2023-08-02,23.453031539916992
62,62,2023-08-03,23.54134750366211
63,63,2023-08-04,23.08995246887207
64,64,2023-08-07,23.099763870239254
65,65,2023-08-08,22.9427547454834
66,66,2023-08-09,22.91331672668457
67,67,2023-08-10,22.93294334411621
68,68,2023-08-11,23.276397705078125
69,69,2023-08-14,22.510986328125
70,70,2023-08-15,22.825000762939453
71,71,2023-08-16,22.50117301940918
72,72,2023-08-17,22.353979110717773
73,73,2023-08-18,22.44229507446289
74,74,2023-08-21,22.47173309326172
75,75,2023-08-22,23.296022415161133
76,76,2023-08-23,23.178268432617188
77,77,2023-08-24,23.21751976013184
78,78,2023-08-25,22.73258399963379
79,79,2023-08-28,22.73258399963379
80,80,2023-08-29,22.623722076416016
81,81,2023-08-30,22.83155059814453
82,82,2023-08-31,22.811756134033203
83,83,2023-09-01,22.722686767578125
84,84,2023-09-05,22.376304626464844
85,85,2023-09-06,22.148681640625
86,86,2023-09-07,20.773048400878903
87,87,2023-09-08,21.079843521118164
88,88,2023-09-11,21.841886520385746
89,89,2023-09-12,20.84232521057129
90,90,2023-09-13,21.376745223999023
91,91,2023-09-14,21.51529693603516
92,92,2023-09-15,21.00067138671875
93,93,2023-09-18,20.862117767333984
94,94,2023-09-19,20.84232521057129
95,95,2023-09-20,20.674081802368164
96,96,2023-09-21,20.62459945678711
97,97,2023-09-22,20.337596893310547
98,98,2023-09-25,20.614702224731445
99,99,2023-09-26,20.426666259765625
100,100,2023-09-27,20.01100730895996
101,101,2023-09-28,19.902145385742188
102,102,2023-09-29,19.872453689575195
103,103,2023-10-02,20.109973907470703
104,104,2023-10-03,19.78338432312012
105,105,2023-10-04,19.526071548461918
106,106,2023-10-05,19.555763244628903
107,107,2023-10-06,19.862558364868164
108,108,2023-10-09,19.66462516784668
109,109,2023-10-10,19.486486434936523
110,110,2023-10-11,19.367725372314453
111,111,2023-10-12,19.120309829711918
112,112,2023-10-13,19.1697940826416
113,113,2023-10-16,19.338037490844727
114,114,2023-10-17,19.5755558013916
115,115,2023-10-18,19.8526611328125
116,116,2023-10-19,19.63493537902832
117,117,2023-10-20,19.535968780517575
118,118,2023-10-23,19.47658920288086
119,119,2023-10-24,19.773487091064453
120,120,2023-10-25,19.526071548461918
121,121,2023-10-26,18.49682235717773
122,122,2023-10-27,18.02178192138672
123,123,2023-10-30,18.447338104248047
124,124,2023-10-31,18.407752990722656
125,125,2023-11-01,18.68485641479492
126,126,2023-11-02,19.03124046325684
127,127,2023-11-03,19.1697940826416
128,128,2023-11-06,19.149999618530277
129,129,2023-11-07,19.600000381469727
130,130,2023-11-08,19.15999984741211
131,131,2023-11-09,19.21999931335449
132,132,2023-11-10,19.149999618530277
133,133,2023-11-13,19.100000381469727
134,134,2023-11-14,19.40999984741211
135,135,2023-11-15,19.600000381469727
136,136,2023-11-16,19.61000061035156
137,137,2023-11-17,19.68000030517578
138,138,2023-11-20,19.75
139,139,2023-11-21,19.899999618530277
140,140,2023-11-22,20.040000915527344
141,141,2023-11-24,20.25
142,142,2023-11-27,20.15999984741211
143,143,2023-11-28,20.15999984741211
144,144,2023-11-29,20.07999992370605
145,145,2023-11-30,20.440000534057617
146,146,2023-12-01,20.690000534057617
147,147,2023-12-04,20.6200008392334
148,148,2023-12-05,20.170000076293945
149,149,2023-12-06,19.38999938964844
150,150,2023-12-07,20.809999465942383
151,151,2023-12-08,20.61000061035156
152,152,2023-12-11,20.59000015258789
153,153,2023-12-12,20.75
154,154,2023-12-13,21.040000915527344
155,155,2023-12-14,21.059999465942383
156,156,2023-12-15,20.989999771118164
157,157,2023-12-18,21.01000022888184
158,158,2023-12-19,21.46999931335449
159,159,2023-12-20,20.950000762939453
160,160,2023-12-21,21.21999931335449
161,161,2023-12-22,21.36000061035156
162,162,2023-12-26,21.290000915527344
163,163,2023-12-27,21.549999237060547
164,164,2023-12-28,21.46999931335449
165,165,2023-12-29,21.530000686645508
166,166,2024-01-02,21.56999969482422
167,167,2024-01-03,21.270000457763672
168,168,2024-01-04,20.899999618530277
169,169,2024-01-05,21.350000381469727
170,170,2024-01-08,21.6299991607666
171,171,2024-01-09,21.850000381469727
172,172,2024-01-10,21.770000457763672
