,Unnamed: 0,Date,MS
0,0,2019-02-05,36.27847290039063
1,1,2019-02-06,36.21865081787109
2,2,2019-02-07,35.449485778808594
3,3,2019-02-08,34.87690734863281
4,4,2019-02-11,34.364139556884766
5,5,2019-02-12,35.16747283935547
6,6,2019-02-13,35.201656341552734
7,7,2019-02-14,34.79998779296875
8,8,2019-02-15,35.88534927368164
9,9,2019-02-19,36.03063583374024
10,10,2019-02-20,36.25283432006836
11,11,2019-02-21,35.85971450805664
12,12,2019-02-22,35.71442794799805
13,13,2019-02-25,36.056270599365234
14,14,2019-02-26,36.24428939819336
15,15,2019-02-27,36.37249374389648
16,16,2019-02-28,35.876800537109375
17,17,2019-03-01,36.321197509765625
18,18,2019-03-04,35.893898010253906
19,19,2019-03-05,35.808441162109375
20,20,2019-03-06,35.56913757324219
21,21,2019-03-07,35.184566497802734
22,22,2019-03-08,35.34694290161133
23,23,2019-03-11,35.76570129394531
24,24,2019-03-12,35.91954040527344
25,25,2019-03-13,36.24428939819336
26,26,2019-03-14,36.48357772827149
27,27,2019-03-15,37.03053665161133
28,28,2019-03-18,37.62877655029297
29,29,2019-03-19,37.56039810180664
30,30,2019-03-20,36.77415466308594
31,31,2019-03-21,36.85961151123047
32,32,2019-03-22,35.65460968017578
33,33,2019-03-25,35.25293731689453
34,34,2019-03-26,35.79133987426758
35,35,2019-03-27,35.35548400878906
36,36,2019-03-28,35.83407211303711
37,37,2019-03-29,36.064823150634766
38,38,2019-04-01,37.20146560668945
39,39,2019-04-02,37.34675598144531
40,40,2019-04-03,37.92788696289063
41,41,2019-04-04,38.39793014526367
42,42,2019-04-05,38.37229537963867
43,43,2019-04-08,38.44065475463867
44,44,2019-04-09,37.8253288269043
45,45,2019-04-10,37.98770904541016
46,46,2019-04-11,38.28682708740234
47,47,2019-04-12,39.90205001831055
48,48,2019-04-15,39.38073348999024
49,49,2019-04-16,40.18407440185547
50,50,2019-04-17,41.243797302246094
51,51,2019-04-18,40.63702774047852
52,52,2019-04-22,40.41482162475586
53,53,2019-04-23,40.466094970703125
54,54,2019-04-24,40.49173355102539
55,55,2019-04-25,40.41482162475586
56,56,2019-04-26,40.92758560180664
57,57,2019-04-29,41.67578506469727
58,58,2019-04-30,41.49520111083984
59,59,2019-05-01,40.91038513183594
60,60,2019-05-02,41.11679458618164
61,61,2019-05-03,41.331790924072266
62,62,2019-05-06,41.03078842163086
63,63,2019-05-07,40.1707878112793
64,64,2019-05-08,40.01597595214844
65,65,2019-05-09,39.94718933105469
66,66,2019-05-10,39.85258483886719
67,67,2019-05-13,37.99497604370117
68,68,2019-05-14,37.84877014160156
69,69,2019-05-15,37.75417709350586
70,70,2019-05-16,38.08097839355469
71,71,2019-05-17,37.73698043823242
72,72,2019-05-20,37.72837066650391
73,73,2019-05-21,38.17557907104492
74,74,2019-05-22,37.40158081054688
75,75,2019-05-23,36.730770111083984
76,76,2019-05-24,36.94577026367188
77,77,2019-05-28,36.26636505126953
78,78,2019-05-29,36.28357696533203
79,79,2019-05-30,35.97397232055664
80,80,2019-05-31,34.993560791015625
81,81,2019-06-03,35.02796173095703
82,82,2019-06-04,36.53296661376953
83,83,2019-06-05,36.489967346191406
84,84,2019-06-06,36.81678009033203
85,85,2019-06-07,36.72216796875
86,86,2019-06-10,37.22956848144531
87,87,2019-06-11,37.55637741088867
88,88,2019-06-12,36.65337371826172
89,89,2019-06-13,36.93717575073242
90,90,2019-06-14,36.82537078857422
91,91,2019-06-17,36.55876541137695
92,92,2019-06-18,37.2725715637207
93,93,2019-06-19,37.10056686401367
94,94,2019-06-20,37.37575912475586
95,95,2019-06-21,37.47896957397461
96,96,2019-06-24,37.04037094116211
97,97,2019-06-25,36.68777084350586
98,98,2019-06-26,36.9715690612793
99,99,2019-06-27,37.40158081054688
100,100,2019-06-28,37.6767807006836
101,101,2019-07-01,37.797176361083984
102,102,2019-07-02,37.69397735595703
103,103,2019-07-03,37.831573486328125
104,104,2019-07-05,38.02077102661133
105,105,2019-07-08,37.40158081054688
106,106,2019-07-09,37.650970458984375
107,107,2019-07-10,37.246768951416016
108,108,2019-07-11,37.99497604370117
109,109,2019-07-12,38.58837890625
110,110,2019-07-15,38.20998001098633
111,111,2019-07-16,38.20998001098633
112,112,2019-07-17,37.64237594604492
113,113,2019-07-18,38.20998001098633
114,114,2019-07-19,38.17557907104492
115,115,2019-07-22,38.27017211914063
116,116,2019-07-23,38.78617477416992
117,117,2019-07-24,39.13017654418945
118,118,2019-07-25,38.58837890625
119,119,2019-07-26,39.33657455444336
120,120,2019-07-29,38.89797592163086
121,121,2019-07-30,38.71596908569336
122,122,2019-07-31,38.6206283569336
123,123,2019-08-01,37.207889556884766
124,124,2019-08-02,36.505855560302734
125,125,2019-08-05,35.09312438964844
126,126,2019-08-06,35.72582244873047
127,127,2019-08-07,35.15378952026367
128,128,2019-08-08,35.7691535949707
129,129,2019-08-09,35.96849060058594
130,130,2019-08-12,34.980445861816406
131,131,2019-08-13,35.26646423339844
132,132,2019-08-14,34.087745666503906
133,133,2019-08-15,33.888397216796875
134,134,2019-08-16,34.616432189941406
135,135,2019-08-19,34.98910903930664
136,136,2019-08-20,34.581756591796875
137,137,2019-08-21,34.616432189941406
138,138,2019-08-22,34.902435302734375
139,139,2019-08-23,34.087745666503906
