,Unnamed: 0,Date,COST
138,138,2019-08-22,257.2483825683594
139,139,2019-08-23,251.817138671875
140,140,2019-08-26,255.9066619873047
141,141,2019-08-27,268.69921875
142,142,2019-08-28,270.6383056640625
143,143,2019-08-29,273.1528015136719
144,144,2019-08-30,271.4856872558594
145,145,2019-09-03,268.9896545410156
146,146,2019-09-04,272.7383117675781
147,147,2019-09-05,273.5212097167969
148,148,2019-09-06,279.7749938964844
149,149,2019-09-09,275.39080810546875
150,150,2019-09-10,273.548828125
151,151,2019-09-11,267.7370300292969
152,152,2019-09-12,267.000244140625
153,153,2019-09-13,268.8515319824219
154,154,2019-09-16,265.8949279785156
155,155,2019-09-17,268.40020751953125
156,156,2019-09-18,269.33966064453125
157,157,2019-09-19,265.10284423828125
158,158,2019-09-20,263.7489929199219
159,159,2019-09-23,264.86346435546875
160,160,2019-09-24,265.17657470703125
161,161,2019-09-25,265.72918701171875
162,162,2019-09-26,265.4989929199219
163,163,2019-09-27,263.371337890625
164,164,2019-09-30,265.3607482910156
165,165,2019-10-01,261.51080322265625
166,166,2019-10-02,262.5975952148437
167,167,2019-10-03,266.1805114746094
168,168,2019-10-04,268.6396484375
169,169,2019-10-07,270.2421875
170,170,2019-10-08,268.84228515625
171,171,2019-10-09,273.4566650390625
172,172,2019-10-10,273.677734375
173,173,2019-10-11,274.1014709472656
174,174,2019-10-14,274.0277709960937
175,175,2019-10-15,274.8290710449219
176,176,2019-10-16,275.1882629394531
177,177,2019-10-17,278.5224914550781
178,178,2019-10-18,278.9460754394531
179,179,2019-10-21,277.306640625
180,180,2019-10-22,276.2843017578125
181,181,2019-10-23,273.84356689453125
182,182,2019-10-24,273.5948486328125
183,183,2019-10-25,273.0883483886719
184,184,2019-10-28,275.3356628417969
185,185,2019-10-29,272.498779296875
186,186,2019-10-30,276.16461181640625
187,187,2019-10-31,274.2446594238281
188,188,2019-11-01,273.3031616210937
189,189,2019-11-04,273.9769592285156
190,190,2019-11-05,276.1553649902344
191,191,2019-11-06,278.36138916015625
192,192,2019-11-07,281.7212829589844
193,193,2019-11-08,279.3305969238281
194,194,2019-11-11,277.6875915527344
195,195,2019-11-12,277.373779296875
196,196,2019-11-13,279.5890197753906
197,197,2019-11-14,281.14898681640625
198,198,2019-11-15,280.2905578613281
199,199,2019-11-18,281.1028137207031
200,200,2019-11-19,278.9798583984375
201,201,2019-11-20,277.4383239746094
202,202,2019-11-21,277.1614074707031
203,203,2019-11-22,276.2753295898437
204,204,2019-11-25,276.0353698730469
205,205,2019-11-26,278.0567932128906
206,206,2019-11-27,277.61376953125
207,207,2019-11-29,276.7367858886719
208,208,2019-12-02,274.5031433105469
209,209,2019-12-03,272.9154968261719
210,210,2019-12-04,273.70001220703125
211,211,2019-12-05,270.543212890625
212,212,2019-12-06,272.2508239746094
213,213,2019-12-09,272.4447326660156
214,214,2019-12-10,273.0169982910156
215,215,2019-12-11,272.5739440917969
216,216,2019-12-12,274.4569702148437
217,217,2019-12-13,269.407958984375
218,218,2019-12-16,270.9125366210937
219,219,2019-12-17,272.8047180175781
220,220,2019-12-18,269.407958984375
221,221,2019-12-19,271.1062927246094
222,222,2019-12-20,272.1401062011719
223,223,2019-12-23,270.73712158203125
224,224,2019-12-24,271.5863342285156
225,225,2019-12-26,272.9708557128906
226,226,2019-12-27,271.4754943847656
227,227,2019-12-30,272.4262390136719
228,228,2019-12-31,271.3002014160156
229,229,2020-01-02,269.0570678710937
230,230,2020-01-03,269.2787170410156
231,231,2020-01-06,269.3525085449219
232,232,2020-01-07,268.92791748046875
233,233,2020-01-08,272.0108642578125
234,234,2020-01-09,276.3769226074219
235,235,2020-01-10,274.3646240234375
236,236,2020-01-13,276.7922668457031
237,237,2020-01-14,276.681396484375
238,238,2020-01-15,277.6690979003906
239,239,2020-01-16,279.708984375
240,240,2020-01-17,281.2320556640625
241,241,2020-01-21,289.1517944335937
242,242,2020-01-22,287.88726806640625
243,243,2020-01-23,288.80096435546875
244,244,2020-01-24,286.6134033203125
245,245,2020-01-27,285.635009765625
246,246,2020-01-28,286.9272155761719
247,247,2020-01-29,285.7549133300781
248,248,2020-01-30,285.6534423828125
249,249,2020-01-31,282.00738525390625
250,250,2020-02-03,278.7583312988281
251,251,2020-02-04,281.4352111816406
252,252,2020-02-05,285.1734924316406
253,253,2020-02-06,287.3101806640625
254,254,2020-02-07,290.1036071777344
255,255,2020-02-10,290.25164794921875
256,256,2020-02-11,287.3749389648437
257,257,2020-02-12,291.4819030761719
258,258,2020-02-13,294.330810546875
259,259,2020-02-14,294.4325561523437
260,260,2020-02-18,297.8920288085937
261,261,2020-02-19,298.78924560546875
262,262,2020-02-20,299.7697448730469
263,263,2020-02-21,297.7995300292969
264,264,2020-02-24,290.0943603515625
265,265,2020-02-25,282.000732421875
266,266,2020-02-26,282.75927734375
267,267,2020-02-27,271.141357421875
268,268,2020-02-28,260.0508728027344
269,269,2020-03-02,285.950439453125
270,270,2020-03-03,280.0212707519531
271,271,2020-03-04,296.6803283691406
272,272,2020-03-05,292.0738830566406
273,273,2020-03-06,287.9853820800781
274,274,2020-03-09,279.3275756835937
275,275,2020-03-10,286.1908569335937
276,276,2020-03-11,275.1188659667969
277,277,2020-03-12,258.85760498046875
278,278,2020-03-13,279.5957336425781
279,279,2020-03-16,261.937744140625
280,280,2020-03-17,283.961669921875
281,281,2020-03-18,284.4334411621094
282,282,2020-03-19,282.3244934082031
283,283,2020-03-20,268.6346740722656
284,284,2020-03-23,264.11151123046875
285,285,2020-03-24,263.5657653808594
286,286,2020-03-25,259.7917785644531
287,287,2020-03-26,270.37371826171875
288,288,2020-03-27,263.0014953613281
289,289,2020-03-30,269.2821960449219
290,290,2020-03-31,263.7414855957031
291,291,2020-04-01,265.2677307128906
292,292,2020-04-02,269.6151428222656
293,293,2020-04-03,266.9974670410156
294,294,2020-04-06,282.23193359375
295,295,2020-04-07,280.853759765625
296,296,2020-04-08,283.01824951171875
297,297,2020-04-09,277.5053405761719
298,298,2020-04-13,277.14459228515625
299,299,2020-04-14,290.575439453125
300,300,2020-04-15,286.9956359863281
301,301,2020-04-16,297.43878173828125
302,302,2020-04-17,294.0718688964844
303,303,2020-04-20,288.669921875
304,304,2020-04-21,278.726318359375
305,305,2020-04-22,286.20947265625
306,306,2020-04-23,282.4909973144531
307,307,2020-04-24,287.254638671875
308,308,2020-04-27,285.6174011230469
309,309,2020-04-28,282.0747375488281
310,310,2020-04-29,284.05426025390625
311,311,2020-04-30,280.911376953125
312,312,2020-05-01,279.9100646972656
313,313,2020-05-04,282.292724609375
314,314,2020-05-05,285.4726867675781
315,315,2020-05-06,286.3719177246094
316,316,2020-05-07,282.7655334472656
317,317,2020-05-08,283.6369323730469
318,318,2020-05-11,287.7070007324219
319,319,2020-05-12,282.6171875
320,320,2020-05-13,280.11407470703125
321,321,2020-05-14,277.8890380859375
322,322,2020-05-15,277.39764404296875
323,323,2020-05-18,280.6889038085937
324,324,2020-05-19,282.4224853515625
325,325,2020-05-20,282.6820983886719
326,326,2020-05-21,279.9564208984375
327,327,2020-05-22,280.3829345703125
328,328,2020-05-26,282.5801086425781
329,329,2020-05-27,283.7019348144531
330,330,2020-05-28,286.9931030273437
331,331,2020-05-29,285.9825439453125
332,332,2020-06-01,285.81573486328125
333,333,2020-06-02,284.7031555175781
334,334,2020-06-03,284.2860107421875
335,335,2020-06-04,288.09637451171875
336,336,2020-06-05,289.2922668457031
337,337,2020-06-08,284.7958679199219
338,338,2020-06-09,283.27545166015625
339,339,2020-06-10,284.9257202148437
340,340,2020-06-11,278.8995056152344
341,341,2020-06-12,276.9248352050781
342,342,2020-06-15,275.5155639648437
343,343,2020-06-16,279.3908386230469
344,344,2020-06-17,277.7684326171875
345,345,2020-06-18,277.7313232421875
346,346,2020-06-19,278.0373229980469
347,347,2020-06-22,278.5472717285156
348,348,2020-06-23,279.3260192871094
349,349,2020-06-24,276.2943420410156
350,350,2020-06-25,278.6214599609375
351,351,2020-06-26,274.9408569335937
352,352,2020-06-29,279.6040954589844
353,353,2020-06-30,281.10601806640625
354,354,2020-07-01,282.5338439941406
355,355,2020-07-02,283.4515380859375
356,356,2020-07-06,288.78240966796875
357,357,2020-07-07,293.1768798828125
358,358,2020-07-08,293.26031494140625
359,359,2020-07-09,301.80816650390625
360,360,2020-07-10,302.4478759765625
361,361,2020-07-13,299.37921142578125
362,362,2020-07-14,304.0888977050781
363,363,2020-07-15,302.88360595703125
364,364,2020-07-16,302.4849548339844
365,365,2020-07-17,301.1128845214844
366,366,2020-07-20,302.7074890136719
367,367,2020-07-21,303.8477783203125
368,368,2020-07-22,304.3670654296875
369,369,2020-07-23,302.3366394042969
370,370,2020-07-24,302.0307006835937
371,371,2020-07-27,303.7180480957031
372,372,2020-07-28,303.690185546875
373,373,2020-07-29,302.3644714355469
374,374,2020-07-30,301.78839111328125
375,375,2020-07-31,302.44805908203125
376,376,2020-08-03,305.9693298339844
377,377,2020-08-04,315.6969909667969
378,378,2020-08-05,315.8641357421875
379,379,2020-08-06,318.9673156738281
380,380,2020-08-07,316.7375793457031
381,381,2020-08-10,315.8920288085937
382,382,2020-08-11,308.8588256835937
383,383,2020-08-12,312.8817749023437
384,384,2020-08-13,311.89697265625
385,385,2020-08-14,312.43585205078125
386,386,2020-08-17,315.8549499511719
387,387,2020-08-18,316.5888977050781
388,388,2020-08-19,316.72821044921875
389,389,2020-08-20,316.7003479003906
390,390,2020-08-21,320.1751403808594
391,391,2020-08-24,319.7292175292969
392,392,2020-08-25,320.26806640625
393,393,2020-08-26,319.8592834472656
394,394,2020-08-27,321.8010559082031
395,395,2020-08-28,323.6685791015625
396,396,2020-08-31,323.0088806152344
397,397,2020-09-01,326.46514892578125
398,398,2020-09-02,333.4147644042969
399,399,2020-09-03,323.6036071777344
400,400,2020-09-04,321.9962463378906
401,401,2020-09-08,314.8329467773437
402,402,2020-09-09,321.8660888671875
403,403,2020-09-10,315.45538330078125
404,404,2020-09-11,315.0837097167969
405,405,2020-09-14,318.60504150390625
406,406,2020-09-15,319.5247802734375
407,407,2020-09-16,319.3575439453125
408,408,2020-09-17,314.8514404296875
409,409,2020-09-18,312.1385498046875
410,410,2020-09-21,315.49249267578125
411,411,2020-09-22,320.0265197753906
412,412,2020-09-23,320.1937561035156
413,413,2020-09-24,322.39569091796875
414,414,2020-09-25,318.2890625
415,415,2020-09-28,324.8299560546875
416,416,2020-09-29,327.1713562011719
417,417,2020-09-30,329.828369140625
418,418,2020-10-01,333.04315185546875
419,419,2020-10-02,329.8377685546875
420,420,2020-10-05,333.15460205078125
421,421,2020-10-06,332.94091796875
422,422,2020-10-07,337.2797241210937
423,423,2020-10-08,339.2030029296875
424,424,2020-10-09,343.2632141113281
425,425,2020-10-12,349.7854309082031
426,426,2020-10-13,353.6875915527344
427,427,2020-10-14,351.51348876953125
428,428,2020-10-15,349.8783264160156
429,429,2020-10-16,354.4866027832031
430,430,2020-10-19,348.9306335449219
431,431,2020-10-20,351.48565673828125
432,432,2020-10-21,351.0304260253906
433,433,2020-10-22,349.107177734375
434,434,2020-10-23,348.0387268066406
435,435,2020-10-26,344.4245300292969
436,436,2020-10-27,346.29205322265625
437,437,2020-10-28,339.08233642578125
438,438,2020-10-29,339.6407165527344
439,439,2020-10-30,332.90118408203125
440,440,2020-11-02,339.2032470703125
441,441,2020-11-03,346.25
442,442,2020-11-04,350.16900634765625
443,443,2020-11-05,358.6028137207031
444,444,2020-11-06,359.0030517578125
445,445,2020-11-09,339.7710876464844
446,446,2020-11-10,341.2790832519531
447,447,2020-11-11,347.14373779296875
448,448,2020-11-12,349.7407531738281
449,449,2020-11-13,352.654541015625
450,450,2020-11-16,353.5388488769531
451,451,2020-11-17,355.5216064453125
452,452,2020-11-18,355.8101501464844
453,453,2020-11-19,357.02960205078125
454,454,2020-11-20,354.7768859863281
455,455,2020-11-23,355.3260803222656
456,456,2020-11-24,357.66259765625
457,457,2020-11-25,360.9486389160156
458,458,2020-11-27,361.5444030761719
459,459,2020-11-30,364.6907348632813
460,460,2020-12-01,370.2217102050781
461,461,2020-12-02,366.3433837890625
462,462,2020-12-03,357.31610107421875
463,463,2020-12-04,356.72381591796875
464,464,2020-12-07,356.6282653808594
465,465,2020-12-08,360.707275390625
466,466,2020-12-09,357.54541015625
467,467,2020-12-10,356.112548828125
468,468,2020-12-11,358.3191223144531
469,469,2020-12-14,357.6313171386719
470,470,2020-12-15,355.2431640625
471,471,2020-12-16,352.912353515625
472,472,2020-12-17,353.7243347167969
473,473,2020-12-18,350.5815124511719
474,474,2020-12-21,348.6423034667969
475,475,2020-12-22,345.8338623046875
476,476,2020-12-23,345.7001342773437
477,477,2020-12-24,348.2697448730469
478,478,2020-12-28,354.4598388671875
479,479,2020-12-29,356.0456237792969
480,480,2020-12-30,357.6981811523437
481,481,2020-12-31,359.9239501953125
482,482,2021-01-04,363.1432495117188
483,483,2021-01-05,358.93048095703125
484,484,2021-01-06,353.4664001464844
485,485,2021-01-07,351.4603881835937
486,486,2021-01-08,353.3899230957031
487,487,2021-01-11,347.72528076171875
488,488,2021-01-12,347.90679931640625
489,489,2021-01-13,350.5338134765625
490,490,2021-01-14,346.1395263671875
491,491,2021-01-15,345.95806884765625
492,492,2021-01-19,338.61199951171875
493,493,2021-01-20,345.136474609375
494,494,2021-01-21,346.56939697265625
495,495,2021-01-22,346.0917053222656
496,496,2021-01-25,345.6905822753906
497,497,2021-01-26,348.6518859863281
498,498,2021-01-27,340.4461669921875
499,499,2021-01-28,341.08612060546875
500,500,2021-01-29,336.66326904296875
501,501,2021-02-01,334.8387451171875
502,502,2021-02-02,339.6723937988281
503,503,2021-02-03,339.31890869140625
504,504,2021-02-04,340.6015319824219
505,505,2021-02-05,339.95068359375
506,506,2021-02-08,344.4110107421875
507,507,2021-02-09,344.15252685546875
508,508,2021-02-10,340.85992431640625
509,509,2021-02-11,337.10791015625
510,510,2021-02-12,337.6343688964844
511,511,2021-02-16,338.8307800292969
512,512,2021-02-17,342.6976928710937
513,513,2021-02-18,341.62567138671875
514,514,2021-02-19,339.5677490234375
515,515,2021-02-22,335.2032165527344
516,516,2021-02-23,327.4885559082031
517,517,2021-02-24,326.1007080078125
518,518,2021-02-25,319.59210205078125
519,519,2021-02-26,316.8163146972656
520,520,2021-03-01,317.5533752441406
521,521,2021-03-02,314.3851928710937
522,522,2021-03-03,310.039794921875
523,523,2021-03-04,305.3688659667969
524,524,2021-03-05,303.7225952148437
525,525,2021-03-08,298.07537841796875
526,526,2021-03-09,305.1199951171875
527,527,2021-03-10,309.9535217285156
528,528,2021-03-11,314.5670471191406
529,529,2021-03-12,316.9504089355469
530,530,2021-03-15,316.347412109375
531,531,2021-03-16,313.2270202636719
532,532,2021-03-17,315.0839538574219
533,533,2021-03-18,309.1400451660156
534,534,2021-03-19,314.81591796875
535,535,2021-03-22,320.1568298339844
536,536,2021-03-23,325.7561950683594
537,537,2021-03-24,323.5546875
538,538,2021-03-25,331.4990234375
539,539,2021-03-26,336.93560791015625
540,540,2021-03-29,340.888671875
541,541,2021-03-30,334.762939453125
542,542,2021-03-31,337.3759765625
543,543,2021-04-01,339.73052978515625
544,544,2021-04-05,345.3585510253906
545,545,2021-04-06,344.6885681152344
546,546,2021-04-07,343.4346618652344
547,547,2021-04-08,345.7414245605469
548,548,2021-04-09,347.6461181640625
549,549,2021-04-12,349.1776123046875
550,550,2021-04-13,349.5604858398437
551,551,2021-04-14,347.6078491210937
552,552,2021-04-15,352.9965515136719
553,553,2021-04-16,354.8343200683594
554,554,2021-04-19,353.7144470214844
555,555,2021-04-20,355.80108642578125
556,556,2021-04-21,358.05987548828125
557,557,2021-04-22,355.3511962890625
558,558,2021-04-23,357.2846069335937
559,559,2021-04-26,352.7286376953125
560,560,2021-04-27,354.34619140625
561,561,2021-04-28,353.75274658203125
562,562,2021-04-29,358.29937744140625
563,563,2021-04-30,356.90850830078125
564,564,2021-05-03,363.843505859375
565,565,2021-05-04,359.9779663085937
566,566,2021-05-05,357.3017883300781
567,567,2021-05-06,367.1431884765625
568,568,2021-05-07,368.6395263671875
569,569,2021-05-10,365.9154052734375
570,570,2021-05-11,362.7500915527344
571,571,2021-05-12,357.0140075683594
572,572,2021-05-13,364.044921875
573,573,2021-05-14,368.73541259765625
574,574,2021-05-17,368.294189453125
575,575,2021-05-18,367.1911315917969
576,576,2021-05-19,364.169677734375
577,577,2021-05-20,367.9297180175781
578,578,2021-05-21,365.1864318847656
579,579,2021-05-24,367.8050231933594
580,580,2021-05-25,369.65625
581,581,2021-05-26,369.8865051269531
582,582,2021-05-27,371.6898193359375
583,583,2021-05-28,362.83636474609375
584,584,2021-06-01,362.7980041503906
585,585,2021-06-02,365.0617065429688
586,586,2021-06-03,368.2078857421875
587,587,2021-06-04,371.70892333984375
588,588,2021-06-07,364.8794250488281
589,589,2021-06-08,364.2079772949219
590,590,2021-06-09,364.4574279785156
591,591,2021-06-10,367.3830261230469
592,592,2021-06-11,366.2511596679688
593,593,2021-06-14,368.1023864746094
594,594,2021-06-15,368.2462768554688
595,595,2021-06-16,363.9298400878906
596,596,2021-06-17,369.052001953125
597,597,2021-06-18,365.33984375
598,598,2021-06-21,371.0183410644531
599,599,2021-06-22,376.1788940429688
600,600,2021-06-23,375.9774169921875
601,601,2021-06-24,376.07330322265625
602,602,2021-06-25,378.4137878417969
603,603,2021-06-28,380.3609313964844
604,604,2021-06-29,382.5191345214844
605,605,2021-06-30,379.52642822265625
606,606,2021-07-01,378.432861328125
607,607,2021-07-02,382.66302490234375
608,608,2021-07-06,382.5863037109375
609,609,2021-07-07,388.1688232421875
610,610,2021-07-08,390.53802490234375
611,611,2021-07-09,395.5450744628906
612,612,2021-07-12,391.2382507324219
613,613,2021-07-13,390.45166015625
614,614,2021-07-14,393.2238159179688
615,615,2021-07-15,395.0174865722656
616,616,2021-07-16,393.6266479492188
617,617,2021-07-19,397.2524108886719
618,618,2021-07-20,399.2571105957031
619,619,2021-07-21,398.0774230957031
620,620,2021-07-22,400.5041198730469
621,621,2021-07-23,406.1538391113281
622,622,2021-07-26,405.96197509765625
623,623,2021-07-27,407.026611328125
624,624,2021-07-28,404.99322509765625
625,625,2021-07-29,408.6930541992188
626,626,2021-07-30,412.9598693847656
627,627,2021-08-02,412.1910400390625
628,628,2021-08-03,418.1011962890625
629,629,2021-08-04,418.07232666015625
630,630,2021-08-05,425.9044189453125
631,631,2021-08-06,422.4832763671875
632,632,2021-08-09,423.2905883789063
633,633,2021-08-10,425.7507019042969
634,634,2021-08-11,426.97119140625
635,635,2021-08-12,427.9898376464844
636,636,2021-08-13,430.3539123535156
637,637,2021-08-16,435.19732666015625
638,638,2021-08-17,434.6976013183594
639,639,2021-08-18,428.8067321777344
640,640,2021-08-19,436.5426940917969
641,641,2021-08-20,441.0882568359375
642,642,2021-08-23,437.18658447265625
643,643,2021-08-24,434.1690368652344
644,644,2021-08-25,433.63092041015625
645,645,2021-08-26,431.7857971191406
646,646,2021-08-27,432.775634765625
647,647,2021-08-30,438.1475524902344
648,648,2021-08-31,437.7247009277344
649,649,2021-09-01,438.7145385742188
650,650,2021-09-02,442.990966796875
651,651,2021-09-03,444.5093383789063
652,652,2021-09-07,441.6744384765625
653,653,2021-09-08,447.5364990234375
654,654,2021-09-09,447.7671203613281
655,655,2021-09-10,447.0176086425781
656,656,2021-09-13,441.7320556640625
657,657,2021-09-14,440.5308837890625
658,658,2021-09-15,442.7603454589844
659,659,2021-09-16,445.23974609375
660,660,2021-09-17,441.5879821777344
661,661,2021-09-20,433.5444641113281
662,662,2021-09-21,434.4765930175781
663,663,2021-09-22,434.68798828125
664,664,2021-09-23,435.1204833984375
665,665,2021-09-24,449.5066223144531
666,666,2021-09-27,442.5970153808594
667,667,2021-09-28,429.9022521972656
668,668,2021-09-29,434.1690368652344
669,669,2021-09-30,431.82421875
670,670,2021-10-01,430.843994140625
671,671,2021-10-04,422.9734191894531
672,672,2021-10-05,428.8355712890625
673,673,2021-10-06,431.8146057128906
674,674,2021-10-07,435.2069091796875
675,675,2021-10-08,434.2267150878906
676,676,2021-10-11,432.1606140136719
677,677,2021-10-12,429.44091796875
678,678,2021-10-13,427.9321594238281
679,679,2021-10-14,433.0831298828125
680,680,2021-10-15,434.7456359863281
681,681,2021-10-18,443.9327697753906
682,682,2021-10-19,448.8626708984375
683,683,2021-10-20,451.44775390625
684,684,2021-10-21,458.6168518066406
685,685,2021-10-22,463.1911926269531
686,686,2021-10-25,470.98486328125
687,687,2021-10-26,466.5930786132813
688,688,2021-10-27,470.033447265625
689,689,2021-10-28,472.1607055664063
690,690,2021-10-29,473.1329345703125
691,691,2021-11-01,473.4505004882813
692,692,2021-11-02,478.3788146972656
693,693,2021-11-03,483.5188293457031
694,694,2021-11-04,496.3111572265625
695,695,2021-11-05,493.9047546386719
696,696,2021-11-08,484.9433898925781
697,697,2021-11-09,489.6598510742188
698,698,2021-11-10,486.5797729492188
699,699,2021-11-11,493.0
700,700,2021-11-12,497.8031005859375
701,701,2021-11-15,500.4212646484375
702,702,2021-11-16,506.9955139160156
703,703,2021-11-17,506.58154296875
704,704,2021-11-18,509.5462951660156
705,705,2021-11-19,513.8008422851562
706,706,2021-11-22,519.4412841796875
707,707,2021-11-23,524.8411865234375
708,708,2021-11-24,529.143798828125
709,709,2021-11-26,525.6785888671875
710,710,2021-11-29,534.100830078125
711,711,2021-11-30,519.181396484375
712,712,2021-12-01,509.9985961914063
713,713,2021-12-02,505.8308715820313
714,714,2021-12-03,509.1227722167969
715,715,2021-12-06,513.2328491210938
716,716,2021-12-07,521.7224731445312
717,717,2021-12-08,510.2584838867188
718,718,2021-12-09,504.6950073242188
719,719,2021-12-10,537.8934326171875
720,720,2021-12-13,536.3533325195312
721,721,2021-12-14,524.918212890625
722,722,2021-12-15,544.3040161132812
723,723,2021-12-16,531.9352416992188
724,724,2021-12-17,527.1032104492188
725,725,2021-12-20,528.017578125
726,726,2021-12-21,525.0048217773438
727,727,2021-12-22,529.0860595703125
728,728,2021-12-23,529.7598266601562
729,729,2021-12-27,542.3692626953125
730,730,2021-12-28,543.4955444335938
731,731,2021-12-29,546.5083618164062
732,732,2021-12-30,542.792724609375
733,733,2021-12-31,546.44091796875
734,734,2022-01-03,545.488037109375
735,735,2022-01-04,543.100830078125
736,736,2022-01-05,529.32666015625
737,737,2022-01-06,529.2111206054688
738,738,2022-01-07,516.1011352539062
739,739,2022-01-10,499.37213134765625
740,740,2022-01-11,502.4811401367188
741,741,2022-01-12,506.1098937988281
