,Date,EMN
0,2019-02-04 00:00:00-05:00,69.52107238769531
1,2019-02-05 00:00:00-05:00,68.86275482177734
2,2019-02-06 00:00:00-05:00,68.23815155029297
3,2019-02-07 00:00:00-05:00,66.53324890136719
4,2019-02-08 00:00:00-05:00,66.76114654541016
5,2019-02-11 00:00:00-05:00,66.98058319091797
6,2019-02-12 00:00:00-05:00,68.65172576904297
7,2019-02-13 00:00:00-05:00,68.49981689453125
8,2019-02-14 00:00:00-05:00,69.0062026977539
9,2019-02-15 00:00:00-05:00,69.80802154541016
10,2019-02-19 00:00:00-05:00,69.94306182861328
11,2019-02-20 00:00:00-05:00,71.40320587158203
12,2019-02-21 00:00:00-05:00,70.6351547241211
13,2019-02-22 00:00:00-05:00,71.27659606933594
14,2019-02-25 00:00:00-05:00,71.30191040039062
15,2019-02-26 00:00:00-05:00,70.71954345703125
16,2019-02-27 00:00:00-05:00,70.72798919677734
17,2019-02-28 00:00:00-05:00,69.79114532470703
18,2019-03-01 00:00:00-05:00,70.23002624511719
19,2019-03-04 00:00:00-05:00,70.1371841430664
20,2019-03-05 00:00:00-05:00,69.6561050415039
21,2019-03-06 00:00:00-05:00,69.78271484375
22,2019-03-07 00:00:00-05:00,67.45323181152344
23,2019-03-08 00:00:00-05:00,66.65987396240234
24,2019-03-11 00:00:00-04:00,68.13688659667969
25,2019-03-12 00:00:00-04:00,68.53355407714844
26,2019-03-13 00:00:00-04:00,69.09061431884766
27,2019-03-14 00:00:00-04:00,67.72138214111328
28,2019-03-15 00:00:00-04:00,66.87944030761719
29,2019-03-18 00:00:00-04:00,66.72635650634766
30,2019-03-19 00:00:00-04:00,66.77738952636719
31,2019-03-20 00:00:00-04:00,66.87944030761719
32,2019-03-21 00:00:00-04:00,67.19409942626953
33,2019-03-22 00:00:00-04:00,63.90287780761719
34,2019-03-25 00:00:00-04:00,63.17998123168945
35,2019-03-26 00:00:00-04:00,63.698753356933594
36,2019-03-27 00:00:00-04:00,63.843326568603516
37,2019-03-28 00:00:00-04:00,64.5577163696289
38,2019-03-29 00:00:00-04:00,64.53218841552734
39,2019-04-01 00:00:00-04:00,66.77738952636719
40,2019-04-02 00:00:00-04:00,67.07505798339844
41,2019-04-03 00:00:00-04:00,68.80996704101562
42,2019-04-04 00:00:00-04:00,69.49031066894531
43,2019-04-05 00:00:00-04:00,70.06012725830078
44,2019-04-08 00:00:00-04:00,69.57538604736328
