,Unnamed: 0,Date,NUE
0,0,2019-02-05,54.7155647277832
1,1,2019-02-06,53.87762069702149
2,2,2019-02-07,52.89705276489258
3,3,2019-02-08,53.3249397277832
4,4,2019-02-11,53.396244049072266
5,5,2019-02-12,54.893836975097656
6,6,2019-02-13,54.59967422485352
7,7,2019-02-14,53.24470520019531
8,8,2019-02-15,53.039676666259766
9,9,2019-02-19,53.38733673095703
10,10,2019-02-20,54.80470657348633
11,11,2019-02-21,54.4302978515625
12,12,2019-02-22,54.54619216918945
13,13,2019-02-25,54.786869049072266
14,14,2019-02-26,54.4302978515625
15,15,2019-02-27,54.28768539428711
16,16,2019-02-28,53.99350357055664
17,17,2019-03-01,53.815216064453125
18,18,2019-03-04,54.24309921264648
19,19,2019-03-05,53.815216064453125
20,20,2019-03-06,53.17339706420898
21,21,2019-03-07,52.602874755859375
22,22,2019-03-08,51.51534271240234
23,23,2019-03-11,52.56722640991211
24,24,2019-03-12,52.64745330810547
25,25,2019-03-13,53.039676666259766
26,26,2019-03-14,52.43350982666016
27,27,2019-03-15,52.17499923706055
28,28,2019-03-18,52.51374435424805
29,29,2019-03-19,52.56722640991211
30,30,2019-03-20,51.83626174926758
31,31,2019-03-21,52.43350982666016
32,32,2019-03-22,50.81111907958984
33,33,2019-03-25,50.70415496826172
34,34,2019-03-26,50.75764465332031
35,35,2019-03-27,51.32814407348633
36,36,2019-03-28,51.72311782836914
37,37,2019-03-29,52.37841796875
38,38,2019-04-01,53.5992317199707
39,39,2019-04-02,53.4017448425293
40,40,2019-04-03,54.38018798828125
41,41,2019-04-04,54.48790740966797
42,42,2019-04-05,54.47893142700195
43,43,2019-04-08,54.2904167175293
44,44,2019-04-09,52.81826019287109
45,45,2019-04-10,52.27068710327149
46,46,2019-04-11,51.76800537109375
47,47,2019-04-12,52.54895782470703
48,48,2019-04-15,51.97447967529297
49,49,2019-04-16,52.26171875
50,50,2019-04-17,52.06422805786133
51,51,2019-04-18,51.61540222167969
52,52,2019-04-22,51.14862060546875
53,53,2019-04-23,52.62078475952149
54,54,2019-04-24,52.35149002075195
55,55,2019-04-25,51.525634765625
56,56,2019-04-26,50.61899948120117
57,57,2019-04-29,51.05885696411133
58,58,2019-04-30,51.22940444946289
59,59,2019-05-01,50.134254455566406
60,60,2019-05-02,50.17914962768555
61,61,2019-05-03,51.75004196166992
62,62,2019-05-06,50.87931823730469
63,63,2019-05-07,50.43048477172852
64,64,2019-05-08,50.64592361450195
