,Date,VFC
0,2019-02-04 00:00:00-05:00,67.3998794555664
1,2019-02-05 00:00:00-05:00,67.9386978149414
2,2019-02-06 00:00:00-05:00,68.51714324951172
3,2019-02-07 00:00:00-05:00,68.1764144897461
4,2019-02-08 00:00:00-05:00,67.97039794921875
5,2019-02-11 00:00:00-05:00,67.74061584472656
6,2019-02-12 00:00:00-05:00,68.65184783935547
7,2019-02-13 00:00:00-05:00,68.52506256103516
8,2019-02-14 00:00:00-05:00,68.12095642089844
9,2019-02-15 00:00:00-05:00,68.85787200927734
10,2019-02-19 00:00:00-05:00,68.7231674194336
11,2019-02-20 00:00:00-05:00,68.43790435791016
12,2019-02-21 00:00:00-05:00,67.98625183105469
13,2019-02-22 00:00:00-05:00,68.5409164428711
14,2019-02-25 00:00:00-05:00,68.91332244873047
15,2019-02-26 00:00:00-05:00,69.1985855102539
16,2019-02-27 00:00:00-05:00,69.51553344726562
17,2019-02-28 00:00:00-05:00,69.22235107421875
18,2019-03-01 00:00:00-05:00,69.15895080566406
19,2019-03-04 00:00:00-05:00,68.02588653564453
20,2019-03-05 00:00:00-05:00,67.75647735595703
21,2019-03-06 00:00:00-05:00,67.66930389404297
22,2019-03-07 00:00:00-05:00,67.75697326660156
23,2019-03-08 00:00:00-05:00,67.12723541259766
24,2019-03-11 00:00:00-04:00,67.85263061523438
25,2019-03-12 00:00:00-04:00,67.58161163330078
26,2019-03-13 00:00:00-04:00,67.79682159423828
27,2019-03-14 00:00:00-04:00,67.70915222167969
28,2019-03-15 00:00:00-04:00,67.58161163330078
29,2019-03-18 00:00:00-04:00,68.60194396972656
30,2019-03-19 00:00:00-04:00,68.9606704711914
31,2019-03-20 00:00:00-04:00,67.69320678710938
32,2019-03-21 00:00:00-04:00,68.42657470703125
33,2019-03-22 00:00:00-04:00,66.73663330078125
34,2019-03-25 00:00:00-04:00,67.36637115478516
35,2019-03-26 00:00:00-04:00,67.76495361328125
36,2019-03-27 00:00:00-04:00,68.01205444335938
37,2019-03-28 00:00:00-04:00,69.47879028320312
38,2019-03-29 00:00:00-04:00,69.27950286865234
39,2019-04-01 00:00:00-04:00,69.61431884765625
40,2019-04-02 00:00:00-04:00,69.18386840820312
41,2019-04-03 00:00:00-04:00,69.70997619628906
42,2019-04-04 00:00:00-04:00,71.38397216796875
43,2019-04-05 00:00:00-04:00,71.08106231689453
44,2019-04-08 00:00:00-04:00,71.6071548461914
45,2019-04-09 00:00:00-04:00,70.69841003417969
46,2019-04-10 00:00:00-04:00,71.22454833984375
47,2019-04-11 00:00:00-04:00,71.18467712402344
48,2019-04-12 00:00:00-04:00,72.30865478515625
49,2019-04-15 00:00:00-04:00,72.69924926757812
50,2019-04-16 00:00:00-04:00,74.38916778564453
51,2019-04-17 00:00:00-04:00,76.12694549560547
52,2019-04-18 00:00:00-04:00,76.16681671142578
53,2019-04-22 00:00:00-04:00,75.60881042480469
54,2019-04-23 00:00:00-04:00,75.40155792236328
55,2019-04-24 00:00:00-04:00,75.5131607055664
