,Date,CE
0,2019-02-04 00:00:00-05:00,88.78111267089844
1,2019-02-05 00:00:00-05:00,88.2270278930664
2,2019-02-06 00:00:00-05:00,88.02146911621094
3,2019-02-07 00:00:00-05:00,85.8139877319336
4,2019-02-08 00:00:00-05:00,85.82295227050781
5,2019-02-11 00:00:00-05:00,85.77827453613281
6,2019-02-12 00:00:00-05:00,88.72750854492188
7,2019-02-13 00:00:00-05:00,88.31639862060547
8,2019-02-14 00:00:00-05:00,88.95986938476562
9,2019-02-15 00:00:00-05:00,90.09207153320312
10,2019-02-19 00:00:00-05:00,90.71210479736328
11,2019-02-20 00:00:00-05:00,92.30259704589844
12,2019-02-21 00:00:00-05:00,92.10490417480469
13,2019-02-22 00:00:00-05:00,93.21916198730469
14,2019-02-25 00:00:00-05:00,93.56063079833984
15,2019-02-26 00:00:00-05:00,92.26667022705078
16,2019-02-27 00:00:00-05:00,92.90465545654297
17,2019-02-28 00:00:00-05:00,91.91621398925781
18,2019-03-01 00:00:00-05:00,92.37449645996094
19,2019-03-04 00:00:00-05:00,92.32955169677734
20,2019-03-05 00:00:00-05:00,92.30259704589844
21,2019-03-06 00:00:00-05:00,92.60812377929688
22,2019-03-07 00:00:00-05:00,91.2782211303711
23,2019-03-08 00:00:00-05:00,89.6607666015625
24,2019-03-11 00:00:00-04:00,91.19733428955078
25,2019-03-12 00:00:00-04:00,90.91878509521484
26,2019-03-13 00:00:00-04:00,91.49388122558594
27,2019-03-14 00:00:00-04:00,90.19093322753906
28,2019-03-15 00:00:00-04:00,90.9637222290039
29,2019-03-18 00:00:00-04:00,91.0715560913086
30,2019-03-19 00:00:00-04:00,90.71210479736328
31,2019-03-20 00:00:00-04:00,90.75704193115234
32,2019-03-21 00:00:00-04:00,92.26667022705078
33,2019-03-22 00:00:00-04:00,88.18709564208984
34,2019-03-25 00:00:00-04:00,86.92009735107422
35,2019-03-26 00:00:00-04:00,87.24357604980469
36,2019-03-27 00:00:00-04:00,87.15372467041016
37,2019-03-28 00:00:00-04:00,88.31288146972656
38,2019-03-29 00:00:00-04:00,88.60942077636719
39,2019-04-01 00:00:00-04:00,90.9637222290039
40,2019-04-02 00:00:00-04:00,91.4848861694336
