,Date,CF
0,2019-02-04 00:00:00-05:00,37.64616775512695
1,2019-02-05 00:00:00-05:00,37.90208435058594
2,2019-02-06 00:00:00-05:00,37.43437194824219
3,2019-02-07 00:00:00-05:00,36.45482635498047
4,2019-02-08 00:00:00-05:00,36.9401969909668
5,2019-02-11 00:00:00-05:00,37.02843475341797
6,2019-02-12 00:00:00-05:00,37.866790771484375
7,2019-02-13 00:00:00-05:00,37.62852096557617
8,2019-02-14 00:00:00-05:00,37.806270599365234
9,2019-02-15 00:00:00-05:00,37.12194061279297
10,2019-02-19 00:00:00-05:00,37.335243225097656
11,2019-02-20 00:00:00-05:00,39.6192626953125
12,2019-02-21 00:00:00-05:00,39.09491729736328
13,2019-02-22 00:00:00-05:00,39.166015625
14,2019-02-25 00:00:00-05:00,38.43724822998047
15,2019-02-26 00:00:00-05:00,38.383941650390625
16,2019-02-27 00:00:00-05:00,38.526126861572266
17,2019-02-28 00:00:00-05:00,37.50408935546875
18,2019-03-01 00:00:00-05:00,37.5751953125
19,2019-03-04 00:00:00-05:00,37.39745330810547
20,2019-03-05 00:00:00-05:00,36.68647003173828
21,2019-03-06 00:00:00-05:00,36.65980911254883
22,2019-03-07 00:00:00-05:00,35.78887176513672
23,2019-03-08 00:00:00-05:00,35.806640625
24,2019-03-11 00:00:00-04:00,36.82866668701172
25,2019-03-12 00:00:00-04:00,37.10417556762695
26,2019-03-13 00:00:00-04:00,38.21508026123047
27,2019-03-14 00:00:00-04:00,37.95735168457031
28,2019-03-15 00:00:00-04:00,38.25951385498047
29,2019-03-18 00:00:00-04:00,37.74406433105469
30,2019-03-19 00:00:00-04:00,37.406341552734375
31,2019-03-20 00:00:00-04:00,36.961978912353516
32,2019-03-21 00:00:00-04:00,36.53539276123047
33,2019-03-22 00:00:00-04:00,34.6690788269043
34,2019-03-25 00:00:00-04:00,35.18452835083008
35,2019-03-26 00:00:00-04:00,35.308956146240234
36,2019-03-27 00:00:00-04:00,35.72665786743164
37,2019-03-28 00:00:00-04:00,35.86884689331055
38,2019-03-29 00:00:00-04:00,36.33098602294922
39,2019-04-01 00:00:00-04:00,37.166385650634766
40,2019-04-02 00:00:00-04:00,37.04195785522461
41,2019-04-03 00:00:00-04:00,38.152870178222656
42,2019-04-04 00:00:00-04:00,38.37504959106445
43,2019-04-05 00:00:00-04:00,38.64166259765625
44,2019-04-08 00:00:00-04:00,38.712764739990234
45,2019-04-09 00:00:00-04:00,37.992897033691406
46,2019-04-10 00:00:00-04:00,37.815155029296875
47,2019-04-11 00:00:00-04:00,37.54853057861328
48,2019-04-12 00:00:00-04:00,37.8418083190918
49,2019-04-15 00:00:00-04:00,38.09953308105469
