,Date,BSX
0,2019-02-04 00:00:00-05:00,37.93000030517578
1,2019-02-05 00:00:00-05:00,37.75
2,2019-02-06 00:00:00-05:00,38.77000045776367
3,2019-02-07 00:00:00-05:00,38.849998474121094
4,2019-02-08 00:00:00-05:00,39.189998626708984
5,2019-02-11 00:00:00-05:00,39.310001373291016
6,2019-02-12 00:00:00-05:00,40.040000915527344
7,2019-02-13 00:00:00-05:00,39.599998474121094
8,2019-02-14 00:00:00-05:00,39.91999816894531
9,2019-02-15 00:00:00-05:00,40.0099983215332
10,2019-02-19 00:00:00-05:00,39.86000061035156
11,2019-02-20 00:00:00-05:00,40.11000061035156
12,2019-02-21 00:00:00-05:00,40.119998931884766
13,2019-02-22 00:00:00-05:00,40.52000045776367
14,2019-02-25 00:00:00-05:00,39.9900016784668
15,2019-02-26 00:00:00-05:00,39.86000061035156
16,2019-02-27 00:00:00-05:00,39.93000030517578
17,2019-02-28 00:00:00-05:00,40.119998931884766
18,2019-03-01 00:00:00-05:00,40.75
19,2019-03-04 00:00:00-05:00,40.29999923706055
20,2019-03-05 00:00:00-05:00,40.189998626708984
21,2019-03-06 00:00:00-05:00,39.779998779296875
22,2019-03-07 00:00:00-05:00,39.59000015258789
23,2019-03-08 00:00:00-05:00,39.5099983215332
24,2019-03-11 00:00:00-04:00,39.900001525878906
25,2019-03-12 00:00:00-04:00,40.2599983215332
26,2019-03-13 00:00:00-04:00,40.22999954223633
27,2019-03-14 00:00:00-04:00,40.04999923706055
28,2019-03-15 00:00:00-04:00,40.209999084472656
29,2019-03-18 00:00:00-04:00,37.970001220703125
30,2019-03-19 00:00:00-04:00,38.16999816894531
31,2019-03-20 00:00:00-04:00,37.86000061035156
32,2019-03-21 00:00:00-04:00,38.150001525878906
33,2019-03-22 00:00:00-04:00,37.29999923706055
34,2019-03-25 00:00:00-04:00,37.63999938964844
35,2019-03-26 00:00:00-04:00,37.84000015258789
36,2019-03-27 00:00:00-04:00,37.4900016784668
37,2019-03-28 00:00:00-04:00,37.91999816894531
38,2019-03-29 00:00:00-04:00,38.380001068115234
39,2019-04-01 00:00:00-04:00,38.65999984741211
40,2019-04-02 00:00:00-04:00,38.52000045776367
41,2019-04-03 00:00:00-04:00,38.33000183105469
42,2019-04-04 00:00:00-04:00,38.15999984741211
43,2019-04-05 00:00:00-04:00,38.15999984741211
44,2019-04-08 00:00:00-04:00,38.150001525878906
45,2019-04-09 00:00:00-04:00,38.209999084472656
46,2019-04-10 00:00:00-04:00,38.36000061035156
47,2019-04-11 00:00:00-04:00,37.91999816894531
48,2019-04-12 00:00:00-04:00,37.72999954223633
49,2019-04-15 00:00:00-04:00,37.810001373291016
50,2019-04-16 00:00:00-04:00,36.16999816894531
51,2019-04-17 00:00:00-04:00,34.90999984741211
52,2019-04-18 00:00:00-04:00,35.11000061035156
53,2019-04-22 00:00:00-04:00,34.93000030517578
54,2019-04-23 00:00:00-04:00,35.88999938964844
55,2019-04-24 00:00:00-04:00,35.439998626708984
56,2019-04-25 00:00:00-04:00,36.93000030517578
57,2019-04-26 00:00:00-04:00,37.380001068115234
58,2019-04-29 00:00:00-04:00,36.72999954223633
59,2019-04-30 00:00:00-04:00,37.119998931884766
60,2019-05-01 00:00:00-04:00,36.380001068115234
61,2019-05-02 00:00:00-04:00,36.88999938964844
62,2019-05-03 00:00:00-04:00,37.20000076293945
63,2019-05-06 00:00:00-04:00,37.369998931884766
