,Date,NVR
0,2019-02-04 00:00:00-05:00,2628.449951171875
1,2019-02-05 00:00:00-05:00,2612.3701171875
2,2019-02-06 00:00:00-05:00,2535.2099609375
3,2019-02-07 00:00:00-05:00,2616.610107421875
4,2019-02-08 00:00:00-05:00,2579.080078125
5,2019-02-11 00:00:00-05:00,2602.0
6,2019-02-12 00:00:00-05:00,2691.4599609375
7,2019-02-13 00:00:00-05:00,2600.800048828125
8,2019-02-14 00:00:00-05:00,2656.580078125
9,2019-02-15 00:00:00-05:00,2662.85009765625
10,2019-02-19 00:00:00-05:00,2622.699951171875
11,2019-02-20 00:00:00-05:00,2590.300048828125
12,2019-02-21 00:00:00-05:00,2643.85009765625
13,2019-02-22 00:00:00-05:00,2680.0
14,2019-02-25 00:00:00-05:00,2647.739990234375
15,2019-02-26 00:00:00-05:00,2632.969970703125
16,2019-02-27 00:00:00-05:00,2643.10009765625
17,2019-02-28 00:00:00-05:00,2620.0
18,2019-03-01 00:00:00-05:00,2601.0
19,2019-03-04 00:00:00-05:00,2660.659912109375
20,2019-03-05 00:00:00-05:00,2639.25
21,2019-03-06 00:00:00-05:00,2692.35009765625
22,2019-03-07 00:00:00-05:00,2751.719970703125
23,2019-03-08 00:00:00-05:00,2710.0
24,2019-03-11 00:00:00-04:00,2738.929931640625
25,2019-03-12 00:00:00-04:00,2769.4599609375
26,2019-03-13 00:00:00-04:00,2739.0
27,2019-03-14 00:00:00-04:00,2722.77001953125
28,2019-03-15 00:00:00-04:00,2724.2099609375
29,2019-03-18 00:00:00-04:00,2760.06005859375
30,2019-03-19 00:00:00-04:00,2732.320068359375
31,2019-03-20 00:00:00-04:00,2741.739990234375
32,2019-03-21 00:00:00-04:00,2760.72998046875
33,2019-03-22 00:00:00-04:00,2780.909912109375
34,2019-03-25 00:00:00-04:00,2832.780029296875
35,2019-03-26 00:00:00-04:00,2826.2099609375
36,2019-03-27 00:00:00-04:00,2860.239990234375
37,2019-03-28 00:00:00-04:00,2807.320068359375
38,2019-03-29 00:00:00-04:00,2767.0
39,2019-04-01 00:00:00-04:00,2766.989990234375
40,2019-04-02 00:00:00-04:00,2768.0
41,2019-04-03 00:00:00-04:00,2793.8798828125
42,2019-04-04 00:00:00-04:00,2869.89990234375
43,2019-04-05 00:00:00-04:00,2870.469970703125
44,2019-04-08 00:00:00-04:00,2881.27001953125
45,2019-04-09 00:00:00-04:00,2878.06005859375
46,2019-04-10 00:00:00-04:00,2910.419921875
47,2019-04-11 00:00:00-04:00,2944.25
48,2019-04-12 00:00:00-04:00,2970.10009765625
49,2019-04-15 00:00:00-04:00,2998.699951171875
50,2019-04-16 00:00:00-04:00,3022.159912109375
51,2019-04-17 00:00:00-04:00,3044.6201171875
52,2019-04-18 00:00:00-04:00,3084.1201171875
53,2019-04-22 00:00:00-04:00,3271.949951171875
54,2019-04-23 00:00:00-04:00,3215.0
55,2019-04-24 00:00:00-04:00,3215.77001953125
56,2019-04-25 00:00:00-04:00,3145.780029296875
57,2019-04-26 00:00:00-04:00,3116.139892578125
58,2019-04-29 00:00:00-04:00,3132.60009765625
59,2019-04-30 00:00:00-04:00,3152.47998046875
60,2019-05-01 00:00:00-04:00,3183.530029296875
61,2019-05-02 00:00:00-04:00,3247.8701171875
62,2019-05-03 00:00:00-04:00,3270.0
63,2019-05-06 00:00:00-04:00,3292.3701171875
64,2019-05-07 00:00:00-04:00,3251.409912109375
65,2019-05-08 00:00:00-04:00,3228.0
66,2019-05-09 00:00:00-04:00,3307.47998046875
67,2019-05-10 00:00:00-04:00,3290.7900390625
68,2019-05-13 00:00:00-04:00,3249.35009765625
69,2019-05-14 00:00:00-04:00,3286.0400390625
70,2019-05-15 00:00:00-04:00,3315.580078125
71,2019-05-16 00:00:00-04:00,3344.64990234375
72,2019-05-17 00:00:00-04:00,3320.0
73,2019-05-20 00:00:00-04:00,3261.179931640625
74,2019-05-21 00:00:00-04:00,3309.320068359375
75,2019-05-22 00:00:00-04:00,3246.780029296875
76,2019-05-23 00:00:00-04:00,3215.280029296875
77,2019-05-24 00:00:00-04:00,3272.719970703125
78,2019-05-28 00:00:00-04:00,3214.320068359375
79,2019-05-29 00:00:00-04:00,3219.760009765625
80,2019-05-30 00:00:00-04:00,3226.179931640625
81,2019-05-31 00:00:00-04:00,3201.570068359375
82,2019-06-03 00:00:00-04:00,3266.699951171875
83,2019-06-04 00:00:00-04:00,3317.550048828125
84,2019-06-05 00:00:00-04:00,3356.679931640625
85,2019-06-06 00:00:00-04:00,3362.489990234375
86,2019-06-07 00:00:00-04:00,3391.0
87,2019-06-10 00:00:00-04:00,3402.35009765625
88,2019-06-11 00:00:00-04:00,3370.820068359375
89,2019-06-12 00:00:00-04:00,3395.0
90,2019-06-13 00:00:00-04:00,3395.81005859375
91,2019-06-14 00:00:00-04:00,3459.6201171875
92,2019-06-17 00:00:00-04:00,3430.0
93,2019-06-18 00:00:00-04:00,3449.949951171875
94,2019-06-19 00:00:00-04:00,3375.8701171875
95,2019-06-20 00:00:00-04:00,3411.989990234375
96,2019-06-21 00:00:00-04:00,3313.239990234375
97,2019-06-24 00:00:00-04:00,3334.22998046875
98,2019-06-25 00:00:00-04:00,3271.639892578125
99,2019-06-26 00:00:00-04:00,3236.739990234375
100,2019-06-27 00:00:00-04:00,3333.6201171875
101,2019-06-28 00:00:00-04:00,3370.25
102,2019-07-01 00:00:00-04:00,3367.75
103,2019-07-02 00:00:00-04:00,3396.3798828125
104,2019-07-03 00:00:00-04:00,3396.4599609375
105,2019-07-05 00:00:00-04:00,3348.0
106,2019-07-08 00:00:00-04:00,3343.31005859375
107,2019-07-09 00:00:00-04:00,3371.0400390625
108,2019-07-10 00:00:00-04:00,3468.14990234375
109,2019-07-11 00:00:00-04:00,3468.679931640625
110,2019-07-12 00:00:00-04:00,3489.6298828125
111,2019-07-15 00:00:00-04:00,3450.0
112,2019-07-16 00:00:00-04:00,3497.10009765625
113,2019-07-17 00:00:00-04:00,3501.860107421875
114,2019-07-18 00:00:00-04:00,3507.739990234375
115,2019-07-19 00:00:00-04:00,3520.010009765625
116,2019-07-22 00:00:00-04:00,3498.300048828125
117,2019-07-23 00:00:00-04:00,3381.530029296875
118,2019-07-24 00:00:00-04:00,3382.06005859375
119,2019-07-25 00:00:00-04:00,3419.929931640625
120,2019-07-26 00:00:00-04:00,3309.81005859375
121,2019-07-29 00:00:00-04:00,3301.35009765625
122,2019-07-30 00:00:00-04:00,3288.090087890625
123,2019-07-31 00:00:00-04:00,3344.139892578125
124,2019-08-01 00:00:00-04:00,3387.9599609375
125,2019-08-02 00:00:00-04:00,3404.2900390625
126,2019-08-05 00:00:00-04:00,3340.139892578125
127,2019-08-06 00:00:00-04:00,3394.070068359375
128,2019-08-07 00:00:00-04:00,3485.159912109375
129,2019-08-08 00:00:00-04:00,3543.300048828125
130,2019-08-09 00:00:00-04:00,3524.56005859375
131,2019-08-12 00:00:00-04:00,3483.68994140625
