,Date,MGM
0,2019-02-04 00:00:00-05:00,28.76947784423828
1,2019-02-05 00:00:00-05:00,28.730531692504883
2,2019-02-06 00:00:00-05:00,28.827898025512695
3,2019-02-07 00:00:00-05:00,28.136648178100586
4,2019-02-08 00:00:00-05:00,28.204797744750977
5,2019-02-11 00:00:00-05:00,28.224267959594727
6,2019-02-12 00:00:00-05:00,28.107444763183594
7,2019-02-13 00:00:00-05:00,28.457931518554688
8,2019-02-14 00:00:00-05:00,26.647058486938477
9,2019-02-15 00:00:00-05:00,27.46487045288086
10,2019-02-19 00:00:00-05:00,27.718000411987305
11,2019-02-20 00:00:00-05:00,28.049022674560547
12,2019-02-21 00:00:00-05:00,27.601171493530273
13,2019-02-22 00:00:00-05:00,26.978076934814453
14,2019-02-25 00:00:00-05:00,26.968341827392578
15,2019-02-26 00:00:00-05:00,26.948869705200195
16,2019-02-27 00:00:00-05:00,26.44260597229004
17,2019-02-28 00:00:00-05:00,26.04343605041504
18,2019-03-01 00:00:00-05:00,26.26735496520996
19,2019-03-04 00:00:00-05:00,26.131059646606445
20,2019-03-05 00:00:00-05:00,26.17973518371582
21,2019-03-06 00:00:00-05:00,26.25762367248535
22,2019-03-07 00:00:00-05:00,25.876087188720703
23,2019-03-08 00:00:00-05:00,25.925004959106445
24,2019-03-11 00:00:00-04:00,25.993486404418945
25,2019-03-12 00:00:00-04:00,26.03261375427246
26,2019-03-13 00:00:00-04:00,25.993486404418945
27,2019-03-14 00:00:00-04:00,25.876087188720703
28,2019-03-15 00:00:00-04:00,25.455419540405273
29,2019-03-18 00:00:00-04:00,25.680423736572266
30,2019-03-19 00:00:00-04:00,25.993486404418945
31,2019-03-20 00:00:00-04:00,25.680423736572266
32,2019-03-21 00:00:00-04:00,26.316322326660156
33,2019-03-22 00:00:00-04:00,25.523897171020508
34,2019-03-25 00:00:00-04:00,25.191274642944336
35,2019-03-26 00:00:00-04:00,25.22062110900879
36,2019-03-27 00:00:00-04:00,24.45754623413086
37,2019-03-28 00:00:00-04:00,24.90756607055664
38,2019-03-29 00:00:00-04:00,25.103225708007812
39,2019-04-01 00:00:00-04:00,26.01304817199707
40,2019-04-02 00:00:00-04:00,26.189144134521484
41,2019-04-03 00:00:00-04:00,26.41415023803711
42,2019-04-04 00:00:00-04:00,26.560895919799805
43,2019-04-05 00:00:00-04:00,26.844606399536133
44,2019-04-08 00:00:00-04:00,26.961999893188477
45,2019-04-09 00:00:00-04:00,25.905437469482422
46,2019-04-10 00:00:00-04:00,26.061962127685547
47,2019-04-11 00:00:00-04:00,26.355453491210938
48,2019-04-12 00:00:00-04:00,26.756559371948242
49,2019-04-15 00:00:00-04:00,26.688072204589844
50,2019-04-16 00:00:00-04:00,26.844606399536133
51,2019-04-17 00:00:00-04:00,26.961999893188477
52,2019-04-18 00:00:00-04:00,26.92287254333496
53,2019-04-22 00:00:00-04:00,26.609817504882812
54,2019-04-23 00:00:00-04:00,26.913084030151367
55,2019-04-24 00:00:00-04:00,27.18701171875
56,2019-04-25 00:00:00-04:00,27.14788055419922
57,2019-04-26 00:00:00-04:00,27.695724487304688
58,2019-04-29 00:00:00-04:00,27.97943687438965
59,2019-04-30 00:00:00-04:00,26.052181243896484
60,2019-05-01 00:00:00-04:00,25.279319763183594
61,2019-05-02 00:00:00-04:00,25.113012313842773
62,2019-05-03 00:00:00-04:00,25.426069259643555
63,2019-05-06 00:00:00-04:00,24.946699142456055
64,2019-05-07 00:00:00-04:00,24.33036994934082
65,2019-05-08 00:00:00-04:00,25.113012313842773
66,2019-05-09 00:00:00-04:00,24.995615005493164
67,2019-05-10 00:00:00-04:00,25.07387351989746
68,2019-05-13 00:00:00-04:00,24.809736251831055
69,2019-05-14 00:00:00-04:00,25.36737060546875
70,2019-05-15 00:00:00-04:00,25.533681869506836
71,2019-05-16 00:00:00-04:00,25.954349517822266
72,2019-05-17 00:00:00-04:00,25.328237533569336
73,2019-05-20 00:00:00-04:00,24.799959182739258
